CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-11.100664,2.4698415
human3_lib2.final_cell_0055,acinar,inDrop,-11.3529825,1.614514
human3_lib4.final_cell_0748,acinar,inDrop,-11.2476635,1.82008
human3_lib1.final_cell_0004,acinar,inDrop,-9.85969,2.6416953
human3_lib2.final_cell_0497,acinar,inDrop,-10.003124,2.5759654
human1_lib1.final_cell_0028,acinar,inDrop,-9.505599,1.949159
human3_lib4.final_cell_0518,acinar,inDrop,-4.218881,-2.0783718
human3_lib1.final_cell_0005,acinar,inDrop,-10.046486,2.7274342
human3_lib1.final_cell_0109,acinar,inDrop,-11.425876,1.6447874
human3_lib3.final_cell_0385,acinar,inDrop,-10.705826,2.0118845
human3_lib3.final_cell_0028,acinar,inDrop,-11.332324,2.340978
human3_lib1.final_cell_0371,acinar,inDrop,-11.024609,1.80399
human3_lib4.final_cell_0148,acinar,inDrop,-11.410847,2.5602202
human3_lib4.final_cell_0072,acinar,inDrop,-11.073711,2.3252366
human3_lib1.final_cell_0146,acinar,inDrop,-10.899134,2.8631186
human3_lib1.final_cell_0642,acinar,inDrop,-10.937727,1.4862098
human3_lib4.final_cell_0537,acinar,inDrop,-11.358103,1.798236
human3_lib1.final_cell_0026,acinar,inDrop,-11.160677,2.1837776
human1_lib1.final_cell_0047,acinar,inDrop,-9.789777,1.7697526
human3_lib2.final_cell_0012,acinar,inDrop,-10.2177515,3.4088464
human3_lib4.final_cell_0034,acinar,inDrop,-11.310676,2.2944918
human3_lib1.final_cell_0027,acinar,inDrop,-10.606192,2.929807
human3_lib3.final_cell_0235,acinar,inDrop,-11.163622,2.7793663
human3_lib4.final_cell_0358,acinar,inDrop,-11.353443,1.1517442
human3_lib4.final_cell_0292,acinar,inDrop,-11.598006,2.0648248
human3_lib1.final_cell_0044,acinar,inDrop,-9.9512415,2.603091
human1_lib3.final_cell_0031,acinar,inDrop,-9.506263,1.9492605
human3_lib1.final_cell_0117,acinar,inDrop,-10.209131,2.5709689
human3_lib2.final_cell_0083,acinar,inDrop,-10.906197,2.8683288
human3_lib1.final_cell_0112,acinar,inDrop,-11.064379,2.4920614
human3_lib3.final_cell_0022,acinar,inDrop,-11.292251,1.3937825
human3_lib1.final_cell_0391,acinar,inDrop,-10.079753,3.288443
human3_lib1.final_cell_0215,acinar,inDrop,-11.134089,2.0132513
human1_lib1.final_cell_0461,acinar,inDrop,-9.781238,1.4582913
human3_lib2.final_cell_0685,acinar,inDrop,-9.929328,1.981959
human3_lib4.final_cell_0272,acinar,inDrop,-10.780004,2.8525026
human3_lib3.final_cell_0163,acinar,inDrop,-10.010514,2.2878995
human1_lib1.final_cell_0182,acinar,inDrop,-9.719166,1.3665625
human3_lib2.final_cell_0105,acinar,inDrop,-9.699453,2.7255158
human3_lib4.final_cell_0466,acinar,inDrop,-10.886912,1.9738078
human3_lib3.final_cell_0044,acinar,inDrop,-10.357453,2.5378098
human3_lib1.final_cell_0069,acinar,inDrop,-10.642796,2.64006
human3_lib4.final_cell_0103,acinar,inDrop,-11.394206,1.953843
human3_lib2.final_cell_0036,acinar,inDrop,-9.918874,3.2214048
human3_lib1.final_cell_0505,acinar,inDrop,-11.028657,1.3825155
human3_lib2.final_cell_0267,acinar,inDrop,-11.410522,2.1476119
human3_lib3.final_cell_0703,acinar,inDrop,-11.457664,1.3306423
human3_lib2.final_cell_0109,acinar,inDrop,-10.152378,1.7843491
human3_lib4.final_cell_0171,acinar,inDrop,-10.173642,1.9113611
human3_lib2.final_cell_0134,acinar,inDrop,-11.390468,1.8002617
human1_lib2.final_cell_0582,acinar,inDrop,-10.357463,0.89912045
human3_lib1.final_cell_0212,acinar,inDrop,-10.851897,1.5765345
human3_lib2.final_cell_0675,acinar,inDrop,-10.09336,2.941047
human3_lib3.final_cell_0205,acinar,inDrop,-11.048912,2.7334871
human3_lib4.final_cell_0184,acinar,inDrop,-10.317821,2.166844
human3_lib3.final_cell_0079,acinar,inDrop,-10.228557,2.9162178
human3_lib2.final_cell_0060,acinar,inDrop,-11.18092,2.5514574
human3_lib1.final_cell_0204,acinar,inDrop,-9.971255,2.723977
human3_lib4.final_cell_0070,acinar,inDrop,-10.191906,2.4733021
human3_lib3.final_cell_0415,acinar,inDrop,-9.603535,1.9126731
human3_lib3.final_cell_0208,acinar,inDrop,-10.725098,2.7379675
human3_lib1.final_cell_0038,acinar,inDrop,-10.506149,2.9821434
human3_lib4.final_cell_0533,acinar,inDrop,-10.815419,1.2451559
human1_lib3.final_cell_0231,acinar,inDrop,-10.034874,1.5379256
human3_lib3.final_cell_0066,acinar,inDrop,-11.591839,2.6663172
human3_lib4.final_cell_0108,acinar,inDrop,-11.094855,2.7806375
human3_lib3.final_cell_0301,acinar,inDrop,-9.993095,2.6559057
human3_lib4.final_cell_0149,acinar,inDrop,-11.724691,1.6056925
human3_lib4.final_cell_0003,acinar,inDrop,-11.241655,2.7691517
human3_lib3.final_cell_0266,acinar,inDrop,-10.039432,3.1998703
