CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,3.5077565,-10.610091
D28.7_64,acinar,celseq2,-6.8191977,-4.316197
D31.2_86,acinar,celseq2,-8.747907,-2.3013957
human3_lib2.final_cell_0055,acinar,inDrop,4.377222,-11.022436
human3_lib4.final_cell_0748,acinar,inDrop,5.5214796,-9.96767
human3_lib1.final_cell_0004,acinar,inDrop,2.6263523,-10.357488
human3_lib2.final_cell_0497,acinar,inDrop,2.905841,-9.286332
human1_lib1.final_cell_0028,acinar,inDrop,2.415116,-9.363122
D31.7_21,acinar,celseq2,-5.650262,0.84852546
human3_lib4.final_cell_0518,acinar,inDrop,6.795888,-5.541569
human3_lib1.final_cell_0005,acinar,inDrop,2.0551555,-10.5475235
D28.5_31,acinar,celseq2,-8.531214,-2.2813542
human3_lib1.final_cell_0109,acinar,inDrop,4.4509673,-10.561428
human3_lib3.final_cell_0385,acinar,inDrop,3.7412188,-10.367027
human3_lib3.final_cell_0028,acinar,inDrop,3.1204212,-10.730303
HP1502401_F13,acinar,smartseq2,-7.073497,-1.314004
human3_lib1.final_cell_0371,acinar,inDrop,4.2594566,-10.612451
HP1506401_D24,acinar,smartseq2,-7.947801,-3.332756
human3_lib4.final_cell_0148,acinar,inDrop,3.7739217,-10.228475
HP1502401_M22,acinar,smartseq2,-7.195117,-2.8299632
human3_lib4.final_cell_0072,acinar,inDrop,3.2171836,-10.593171
human3_lib1.final_cell_0146,acinar,inDrop,3.4947112,-10.020876
human3_lib1.final_cell_0642,acinar,inDrop,5.375518,-10.169631
human3_lib4.final_cell_0537,acinar,inDrop,5.7178264,-10.140815
human3_lib1.final_cell_0026,acinar,inDrop,3.9654415,-10.544606
human1_lib1.final_cell_0047,acinar,inDrop,3.5771205,-9.072625
human3_lib2.final_cell_0012,acinar,inDrop,2.1171234,-9.808118
human3_lib4.final_cell_0034,acinar,inDrop,3.6186147,-10.99981
D28.6_19,acinar,celseq2,-7.3992405,-1.1760192
human3_lib1.final_cell_0027,acinar,inDrop,2.3161345,-10.12816
human3_lib3.final_cell_0235,acinar,inDrop,3.4955432,-10.563258
human3_lib4.final_cell_0358,acinar,inDrop,6.016714,-10.103965
human3_lib4.final_cell_0292,acinar,inDrop,4.508216,-10.936158
human3_lib1.final_cell_0044,acinar,inDrop,2.2879732,-9.68307
D30.5_79,acinar,celseq2,-7.27007,-1.4557639
D28.8_39,acinar,celseq2,-7.858602,-3.2573385
human1_lib3.final_cell_0031,acinar,inDrop,3.2454128,-9.055392
human3_lib1.final_cell_0117,acinar,inDrop,3.008052,-9.482848
human3_lib2.final_cell_0083,acinar,inDrop,2.2434993,-9.963007
D30.6_37,acinar,celseq2,-7.330569,-1.3497697
HP1506401_B16,acinar,smartseq2,-8.562576,-2.2862248
human3_lib1.final_cell_0112,acinar,inDrop,3.7101343,-10.555333
human3_lib3.final_cell_0022,acinar,inDrop,5.1387744,-10.741015
human3_lib1.final_cell_0391,acinar,inDrop,2.6238334,-9.468483
human3_lib1.final_cell_0215,acinar,inDrop,5.204092,-10.35324
human1_lib1.final_cell_0461,acinar,inDrop,5.5566893,-9.662386
human3_lib2.final_cell_0685,acinar,inDrop,4.3816013,-9.802806
human3_lib4.final_cell_0272,acinar,inDrop,2.7993774,-9.853067
HP1506401_D3,acinar,smartseq2,-8.199177,-3.2366416
human3_lib3.final_cell_0163,acinar,inDrop,3.4680257,-9.539387
human1_lib1.final_cell_0182,acinar,inDrop,3.4695737,-9.197692
HP1504101T2D_J16,acinar,smartseq2,-7.2217073,-2.30282
human3_lib2.final_cell_0105,acinar,inDrop,2.1537688,-9.589438
human3_lib4.final_cell_0466,acinar,inDrop,5.697029,-10.064293
D30.4_18,acinar,celseq2,-7.4324627,-2.0730698
human3_lib3.final_cell_0044,acinar,inDrop,2.3768008,-9.575239
D28.5_63,acinar,celseq2,-7.4770412,-2.5268645
HP1504901_F23,acinar,smartseq2,-7.7933846,-1.2817994
human3_lib1.final_cell_0069,acinar,inDrop,2.5894706,-9.810634
D31.3_89,acinar,celseq2,-7.3531694,-3.4260678
human3_lib4.final_cell_0103,acinar,inDrop,4.195731,-10.686986
human3_lib2.final_cell_0036,acinar,inDrop,2.2365935,-9.473662
HP1506401_J15,acinar,smartseq2,-7.7620296,-3.5407853
human3_lib1.final_cell_0505,acinar,inDrop,5.868168,-10.104726
HP1506401_O16,acinar,smartseq2,-8.339347,-2.3572285
human3_lib2.final_cell_0267,acinar,inDrop,3.7573516,-10.216951
human3_lib3.final_cell_0703,acinar,inDrop,5.553293,-10.081642
human3_lib2.final_cell_0109,acinar,inDrop,3.9949393,-9.413409
D30.2_53,acinar,celseq2,-7.2895875,-2.426489
human3_lib4.final_cell_0171,acinar,inDrop,4.1857033,-10.527377
HP1506401_N23,acinar,smartseq2,-8.184868,-3.071923
D28.3_51,acinar,celseq2,-7.238309,-3.9668887
human3_lib2.final_cell_0134,acinar,inDrop,3.963467,-10.176444
human1_lib2.final_cell_0582,acinar,inDrop,5.593771,-9.400591
D28.5_37,acinar,celseq2,-7.930826,-1.7573781
human3_lib1.final_cell_0212,acinar,inDrop,5.6295986,-10.2539425
D28.3_90,acinar,celseq2,-8.4251175,-1.9990413
human3_lib2.final_cell_0675,acinar,inDrop,3.1967049,-10.110745
D31.1_21,acinar,celseq2,-7.199927,-0.9579805
human3_lib3.final_cell_0205,acinar,inDrop,2.9492555,-9.878886
human3_lib4.final_cell_0184,acinar,inDrop,5.1520777,-10.3175535
human3_lib3.final_cell_0079,acinar,inDrop,2.3263097,-9.640105
human3_lib2.final_cell_0060,acinar,inDrop,3.531054,-10.032025
human3_lib1.final_cell_0204,acinar,inDrop,2.586788,-10.505985
