CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,8.495923,10.820711
human3_lib2.final_cell_0055-0,acinar,inDrop,9.2262,10.626882
human3_lib4.final_cell_0748-0,acinar,inDrop,8.074406,9.146535
human3_lib1.final_cell_0004-0,acinar,inDrop,7.529976,11.65849
human3_lib2.final_cell_0497-0,acinar,inDrop,7.636653,10.403276
human1_lib1.final_cell_0028-0,acinar,inDrop,7.199531,9.952813
human3_lib4.final_cell_0518-0,acinar,inDrop,7.2804523,10.166276
human3_lib1.final_cell_0005-0,acinar,inDrop,7.4187126,11.787781
human3_lib1.final_cell_0109-0,acinar,inDrop,8.99228,10.323867
human3_lib3.final_cell_0385-0,acinar,inDrop,8.4776125,10.578166
human3_lib3.final_cell_0028-0,acinar,inDrop,8.541746,11.325722
human3_lib1.final_cell_0371-0,acinar,inDrop,8.895151,10.174683
human3_lib4.final_cell_0148-0,acinar,inDrop,8.145158,9.9359455
human3_lib4.final_cell_0072-0,acinar,inDrop,8.29413,10.686183
human3_lib1.final_cell_0146-0,acinar,inDrop,7.8677745,10.287049
human3_lib1.final_cell_0642-0,acinar,inDrop,8.810906,9.976382
human3_lib4.final_cell_0537-0,acinar,inDrop,8.467343,10.363722
human3_lib1.final_cell_0026-0,acinar,inDrop,8.884006,10.85924
human1_lib1.final_cell_0047-0,acinar,inDrop,7.9389954,10.02914
human3_lib2.final_cell_0012-0,acinar,inDrop,7.547848,11.166565
human3_lib4.final_cell_0034-0,acinar,inDrop,8.450339,11.201793
human3_lib1.final_cell_0027-0,acinar,inDrop,8.118471,11.523162
human3_lib3.final_cell_0235-0,acinar,inDrop,8.393458,10.483407
human3_lib4.final_cell_0358-0,acinar,inDrop,8.3809,9.209099
human3_lib4.final_cell_0292-0,acinar,inDrop,8.633103,10.534542
human3_lib1.final_cell_0044-0,acinar,inDrop,7.9006915,11.213075
human1_lib3.final_cell_0031-0,acinar,inDrop,7.202156,10.325093
human3_lib1.final_cell_0117-0,acinar,inDrop,7.786587,10.332203
human3_lib2.final_cell_0083-0,acinar,inDrop,8.162557,10.882383
human3_lib1.final_cell_0112-0,acinar,inDrop,8.705478,10.614298
human3_lib3.final_cell_0022-0,acinar,inDrop,9.000083,10.347017
human3_lib1.final_cell_0391-0,acinar,inDrop,7.600935,10.596211
human3_lib1.final_cell_0215-0,acinar,inDrop,9.087292,9.586012
human1_lib1.final_cell_0461-0,acinar,inDrop,5.7311525,7.5479264
human3_lib2.final_cell_0685-0,acinar,inDrop,8.295924,9.605192
human3_lib4.final_cell_0272-0,acinar,inDrop,7.654457,10.829597
human3_lib3.final_cell_0163-0,acinar,inDrop,8.588134,11.176218
human1_lib1.final_cell_0182-0,acinar,inDrop,7.6099987,9.843626
human3_lib2.final_cell_0105-0,acinar,inDrop,7.074642,11.238135
human3_lib4.final_cell_0466-0,acinar,inDrop,8.509149,9.559908
human3_lib3.final_cell_0044-0,acinar,inDrop,7.317669,11.513833
human3_lib1.final_cell_0069-0,acinar,inDrop,7.878012,10.966213
human3_lib4.final_cell_0103-0,acinar,inDrop,8.804153,10.84806
