CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,11.252138,-8.980459
D28.7_64,acinar,celseq2,-10.448075,-6.8952794
D31.2_86,acinar,celseq2,-9.51627,-4.7787127
human3_lib2.final_cell_0055,acinar,inDrop,11.127705,-9.6932335
human3_lib4.final_cell_0748,acinar,inDrop,10.344556,-9.724427
human3_lib1.final_cell_0004,acinar,inDrop,10.747751,-8.315447
human3_lib2.final_cell_0497,acinar,inDrop,10.915621,-7.633495
human1_lib1.final_cell_0028,acinar,inDrop,10.802422,-7.644606
D31.7_21,acinar,celseq2,-6.8018856,-1.8223419
human3_lib4.final_cell_0518,acinar,inDrop,9.867742,-7.686149
human3_lib1.final_cell_0005,acinar,inDrop,11.058549,-7.76676
D28.5_31,acinar,celseq2,-8.94341,-4.641907
human3_lib1.final_cell_0109,acinar,inDrop,10.757893,-9.596523
human3_lib3.final_cell_0385,acinar,inDrop,11.030388,-8.781325
human3_lib3.final_cell_0028,acinar,inDrop,11.574341,-9.304475
HP1502401_F13,acinar,smartseq2,-8.78923,-4.8380947
human3_lib1.final_cell_0371,acinar,inDrop,10.916986,-9.480791
HP1506401_D24,acinar,smartseq2,-10.487832,-5.4831657
human3_lib4.final_cell_0148,acinar,inDrop,11.151793,-9.407892
HP1502401_M22,acinar,smartseq2,-9.742078,-6.5565534
human3_lib4.final_cell_0072,acinar,inDrop,10.986375,-9.005032
human3_lib1.final_cell_0146,acinar,inDrop,10.567912,-9.244177
human3_lib1.final_cell_0642,acinar,inDrop,10.231812,-9.346202
human3_lib4.final_cell_0537,acinar,inDrop,10.313423,-9.903275
human3_lib1.final_cell_0026,acinar,inDrop,10.993501,-9.404826
human1_lib1.final_cell_0047,acinar,inDrop,9.645649,-8.720771
human3_lib2.final_cell_0012,acinar,inDrop,11.585877,-8.237057
human3_lib4.final_cell_0034,acinar,inDrop,11.457488,-9.518322
D28.6_19,acinar,celseq2,-8.605153,-4.626061
human3_lib1.final_cell_0027,acinar,inDrop,11.394706,-7.907856
human3_lib3.final_cell_0235,acinar,inDrop,11.520011,-8.969998
human3_lib4.final_cell_0358,acinar,inDrop,10.407608,-9.921777
human3_lib4.final_cell_0292,acinar,inDrop,11.357886,-8.953646
human3_lib1.final_cell_0044,acinar,inDrop,10.815785,-8.027584
D30.5_79,acinar,celseq2,-8.687573,-5.0462747
D28.8_39,acinar,celseq2,-10.16194,-6.346165
human1_lib3.final_cell_0031,acinar,inDrop,9.44624,-8.41472
human3_lib1.final_cell_0117,acinar,inDrop,10.819188,-8.586129
human3_lib2.final_cell_0083,acinar,inDrop,11.5675955,-8.2751045
D30.6_37,acinar,celseq2,-8.585303,-4.7976003
HP1506401_B16,acinar,smartseq2,-9.8889265,-4.944336
human3_lib1.final_cell_0112,acinar,inDrop,10.95446,-9.516732
human3_lib3.final_cell_0022,acinar,inDrop,10.721176,-9.86932
human3_lib1.final_cell_0391,acinar,inDrop,10.3854265,-7.8198795
human3_lib1.final_cell_0215,acinar,inDrop,11.390354,-9.156688
human1_lib1.final_cell_0461,acinar,inDrop,9.361383,-8.014694
human3_lib2.final_cell_0685,acinar,inDrop,10.14116,-8.14147
human3_lib4.final_cell_0272,acinar,inDrop,11.058639,-7.7710857
HP1506401_D3,acinar,smartseq2,-10.567704,-5.1752176
human3_lib3.final_cell_0163,acinar,inDrop,10.390501,-8.901289
human1_lib1.final_cell_0182,acinar,inDrop,9.781693,-8.550075
HP1504101T2D_J16,acinar,smartseq2,-9.628649,-6.3296146
human3_lib2.final_cell_0105,acinar,inDrop,10.731239,-7.7941546
human3_lib4.final_cell_0466,acinar,inDrop,11.156018,-9.65423
D30.4_18,acinar,celseq2,-9.55272,-5.8923974
human3_lib3.final_cell_0044,acinar,inDrop,10.847648,-7.7781925
D28.5_63,acinar,celseq2,-9.361809,-5.5995703
HP1504901_F23,acinar,smartseq2,-8.120136,-3.916393
human3_lib1.final_cell_0069,acinar,inDrop,10.974274,-8.613721
D31.3_89,acinar,celseq2,-10.47671,-6.3830476
human3_lib4.final_cell_0103,acinar,inDrop,11.21619,-9.209368
human3_lib2.final_cell_0036,acinar,inDrop,10.692019,-7.4897203
HP1506401_J15,acinar,smartseq2,-10.584685,-5.580268
human3_lib1.final_cell_0505,acinar,inDrop,10.70962,-9.572198
HP1506401_O16,acinar,smartseq2,-10.242444,-5.123451
human3_lib2.final_cell_0267,acinar,inDrop,11.360845,-9.362942
human3_lib3.final_cell_0703,acinar,inDrop,10.49374,-9.498925
human3_lib2.final_cell_0109,acinar,inDrop,10.105192,-8.983919
D30.2_53,acinar,celseq2,-9.420009,-6.048871
human3_lib4.final_cell_0171,acinar,inDrop,10.924222,-9.019671
HP1506401_N23,acinar,smartseq2,-10.410713,-5.4051156
D28.3_51,acinar,celseq2,-10.618447,-6.5876274
human3_lib2.final_cell_0134,acinar,inDrop,10.954699,-9.438162
human1_lib2.final_cell_0582,acinar,inDrop,10.09574,-9.369563
D28.5_37,acinar,celseq2,-9.01648,-5.007456
human3_lib1.final_cell_0212,acinar,inDrop,10.612392,-9.662977
D28.3_90,acinar,celseq2,-9.316728,-4.843426
human3_lib2.final_cell_0675,acinar,inDrop,10.402027,-8.569429
D31.1_21,acinar,celseq2,-8.40638,-4.567266
human3_lib3.final_cell_0205,acinar,inDrop,11.586204,-8.357904
human3_lib4.final_cell_0184,acinar,inDrop,10.351518,-8.29694
human3_lib3.final_cell_0079,acinar,inDrop,11.015064,-7.659522
human3_lib2.final_cell_0060,acinar,inDrop,11.637059,-9.107848
human3_lib1.final_cell_0204,acinar,inDrop,10.763033,-8.388589
