,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
mini_pancreas/metrics/unscaled/hvg/mnn_full,0.6402806542280902,0.2877332823517393,0.5376393757760525,0.6678364147022854,0.7648096494739717,0.3845840414618649,0.7730666110012135,0.5708814151585102,0.6209983655227644,0.11515519570215516,7.401486830834377e-17,0.995191752273408,0.4337710843373494,
mini_pancreas/metrics/unscaled/full_feature/mnn_full,0.6319819675088856,0.2500630420956884,0.5418472625315189,0.6388482213699249,0.6453805560609363,0.441874483383054,0.7806116292525572,0.5718637313693762,0.6224476401984216,0.13990442135951486,7.401486830834377e-17,0.9930771383516048,0.3402668549951308,
mini_sim/metrics/unscaled/hvg/mnn_full,0.8625393046439976,0.7623240532685919,0.5898869037628174,0.9684597271279024,0.977625426266087,,0.9203483432455396,0.5547058512456715,1.0,0.07809010025855058,0.7338265717362066,1.0,0.5791702119097633,
mini_sim/metrics/unscaled/full_feature/mnn_full,0.6577322424896292,0.3275560997048464,0.5799815580248833,0.9188286672129892,0.8484867520256251,,0.5763279305648237,0.5472727110609412,1.0,0.061803307604240125,0.3409730873877896,1.0,0.5262472736637934,
mini_pancreas/metrics/scaled/hvg/mnn_full,0.6418047185243148,0.31470413130640346,0.5240303240716457,0.6449437626848101,0.8849060514236551,0.6343934978731625,0.7766922746078131,0.5790681513026357,0.8324511617362516,0.08483373284542063,0.0030421613290695,0.9731508516129368,0.25147727986092666,
mini_pancreas/metrics/scaled/full_feature/mnn_full,0.6014158987417291,0.25328640999758023,0.5117563717067242,0.5934085031886673,0.7840984605894764,0.8752254192816036,0.7964923644181969,0.5617522941902281,0.6872939626087711,0.09338269739996384,7.401486830834377e-17,0.9856882861535836,0.0821484253647858,
mini_sim/metrics/scaled/hvg/mnn_full,0.8073338130677195,0.6967995574222975,0.5992373824119568,0.9883117289530359,0.9968613857164018,,0.8811787072243347,0.5591794862411916,1.0,0.06483511439505096,0.8013376484629884,1.0,0.2625250501002004,
mini_sim/metrics/scaled/full_feature/mnn_full,0.8561053700586473,0.7453064033381499,0.5869226604700089,0.9859802927469632,0.9943060896092736,,0.8943629697525206,0.5528836641460657,1.0,0.026209957882101453,0.7754828953387568,1.0,0.1132868145930415,
mini_pancreas/metrics/unscaled/hvg/scanorama_embed,0.6490895726704565,0.30099715588017456,0.512004089892127,0.6073796271975578,0.0,0.4066486847011882,0.7818112099117075,0.5384342637844384,0.6208872544116533,0.2642343957217186,7.401486830834377e-17,0.9951477367802152,,
mini_pancreas/metrics/unscaled/full_feature/scanorama_embed,0.6507876082349352,0.2743471271413961,0.4884409237985022,0.4973693482499337,0.0,0.5207984880761549,0.7817671963215644,0.5261892363778315,0.6233692081319862,0.3040551045437755,7.401486830834377e-17,0.9943339927340092,,
mini_sim/metrics/unscaled/hvg/scanorama_embed,0.8597760179514519,0.7548620384044192,0.5615966327048398,0.978255016330246,0.9980859114587656,,0.9117262423714037,0.5569411683827639,1.0,0.27840963073645064,0.7808174535203539,1.0,,
mini_sim/metrics/unscaled/full_feature/scanorama_embed,0.8568395366091609,0.7475660060271536,0.5579374907559547,0.9713840703273746,0.9982798368514988,,0.9029516994633272,0.5527296764776111,1.0,0.3678045566970428,0.7854435872792487,1.0,,
mini_pancreas/metrics/scaled/hvg/scanorama_embed,0.5619309663797136,0.2890965180724066,0.5098302855916871,0.8950467087663185,0.8734076863096425,0.6669486035760719,0.7863531704260182,0.5272623300552368,0.9430753593426792,0.14433936119022928,0.2582153207855556,0.7044085268767715,,
mini_pancreas/metrics/scaled/full_feature/scanorama_embed,0.6097511925027922,0.26594702086299954,0.5119594875319313,0.7313682377213269,0.7657880588153501,0.7906918656884735,0.7893424870966621,0.5416865982115269,0.7250165240174056,0.1104805953022534,0.0021852031411892328,0.9653239818401498,,
mini_sim/metrics/scaled/hvg/scanorama_embed,0.8557040394394841,0.7445509823875721,0.571297006403813,0.9743573841719072,0.9984542691547368,,0.8966302367941712,0.5975531926378608,1.0,0.6832632748721293,0.756756278857787,1.0,,
mini_sim/metrics/scaled/full_feature/scanorama_embed,0.8261016351703857,0.7110582964282269,0.5632627961391953,0.9852593650197315,0.9983851043886024,,0.8688605108055011,0.578520867973566,1.0,0.2301432547514446,0.7992326532091295,1.0,,
mini_pancreas/metrics/unscaled/hvg/seurat_full,0.4472680642091869,0.22301517548373465,0.5023798723705113,0.5891160072024894,0.9927698060667379,0.3622111056819005,0.7598773737807968,0.5782802253961563,0.8861068130602672,0.5934976794447877,0.08465770248584642,0.8161086686297031,0.4434253728340215,
mini_pancreas/metrics/unscaled/full_feature/seurat_full,0.4022373351526641,0.1835620452397408,0.506411949172616,0.6014646782920212,0.991100852190572,0.38012514455296254,0.6494294144586,0.5647578036878258,0.8822901620380827,0.5483860865842329,0.02193130035694124,0.8376044441750327,0.33127600582691485,
mini_sim/metrics/unscaled/hvg/seurat_full,0.852265892080919,0.7405660734999342,0.6156997382640839,0.8627316923694974,0.9976767874145546,,0.8823651425799699,0.5706212408840656,1.0,0.9809368979553552,0.4952077571817578,1.0,0.5964398797595191,
mini_sim/metrics/unscaled/full_feature/seurat_full,0.8313550979173057,0.7272291468094887,0.6101969331502914,0.8603486258137926,0.9952015028326509,,0.9017126321556684,0.5734967309981585,1.0,0.9368798742887824,0.5245272411076511,1.0,0.5470941883767535,
mini_pancreas/metrics/scaled/hvg/seurat_full,0.4328465636331885,0.18482748636896315,0.4826940391212702,0.8291334954791635,0.9961355691449814,0.5127633800997522,0.6611266407991755,0.6502991039305925,0.9168107342390004,0.36069389286393294,0.28906636529179003,0.7862691122887979,0.2347314629258517,
mini_pancreas/metrics/scaled/full_feature/seurat_full,0.4641288181057576,0.19591390066221484,0.4932934367097914,0.8132463380320268,0.9984686194991416,0.33220334278526065,0.7619040599688198,0.6320313103497028,0.8845444098781811,0.5177559401307765,0.1273731474865345,0.8855220608139684,0.03857715430861724,
mini_sim/metrics/scaled/hvg/seurat_full,0.7904671802635125,0.6801588572670897,0.6333837807178497,0.8030293367686016,0.9987508994317892,,0.8568895643363729,0.5800953730940819,1.0,0.9971951055694124,0.4731905043456882,1.0,0.2418672445292191,
mini_sim/metrics/scaled/full_feature/seurat_full,0.7821832224710362,0.6055423977637143,0.6243005096912384,0.8020444913686711,0.9967966992810384,,0.8234254540989502,0.5778513476252556,1.0,0.9915423210289664,0.4504357667194722,1.0,0.13189431070977295,
mini_pancreas/metrics/unscaled/hvg/harmony_embed,0.596852497225064,0.2704287133983071,0.44362900770777214,0.3960877705672118,0.3503753532012955,0.6620993160454407,0.7931177147592154,0.21048341691493988,0.6853918044393497,0.2369415213093109,1.480297366166875e-16,0.9866150129903204,,
mini_pancreas/metrics/unscaled/full_feature/harmony_embed,0.5737625225582826,0.24155585346053435,0.4596411105642332,0.368289455026342,0.08248833277417138,0.9162345969174632,0.6697382752039128,0.21614916995167727,0.5767060447485948,0.1441592003047567,7.401486830834377e-17,0.9628231902885416,,
mini_sim/metrics/unscaled/hvg/harmony_embed,0.7384125630482345,0.4920262398293196,0.5765939049247559,0.9130838930949468,0.7761429412918692,,0.7447426631142352,0.5432919845916331,0.8131443298969072,0.01966795576493396,0.4101837879214321,1.0,,
mini_sim/metrics/unscaled/full_feature/harmony_embed,0.6430461712146321,0.3159812660385929,0.5416874466930618,0.5676208206633064,0.0,,0.4272344852748833,0.5196227482520044,0.24374725906379666,0.09009510250885322,0.0,0.9985073770924,,
mini_pancreas/metrics/scaled/hvg/harmony_embed,0.5749907798282761,0.2896885864287527,0.4957763683073445,0.6448056904437695,0.9863120738484032,0.5937666584095698,0.7865357288871503,0.21048341691493988,0.7407548783957519,0.1501467734971843,0.05402160058189779,0.9264792515401103,,
mini_pancreas/metrics/scaled/full_feature/harmony_embed,0.5550592199090718,0.214618020271348,0.49221337926143294,0.6664167288623116,0.9621653356979232,0.5988405366630395,0.7599941786330012,0.21614916995167727,0.7411631906250409,0.10533414163381072,0.02563522826001104,0.9458145303354544,,
mini_sim/metrics/scaled/hvg/harmony_embed,0.8583436454573813,0.7513834014863291,0.6036315801993118,0.9833663315522282,0.998507340194758,,0.9081497797356828,0.5432919845916331,1.0,0.054202393669516624,0.7954332526553629,1.0,,
mini_sim/metrics/scaled/full_feature/harmony_embed,0.8232208386920509,0.7053311410213178,0.5934564518622765,0.973820001040428,0.9987745575011242,,0.8623876123876124,0.5196227482520044,1.0,0.1651101447913118,0.7826253565722517,1.0,,
mini_pancreas/metrics/unscaled/hvg/bbknn_knn,0.4310792232000741,0.18596746717361665,,,,,0.5597947852724923,,0.8172347333759667,0.07437298554601822,0.37210469744389546,0.4851842033212351,,
mini_pancreas/metrics/unscaled/full_feature/bbknn_knn,0.3731184064279613,0.12674398349198832,,,,,0.38745370440193583,,0.7265487630534682,0.06170636584184885,0.3032312853769389,0.4673373845951187,,
mini_sim/metrics/unscaled/hvg/bbknn_knn,0.7843296823524939,0.6703022649405936,,,,,0.8376726886291179,,1.0,0.004778749822927031,0.7642887775920642,1.0,,
mini_sim/metrics/unscaled/full_feature/bbknn_knn,0.7830969732186654,0.6093053531078071,,,,,0.8456863571387256,,1.0,0.0028202199412558078,0.7721781716207557,1.0,,
mini_pancreas/metrics/scaled/hvg/bbknn_knn,0.17026982856114262,0.06851737172153557,,,,,0.351111270985731,,0.9770220463601867,0.3072210102154373,0.6232243425091178,0.4079014154607797,,
mini_pancreas/metrics/scaled/full_feature/bbknn_knn,0.1520745890133171,0.057518194332287234,,,,,0.2625102240558089,,0.9883670594072816,0.3889603930032435,0.5752811450520764,0.3793511117118189,,
mini_sim/metrics/scaled/hvg/bbknn_knn,0.8236866636141073,0.7062140633280842,,,,,0.8623876123876124,,1.0,0.049290750419813234,0.7881546106325907,1.0,,
mini_sim/metrics/scaled/full_feature/bbknn_knn,0.7811490230893938,0.6026454313767571,,,,,0.8338814099270373,,1.0,0.03419538408051825,0.7899542503348012,1.0,,
mini_pancreas/metrics/unscaled/hvg/scvi_embed,0.5960821571671437,0.2693327398377681,0.5478446632623672,0.5566834499627871,0.9578305872517882,0.3084602701095297,0.7547246361368143,0.5136151136830449,0.7865103158517905,0.13490234789650113,0.06452700487750107,0.9750678218062324,,
mini_pancreas/metrics/unscaled/full_feature/scvi_embed,0.6114436290736828,0.2453353219990291,0.5468417294323444,0.5774279307559839,0.8692808714965155,0.3688187437752971,0.7099117509078663,0.4829481015913189,0.7011274075249639,0.08534611399558567,0.0035331334582239617,0.986607755385674,,
mini_sim/metrics/unscaled/hvg/scvi_embed,0.6430461712146321,0.3159812660385929,0.7530210912227631,0.4515677458118165,0.8502652902647752,,0.4272344852748833,0.5368533642031252,0.4385091738854968,1.5746376014202926e-07,0.0,1.0,,
mini_sim/metrics/unscaled/full_feature/scvi_embed,0.5307242946479445,0.219821482923256,0.5351310260593891,0.21553155796638093,0.04455867859541389,,0.35429489804939024,0.5283446116372943,0.24374725906379666,0.09083296628470627,0.0,1.0,,
mini_pancreas/metrics/unscaled/hvg/combat_full,0.6220945945293183,0.2897423986116401,0.5103880250826478,0.6800965784349912,0.99998868369126,0.6759588728310699,0.7834164470183101,0.6313847191631794,0.7179999000950833,0.04259878400508543,0.02789967860479041,0.9716041843237748,0.41262021231217455,
mini_pancreas/metrics/unscaled/full_feature/combat_full,0.6139844480697771,0.25839521288675565,0.5149860605597496,0.652546149788214,0.999983908665294,0.9329546473593564,0.7888742144568125,0.6217671316117048,0.6751709140495514,0.03388384822514301,0.0014765240287869148,0.9879303237630996,0.19815031669765232,
mini_sim/metrics/unscaled/hvg/combat_full,0.8235438826892324,0.7060856719047679,0.5932208225131035,0.9863895915293209,0.9999960619824872,,0.8677339901477833,0.5562945851124823,1.0,0.0724598853950521,0.7973106417508652,1.0,0.5809581009408376,
mini_sim/metrics/unscaled/full_feature/combat_full,0.8241868402720948,0.7071241469393055,0.5888706967234612,0.9778331209332346,0.9999980529776674,,0.8616116116116116,0.5526456264778972,1.0,0.09471165885864864,0.7978580934091383,1.0,0.567124357148031,
mini_pancreas/metrics/scaled/hvg/combat_full,0.6316207452032683,0.2904187111649012,0.5095162438228726,0.6603741769576781,0.9999999849341786,0.6616870381752726,0.7853295375906739,0.6593118011951447,0.7147467676709405,0.0447664790947816,0.007934827093072508,0.989197581768733,0.2831342685370741,
mini_pancreas/metrics/scaled/full_feature/combat_full,0.5946748185885213,0.2471172426317829,0.5118629215285182,0.6624111063377018,0.9999999582962612,0.8628229511482008,0.7858068978415462,0.6355216335505247,0.6801439358405339,0.04393797590246362,0.0005721012259340963,0.9923919981148068,0.07562424849699398,
mini_sim/metrics/scaled/hvg/combat_full,0.8255247969805367,0.7105871154147908,0.6020230203866959,0.9828413056521484,0.9999999937455128,,0.8811787072243347,0.5600490961223841,1.0,0.046703298712851386,0.7887103210442402,1.0,0.2530085230702369,
mini_sim/metrics/scaled/full_feature/combat_full,0.8549115784964971,0.7423648159037598,0.5905371680855751,0.9746855200837912,0.9999999971150156,,0.8839622641509434,0.5560871781781316,1.0,0.1557144855267807,0.7881474907633358,1.0,0.10720159998712284,
mini_pancreas/metrics/unscaled/hvg/liger_embed,0.460999958869049,0.15935691737294935,0.4805135237415601,0.906465959606886,0.995160251393608,0.07275201683842268,0.33436151858342383,0.4829481015913189,0.8198723419246969,0.018439990717279864,0.4317899691966365,0.7838398477085599,,
mini_pancreas/metrics/unscaled/full_feature/liger_embed,0.4768040494490306,0.15366773131041722,0.4944399430231402,0.8951538349475238,0.9909864341802306,0.08508806832263477,0.4157413614898716,0.4829481015913189,0.7474859006088193,0.008991493799729189,0.4385129954863709,0.9156985157544586,,
mini_sim/metrics/unscaled/hvg/liger_embed,0.4358625409700171,0.17611338899168524,0.5506753730231128,0.9715899025978392,0.9987123710269712,,0.3104002057541306,0.5283446097746491,0.985655737704918,0.003366261770872847,0.8113974546522185,0.9440730440188174,,
mini_sim/metrics/unscaled/full_feature/liger_embed,0.4834111264382307,0.2232966119225347,0.5640185631806777,0.969198734042722,0.9940173402253172,,0.4255927411479077,0.5283446097746491,0.9959016393442623,0.003122154008822653,0.7629548709164095,0.951397110639808,,
mini_pancreas/metrics/unscaled/hvg/scanvi_embed,0.6584000871989704,0.29721563997641376,0.5726535469293594,0.5729498479335541,0.9449118988225214,0.34332684897425364,0.8108828486335892,0.5136151136830449,0.9578795221196762,0.10352459267484272,0.026949778086241327,0.9960509914937944,,
mini_pancreas/metrics/unscaled/full_feature/scanvi_embed,0.6171785877955426,0.2448552944095509,0.5504636056721209,0.554714484578148,0.8908205580970489,0.3571000839926897,0.7414733721059735,0.4829481015913189,0.8507964287917966,0.07704725499804033,0.0075413081814493434,0.984703108557782,,
mini_sim/metrics/unscaled/hvg/scanvi_embed,0.6347207536307246,0.30306353514548184,0.7484819293022156,0.4763312585538674,0.7717625824947179,,0.4181648094904556,0.5368533642031252,0.4990254508173982,4.726095846896428e-07,7.401486830834377e-17,1.0,,
mini_sim/metrics/unscaled/full_feature/scanvi_embed,0.5433117273155958,0.2263254725717799,0.5379309616982937,0.2438117295569166,0.0,,0.3589803973487071,0.5283446116372943,0.24374725906379666,0.08936466958261112,0.0,1.0,,
mini_pancreas/metrics/unscaled/hvg/fastmnn_embed,0.6348312278556344,0.2946252097359988,0.5327667725840677,0.7180727985936973,0.7001498626507985,0.45668294872591,0.784995139336612,0.5693905707448721,0.7172812800073238,0.014578729811503875,0.0008248937968240443,0.9882063191261552,,
mini_pancreas/metrics/unscaled/full_feature/fastmnn_embed,0.6365455845500027,0.2725154423088955,0.5336250982158527,0.5760530111351538,0.454354043290711,0.5215662372790062,0.7826780707610264,0.585750337690115,0.6595748477246214,0.04084867238853551,7.401486830834377e-17,0.9946567350070662,,
mini_sim/metrics/unscaled/hvg/fastmnn_embed,0.8560145862226264,0.7453717028238519,0.6130808730022504,0.9591473200528902,0.9974933158841456,,0.8985507246376812,0.567660691216588,1.0,0.5527340546997932,0.7384739046995107,1.0,,
