CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,13.162041,3.9144545
D28.7_64,acinar,celseq2,-8.675446,-5.94635
D31.2_86,acinar,celseq2,-8.646858,-3.5901036
human3_lib2.final_cell_0055,acinar,inDrop,13.516679,4.2396965
human3_lib4.final_cell_0748,acinar,inDrop,12.437649,4.5535884
human3_lib1.final_cell_0004,acinar,inDrop,12.060249,3.5819592
human3_lib2.final_cell_0497,acinar,inDrop,12.59148,2.5176513
human1_lib1.final_cell_0028,acinar,inDrop,11.450434,3.5264688
D31.7_21,acinar,celseq2,-10.268575,-2.5315738
human3_lib4.final_cell_0518,acinar,inDrop,11.874137,3.8626246
human3_lib1.final_cell_0005,acinar,inDrop,12.116338,3.199628
D28.5_31,acinar,celseq2,-9.103344,-3.905727
human3_lib1.final_cell_0109,acinar,inDrop,13.413574,4.0260086
human3_lib3.final_cell_0385,acinar,inDrop,12.935945,4.695379
human3_lib3.final_cell_0028,acinar,inDrop,13.186568,3.6575038
HP1502401_F13,acinar,smartseq2,-9.654175,-4.262525
human3_lib1.final_cell_0371,acinar,inDrop,12.422203,4.8716
HP1506401_D24,acinar,smartseq2,-8.369198,-4.6024528
human3_lib4.final_cell_0148,acinar,inDrop,12.30995,3.9423182
HP1502401_M22,acinar,smartseq2,-8.72226,-5.6812253
human3_lib4.final_cell_0072,acinar,inDrop,13.407449,3.4794872
human3_lib1.final_cell_0146,acinar,inDrop,12.469492,3.8437483
human3_lib1.final_cell_0642,acinar,inDrop,12.566208,4.281767
human3_lib4.final_cell_0537,acinar,inDrop,12.923457,4.043652
human3_lib1.final_cell_0026,acinar,inDrop,13.051422,3.94118
human1_lib1.final_cell_0047,acinar,inDrop,11.672363,4.654874
human3_lib2.final_cell_0012,acinar,inDrop,13.029163,2.9632123
human3_lib4.final_cell_0034,acinar,inDrop,12.984949,3.9065802
D28.6_19,acinar,celseq2,-9.66802,-3.9035866
human3_lib1.final_cell_0027,acinar,inDrop,12.922491,3.079375
human3_lib3.final_cell_0235,acinar,inDrop,13.553481,3.3034034
human3_lib4.final_cell_0358,acinar,inDrop,0.5128093,-0.72879237
human3_lib4.final_cell_0292,acinar,inDrop,13.547547,4.5962934
human3_lib1.final_cell_0044,acinar,inDrop,12.712007,2.9522426
D30.5_79,acinar,celseq2,-9.739629,-4.444987
D28.8_39,acinar,celseq2,-8.646774,-5.121151
human1_lib3.final_cell_0031,acinar,inDrop,11.558161,4.0571437
human3_lib1.final_cell_0117,acinar,inDrop,12.764312,2.8987017
human3_lib2.final_cell_0083,acinar,inDrop,12.626665,2.873512
D30.6_37,acinar,celseq2,-9.772945,-4.189426
HP1506401_B16,acinar,smartseq2,-8.317413,-3.9172306
human3_lib1.final_cell_0112,acinar,inDrop,13.380296,4.293337
human3_lib3.final_cell_0022,acinar,inDrop,13.338108,4.8840127
human3_lib1.final_cell_0391,acinar,inDrop,11.94336,2.9990427
human3_lib1.final_cell_0215,acinar,inDrop,12.44144,3.9658868
human1_lib1.final_cell_0461,acinar,inDrop,11.455717,4.002315
human3_lib2.final_cell_0685,acinar,inDrop,11.534569,3.4511125
human3_lib4.final_cell_0272,acinar,inDrop,12.632471,2.6387956
HP1506401_D3,acinar,smartseq2,-8.113275,-4.0048532
human3_lib3.final_cell_0163,acinar,inDrop,12.720834,3.3895185
human1_lib1.final_cell_0182,acinar,inDrop,11.69097,4.160728
HP1504101T2D_J16,acinar,smartseq2,-8.862548,-5.5214653
human3_lib2.final_cell_0105,acinar,inDrop,12.425933,2.87257
human3_lib4.final_cell_0466,acinar,inDrop,13.1158905,4.48431
D30.4_18,acinar,celseq2,-9.088876,-5.0650616
human3_lib3.final_cell_0044,acinar,inDrop,12.330467,2.8881478
D28.5_63,acinar,celseq2,-8.956682,-4.847201
HP1504901_F23,acinar,smartseq2,-9.477795,-3.2905123
human3_lib1.final_cell_0069,acinar,inDrop,11.977315,3.5655777
D31.3_89,acinar,celseq2,-8.259051,-5.818826
human3_lib4.final_cell_0103,acinar,inDrop,13.733532,3.9292455
human3_lib2.final_cell_0036,acinar,inDrop,12.255646,2.8211772
HP1506401_J15,acinar,smartseq2,-8.195966,-4.66815
human3_lib1.final_cell_0505,acinar,inDrop,13.010961,4.0419664
HP1506401_O16,acinar,smartseq2,-8.262301,-3.9368649
human3_lib2.final_cell_0267,acinar,inDrop,13.243885,3.5928867
human3_lib3.final_cell_0703,acinar,inDrop,12.718168,4.8593197
human3_lib2.final_cell_0109,acinar,inDrop,11.767306,4.6915364
D30.2_53,acinar,celseq2,-9.028745,-5.2731757
human3_lib4.final_cell_0171,acinar,inDrop,12.239863,4.7917542
HP1506401_N23,acinar,smartseq2,-8.231012,-4.257763
D28.3_51,acinar,celseq2,-8.342323,-5.93343
human3_lib2.final_cell_0134,acinar,inDrop,13.251978,4.0978966
human1_lib2.final_cell_0582,acinar,inDrop,12.392483,4.6067553
D28.5_37,acinar,celseq2,-9.358793,-4.015961
human3_lib1.final_cell_0212,acinar,inDrop,12.665608,4.787224
D28.3_90,acinar,celseq2,-9.264931,-3.849863
human3_lib2.final_cell_0675,acinar,inDrop,12.3165865,2.817346
D31.1_21,acinar,celseq2,-9.726396,-3.8604052
human3_lib3.final_cell_0205,acinar,inDrop,13.218177,3.1779017
human3_lib4.final_cell_0184,acinar,inDrop,12.433699,3.7343915
human3_lib3.final_cell_0079,acinar,inDrop,12.090566,3.1771033
human3_lib2.final_cell_0060,acinar,inDrop,12.857351,3.9500215
human3_lib1.final_cell_0204,acinar,inDrop,12.763336,2.8799856
HP1506401_N9,acinar,smartseq2,-8.274626,-3.8072276
HP1526901T2D_H2,acinar,smartseq2,-8.601926,-5.460075
human3_lib4.final_cell_0070,acinar,inDrop,11.611164,3.3599162
human3_lib3.final_cell_0415,acinar,inDrop,11.825333,3.5704777
HP1525301T2D_F10,acinar,smartseq2,-8.873519,-5.3324456
D31.5_69,acinar,celseq2,-10.159309,-3.567517
human3_lib3.final_cell_0208,acinar,inDrop,12.426693,3.4215
human3_lib1.final_cell_0038,acinar,inDrop,12.966688,2.8720274
human3_lib4.final_cell_0533,acinar,inDrop,12.448688,4.0361805
human1_lib3.final_cell_0231,acinar,inDrop,11.591195,4.7081017
HP1504101T2D_C11,acinar,smartseq2,-8.470593,-5.154932
human3_lib3.final_cell_0066,acinar,inDrop,13.603586,3.7777395
human3_lib4.final_cell_0108,acinar,inDrop,12.601467,3.2478912
