CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,-3.5925353,9.443614
human3_lib2.final_cell_0055-0,acinar,inDrop,-3.0346124,9.008679
human3_lib4.final_cell_0748-0,acinar,inDrop,-4.4770126,7.985621
human3_lib1.final_cell_0004-0,acinar,inDrop,-3.898684,9.899558
human3_lib2.final_cell_0497-0,acinar,inDrop,-4.333957,10.109855
human1_lib1.final_cell_0028-0,acinar,inDrop,-4.889288,9.555803
human3_lib4.final_cell_0518-0,acinar,inDrop,-4.883248,8.341173
human3_lib1.final_cell_0005-0,acinar,inDrop,-4.0841694,10.085069
human3_lib1.final_cell_0109-0,acinar,inDrop,-3.2264562,8.690388
human3_lib3.final_cell_0385-0,acinar,inDrop,-3.1876757,8.755151
human3_lib3.final_cell_0028-0,acinar,inDrop,-3.3576148,9.237052
human3_lib1.final_cell_0371-0,acinar,inDrop,-4.004505,8.215874
human3_lib4.final_cell_0148-0,acinar,inDrop,-4.179162,9.535598
human3_lib4.final_cell_0072-0,acinar,inDrop,-4.3917804,8.456367
human3_lib1.final_cell_0146-0,acinar,inDrop,-4.235148,8.7834635
human3_lib1.final_cell_0642-0,acinar,inDrop,-4.4701424,7.8869667
human3_lib4.final_cell_0537-0,acinar,inDrop,-3.8719409,8.4741
human3_lib1.final_cell_0026-0,acinar,inDrop,-3.1656663,9.3970375
human1_lib1.final_cell_0047-0,acinar,inDrop,-4.714461,8.738357
human3_lib2.final_cell_0012-0,acinar,inDrop,-3.7839558,10.056932
human3_lib4.final_cell_0034-0,acinar,inDrop,-3.571614,8.652313
human3_lib1.final_cell_0027-0,acinar,inDrop,-3.8244715,9.834106
human3_lib3.final_cell_0235-0,acinar,inDrop,-3.4717958,9.351661
human3_lib4.final_cell_0358-0,acinar,inDrop,-4.8612804,7.649861
human3_lib4.final_cell_0292-0,acinar,inDrop,-2.9872992,8.680156
human3_lib1.final_cell_0044-0,acinar,inDrop,-3.8011994,10.278706
human1_lib3.final_cell_0031-0,acinar,inDrop,-5.5020614,8.434987
human3_lib1.final_cell_0117-0,acinar,inDrop,-4.6999645,9.345076
human3_lib2.final_cell_0083-0,acinar,inDrop,-3.8203502,9.786623
human3_lib1.final_cell_0112-0,acinar,inDrop,-3.4417293,8.942822
human3_lib3.final_cell_0022-0,acinar,inDrop,-2.9451876,8.436587
human3_lib1.final_cell_0391-0,acinar,inDrop,-4.5996494,9.832749
human3_lib1.final_cell_0215-0,acinar,inDrop,-3.5874755,8.987027
human1_lib1.final_cell_0461-0,acinar,inDrop,-5.181903,8.773162
human3_lib2.final_cell_0685-0,acinar,inDrop,-4.906056,9.146653
human3_lib4.final_cell_0272-0,acinar,inDrop,-4.1453733,10.231775
human3_lib3.final_cell_0163-0,acinar,inDrop,-4.652329,8.873711
human1_lib1.final_cell_0182-0,acinar,inDrop,-5.344989,8.844316
human3_lib2.final_cell_0105-0,acinar,inDrop,-4.7306657,9.046229
human3_lib4.final_cell_0466-0,acinar,inDrop,-3.391563,8.46322
human3_lib3.final_cell_0044-0,acinar,inDrop,-4.1318088,10.08743
human3_lib1.final_cell_0069-0,acinar,inDrop,-4.543026,9.791399
human3_lib4.final_cell_0103-0,acinar,inDrop,-3.4650111,9.3711195
human3_lib2.final_cell_0036-0,acinar,inDrop,-4.5995026,9.639044
human3_lib1.final_cell_0505-0,acinar,inDrop,-4.805096,8.050547
human3_lib2.final_cell_0267-0,acinar,inDrop,-3.556655,9.801775
human3_lib3.final_cell_0703-0,acinar,inDrop,-3.6619785,7.985396
human3_lib2.final_cell_0109-0,acinar,inDrop,-4.5728106,8.934925
human3_lib4.final_cell_0171-0,acinar,inDrop,-4.7825613,7.718028
human3_lib2.final_cell_0134-0,acinar,inDrop,-3.6428337,8.9410095
human1_lib2.final_cell_0582-0,acinar,inDrop,-4.587668,7.703154
human3_lib1.final_cell_0212-0,acinar,inDrop,-3.6663606,8.201783
human3_lib2.final_cell_0675-0,acinar,inDrop,-4.5379252,9.517354
human3_lib3.final_cell_0205-0,acinar,inDrop,-4.6423626,8.650881
human3_lib4.final_cell_0184-0,acinar,inDrop,-4.487164,8.813363
human3_lib3.final_cell_0079-0,acinar,inDrop,-4.696337,9.986339
human3_lib2.final_cell_0060-0,acinar,inDrop,-3.9120812,9.011605
human3_lib1.final_cell_0204-0,acinar,inDrop,-4.6507587,9.054044
human3_lib4.final_cell_0070-0,acinar,inDrop,-5.023748,8.674711
human3_lib3.final_cell_0415-0,acinar,inDrop,-4.6486735,9.352383
human3_lib3.final_cell_0208-0,acinar,inDrop,-4.777029,9.079638
human3_lib1.final_cell_0038-0,acinar,inDrop,-3.8626559,9.912203
human3_lib4.final_cell_0533-0,acinar,inDrop,-4.4152236,8.193078
human1_lib3.final_cell_0231-0,acinar,inDrop,-5.1760654,8.175108
human3_lib3.final_cell_0066-0,acinar,inDrop,-4.3066993,8.424634
human3_lib4.final_cell_0108-0,acinar,inDrop,-4.123283,9.497624
human3_lib3.final_cell_0301-0,acinar,inDrop,-4.7385283,9.805867
human3_lib4.final_cell_0149-0,acinar,inDrop,-3.0648508,8.3949175
human3_lib4.final_cell_0003-0,acinar,inDrop,-3.4800951,9.083613
human3_lib3.final_cell_0266-0,acinar,inDrop,-3.6889255,4.2440495
human3_lib1.final_cell_0373-0,acinar,inDrop,-4.1594133,7.99198
human3_lib1.final_cell_0172-0,acinar,inDrop,-4.796789,9.40429
human3_lib2.final_cell_0003-0,acinar,inDrop,-4.4837594,8.347689
human3_lib3.final_cell_0166-0,acinar,inDrop,-4.0957613,8.355612
human3_lib2.final_cell_0101-0,acinar,inDrop,-4.0090084,10.232408
human3_lib2.final_cell_0277-0,acinar,inDrop,-4.3375278,9.739435
human3_lib3.final_cell_0045-0,acinar,inDrop,-2.8472476,8.560342
human3_lib1.final_cell_0483-0,acinar,inDrop,-4.7689133,9.386061
human3_lib4.final_cell_0575-0,acinar,inDrop,-3.8018148,7.9395137
human3_lib4.final_cell_0519-0,acinar,inDrop,-5.0300684,7.7577567
human3_lib4.final_cell_0512-0,acinar,inDrop,-4.6157103,8.421735
human3_lib4.final_cell_0615-0,acinar,inDrop,-4.8518076,6.501691
human3_lib4.final_cell_0555-0,acinar,inDrop,-4.5089607,8.281626
human3_lib3.final_cell_0803-0,acinar,inDrop,-4.589191,8.050385
human3_lib1.final_cell_0013-0,acinar,inDrop,-3.4500368,9.932769
human3_lib2.final_cell_0006-0,acinar,inDrop,-3.9278204,9.541932
human3_lib1.final_cell_0300-0,acinar,inDrop,-4.3995485,7.8153543
human3_lib4.final_cell_0155-0,acinar,inDrop,-3.793783,8.187682
human3_lib1.final_cell_0307-0,acinar,inDrop,-4.153582,10.155183
human3_lib3.final_cell_0551-0,acinar,inDrop,-4.308667,8.254626
human3_lib2.final_cell_0069-0,acinar,inDrop,-4.511474,9.853015
human3_lib3.final_cell_0111-0,acinar,inDrop,-4.2424874,9.964558
human3_lib4.final_cell_0087-0,acinar,inDrop,-3.704211,9.3022
human3_lib2.final_cell_0299-0,acinar,inDrop,-3.1453352,8.681442
human3_lib2.final_cell_0108-0,acinar,inDrop,-4.814537,9.550431
human3_lib1.final_cell_0214-0,acinar,inDrop,-3.8167663,8.159009
human3_lib2.final_cell_0107-0,acinar,inDrop,-3.5290346,8.344307
human3_lib4.final_cell_0742-0,acinar,inDrop,-4.063947,8.033528
human1_lib3.final_cell_0043-0,acinar,inDrop,-5.245605,8.771925
human3_lib1.final_cell_0035-0,acinar,inDrop,-4.88376,7.9574504
human3_lib3.final_cell_0685-0,acinar,inDrop,-3.4754367,8.392187
human1_lib3.final_cell_0469-0,acinar,inDrop,-7.9510756,10.659319
human1_lib1.final_cell_0436-0,acinar,inDrop,-5.3713517,8.201126
human3_lib2.final_cell_0020-0,acinar,inDrop,-3.6727533,10.218513
human3_lib2.final_cell_0180-0,acinar,inDrop,-2.882539,8.485088
human3_lib3.final_cell_0139-0,acinar,inDrop,-3.981445,8.661196
human3_lib1.final_cell_0268-0,acinar,inDrop,-4.7560525,8.579915
human3_lib4.final_cell_0746-0,acinar,inDrop,-3.8016558,8.263481
human3_lib1.final_cell_0006-0,acinar,inDrop,-3.93889,10.421545
human3_lib3.final_cell_0227-0,acinar,inDrop,-4.99577,9.821646
human3_lib3.final_cell_0059-0,acinar,inDrop,-3.8970313,10.108589
human3_lib2.final_cell_0135-0,acinar,inDrop,-4.3644934,10.083236
human3_lib2.final_cell_0027-0,acinar,inDrop,-3.4992023,10.160152
human3_lib2.final_cell_0019-0,acinar,inDrop,-4.4907746,9.127562
human3_lib4.final_cell_0783-0,acinar,inDrop,-4.2867956,8.7782
human3_lib2.final_cell_0586-0,acinar,inDrop,-4.291681,7.931393
human1_lib2.final_cell_0616-0,acinar,inDrop,-5.2203655,7.9647746
human3_lib2.final_cell_0082-0,acinar,inDrop,-5.0524683,9.532205
human3_lib1.final_cell_0022-0,acinar,inDrop,-4.703484,8.049089
human1_lib3.final_cell_0020-0,acinar,inDrop,-5.2180886,9.228776
human3_lib3.final_cell_0243-0,acinar,inDrop,-4.8635826,8.126896
human3_lib4.final_cell_0195-0,acinar,inDrop,-3.63945,9.086005
human3_lib3.final_cell_0019-0,acinar,inDrop,-2.8413665,8.645943
human3_lib4.final_cell_0131-0,acinar,inDrop,-4.2870297,10.063438
human3_lib3.final_cell_0157-0,acinar,inDrop,-3.8173628,8.523987
human3_lib3.final_cell_0241-0,acinar,inDrop,-4.5072236,8.503112
human1_lib1.final_cell_0029-0,acinar,inDrop,-5.066215,8.150545
human3_lib3.final_cell_0031-0,acinar,inDrop,-4.646683,7.866514
human3_lib3.final_cell_0651-0,acinar,inDrop,-8.840643,10.391851
human1_lib3.final_cell_0600-0,acinar,inDrop,-5.1333394,9.338022
human3_lib1.final_cell_0439-0,acinar,inDrop,-4.9410434,7.817219
human3_lib3.final_cell_0068-0,acinar,inDrop,-4.7200465,9.761635
human1_lib2.final_cell_0404-0,acinar,inDrop,-5.0995226,8.10774
human3_lib4.final_cell_0039-0,acinar,inDrop,-3.5454512,10.254591
human3_lib2.final_cell_0800-0,acinar,inDrop,-5.1528025,8.216224
human3_lib2.final_cell_0174-0,acinar,inDrop,-3.4590685,9.33226
human3_lib4.final_cell_0076-0,acinar,inDrop,-2.94434,8.5422735
human1_lib2.final_cell_0111-0,acinar,inDrop,-5.0785675,9.622199
human3_lib4.final_cell_0080-0,acinar,inDrop,-4.7768965,8.495656
human3_lib1.final_cell_0050-0,acinar,inDrop,-4.1854763,9.296071
human3_lib1.final_cell_0389-0,acinar,inDrop,-3.6744192,8.1458845
human3_lib4.final_cell_0636-0,acinar,inDrop,-7.7516265,10.127785
human3_lib1.final_cell_0131-0,acinar,inDrop,-4.805505,8.675766
human3_lib3.final_cell_0094-0,acinar,inDrop,-3.1075175,8.830349
human3_lib3.final_cell_0126-0,acinar,inDrop,-4.127216,8.741969
human3_lib2.final_cell_0466-0,acinar,inDrop,-3.8968203,10.08396
human3_lib1.final_cell_0360-0,acinar,inDrop,-3.7698772,9.125
human3_lib4.final_cell_0005-0,acinar,inDrop,-3.385431,9.000252
human3_lib3.final_cell_0060-0,acinar,inDrop,-3.6064336,9.831359
human3_lib3.final_cell_0162-0,acinar,inDrop,-3.0576406,8.461343
human3_lib4.final_cell_0355-0,acinar,inDrop,-4.158446,8.317428
human3_lib2.final_cell_0226-0,acinar,inDrop,-3.549145,9.971562
human3_lib3.final_cell_0268-0,acinar,inDrop,-4.344858,8.78748
human3_lib2.final_cell_0421-0,acinar,inDrop,-3.8375342,8.602836
human3_lib4.final_cell_0111-0,acinar,inDrop,-4.6978054,8.892511
human3_lib3.final_cell_0072-0,acinar,inDrop,-4.2172484,9.756786
human3_lib2.final_cell_0093-0,acinar,inDrop,-4.299323,9.4067545
human3_lib4.final_cell_0371-0,acinar,inDrop,-4.57389,9.758146
human3_lib3.final_cell_0047-0,acinar,inDrop,-3.8164213,9.407778
human3_lib3.final_cell_0272-0,acinar,inDrop,-3.935474,9.244254
human3_lib4.final_cell_0008-0,acinar,inDrop,-3.485185,10.193337
human3_lib4.final_cell_0549-0,acinar,inDrop,-5.150166,8.407859
human3_lib4.final_cell_0020-0,acinar,inDrop,-3.4465392,9.644543
human3_lib2.final_cell_0078-0,acinar,inDrop,-4.0858746,9.6642885
human3_lib4.final_cell_0207-0,acinar,inDrop,-3.0208688,8.511607
human3_lib1.final_cell_0063-0,acinar,inDrop,-4.021798,8.993286
human3_lib2.final_cell_0090-0,acinar,inDrop,-3.9171705,9.340354
human3_lib1.final_cell_0014-0,acinar,inDrop,-3.8751504,10.518228
human3_lib4.final_cell_0065-0,acinar,inDrop,-5.032654,8.533307
human3_lib3.final_cell_0004-0,acinar,inDrop,-3.6463401,9.087827
human3_lib3.final_cell_0089-0,acinar,inDrop,-3.4259493,9.04158
human2_lib2.final_cell_0154-0,acinar,inDrop,-7.332836,9.050421
human3_lib2.final_cell_0076-0,acinar,inDrop,-4.051543,9.822332
human3_lib1.final_cell_0195-0,acinar,inDrop,-4.968954,8.962939
human3_lib3.final_cell_0646-0,acinar,inDrop,-4.0392537,8.456906
human3_lib2.final_cell_0608-0,acinar,inDrop,-5.230159,8.560163
human1_lib1.final_cell_0012-0,acinar,inDrop,-4.893028,9.218061
human3_lib4.final_cell_0043-0,acinar,inDrop,-3.8206244,8.366949
human3_lib2.final_cell_0213-0,acinar,inDrop,-4.2843094,8.379088
human3_lib2.final_cell_0033-0,acinar,inDrop,-4.490136,8.52484
human3_lib2.final_cell_0052-0,acinar,inDrop,-4.0722914,9.557511
human3_lib4.final_cell_0407-0,acinar,inDrop,-4.864456,8.336621
human3_lib3.final_cell_0207-0,acinar,inDrop,-5.046452,9.754355
human3_lib1.final_cell_0011-0,acinar,inDrop,-4.072579,9.909506
human3_lib3.final_cell_0355-0,acinar,inDrop,-4.756086,8.637409
human3_lib1.final_cell_0057-0,acinar,inDrop,-4.674422,9.104994
human3_lib4.final_cell_0056-0,acinar,inDrop,-3.4977853,8.5234785
human3_lib1.final_cell_0560-0,acinar,inDrop,-4.425871,8.142322
human3_lib1.final_cell_0440-0,acinar,inDrop,-4.369211,8.129082
human3_lib3.final_cell_0406-0,acinar,inDrop,-3.9830172,9.148076
human3_lib2.final_cell_0469-0,acinar,inDrop,-3.6239533,8.1768465
human3_lib2.final_cell_0119-0,acinar,inDrop,-3.6538618,8.963157
human3_lib2.final_cell_0486-0,acinar,inDrop,-4.5736976,8.356669
human3_lib1.final_cell_0196-0,acinar,inDrop,-2.9690359,8.72689
human3_lib1.final_cell_0119-0,acinar,inDrop,-3.8097012,9.331343
human3_lib4.final_cell_0418-0,acinar,inDrop,-4.2890115,8.151075
human1_lib1.final_cell_0001-0,acinar,inDrop,-5.307917,8.327952
human3_lib1.final_cell_0326-0,acinar,inDrop,-4.426643,8.373721
human3_lib3.final_cell_0144-0,acinar,inDrop,-4.411612,8.437267
human3_lib3.final_cell_0176-0,acinar,inDrop,-3.8996634,10.0438595
human3_lib4.final_cell_0044-0,acinar,inDrop,-4.4081373,10.152886
human3_lib2.final_cell_0260-0,acinar,inDrop,-4.736586,8.194807
human3_lib2.final_cell_0097-0,acinar,inDrop,-4.5086503,7.87741
human3_lib4.final_cell_0049-0,acinar,inDrop,-3.94765,9.887254
human3_lib4.final_cell_0146-0,acinar,inDrop,-3.907196,9.6551695
human3_lib3.final_cell_0062-0,acinar,inDrop,-4.890996,8.560171
human3_lib1.final_cell_0084-0,acinar,inDrop,-2.9718394,8.988512
human1_lib3.final_cell_0143-0,acinar,inDrop,-4.247984,8.862223
human1_lib2.final_cell_0278-0,acinar,inDrop,-4.83227,7.8348427
human3_lib3.final_cell_0192-0,acinar,inDrop,-3.9804447,9.053674
human3_lib1.final_cell_0082-0,acinar,inDrop,-4.17645,9.73366
human3_lib4.final_cell_0029-0,acinar,inDrop,-4.1675086,10.377179
human1_lib3.final_cell_0447-0,acinar,inDrop,-4.472042,8.043613
human3_lib3.final_cell_0453-0,acinar,inDrop,-3.3337874,8.303963
human3_lib3.final_cell_0610-0,acinar,inDrop,-4.7218194,7.8269396
human1_lib2.final_cell_0005-0,acinar,inDrop,-3.717363,9.383815
human3_lib4.final_cell_0142-0,acinar,inDrop,-3.5057402,8.618057
human3_lib3.final_cell_0203-0,acinar,inDrop,-4.2071605,8.973583
human1_lib3.final_cell_0541-0,acinar,inDrop,-5.53931,8.396167
human3_lib3.final_cell_0029-0,acinar,inDrop,-3.673846,9.78351
human3_lib1.final_cell_0197-0,acinar,inDrop,-3.9068904,9.085131
human3_lib2.final_cell_0158-0,acinar,inDrop,-3.6708345,8.969305
human3_lib4.final_cell_0270-0,acinar,inDrop,-3.688447,9.823953
human3_lib3.final_cell_0096-0,acinar,inDrop,-3.6876714,9.2153
human3_lib3.final_cell_0473-0,acinar,inDrop,-4.005833,7.8887997
human3_lib4.final_cell_0665-0,acinar,inDrop,-3.523063,8.03852
human3_lib4.final_cell_0794-0,acinar,inDrop,-4.4372373,7.931829
