CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,-2.2534266,9.907826
human3_lib2.final_cell_0055-0,acinar,inDrop,-2.7702367,9.353021
human3_lib4.final_cell_0748-0,acinar,inDrop,-1.8630968,7.9172916
human3_lib1.final_cell_0004-0,acinar,inDrop,-1.4572649,10.105331
human3_lib2.final_cell_0497-0,acinar,inDrop,-0.9750219,10.053335
human1_lib1.final_cell_0028-0,acinar,inDrop,-0.9996608,9.642446
human3_lib4.final_cell_0518-0,acinar,inDrop,-1.5671246,8.573164
human3_lib1.final_cell_0005-0,acinar,inDrop,-1.4842651,9.947272
human3_lib1.final_cell_0109-0,acinar,inDrop,-2.6467419,9.320004
human3_lib3.final_cell_0385-0,acinar,inDrop,-2.5038552,9.471363
human3_lib3.final_cell_0028-0,acinar,inDrop,-2.383442,9.581797
human3_lib1.final_cell_0371-0,acinar,inDrop,-1.8563712,8.541658
human3_lib4.final_cell_0148-0,acinar,inDrop,-1.6143055,9.79099
human3_lib4.final_cell_0072-0,acinar,inDrop,-1.6218079,8.613642
human3_lib1.final_cell_0146-0,acinar,inDrop,-1.73796,8.978134
human3_lib1.final_cell_0642-0,acinar,inDrop,-1.7999701,8.053727
human3_lib4.final_cell_0537-0,acinar,inDrop,-2.0814793,8.754743
human3_lib1.final_cell_0026-0,acinar,inDrop,-2.1564488,10.029873
human1_lib1.final_cell_0047-0,acinar,inDrop,-1.1513337,9.0460415
human3_lib2.final_cell_0012-0,acinar,inDrop,-1.3952384,10.173462
human3_lib4.final_cell_0034-0,acinar,inDrop,-2.437914,9.04275
human3_lib1.final_cell_0027-0,acinar,inDrop,-1.768596,9.628782
human3_lib3.final_cell_0235-0,acinar,inDrop,-2.0607052,10.083143
human3_lib4.final_cell_0358-0,acinar,inDrop,-1.6194185,7.756131
human3_lib4.final_cell_0292-0,acinar,inDrop,-2.832296,8.921598
human3_lib1.final_cell_0044-0,acinar,inDrop,-1.1875786,10.459374
human1_lib3.final_cell_0031-0,acinar,inDrop,-0.8987558,8.013321
human3_lib1.final_cell_0117-0,acinar,inDrop,-1.2403177,9.325129
human3_lib2.final_cell_0083-0,acinar,inDrop,-1.3560845,9.556292
