CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-5.0040092,-11.7341585
D28.7_64,acinar,celseq2,0.95551676,11.264685
D31.2_86,acinar,celseq2,1.2169945,9.087513
human3_lib2.final_cell_0055,acinar,inDrop,-5.2435718,-11.612347
human3_lib4.final_cell_0748,acinar,inDrop,-6.216112,-10.18391
human3_lib1.final_cell_0004,acinar,inDrop,-4.358496,-11.352557
human3_lib2.final_cell_0497,acinar,inDrop,-4.2641563,-10.671409
human1_lib1.final_cell_0028,acinar,inDrop,-4.640499,-10.275456
D31.7_21,acinar,celseq2,0.35723057,8.122383
human3_lib4.final_cell_0518,acinar,inDrop,-5.416572,-9.330592
human3_lib1.final_cell_0005,acinar,inDrop,-4.0940027,-11.044247
D28.5_31,acinar,celseq2,1.4496632,9.4345255
human3_lib1.final_cell_0109,acinar,inDrop,-5.582941,-11.354168
human3_lib3.final_cell_0385,acinar,inDrop,-5.794684,-11.370099
human3_lib3.final_cell_0028,acinar,inDrop,-5.2629023,-11.512951
HP1502401_F13,acinar,smartseq2,0.033013724,10.224851
human3_lib1.final_cell_0371,acinar,inDrop,-6.159115,-10.808516
HP1506401_D24,acinar,smartseq2,1.3945929,10.578411
human3_lib4.final_cell_0148,acinar,inDrop,-4.853351,-11.088118
HP1502401_M22,acinar,smartseq2,0.64045006,11.219935
human3_lib4.final_cell_0072,acinar,inDrop,-5.68254,-9.875525
human3_lib1.final_cell_0146,acinar,inDrop,-6.0336037,-10.558448
human3_lib1.final_cell_0642,acinar,inDrop,-6.298834,-9.778375
human3_lib4.final_cell_0537,acinar,inDrop,-5.551194,-10.5109625
human3_lib1.final_cell_0026,acinar,inDrop,-4.777269,-11.499043
human1_lib1.final_cell_0047,acinar,inDrop,-5.6792874,-10.779195
human3_lib2.final_cell_0012,acinar,inDrop,-4.4292793,-11.387246
human3_lib4.final_cell_0034,acinar,inDrop,-5.4605703,-10.799161
D28.6_19,acinar,celseq2,0.0128918085,9.977795
human3_lib1.final_cell_0027,acinar,inDrop,-4.902451,-11.095831
human3_lib3.final_cell_0235,acinar,inDrop,-4.9660735,-11.536819
human3_lib4.final_cell_0358,acinar,inDrop,-5.688838,-9.3460245
human3_lib4.final_cell_0292,acinar,inDrop,-6.133297,-11.350087
