,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,0.7869453,-7.177855
human3_lib2.final_cell_0055,acinar,inDrop,-0.07817192,-7.108036
human3_lib4.final_cell_0748,acinar,inDrop,0.27329805,-6.500199
human3_lib1.final_cell_0004,acinar,inDrop,2.251307,-6.5119853
human3_lib2.final_cell_0497,acinar,inDrop,2.4095294,-6.5717826
human1_lib1.final_cell_0028,acinar,inDrop,2.5987353,-5.8302794
human3_lib4.final_cell_0518,acinar,inDrop,1.653373,-6.2523475
human3_lib1.final_cell_0005,acinar,inDrop,2.2080152,-6.0138206
human3_lib1.final_cell_0109,acinar,inDrop,0.15135337,-7.1188984
human3_lib3.final_cell_0385,acinar,inDrop,0.511963,-6.288802
human3_lib3.final_cell_0028,acinar,inDrop,1.1200815,-6.561971
human3_lib1.final_cell_0371,acinar,inDrop,0.243399,-6.0014863
human3_lib4.final_cell_0148,acinar,inDrop,0.8572792,-6.3949375
human3_lib4.final_cell_0072,acinar,inDrop,1.2396967,-7.346128
human3_lib1.final_cell_0146,acinar,inDrop,1.0436441,-6.5847015
human3_lib1.final_cell_0642,acinar,inDrop,0.12136798,-5.505357
human3_lib4.final_cell_0537,acinar,inDrop,-0.010954794,-6.4989552
human3_lib1.final_cell_0026,acinar,inDrop,0.25282145,-6.9874067
human1_lib1.final_cell_0047,acinar,inDrop,1.2338982,-4.9974046
human3_lib2.final_cell_0012,acinar,inDrop,2.5794554,-6.763435
human3_lib4.final_cell_0034,acinar,inDrop,0.5990881,-6.519153
human3_lib1.final_cell_0027,acinar,inDrop,2.2427843,-6.402957
human3_lib3.final_cell_0235,acinar,inDrop,0.9581832,-7.4977717
human3_lib4.final_cell_0358,acinar,inDrop,-0.11214829,-6.7767477
human3_lib4.final_cell_0292,acinar,inDrop,0.32015345,-6.966622
human3_lib1.final_cell_0044,acinar,inDrop,2.4831035,-6.7575355
human1_lib3.final_cell_0031,acinar,inDrop,1.6298927,-5.0913324
human3_lib1.final_cell_0117,acinar,inDrop,2.4682405,-6.9948897
human3_lib2.final_cell_0083,acinar,inDrop,1.7751259,-6.7992015
human3_lib1.final_cell_0112,acinar,inDrop,1.0880324,-7.081346
human3_lib3.final_cell_0022,acinar,inDrop,-0.27647856,-6.1718235
human3_lib1.final_cell_0391,acinar,inDrop,2.5979564,-5.8522863
human3_lib1.final_cell_0215,acinar,inDrop,0.0838033,-5.6185336
human1_lib1.final_cell_0461,acinar,inDrop,1.9629103,-5.0170236
human3_lib2.final_cell_0685,acinar,inDrop,2.3792214,-5.3901377
human3_lib4.final_cell_0272,acinar,inDrop,1.9724429,-7.023159
human3_lib3.final_cell_0163,acinar,inDrop,1.5068293,-6.335884
human1_lib1.final_cell_0182,acinar,inDrop,1.4546597,-5.1524544
human3_lib2.final_cell_0105,acinar,inDrop,2.6348052,-6.077191
human3_lib4.final_cell_0466,acinar,inDrop,-0.20069964,-5.9900346
human3_lib3.final_cell_0044,acinar,inDrop,2.333175,-6.4367347
human3_lib1.final_cell_0069,acinar,inDrop,2.0736303,-6.318552
human3_lib4.final_cell_0103,acinar,inDrop,0.72991544,-7.223127
human3_lib2.final_cell_0036,acinar,inDrop,2.7904825,-6.5465927
human3_lib1.final_cell_0505,acinar,inDrop,-0.2342793,-6.3685555
human3_lib2.final_cell_0267,acinar,inDrop,1.0376776,-7.352949
human3_lib3.final_cell_0703,acinar,inDrop,-0.37087363,-5.981816
human3_lib2.final_cell_0109,acinar,inDrop,1.508807,-5.926341
human3_lib4.final_cell_0171,acinar,inDrop,0.42199168,-5.4097385
human3_lib2.final_cell_0134,acinar,inDrop,0.9347541,-6.921473
human1_lib2.final_cell_0582,acinar,inDrop,-0.045475483,-5.3280706
human3_lib1.final_cell_0212,acinar,inDrop,-0.22639425,-5.9428744
human3_lib2.final_cell_0675,acinar,inDrop,2.0179458,-6.6054754
human3_lib3.final_cell_0205,acinar,inDrop,1.8827139,-6.6449976
human3_lib4.final_cell_0184,acinar,inDrop,1.4739405,-6.7226367
human3_lib3.final_cell_0079,acinar,inDrop,2.7530656,-6.222125
human3_lib2.final_cell_0060,acinar,inDrop,1.4762874,-6.9222693
human3_lib1.final_cell_0204,acinar,inDrop,2.1384592,-6.4991975
human3_lib4.final_cell_0070,acinar,inDrop,2.2022128,-5.561688
human3_lib3.final_cell_0415,acinar,inDrop,1.97566,-5.777139
human3_lib3.final_cell_0208,acinar,inDrop,0.90174174,-6.717408
human3_lib1.final_cell_0038,acinar,inDrop,2.2597482,-6.687877
human3_lib4.final_cell_0533,acinar,inDrop,-0.023175467,-5.7367344
human1_lib3.final_cell_0231,acinar,inDrop,0.6703239,-5.252589
human3_lib3.final_cell_0066,acinar,inDrop,1.2041622,-6.716941
human3_lib4.final_cell_0108,acinar,inDrop,2.064064,-6.7289095
human3_lib3.final_cell_0301,acinar,inDrop,2.1908298,-6.2241035
human3_lib4.final_cell_0149,acinar,inDrop,-0.4522409,-6.348845
human3_lib4.final_cell_0003,acinar,inDrop,0.71945333,-7.3441143
human3_lib3.final_cell_0266,acinar,inDrop,2.6187806,-6.565787
human3_lib1.final_cell_0373,acinar,inDrop,-0.6539202,-6.25512
human3_lib1.final_cell_0172,acinar,inDrop,2.5038688,-5.2166433
human3_lib2.final_cell_0003,acinar,inDrop,1.2255608,-5.812803
human3_lib3.final_cell_0166,acinar,inDrop,0.18694319,-5.669578
human3_lib2.final_cell_0101,acinar,inDrop,2.501594,-7.0181637
human3_lib2.final_cell_0277,acinar,inDrop,2.3801095,-5.4631824
human3_lib3.final_cell_0045,acinar,inDrop,0.334072,-6.6933947
human3_lib1.final_cell_0483,acinar,inDrop,1.5192473,-6.264189
human3_lib4.final_cell_0575,acinar,inDrop,-0.4548935,-6.6151114
human3_lib4.final_cell_0519,acinar,inDrop,-0.1421601,-5.988877
human3_lib4.final_cell_0512,acinar,inDrop,1.1820902,-6.0753922
human3_lib4.final_cell_0615,acinar,inDrop,-0.16214828,-6.5087795
human3_lib4.final_cell_0555,acinar,inDrop,0.8141704,-6.0501866
human3_lib3.final_cell_0803,acinar,inDrop,0.48392835,-5.938605
human3_lib1.final_cell_0013,acinar,inDrop,2.0632548,-7.312468
human3_lib2.final_cell_0006,acinar,inDrop,1.3106319,-6.8702974
human3_lib1.final_cell_0300,acinar,inDrop,-0.47729015,-6.6227255
human3_lib4.final_cell_0155,acinar,inDrop,0.50140935,-6.4504437
human3_lib1.final_cell_0307,acinar,inDrop,2.6212232,-6.729344
human3_lib3.final_cell_0551,acinar,inDrop,-0.23154137,-5.5444226
human3_lib2.final_cell_0069,acinar,inDrop,2.8805447,-6.4920144
human3_lib3.final_cell_0111,acinar,inDrop,2.2790072,-6.88238
human3_lib4.final_cell_0087,acinar,inDrop,1.8532848,-6.8357353
human3_lib2.final_cell_0299,acinar,inDrop,-0.17372012,-6.6042085
human3_lib2.final_cell_0108,acinar,inDrop,2.422211,-5.6788545
human3_lib1.final_cell_0214,acinar,inDrop,0.65399617,-6.55112
human3_lib2.final_cell_0107,acinar,inDrop,0.16477506,-6.955343
human3_lib4.final_cell_0742,acinar,inDrop,-0.06073525,-5.824371
human1_lib3.final_cell_0043,acinar,inDrop,1.490359,-5.1083927
human3_lib1.final_cell_0035,acinar,inDrop,0.8830992,-5.6795907
human3_lib3.final_cell_0685,acinar,inDrop,-0.2689263,-5.9566107
human1_lib3.final_cell_0469,acinar,inDrop,3.3275638,-3.7730186
human1_lib1.final_cell_0436,acinar,inDrop,0.83417666,-4.9458966
human3_lib2.final_cell_0020,acinar,inDrop,2.653329,-6.9228406
human3_lib2.final_cell_0180,acinar,inDrop,-0.18456504,-6.156688
human3_lib3.final_cell_0139,acinar,inDrop,1.6154207,-5.8223815
human3_lib1.final_cell_0268,acinar,inDrop,1.2971487,-6.383616
human3_lib4.final_cell_0746,acinar,inDrop,-0.13576876,-6.3332133
human3_lib1.final_cell_0006,acinar,inDrop,2.710529,-6.287406
human3_lib3.final_cell_0227,acinar,inDrop,2.2826486,-6.3848133
human3_lib3.final_cell_0059,acinar,inDrop,2.6193187,-6.7096624
