,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,6.1808457,13.537175
D28.7_64,acinar,celseq2,-0.31450957,4.947079
D31.2_86,acinar,celseq2,-1.2817497,3.0055423
human3_lib2.final_cell_0055,acinar,inDrop,6.8911614,14.117698
human3_lib4.final_cell_0748,acinar,inDrop,7.7053337,12.446218
human3_lib1.final_cell_0004,acinar,inDrop,5.6447372,12.283387
human3_lib2.final_cell_0497,acinar,inDrop,5.924732,11.6658535
human1_lib1.final_cell_0028,acinar,inDrop,6.6057386,10.91387
D31.7_21,acinar,celseq2,-0.05888144,-0.22575359
human3_lib4.final_cell_0518,acinar,inDrop,6.736732,11.971055
human3_lib1.final_cell_0005,acinar,inDrop,5.4287505,12.228719
D28.5_31,acinar,celseq2,-1.2388104,3.1342628
human3_lib1.final_cell_0109,acinar,inDrop,7.1216993,13.8119955
human3_lib3.final_cell_0385,acinar,inDrop,6.8081975,13.341463
human3_lib3.final_cell_0028,acinar,inDrop,5.900989,13.697822
HP1502401_F13,acinar,smartseq2,-0.1896115,2.1598175
human3_lib1.final_cell_0371,acinar,inDrop,6.9835463,13.129145
HP1506401_D24,acinar,smartseq2,-1.4163165,4.2899995
human3_lib4.final_cell_0148,acinar,inDrop,6.1498227,13.313841
HP1502401_M22,acinar,smartseq2,-0.4247901,3.9482307
human3_lib4.final_cell_0072,acinar,inDrop,5.426892,12.900623
human3_lib1.final_cell_0146,acinar,inDrop,6.3598614,12.696708
human3_lib1.final_cell_0642,acinar,inDrop,8.043276,12.80123
human3_lib4.final_cell_0537,acinar,inDrop,7.8989444,12.795366
human3_lib1.final_cell_0026,acinar,inDrop,6.2168307,13.766578
human1_lib1.final_cell_0047,acinar,inDrop,7.127315,11.508201
human3_lib2.final_cell_0012,acinar,inDrop,4.9793463,12.007268
human3_lib4.final_cell_0034,acinar,inDrop,6.597165,13.740064
D28.6_19,acinar,celseq2,-0.49487728,2.4382277
human3_lib1.final_cell_0027,acinar,inDrop,5.4945846,12.824977
human3_lib3.final_cell_0235,acinar,inDrop,6.053098,13.9539795
human3_lib4.final_cell_0358,acinar,inDrop,7.9207153,13.124746
human3_lib4.final_cell_0292,acinar,inDrop,6.5967584,14.172118
human3_lib1.final_cell_0044,acinar,inDrop,5.2792797,12.139223
D30.5_79,acinar,celseq2,-0.08131741,2.5606456
D28.8_39,acinar,celseq2,-1.0798879,4.3429756
human1_lib3.final_cell_0031,acinar,inDrop,6.929699,11.122446
human3_lib1.final_cell_0117,acinar,inDrop,5.934567,12.1437435
human3_lib2.final_cell_0083,acinar,inDrop,5.6846986,12.717942
D30.6_37,acinar,celseq2,-0.2792155,2.5953836
HP1506401_B16,acinar,smartseq2,-1.4729085,2.946423
human3_lib1.final_cell_0112,acinar,inDrop,6.533686,13.8377905
human3_lib3.final_cell_0022,acinar,inDrop,8.016345,13.494744
human3_lib1.final_cell_0391,acinar,inDrop,5.8776655,11.831642
human3_lib1.final_cell_0215,acinar,inDrop,7.418539,13.206905
human1_lib1.final_cell_0461,acinar,inDrop,7.3894787,10.573756
human3_lib2.final_cell_0685,acinar,inDrop,6.2257824,11.701536
human3_lib4.final_cell_0272,acinar,inDrop,4.972143,11.90048
HP1506401_D3,acinar,smartseq2,-1.6063,3.842378
human3_lib3.final_cell_0163,acinar,inDrop,6.46625,12.677512
human1_lib1.final_cell_0182,acinar,inDrop,7.4740396,11.356524
HP1504101T2D_J16,acinar,smartseq2,-0.4202791,3.6741693
human3_lib2.final_cell_0105,acinar,inDrop,5.514964,11.45454
human3_lib4.final_cell_0466,acinar,inDrop,7.673799,13.172595
D30.4_18,acinar,celseq2,-0.6636767,3.8064346
human3_lib3.final_cell_0044,acinar,inDrop,5.3875504,11.570858
D28.5_63,acinar,celseq2,-0.8138975,3.6595097
HP1504901_F23,acinar,smartseq2,-0.32202762,0.6948065
human3_lib1.final_cell_0069,acinar,inDrop,5.487031,12.614242
D31.3_89,acinar,celseq2,-0.8017628,4.5173845
human3_lib4.final_cell_0103,acinar,inDrop,6.338509,14.027418
human3_lib2.final_cell_0036,acinar,inDrop,5.362026,11.525865
HP1506401_J15,acinar,smartseq2,-1.25002,4.511484
human3_lib1.final_cell_0505,acinar,inDrop,7.634641,12.71165
HP1506401_O16,acinar,smartseq2,-1.5349829,3.424311
human3_lib2.final_cell_0267,acinar,inDrop,5.980463,13.420304
human3_lib3.final_cell_0703,acinar,inDrop,8.287194,13.111192
human3_lib2.final_cell_0109,acinar,inDrop,6.890789,12.449647
D30.2_53,acinar,celseq2,-0.14106978,3.8064718
human3_lib4.final_cell_0171,acinar,inDrop,8.083552,13.287953
HP1506401_N23,acinar,smartseq2,-1.4613862,3.8604493
D28.3_51,acinar,celseq2,-0.5321711,4.88296
human3_lib2.final_cell_0134,acinar,inDrop,6.795374,13.657686
human1_lib2.final_cell_0582,acinar,inDrop,8.113822,11.867925
D28.5_37,acinar,celseq2,-0.90128994,2.8116698
human3_lib1.final_cell_0212,acinar,inDrop,7.7393246,13.363548
D28.3_90,acinar,celseq2,-1.0151739,2.8082447
human3_lib2.final_cell_0675,acinar,inDrop,6.6090436,12.413434
D31.1_21,acinar,celseq2,-0.6171302,2.2654002
human3_lib3.final_cell_0205,acinar,inDrop,5.626754,12.445551
human3_lib4.final_cell_0184,acinar,inDrop,5.935059,12.386292
human3_lib3.final_cell_0079,acinar,inDrop,5.1317043,11.62472
human3_lib2.final_cell_0060,acinar,inDrop,6.165839,12.942752
human3_lib1.final_cell_0204,acinar,inDrop,5.503072,12.719554
HP1506401_N9,acinar,smartseq2,-1.5761673,3.3880856
HP1526901T2D_H2,acinar,smartseq2,-0.68129283,4.326322
human3_lib4.final_cell_0070,acinar,inDrop,6.217944,11.449418
human3_lib3.final_cell_0415,acinar,inDrop,6.495471,11.901832
HP1525301T2D_F10,acinar,smartseq2,-0.5108454,3.579096
D31.5_69,acinar,celseq2,0.5579108,1.5025611
human3_lib3.final_cell_0208,acinar,inDrop,6.7493315,13.254241
human3_lib1.final_cell_0038,acinar,inDrop,5.309355,12.627322
human3_lib4.final_cell_0533,acinar,inDrop,7.7002325,12.589203
human1_lib3.final_cell_0231,acinar,inDrop,7.5782447,11.736583
HP1504101T2D_C11,acinar,smartseq2,-0.8459298,4.493657
human3_lib3.final_cell_0066,acinar,inDrop,6.327071,13.75199
human3_lib4.final_cell_0108,acinar,inDrop,6.1636577,12.542552
D30.7_1,acinar,celseq2,-0.9963661,3.993338
human3_lib3.final_cell_0301,acinar,inDrop,6.1090226,11.816666
human3_lib4.final_cell_0149,acinar,inDrop,8.103598,13.425631
HP1508501T2D_B14,acinar,smartseq2,-0.81024903,4.7250204
human3_lib4.final_cell_0003,acinar,inDrop,6.4186954,13.9511385
human3_lib3.final_cell_0266,acinar,inDrop,5.6638384,11.895363
human3_lib1.final_cell_0373,acinar,inDrop,7.8186827,13.147881
D30.7_24,acinar,celseq2,-0.38288012,2.3955445
human3_lib1.final_cell_0172,acinar,inDrop,5.9036374,11.021739
human3_lib2.final_cell_0003,acinar,inDrop,6.4018908,12.971938
AZ_F6,acinar,smartseq2,-1.3781346,4.126074
HP1508501T2D_I10,acinar,smartseq2,-0.6043325,4.877917
