,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,5.4597645,7.8443813
human3_lib2.final_cell_0055,acinar,inDrop,5.2007065,8.7446165
human3_lib4.final_cell_0748,acinar,inDrop,4.6876087,8.428033
human3_lib1.final_cell_0004,acinar,inDrop,4.3696384,6.660474
human3_lib2.final_cell_0497,acinar,inDrop,4.5268564,6.093454
human1_lib1.final_cell_0028,acinar,inDrop,3.5082068,6.469891
human3_lib4.final_cell_0518,acinar,inDrop,4.3867354,7.0084486
human3_lib1.final_cell_0005,acinar,inDrop,3.8813617,6.737911
human3_lib1.final_cell_0109,acinar,inDrop,5.205568,8.44664
human3_lib3.final_cell_0385,acinar,inDrop,4.2805862,8.234542
human3_lib3.final_cell_0028,acinar,inDrop,4.776604,7.7532015
human3_lib1.final_cell_0371,acinar,inDrop,4.027628,8.687063
human3_lib4.final_cell_0148,acinar,inDrop,4.4100075,8.008887
human3_lib4.final_cell_0072,acinar,inDrop,5.35427,7.4685545
human3_lib1.final_cell_0146,acinar,inDrop,4.5597167,7.637895
human3_lib1.final_cell_0642,acinar,inDrop,3.8765907,8.947798
human3_lib4.final_cell_0537,acinar,inDrop,4.7992353,8.904875
human3_lib1.final_cell_0026,acinar,inDrop,4.8956027,8.5548525
human1_lib1.final_cell_0047,acinar,inDrop,3.1994183,7.8327193
human3_lib2.final_cell_0012,acinar,inDrop,4.6045055,6.0309525
human3_lib4.final_cell_0034,acinar,inDrop,4.6860776,8.069184
human3_lib1.final_cell_0027,acinar,inDrop,4.265636,6.4513907
human3_lib3.final_cell_0235,acinar,inDrop,5.448308,7.7069235
human3_lib4.final_cell_0358,acinar,inDrop,4.91573,8.838107
human3_lib4.final_cell_0292,acinar,inDrop,5.255616,8.613521
human3_lib1.final_cell_0044,acinar,inDrop,4.5118723,6.463244
human1_lib3.final_cell_0031,acinar,inDrop,3.1565948,7.3275237
human3_lib1.final_cell_0117,acinar,inDrop,4.7915387,6.3165293
human3_lib2.final_cell_0083,acinar,inDrop,4.7279115,6.89399
human3_lib1.final_cell_0112,acinar,inDrop,5.2085238,7.5101323
human3_lib3.final_cell_0022,acinar,inDrop,4.508458,9.149268
human3_lib1.final_cell_0391,acinar,inDrop,3.6535904,6.5050335
human3_lib1.final_cell_0215,acinar,inDrop,3.666071,8.864419
human1_lib1.final_cell_0461,acinar,inDrop,3.1402357,6.846556
human3_lib2.final_cell_0685,acinar,inDrop,3.2311633,6.9317183
human3_lib4.final_cell_0272,acinar,inDrop,4.9235086,6.7591805
human3_lib3.final_cell_0163,acinar,inDrop,4.3915315,7.378502
human1_lib1.final_cell_0182,acinar,inDrop,3.2772133,7.570371
human3_lib2.final_cell_0105,acinar,inDrop,4.0444865,6.2724648
human3_lib4.final_cell_0466,acinar,inDrop,4.23131,9.184479
human3_lib3.final_cell_0044,acinar,inDrop,4.3766327,6.576788
human3_lib1.final_cell_0069,acinar,inDrop,4.237432,6.7848725
human3_lib4.final_cell_0103,acinar,inDrop,5.28617,8.088355
human3_lib2.final_cell_0036,acinar,inDrop,4.373411,6.005505
human3_lib1.final_cell_0505,acinar,inDrop,4.417276,9.174452
human3_lib2.final_cell_0267,acinar,inDrop,5.353597,7.598236
human3_lib3.final_cell_0703,acinar,inDrop,4.2072906,9.281717
human3_lib2.final_cell_0109,acinar,inDrop,4.1872635,7.374212
human3_lib4.final_cell_0171,acinar,inDrop,3.8034306,8.550976
human3_lib2.final_cell_0134,acinar,inDrop,5.169938,7.790861
human1_lib2.final_cell_0582,acinar,inDrop,3.902738,9.012106
human3_lib1.final_cell_0212,acinar,inDrop,4.0924325,9.0628
human3_lib2.final_cell_0675,acinar,inDrop,4.507133,6.7213607
human3_lib3.final_cell_0205,acinar,inDrop,4.6409984,6.8768563
human3_lib4.final_cell_0184,acinar,inDrop,4.5771303,7.3987923
human3_lib3.final_cell_0079,acinar,inDrop,4.0651298,6.184095
human3_lib2.final_cell_0060,acinar,inDrop,5.0133963,7.180865
human3_lib1.final_cell_0204,acinar,inDrop,4.307944,6.5944695
human3_lib4.final_cell_0070,acinar,inDrop,3.4830213,6.847657
human3_lib3.final_cell_0415,acinar,inDrop,3.7094815,6.973335
human3_lib3.final_cell_0208,acinar,inDrop,4.9124236,7.7774005
human3_lib1.final_cell_0038,acinar,inDrop,4.525595,6.403634
human3_lib4.final_cell_0533,acinar,inDrop,3.8320808,9.006464
human1_lib3.final_cell_0231,acinar,inDrop,3.4224415,8.258752
human3_lib3.final_cell_0066,acinar,inDrop,4.936132,7.70478
human3_lib4.final_cell_0108,acinar,inDrop,4.7068157,6.7248135
human3_lib3.final_cell_0301,acinar,inDrop,3.9844973,6.5689497
human3_lib4.final_cell_0149,acinar,inDrop,4.640975,9.278339
human3_lib4.final_cell_0003,acinar,inDrop,5.505746,7.9627733
human3_lib3.final_cell_0266,acinar,inDrop,4.3770547,6.2565756
human3_lib1.final_cell_0373,acinar,inDrop,4.597243,9.599329
human3_lib1.final_cell_0172,acinar,inDrop,3.1831377,6.6075907
human3_lib2.final_cell_0003,acinar,inDrop,3.7787764,7.84034
human3_lib3.final_cell_0166,acinar,inDrop,3.756847,8.727936
human3_lib2.final_cell_0101,acinar,inDrop,4.76815,6.344811
human3_lib2.final_cell_0277,acinar,inDrop,3.4919698,6.924515
human3_lib3.final_cell_0045,acinar,inDrop,4.7423687,8.378132
human3_lib1.final_cell_0483,acinar,inDrop,4.19042,7.196828
human3_lib4.final_cell_0575,acinar,inDrop,4.6094103,9.248153
human3_lib4.final_cell_0519,acinar,inDrop,4.1994348,9.052464
human3_lib4.final_cell_0512,acinar,inDrop,4.1085625,7.7946854
human3_lib4.final_cell_0615,acinar,inDrop,4.914738,8.898472
human3_lib4.final_cell_0555,acinar,inDrop,5.2741985,8.124445
human3_lib3.final_cell_0803,acinar,inDrop,4.050577,8.323797
human3_lib1.final_cell_0013,acinar,inDrop,5.2597737,6.7583804
human3_lib2.final_cell_0006,acinar,inDrop,4.888324,7.3881125
human3_lib1.final_cell_0300,acinar,inDrop,4.7579336,9.251088
human3_lib4.final_cell_0155,acinar,inDrop,4.618876,8.145597
