,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,8.317335,-12.588868
D28.7_64,acinar,celseq2,15.9410925,-8.708585
D31.2_86,acinar,celseq2,16.162922,-10.772303
human3_lib2.final_cell_0055,acinar,inDrop,8.584837,-13.743403
human3_lib4.final_cell_0748,acinar,inDrop,7.065977,-14.3105755
human3_lib1.final_cell_0004,acinar,inDrop,6.621672,-12.213877
human3_lib2.final_cell_0497,acinar,inDrop,6.621906,-12.780435
human1_lib1.final_cell_0028,acinar,inDrop,6.889408,-10.871214
D31.7_21,acinar,celseq2,16.517712,-10.59038
human3_lib4.final_cell_0518,acinar,inDrop,7.1205463,-12.871339
human3_lib1.final_cell_0005,acinar,inDrop,5.9430227,-12.016079
D28.5_31,acinar,celseq2,16.127922,-10.510425
human3_lib1.final_cell_0109,acinar,inDrop,8.297574,-14.040237
human3_lib3.final_cell_0385,acinar,inDrop,7.7577477,-13.117332
human3_lib3.final_cell_0028,acinar,inDrop,7.9034524,-12.630614
HP1502401_F13,acinar,smartseq2,16.845497,-9.119279
human3_lib1.final_cell_0371,acinar,inDrop,7.3213763,-13.754689
HP1506401_D24,acinar,smartseq2,15.476925,-9.268791
human3_lib4.final_cell_0148,acinar,inDrop,7.7503304,-12.701917
HP1502401_M22,acinar,smartseq2,16.80585,-8.552414
human3_lib4.final_cell_0072,acinar,inDrop,7.7666693,-12.4736395
human3_lib1.final_cell_0146,acinar,inDrop,7.493158,-12.854362
human3_lib1.final_cell_0642,acinar,inDrop,6.6878963,-13.880811
human3_lib4.final_cell_0537,acinar,inDrop,7.395271,-14.603915
human3_lib1.final_cell_0026,acinar,inDrop,8.633706,-13.189888
human1_lib1.final_cell_0047,acinar,inDrop,7.0977035,-12.353498
human3_lib2.final_cell_0012,acinar,inDrop,6.1032076,-12.059593
human3_lib4.final_cell_0034,acinar,inDrop,7.9297967,-13.003783
D28.6_19,acinar,celseq2,17.199335,-9.936123
human3_lib1.final_cell_0027,acinar,inDrop,6.3601456,-12.461164
human3_lib3.final_cell_0235,acinar,inDrop,8.569155,-12.818188
human3_lib4.final_cell_0358,acinar,inDrop,8.104,-14.588769
human3_lib4.final_cell_0292,acinar,inDrop,8.3543825,-13.637698
human3_lib1.final_cell_0044,acinar,inDrop,6.6094503,-12.104418
D30.5_79,acinar,celseq2,17.317146,-9.241139
D28.8_39,acinar,celseq2,16.187183,-9.464008
human1_lib3.final_cell_0031,acinar,inDrop,6.8881283,-11.890419
human3_lib1.final_cell_0117,acinar,inDrop,7.433594,-12.479248
human3_lib2.final_cell_0083,acinar,inDrop,6.829556,-12.136497
D30.6_37,acinar,celseq2,17.372559,-9.446727
HP1506401_B16,acinar,smartseq2,15.58982,-10.127799
human3_lib1.final_cell_0112,acinar,inDrop,8.459436,-12.941244
human3_lib3.final_cell_0022,acinar,inDrop,8.151365,-14.148746
human3_lib1.final_cell_0391,acinar,inDrop,6.567696,-12.049427
human3_lib1.final_cell_0215,acinar,inDrop,6.8747506,-13.769723
human1_lib1.final_cell_0461,acinar,inDrop,7.0540223,-11.664299
human3_lib2.final_cell_0685,acinar,inDrop,6.430164,-12.051891
human3_lib4.final_cell_0272,acinar,inDrop,6.2949004,-12.693646
HP1506401_D3,acinar,smartseq2,15.468507,-10.0607395
human3_lib3.final_cell_0163,acinar,inDrop,7.6169844,-11.763205
human1_lib1.final_cell_0182,acinar,inDrop,7.153746,-12.288535
HP1504101T2D_J16,acinar,smartseq2,16.641205,-8.800493
human3_lib2.final_cell_0105,acinar,inDrop,6.52882,-11.44501
human3_lib4.final_cell_0466,acinar,inDrop,6.915952,-14.09559
D30.4_18,acinar,celseq2,17.037619,-9.309142
human3_lib3.final_cell_0044,acinar,inDrop,7.3220816,-11.582755
D28.5_63,acinar,celseq2,16.41182,-9.239261
HP1504901_F23,acinar,smartseq2,16.334305,-10.467674
