CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,2.8837447,16.058817
Cell2,Group4,Batch1,2.772771,16.043564
Cell3,Group3,Batch1,-8.833763,15.378374
Cell4,Group3,Batch1,-7.987781,15.405923
Cell5,Group3,Batch1,-8.2829685,14.635422
Cell6,Group2,Batch1,-0.1122393,9.07593
Cell7,Group4,Batch1,3.148612,16.698353
Cell8,Group3,Batch1,-7.6630454,15.468909
Cell9,Group4,Batch1,2.2319365,15.492448
Cell10,Group2,Batch1,0.38681912,9.39702
Cell11,Group3,Batch1,-8.5721245,14.4548435
Cell12,Group2,Batch1,0.6105391,9.459988
Cell13,Group4,Batch1,3.4621954,17.312628
Cell14,Group2,Batch1,-0.28475198,9.136917
Cell15,Group2,Batch1,-0.2526127,9.657282
Cell16,Group4,Batch1,2.6136236,16.96764
Cell17,Group1,Batch1,-1.2048819,26.028105
Cell18,Group3,Batch1,-8.501964,14.840537
Cell19,Group2,Batch1,0.58757824,8.643632
Cell20,Group1,Batch1,-1.3613269,26.154348
Cell21,Group4,Batch1,2.3003025,16.075632
Cell22,Group4,Batch1,2.9732287,16.244581
Cell23,Group2,Batch1,0.78402966,9.467703
Cell24,Group2,Batch1,0.88985753,9.682928
Cell25,Group4,Batch1,2.073234,16.926083
Cell26,Group1,Batch1,-1.4124701,25.950628
Cell27,Group4,Batch1,2.9827828,17.223095
Cell28,Group4,Batch1,2.3006287,15.6161785
Cell29,Group4,Batch1,2.896387,17.174545
Cell30,Group4,Batch1,2.1920087,16.386068
Cell31,Group2,Batch1,0.3195029,9.298853
Cell32,Group2,Batch1,-0.06739871,9.159976
Cell33,Group2,Batch1,0.585239,9.375598
Cell34,Group4,Batch1,2.973674,15.777246
Cell35,Group2,Batch1,0.34547707,8.877894
Cell36,Group4,Batch1,3.2960923,16.747372
Cell37,Group2,Batch1,0.5766495,9.732801
Cell38,Group4,Batch1,3.589538,16.79439
Cell39,Group2,Batch1,0.75458664,8.748841
Cell40,Group3,Batch1,-8.791949,15.6176815
Cell41,Group3,Batch1,-8.1851635,14.741458
Cell42,Group3,Batch1,-8.314225,14.835233
Cell43,Group2,Batch1,-0.42904955,8.82751
Cell44,Group4,Batch1,2.9104967,15.445933
Cell45,Group3,Batch1,-7.9497585,14.91959
Cell46,Group4,Batch1,1.9193898,16.199053
Cell47,Group3,Batch1,-8.669938,15.6363735
Cell48,Group2,Batch1,1.090337,9.362899
Cell49,Group4,Batch1,2.4484427,16.427011
Cell50,Group4,Batch1,2.4333742,16.983328
Cell51,Group2,Batch1,0.37265208,8.18817
Cell52,Group3,Batch1,-8.453308,14.921889
Cell53,Group3,Batch1,-8.942483,15.012936
Cell54,Group2,Batch1,0.11104278,8.32835
Cell55,Group2,Batch1,-0.34501806,9.114298
Cell56,Group2,Batch1,0.12072349,9.267654
Cell57,Group4,Batch1,3.1504314,15.724827
Cell58,Group2,Batch1,0.23741765,9.742583
Cell59,Group4,Batch1,2.2523959,16.73084
Cell60,Group3,Batch1,-8.168269,15.59178
Cell61,Group3,Batch1,-8.309941,14.577028
Cell62,Group2,Batch1,0.29087964,9.429694
Cell63,Group2,Batch1,0.52581567,8.933671
Cell64,Group4,Batch1,1.9897045,16.189701
Cell65,Group4,Batch1,2.1172223,16.464497
Cell66,Group4,Batch1,3.0459735,15.686677
Cell67,Group4,Batch1,2.046859,15.464581
Cell68,Group1,Batch1,-1.1650068,25.982973
Cell69,Group4,Batch1,2.2778237,16.920776
Cell70,Group2,Batch1,0.013125392,8.414385
Cell71,Group3,Batch1,-8.524315,14.727408
Cell72,Group2,Batch1,1.2633312,9.24003
Cell73,Group4,Batch1,1.9324015,15.647992
Cell74,Group2,Batch1,0.2080001,8.96376
Cell75,Group3,Batch1,-7.6380386,14.788435
Cell76,Group2,Batch1,-0.30542916,8.749802
Cell77,Group3,Batch1,-7.991825,14.691601
Cell78,Group3,Batch1,-8.747569,15.247463
Cell79,Group3,Batch1,-8.559994,15.261389
Cell80,Group2,Batch1,0.6520598,9.03256
Cell81,Group4,Batch1,2.774371,16.292753
Cell82,Group2,Batch1,0.08522578,9.224124
Cell83,Group2,Batch1,0.9992414,8.957166
Cell84,Group3,Batch1,-7.99231,15.126203
Cell85,Group2,Batch1,0.8682785,9.185003
Cell86,Group4,Batch1,3.0508175,16.87979
Cell87,Group3,Batch1,-8.448454,14.54581
Cell88,Group4,Batch1,3.0790968,16.78093
Cell89,Group4,Batch1,1.9489503,16.663136
Cell90,Group4,Batch1,2.7880652,16.213516
Cell91,Group4,Batch1,2.8008468,15.699081
Cell92,Group4,Batch1,3.3012528,16.161963
Cell93,Group4,Batch1,2.7306583,16.26621
Cell94,Group2,Batch1,0.16310015,9.12003
Cell95,Group2,Batch1,0.4304886,8.938711
Cell96,Group4,Batch1,2.8358128,16.42614
Cell97,Group2,Batch1,-0.054169547,8.615242
Cell98,Group3,Batch1,-8.867547,15.237295
Cell99,Group2,Batch1,-0.30751634,9.011179
Cell100,Group4,Batch1,3.1602602,16.487385
Cell101,Group4,Batch1,3.2892485,16.193039
Cell102,Group4,Batch1,2.4956641,16.98406
Cell103,Group4,Batch1,2.8978662,16.56063
Cell104,Group2,Batch1,0.35021475,8.513018
Cell105,Group2,Batch1,0.71155953,8.191883
Cell106,Group4,Batch1,2.9192655,16.323103
Cell107,Group4,Batch1,2.3504214,15.864327
Cell108,Group2,Batch1,0.25949633,9.91418
Cell109,Group3,Batch1,-8.48815,14.452963
Cell110,Group4,Batch1,3.1747904,15.715753
Cell111,Group4,Batch1,2.242744,16.517159
Cell112,Group3,Batch1,-8.408218,15.301169
Cell113,Group2,Batch1,0.39881682,8.805966
Cell114,Group1,Batch1,-1.4510317,25.88099
Cell115,Group2,Batch1,1.044605,8.736306
Cell116,Group2,Batch1,0.4800576,8.566127
Cell117,Group2,Batch1,0.8012339,9.815231
Cell118,Group4,Batch1,1.8833671,15.989094
Cell119,Group3,Batch1,-7.6256647,15.051429
Cell120,Group4,Batch1,2.204875,16.58377
Cell121,Group2,Batch1,0.1889543,9.120651
Cell122,Group3,Batch1,-8.918426,14.774637
Cell123,Group2,Batch1,0.22309987,9.89311
Cell124,Group2,Batch1,-0.18101163,9.168166
