CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,3.2104282,4.1349983
Cell2,Group4,Batch1,2.293708,6.2758656
Cell3,Group3,Batch1,-13.156876,-0.8199386
Cell4,Group3,Batch1,-15.0255375,-1.6073046
Cell5,Group3,Batch1,-12.964844,-0.17158444
Cell6,Group2,Batch1,1.4107625,-11.458649
Cell7,Group4,Batch1,1.8213458,6.279371
Cell8,Group3,Batch1,-14.811073,-1.628948
Cell9,Group4,Batch1,1.4369987,4.1751924
Cell10,Group2,Batch1,0.91818243,-11.216215
Cell11,Group3,Batch1,-13.079144,-0.99752194
Cell12,Group2,Batch1,0.7932448,-9.250944
Cell13,Group4,Batch1,3.0483916,7.2056036
Cell14,Group2,Batch1,2.292919,-9.081307
Cell15,Group2,Batch1,-0.017103553,-11.150111
Cell16,Group4,Batch1,1.506558,6.350949
Cell17,Group1,Batch1,-7.037675,12.760752
Cell18,Group3,Batch1,-12.833136,-1.503714
Cell19,Group2,Batch1,0.24671707,-11.102909
Cell20,Group1,Batch1,-7.4064054,13.078
Cell21,Group4,Batch1,1.9703285,5.5460987
Cell22,Group4,Batch1,1.5646008,6.5742135
Cell23,Group2,Batch1,1.1589494,-9.858659
Cell24,Group2,Batch1,2.311134,-9.864204
Cell25,Group4,Batch1,1.6010442,6.0363274
Cell26,Group1,Batch1,-7.1078176,12.826399
Cell27,Group4,Batch1,0.9571163,7.208362
Cell28,Group4,Batch1,1.2923108,6.331708
Cell29,Group4,Batch1,0.62459743,4.9874215
Cell30,Group4,Batch1,2.6657465,4.513552
Cell31,Group2,Batch1,2.4497807,-11.947571
Cell32,Group2,Batch1,2.8066175,-11.237824
Cell33,Group2,Batch1,1.9043776,-9.396099
Cell34,Group4,Batch1,1.1271106,4.3390946
Cell35,Group2,Batch1,1.0363009,-11.146606
Cell36,Group4,Batch1,1.3243197,6.764485
Cell37,Group2,Batch1,1.2018287,-10.735181
Cell38,Group4,Batch1,3.5315573,4.760733
Cell39,Group2,Batch1,0.8332382,-9.31687
Cell40,Group3,Batch1,-14.021876,-2.1812303
Cell41,Group3,Batch1,-13.7795315,-1.3026955
Cell42,Group3,Batch1,-12.309561,-2.1149762
Cell43,Group2,Batch1,0.9817055,-11.784778
Cell44,Group4,Batch1,1.9555044,6.916154
Cell45,Group3,Batch1,-13.749635,-0.94481117
Cell46,Group4,Batch1,1.7574255,6.0247
Cell47,Group3,Batch1,-14.992099,-1.7045096
Cell48,Group2,Batch1,0.30798978,-10.858915
Cell49,Group4,Batch1,1.0030953,6.4580507
Cell50,Group4,Batch1,3.1117907,4.6144958
Cell51,Group2,Batch1,2.0991251,-12.004286
Cell52,Group3,Batch1,-14.489777,-1.7556343
Cell53,Group3,Batch1,-13.115503,-2.3605483
Cell54,Group2,Batch1,0.6706347,-11.841314
Cell55,Group2,Batch1,0.59398276,-10.735783
Cell56,Group2,Batch1,1.245964,-9.6252
Cell57,Group4,Batch1,2.932935,6.949103
Cell58,Group2,Batch1,2.063124,-9.599069
Cell59,Group4,Batch1,3.7043402,6.0888295
Cell60,Group3,Batch1,-13.672887,-0.897285
Cell61,Group3,Batch1,-13.418759,-0.4297807
Cell62,Group2,Batch1,2.172958,-11.396062
Cell63,Group2,Batch1,1.3566232,-10.569498
Cell64,Group4,Batch1,3.609911,6.26166
Cell65,Group4,Batch1,1.4987221,6.003934
Cell66,Group4,Batch1,3.2948375,6.618478
Cell67,Group4,Batch1,2.8532548,4.2047977
Cell68,Group1,Batch1,-7.266001,12.184582
Cell69,Group4,Batch1,3.5571585,4.9672303
Cell70,Group2,Batch1,2.4660513,-10.893005
Cell71,Group3,Batch1,-12.919264,-1.2535794
Cell72,Group2,Batch1,1.9511354,-10.409025
Cell73,Group4,Batch1,3.2506373,5.4775486
Cell74,Group2,Batch1,2.8954337,-10.427877
Cell75,Group3,Batch1,-12.358379,-1.9709074
Cell76,Group2,Batch1,1.3382431,-12.473613
Cell77,Group3,Batch1,-14.916307,-1.4031028
Cell78,Group3,Batch1,-14.680871,-1.2554872
Cell79,Group3,Batch1,-13.562807,-1.7870337
