CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,8.667229,-1.0334196
Cell2,Group4,Batch1,8.124407,-0.65688986
Cell3,Group3,Batch1,6.6377726,6.534437
Cell4,Group3,Batch1,6.1933603,7.3268085
Cell5,Group3,Batch1,6.818068,7.5448675
Cell6,Group2,Batch1,16.944141,3.4043171
Cell7,Group4,Batch1,7.6342645,-2.1144295
Cell8,Group3,Batch1,6.608106,6.950921
Cell9,Group4,Batch1,8.013737,-1.0742841
Cell10,Group2,Batch1,16.550873,4.230314
Cell11,Group3,Batch1,6.9933996,7.0956683
Cell12,Group2,Batch1,15.520421,3.9962573
Cell13,Group4,Batch1,7.787215,-2.0501223
Cell14,Group2,Batch1,16.468994,3.925017
Cell15,Group2,Batch1,16.700262,3.421107
Cell16,Group4,Batch1,6.914798,-2.0605364
Cell17,Group1,Batch1,9.632803,1.1325567
Cell18,Group3,Batch1,6.621274,7.1953506
Cell19,Group2,Batch1,16.712214,3.8103843
Cell20,Group1,Batch1,9.705401,1.1235248
Cell21,Group4,Batch1,7.741369,-0.905866
Cell22,Group4,Batch1,8.322186,-0.9470416
Cell23,Group2,Batch1,16.763697,3.037817
Cell24,Group2,Batch1,16.806517,3.812273
Cell25,Group4,Batch1,7.827241,-2.196662
Cell26,Group1,Batch1,10.023605,1.1691831
Cell27,Group4,Batch1,7.379776,-1.2072135
Cell28,Group4,Batch1,8.539892,-1.6778891
Cell29,Group4,Batch1,7.9697766,-1.2292011
Cell30,Group4,Batch1,6.8016315,-1.5432606
Cell31,Group2,Batch1,16.643433,3.759561
Cell32,Group2,Batch1,16.207176,3.506824
Cell33,Group2,Batch1,16.271057,4.2621746
Cell34,Group4,Batch1,7.8843994,-0.89972836
Cell35,Group2,Batch1,16.099056,3.0294464
Cell36,Group4,Batch1,8.26998,-1.5794713
Cell37,Group2,Batch1,15.880307,3.4965854
Cell38,Group4,Batch1,7.418038,-1.3695166
Cell39,Group2,Batch1,15.599245,3.6511412
Cell40,Group3,Batch1,6.2278633,6.9540396
Cell41,Group3,Batch1,7.2262087,7.063679
Cell42,Group3,Batch1,6.5231385,7.3773713
Cell43,Group2,Batch1,16.317842,3.5068266
Cell44,Group4,Batch1,7.4339952,-1.6258589
Cell45,Group3,Batch1,7.3218365,7.552848
Cell46,Group4,Batch1,7.3164377,-1.054042
Cell47,Group3,Batch1,7.335138,7.56091
Cell48,Group2,Batch1,16.090315,3.7135983
Cell49,Group4,Batch1,8.177327,-1.3783988
Cell50,Group4,Batch1,8.418919,-1.8972441
Cell51,Group2,Batch1,16.142252,2.9746683
Cell52,Group3,Batch1,7.3487673,7.259285
Cell53,Group3,Batch1,6.389194,6.8438473
Cell54,Group2,Batch1,15.452171,3.0624409
Cell55,Group2,Batch1,16.140799,4.3276405
Cell56,Group2,Batch1,16.246437,3.5598106
Cell57,Group4,Batch1,7.7528844,-1.8409717
Cell58,Group2,Batch1,15.53558,3.1818779
Cell59,Group4,Batch1,7.6556816,-0.84009075
Cell60,Group3,Batch1,7.317608,7.4780793
Cell61,Group3,Batch1,7.50843,7.2350674
Cell62,Group2,Batch1,15.8410425,3.815875
Cell63,Group2,Batch1,16.217257,3.0552099
Cell64,Group4,Batch1,7.9340076,-2.308386
Cell65,Group4,Batch1,7.2165565,-1.7376056
Cell66,Group4,Batch1,7.191695,-0.66956586
Cell67,Group4,Batch1,8.319687,-1.1219437
Cell68,Group1,Batch1,9.854751,1.2754941
Cell69,Group4,Batch1,7.135455,-2.0108485
Cell70,Group2,Batch1,16.605747,3.3459501
Cell71,Group3,Batch1,7.261117,7.2723136
Cell72,Group2,Batch1,16.145884,2.8190136
Cell73,Group4,Batch1,7.8979387,-1.8967
Cell74,Group2,Batch1,16.191795,4.057265
Cell75,Group3,Batch1,6.305483,7.1001387
Cell76,Group2,Batch1,16.61327,3.8880005
Cell77,Group3,Batch1,6.7604313,6.5836816
Cell78,Group3,Batch1,7.5030446,7.3202343
Cell79,Group3,Batch1,7.3234844,7.3953753
Cell80,Group2,Batch1,16.460852,2.9830484
Cell81,Group4,Batch1,7.5389876,-0.6714441
Cell82,Group2,Batch1,16.166325,3.2725763
Cell83,Group2,Batch1,15.728923,2.958881
Cell84,Group3,Batch1,6.8088064,7.340103
Cell85,Group2,Batch1,15.99579,3.9860768
Cell86,Group4,Batch1,7.3169193,-2.1287963
Cell87,Group3,Batch1,6.157623,7.383487
Cell88,Group4,Batch1,8.339355,-0.9517851
Cell89,Group4,Batch1,7.891253,-1.395793
Cell90,Group4,Batch1,7.9450436,-1.4527787
