CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,3.0646405,4.571913
Cell2,Group4,Batch1,5.3501153,6.0978723
Cell3,Group3,Batch1,-6.2433906,-6.395513
Cell4,Group3,Batch1,-7.9375057,-6.789976
Cell5,Group3,Batch1,-6.4321685,-4.923884
Cell6,Group2,Batch1,5.194935,-11.355909
Cell7,Group4,Batch1,4.1169744,5.360499
Cell8,Group3,Batch1,-8.041672,-5.363178
Cell9,Group4,Batch1,5.090053,4.857662
Cell10,Group2,Batch1,6.399503,-10.252604
Cell11,Group3,Batch1,-7.356736,-6.5255895
Cell12,Group2,Batch1,4.254733,-9.024666
Cell13,Group4,Batch1,3.2769642,7.4144053
Cell14,Group2,Batch1,5.420515,-8.635996
Cell15,Group2,Batch1,6.2840786,-9.511848
Cell16,Group4,Batch1,2.9987981,6.208971
Cell17,Group1,Batch1,-10.5320015,4.1921825
Cell18,Group3,Batch1,-7.116593,-5.8069105
Cell19,Group2,Batch1,5.322348,-9.756146
Cell20,Group1,Batch1,-9.981065,4.182248
Cell21,Group4,Batch1,4.0600934,4.386954
Cell22,Group4,Batch1,2.4887414,6.3642964
Cell23,Group2,Batch1,4.481367,-9.883782
Cell24,Group2,Batch1,3.7148058,-10.68019
Cell25,Group4,Batch1,3.1209054,6.464955
Cell26,Group1,Batch1,-10.149522,4.530448
Cell27,Group4,Batch1,2.847283,4.8466954
Cell28,Group4,Batch1,4.222272,6.0784264
Cell29,Group4,Batch1,2.2396798,4.607752
Cell30,Group4,Batch1,5.369797,5.257473
Cell31,Group2,Batch1,4.8492746,-11.070212
Cell32,Group2,Batch1,5.3893633,-11.439113
Cell33,Group2,Batch1,4.471037,-8.894686
Cell34,Group4,Batch1,4.2915287,4.5650215
Cell35,Group2,Batch1,4.4626307,-11.809804
Cell36,Group4,Batch1,2.870535,5.7532363
Cell37,Group2,Batch1,5.1930466,-10.150374
Cell38,Group4,Batch1,2.9349709,4.776937
Cell39,Group2,Batch1,5.347295,-8.878836
Cell40,Group3,Batch1,-5.2869177,-6.2809577
Cell41,Group3,Batch1,-5.794292,-6.4083333
Cell42,Group3,Batch1,-7.354777,-5.071468
Cell43,Group2,Batch1,3.6067119,-10.474781
Cell44,Group4,Batch1,4.445338,4.0376363
Cell45,Group3,Batch1,-5.947291,-5.8209257
Cell46,Group4,Batch1,4.0751586,4.672832
Cell47,Group3,Batch1,-6.650277,-6.2763066
Cell48,Group2,Batch1,5.449436,-9.922728
Cell49,Group4,Batch1,3.8979638,5.6232867
Cell50,Group4,Batch1,4.1175103,6.024571
Cell51,Group2,Batch1,5.6708374,-11.156474
Cell52,Group3,Batch1,-7.803976,-6.077356
Cell53,Group3,Batch1,-5.696751,-6.2449
Cell54,Group2,Batch1,4.579224,-11.732612
Cell55,Group2,Batch1,6.2075887,-10.121079
Cell56,Group2,Batch1,5.0907598,-8.878179
Cell57,Group4,Batch1,5.247701,6.0283794
