CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,0.7198469,-7.640799
Cell2,Group4,Batch1,2.1491284,-5.6931376
Cell3,Group3,Batch1,-11.346144,3.444082
Cell4,Group3,Batch1,-12.455258,3.3816547
Cell5,Group3,Batch1,-12.833797,3.1462362
Cell6,Group2,Batch1,5.2600236,4.834818
Cell7,Group4,Batch1,1.5830691,-4.9863806
Cell8,Group3,Batch1,-12.135518,2.1477551
Cell9,Group4,Batch1,2.592827,-6.2645364
Cell10,Group2,Batch1,6.9773874,3.6996748
Cell11,Group3,Batch1,-11.669737,3.0067496
Cell12,Group2,Batch1,5.1689816,4.2230926
Cell13,Group4,Batch1,1.7392102,-5.686435
Cell14,Group2,Batch1,6.0897574,6.3624864
Cell15,Group2,Batch1,6.5315847,5.9297633
Cell16,Group4,Batch1,1.7280623,-6.4407473
Cell17,Group1,Batch1,-2.4293554,1.9656988
Cell18,Group3,Batch1,-11.603018,0.83126074
Cell19,Group2,Batch1,7.6794553,5.037795
Cell20,Group1,Batch1,-2.787738,2.077446
Cell21,Group4,Batch1,0.08268015,-5.0330167
Cell22,Group4,Batch1,1.599368,-5.384818
Cell23,Group2,Batch1,5.6703434,3.7855742
Cell24,Group2,Batch1,5.6903863,3.8088207
Cell25,Group4,Batch1,1.1657703,-5.530221
Cell26,Group1,Batch1,-2.3040674,2.0216792
Cell27,Group4,Batch1,1.2093443,-5.504119
Cell28,Group4,Batch1,0.92140037,-5.582286
Cell29,Group4,Batch1,1.2109543,-5.597368
Cell30,Group4,Batch1,2.5559828,-5.999053
Cell31,Group2,Batch1,6.2240434,3.5563972
Cell32,Group2,Batch1,7.5555124,4.152846
Cell33,Group2,Batch1,6.423127,3.7929516
Cell34,Group4,Batch1,2.0260386,-5.3684754
Cell35,Group2,Batch1,7.068763,5.168161
Cell36,Group4,Batch1,1.5984886,-4.713232
Cell37,Group2,Batch1,6.079388,3.5051847
Cell38,Group4,Batch1,0.8986031,-5.548953
Cell39,Group2,Batch1,5.945656,3.956684
Cell40,Group3,Batch1,-11.643579,3.4938416
Cell41,Group3,Batch1,-12.522727,1.7517073
Cell42,Group3,Batch1,-12.71273,2.3959634
Cell43,Group2,Batch1,5.6671453,4.1865005
Cell44,Group4,Batch1,2.3107762,-5.615354
Cell45,Group3,Batch1,-12.672116,1.5517721
Cell46,Group4,Batch1,1.5787404,-5.6024613
Cell47,Group3,Batch1,-11.054998,2.9830866
Cell48,Group2,Batch1,5.7086506,3.608636
Cell49,Group4,Batch1,1.0972409,-4.692442
Cell50,Group4,Batch1,-0.678084,-6.047827
Cell51,Group2,Batch1,6.0630097,5.296494
Cell52,Group3,Batch1,-12.071009,1.1395322
Cell53,Group3,Batch1,-11.76554,2.4178636
Cell54,Group2,Batch1,4.9064627,4.608604
Cell55,Group2,Batch1,5.194372,5.521683
Cell56,Group2,Batch1,6.5090365,3.395344
Cell57,Group4,Batch1,1.306884,-5.0160236
Cell58,Group2,Batch1,6.00829,3.4893374
Cell59,Group4,Batch1,-0.19097151,-5.799694
Cell60,Group3,Batch1,-11.900057,3.5633547
Cell61,Group3,Batch1,-12.535301,3.5503416
Cell62,Group2,Batch1,7.347027,4.54916
Cell63,Group2,Batch1,7.4918556,4.2692757
Cell64,Group4,Batch1,2.3475842,-6.915469
Cell65,Group4,Batch1,0.20295933,-5.4399614
Cell66,Group4,Batch1,0.9245798,-5.301901
Cell67,Group4,Batch1,2.3666763,-5.525721
Cell68,Group1,Batch1,-1.9972411,1.7325587
Cell69,Group4,Batch1,2.1237783,-5.722756
Cell70,Group2,Batch1,6.4929338,3.870189
Cell71,Group3,Batch1,-12.153092,0.76610196
Cell72,Group2,Batch1,7.5820413,4.0395727
Cell73,Group4,Batch1,1.2897544,-4.7273865
Cell74,Group2,Batch1,6.5676003,3.9227493
Cell75,Group3,Batch1,-12.586832,2.0329182
Cell76,Group2,Batch1,7.725224,4.919063
Cell77,Group3,Batch1,-10.654738,2.1821353
Cell78,Group3,Batch1,-12.08235,2.6696568
Cell79,Group3,Batch1,-12.112824,0.79447204
Cell80,Group2,Batch1,6.99395,3.90239
Cell81,Group4,Batch1,0.77759796,-4.5452642
Cell82,Group2,Batch1,6.864816,4.0724425
Cell83,Group2,Batch1,6.4113255,3.8028336
Cell84,Group3,Batch1,-12.002738,2.053079
Cell85,Group2,Batch1,7.267618,4.002545
Cell86,Group4,Batch1,0.89567024,-5.4872813
Cell87,Group3,Batch1,-12.255006,2.0605724
Cell88,Group4,Batch1,1.109059,-5.220007
Cell89,Group4,Batch1,-0.45449463,-5.9871297
Cell90,Group4,Batch1,2.0604858,-5.3406425
Cell91,Group4,Batch1,0.072652414,-4.799862
Cell92,Group4,Batch1,2.133826,-6.465179
Cell93,Group4,Batch1,0.7416396,-5.11022
Cell94,Group2,Batch1,7.5880795,4.32724
Cell95,Group2,Batch1,6.548783,4.132857
Cell96,Group4,Batch1,0.533573,-5.502484
Cell97,Group2,Batch1,5.8038816,4.113478
Cell98,Group3,Batch1,-11.153511,3.227884
Cell99,Group2,Batch1,5.0319424,5.5339994
Cell100,Group4,Batch1,0.38896906,-4.9785013
Cell101,Group4,Batch1,0.60428876,-4.8178134
Cell102,Group4,Batch1,1.0366244,-5.430691
Cell103,Group4,Batch1,2.476934,-5.561379
Cell104,Group2,Batch1,6.5122204,3.9074037
Cell105,Group2,Batch1,6.5719385,5.34685
Cell106,Group4,Batch1,2.6090467,-6.500156
Cell107,Group4,Batch1,-0.004378804,-4.965335
Cell108,Group2,Batch1,7.0371385,4.060888
Cell109,Group3,Batch1,-12.385038,2.060863
Cell110,Group4,Batch1,0.51097697,-5.175305
Cell111,Group4,Batch1,2.5715694,-5.8195095
Cell112,Group3,Batch1,-12.450253,1.5905263
Cell113,Group2,Batch1,7.407086,6.020987
Cell114,Group1,Batch1,-3.1582763,1.4262024
Cell115,Group2,Batch1,5.484539,5.117164
Cell116,Group2,Batch1,6.3031034,4.7957573
Cell117,Group2,Batch1,7.9206076,4.9479933
Cell118,Group4,Batch1,2.2447784,-6.062615
Cell119,Group3,Batch1,-12.189537,0.9251084
Cell120,Group4,Batch1,2.5213614,-6.886344
Cell121,Group2,Batch1,5.529422,5.657529
Cell122,Group3,Batch1,-12.357707,2.5986478
Cell123,Group2,Batch1,6.9074674,3.7191255
Cell124,Group2,Batch1,4.963551,5.1992664
Cell125,Group2,Batch1,5.143866,4.54501
Cell126,Group4,Batch1,2.545317,-5.8392215
Cell127,Group2,Batch1,6.008258,3.6522694
Cell128,Group2,Batch1,6.5907154,4.3731146
Cell129,Group3,Batch1,-11.606293,1.1507937
Cell130,Group4,Batch1,1.8823392,-5.9417925
Cell131,Group2,Batch1,6.095606,4.9218345
Cell132,Group2,Batch1,5.397229,4.628318
Cell133,Group1,Batch1,-1.8703208,1.1501402
Cell134,Group2,Batch1,5.613092,4.951302
Cell135,Group4,Batch1,0.9227432,-6.730052
Cell136,Group3,Batch1,-12.957724,1.4948114
Cell137,Group4,Batch1,0.41451356,-6.830209
Cell138,Group4,Batch1,1.5655886,-5.2283444
Cell139,Group4,Batch1,1.4746099,-6.4965596
Cell140,Group3,Batch1,-12.571444,2.7060227
Cell141,Group3,Batch1,-12.966434,2.426723
Cell142,Group3,Batch1,-11.808368,0.9740656
Cell143,Group4,Batch1,2.0772998,-5.883449
Cell144,Group3,Batch1,-11.801622,1.6834413
Cell145,Group4,Batch1,1.3653371,-4.803345
Cell146,Group1,Batch1,-3.3355987,1.9469087
Cell147,Group4,Batch1,2.4570138,-6.3357773
Cell148,Group1,Batch1,-2.5748918,1.7021354
Cell149,Group1,Batch1,-2.186135,2.1097887
Cell150,Group4,Batch1,2.5159311,-6.3763413
Cell151,Group4,Batch1,0.28578755,-5.5403485
Cell152,Group2,Batch1,7.112541,5.227499
Cell153,Group3,Batch1,-12.058754,1.3045726
Cell154,Group2,Batch1,7.792358,4.5329714
Cell155,Group2,Batch1,6.3182254,3.7528198
Cell156,Group1,Batch1,-2.7461135,1.1182243
Cell157,Group1,Batch1,-2.5939157,1.74886
Cell158,Group4,Batch1,1.8584642,-5.826828
