CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,3.9499056,3.716946
Cell2,Group4,Batch1,2.9522443,3.7841594
Cell3,Group3,Batch1,1.7031254,-1.3715981
Cell4,Group3,Batch1,-1.873742,-0.26872247
Cell5,Group3,Batch1,1.1823072,-0.06966589
Cell6,Group2,Batch1,-3.4501352,4.150378
Cell7,Group4,Batch1,2.610991,3.8839016
Cell8,Group3,Batch1,-1.106083,-0.27445203
Cell9,Group4,Batch1,6.9107885,2.3219805
Cell10,Group2,Batch1,-2.9986856,3.6262538
Cell11,Group3,Batch1,0.957091,0.38353652
Cell12,Group2,Batch1,-2.9061542,6.2253823
Cell13,Group4,Batch1,3.4568684,2.0080857
Cell14,Group2,Batch1,-4.1469135,4.4373093
Cell15,Group2,Batch1,-2.5473397,2.4979022
Cell16,Group4,Batch1,6.444744,3.9501863
Cell17,Group1,Batch1,0.14402506,2.1757696
Cell18,Group3,Batch1,-1.1224693,-2.2694635
Cell19,Group2,Batch1,-3.5710483,4.71028
Cell20,Group1,Batch1,-0.4351918,1.9975266
Cell21,Group4,Batch1,4.831639,4.67758
Cell22,Group4,Batch1,5.1721764,4.5488772
Cell23,Group2,Batch1,-3.564867,5.163835
Cell24,Group2,Batch1,-1.759153,5.243906
Cell25,Group4,Batch1,4.1719146,2.2634554
Cell26,Group1,Batch1,0.68792135,2.8616855
Cell27,Group4,Batch1,2.9560168,2.881466
Cell28,Group4,Batch1,2.6950827,4.2801824
Cell29,Group4,Batch1,3.9344678,5.670384
Cell30,Group4,Batch1,3.5589077,2.6745048
Cell31,Group2,Batch1,-4.0377936,6.8209314
Cell32,Group2,Batch1,-2.8124232,4.43611
Cell33,Group2,Batch1,-3.2871354,5.652463
Cell34,Group4,Batch1,4.370754,5.1690354
Cell35,Group2,Batch1,-3.0397034,5.228462
Cell36,Group4,Batch1,4.9551516,4.2508965
Cell37,Group2,Batch1,-3.8719056,3.5693402
Cell38,Group4,Batch1,5.3091655,3.331006
Cell39,Group2,Batch1,-2.7555668,3.4904308
Cell40,Group3,Batch1,-0.720219,-0.8173968
Cell41,Group3,Batch1,-1.315075,-0.13876784
Cell42,Group3,Batch1,-0.677836,-0.8449095
Cell43,Group2,Batch1,-3.8762531,3.4056501
Cell44,Group4,Batch1,3.466878,2.1131732
Cell45,Group3,Batch1,1.0767498,-1.855469
Cell46,Group4,Batch1,2.7684085,5.012981
Cell47,Group3,Batch1,-1.7340511,0.42365402
Cell48,Group2,Batch1,-4.3285904,4.32669
Cell49,Group4,Batch1,3.3135998,2.8280299
Cell50,Group4,Batch1,6.358167,3.0052469
Cell51,Group2,Batch1,-3.3149314,6.809872
Cell52,Group3,Batch1,-2.4379568,0.2689724
Cell53,Group3,Batch1,1.4043118,-0.75165725
Cell54,Group2,Batch1,-4.22601,2.0035462
Cell55,Group2,Batch1,-3.1653163,5.0762835
Cell56,Group2,Batch1,-1.8410684,4.6571436
Cell57,Group4,Batch1,4.766998,2.5185351
Cell58,Group2,Batch1,-0.6218171,3.8044324
Cell59,Group4,Batch1,4.789102,1.4341545
Cell60,Group3,Batch1,1.3140621,-1.2771252
Cell61,Group3,Batch1,1.9072632,0.79463065
Cell62,Group2,Batch1,-2.6682827,6.9626126
Cell63,Group2,Batch1,-4.2480645,5.916465
Cell64,Group4,Batch1,4.2604537,1.8026084
Cell65,Group4,Batch1,5.704298,4.5294223
Cell66,Group4,Batch1,2.190581,2.2640529
Cell67,Group4,Batch1,0.97314525,4.5493464
Cell68,Group1,Batch1,-1.5424714,1.244467
Cell69,Group4,Batch1,2.3233914,4.4255667
Cell70,Group2,Batch1,-3.2450252,3.6465313
Cell71,Group3,Batch1,0.68104684,0.38083312
Cell72,Group2,Batch1,-3.9301546,5.805183
Cell73,Group4,Batch1,5.255918,5.0714645
Cell74,Group2,Batch1,-3.9339225,6.9587836
Cell75,Group3,Batch1,-0.39032707,-0.4154207
Cell76,Group2,Batch1,-3.1724398,4.514573
Cell77,Group3,Batch1,-1.1387056,-0.9345484
Cell78,Group3,Batch1,0.11147316,-0.75231403
Cell79,Group3,Batch1,-0.23407865,-1.9030428
Cell80,Group2,Batch1,-4.059032,3.8504143
Cell81,Group4,Batch1,3.660413,2.858303
Cell82,Group2,Batch1,-3.8233879,5.7188725
Cell83,Group2,Batch1,-2.963756,5.6973248
Cell84,Group3,Batch1,-0.31509867,-0.6741159
Cell85,Group2,Batch1,-2.4359994,4.531809
Cell86,Group4,Batch1,4.180661,1.9779333
Cell87,Group3,Batch1,1.636758,-0.3262226
Cell88,Group4,Batch1,4.887786,3.5159528
Cell89,Group4,Batch1,4.256083,4.0700464
Cell90,Group4,Batch1,4.544007,1.8444533
Cell91,Group4,Batch1,4.0169907,5.1890097
Cell92,Group4,Batch1,4.8826027,1.2356204
Cell93,Group4,Batch1,1.3353171,3.3597589
Cell94,Group2,Batch1,-3.6285286,2.4954507
Cell95,Group2,Batch1,-1.6328137,3.3651886
Cell96,Group4,Batch1,4.78716,5.3022375
Cell97,Group2,Batch1,-2.632146,4.5630717
Cell98,Group3,Batch1,-1.8750817,-0.3792435
Cell99,Group2,Batch1,-5.3940215,6.1005044
Cell100,Group4,Batch1,2.391811,3.3103485
Cell101,Group4,Batch1,5.4616275,5.557876
Cell102,Group4,Batch1,4.295964,1.4365503
Cell103,Group4,Batch1,6.1158147,4.2317886
Cell104,Group2,Batch1,-4.0910935,4.6850805
Cell105,Group2,Batch1,-6.3151436,4.9433765
Cell106,Group4,Batch1,6.0473776,4.83615
Cell107,Group4,Batch1,5.0801435,4.1811934
Cell108,Group2,Batch1,-1.528593,5.218374
Cell109,Group3,Batch1,-0.53856367,-0.66531384
Cell110,Group4,Batch1,4.083125,0.6626778
Cell111,Group4,Batch1,5.26205,4.009714
Cell112,Group3,Batch1,-1.2206802,-1.1487956
Cell113,Group2,Batch1,-3.1118186,3.4483593
Cell114,Group1,Batch1,-1.9512304,1.2502892
Cell115,Group2,Batch1,-4.9135127,3.8926363
Cell116,Group2,Batch1,-3.6689687,4.294417
Cell117,Group2,Batch1,-2.6348412,5.3566866
Cell118,Group4,Batch1,2.8326907,3.6171234
