CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,3.1966217,-7.686289
Cell2,Group4,Batch1,3.851326,-7.702308
Cell3,Group3,Batch1,-9.148521,-3.1036863
Cell4,Group3,Batch1,-9.642567,-2.599531
Cell5,Group3,Batch1,-8.731149,-3.2146685
Cell6,Group2,Batch1,-0.29643738,6.979997
Cell7,Group4,Batch1,3.4167583,-7.674873
Cell8,Group3,Batch1,-9.012209,-0.59024274
Cell9,Group4,Batch1,3.3416355,-6.3633294
Cell10,Group2,Batch1,-0.19769166,7.1416936
Cell11,Group3,Batch1,-8.9127,-1.2012068
Cell12,Group2,Batch1,-0.37094408,7.141399
Cell13,Group4,Batch1,1.8392171,-5.8082533
Cell14,Group2,Batch1,-0.03959703,5.5606875
Cell15,Group2,Batch1,-1.3583056,8.5376625
Cell16,Group4,Batch1,4.2226596,-5.447497
Cell17,Group1,Batch1,17.633131,1.7305505
Cell18,Group3,Batch1,-9.901872,-3.0609994
Cell19,Group2,Batch1,-0.42042878,6.961923
Cell20,Group1,Batch1,17.621801,1.6592503
Cell21,Group4,Batch1,2.3940427,-7.618579
Cell22,Group4,Batch1,2.5341983,-7.111976
Cell23,Group2,Batch1,-1.5608332,7.964783
Cell24,Group2,Batch1,-1.0882382,7.1607604
Cell25,Group4,Batch1,3.1694317,-5.677494
Cell26,Group1,Batch1,17.7216,0.31743526
Cell27,Group4,Batch1,4.1159077,-7.091641
Cell28,Group4,Batch1,3.1638305,-5.65521
Cell29,Group4,Batch1,2.0344932,-8.887124
Cell30,Group4,Batch1,3.3278556,-7.566853
Cell31,Group2,Batch1,-1.3647822,7.9545655
Cell32,Group2,Batch1,-0.1630604,8.268538
Cell33,Group2,Batch1,-1.7503842,6.8707466
Cell34,Group4,Batch1,3.4646683,-6.417003
Cell35,Group2,Batch1,-0.3658837,8.430661
Cell36,Group4,Batch1,1.8704373,-8.189973
Cell37,Group2,Batch1,-0.5871447,5.5399866
Cell38,Group4,Batch1,2.5500426,-7.774342
Cell39,Group2,Batch1,-1.7179648,7.5911922
Cell40,Group3,Batch1,-8.660949,-2.7811005
Cell41,Group3,Batch1,-10.481879,-1.3563246
Cell42,Group3,Batch1,-9.167847,-2.5271764
Cell43,Group2,Batch1,-1.1726974,5.6170955
Cell44,Group4,Batch1,4.3867245,-8.488012
Cell45,Group3,Batch1,-9.3642645,-2.7223668
Cell46,Group4,Batch1,2.1062312,-8.268292
Cell47,Group3,Batch1,-9.887481,-3.0439
Cell48,Group2,Batch1,-1.8129144,6.2743993
Cell49,Group4,Batch1,2.909906,-8.185678
Cell50,Group4,Batch1,3.2632792,-8.285497
Cell51,Group2,Batch1,-0.6194105,8.238655
Cell52,Group3,Batch1,-10.426083,-3.3054006
Cell53,Group3,Batch1,-10.407103,-0.99914366
Cell54,Group2,Batch1,0.09137489,6.654602
Cell55,Group2,Batch1,-1.4483923,7.821406
Cell56,Group2,Batch1,-0.15795194,7.873502
Cell57,Group4,Batch1,2.431327,-8.039622
Cell58,Group2,Batch1,0.3744094,7.5149283
Cell59,Group4,Batch1,4.637586,-7.380958
Cell60,Group3,Batch1,-8.021517,-1.4859185
Cell61,Group3,Batch1,-9.916302,-2.2974768
Cell62,Group2,Batch1,-1.0911994,7.133645
Cell63,Group2,Batch1,0.14674012,6.9760604
Cell64,Group4,Batch1,3.599276,-5.5442314
Cell65,Group4,Batch1,4.979221,-7.1612115
Cell66,Group4,Batch1,3.3191035,-6.1957088
Cell67,Group4,Batch1,2.789499,-9.149329
Cell68,Group1,Batch1,17.977291,1.0730476
Cell69,Group4,Batch1,2.3265035,-5.739639
Cell70,Group2,Batch1,-1.4674643,6.125169
Cell71,Group3,Batch1,-8.203015,-1.1319572
Cell72,Group2,Batch1,-2.653547,7.360559
Cell73,Group4,Batch1,2.1481206,-7.8359127
Cell74,Group2,Batch1,-0.79366696,6.246195
Cell75,Group3,Batch1,-10.2986,-1.442175
Cell76,Group2,Batch1,-2.3342528,7.80538
Cell77,Group3,Batch1,-10.353026,-3.0195005
Cell78,Group3,Batch1,-9.888594,-0.89361924
Cell79,Group3,Batch1,-8.34412,-1.2794557
Cell80,Group2,Batch1,-2.59294,7.7814727
Cell81,Group4,Batch1,3.5117145,-8.729532
Cell82,Group2,Batch1,-0.8410949,7.2963843
Cell83,Group2,Batch1,-0.15588488,7.9982634
Cell84,Group3,Batch1,-9.998235,-0.6577361
Cell85,Group2,Batch1,-1.3846464,7.0680194
Cell86,Group4,Batch1,1.9047396,-6.8360343
Cell87,Group3,Batch1,-10.05755,-2.742234
Cell88,Group4,Batch1,2.6321015,-7.7290187
Cell89,Group4,Batch1,2.4751189,-5.9087
Cell90,Group4,Batch1,2.192822,-7.7632456
Cell91,Group4,Batch1,2.0509708,-8.169363
Cell92,Group4,Batch1,4.7446017,-7.99565
Cell93,Group4,Batch1,1.9814665,-6.2245746
Cell94,Group2,Batch1,-0.8277452,6.091071
Cell95,Group2,Batch1,-0.58141255,8.097101
Cell96,Group4,Batch1,4.13912,-7.3375583
Cell97,Group2,Batch1,-1.5888479,8.581027
Cell98,Group3,Batch1,-11.087769,-2.0430672
Cell99,Group2,Batch1,-0.371581,8.659165
Cell100,Group4,Batch1,3.1970313,-5.379708
Cell101,Group4,Batch1,3.1107762,-8.413207
Cell102,Group4,Batch1,1.6529608,-5.963752
Cell103,Group4,Batch1,3.7265518,-7.772612
Cell104,Group2,Batch1,-0.44525343,6.9323645
Cell105,Group2,Batch1,0.6325951,7.760501
Cell106,Group4,Batch1,2.6802254,-8.0735035
Cell107,Group4,Batch1,3.5424752,-6.4299636
Cell108,Group2,Batch1,0.24749093,6.326927
Cell109,Group3,Batch1,-8.603896,-1.6999593
Cell110,Group4,Batch1,1.2965083,-7.131696
Cell111,Group4,Batch1,1.7486864,-7.562232
Cell112,Group3,Batch1,-8.396142,-1.900238
Cell113,Group2,Batch1,-0.9143202,6.995742
Cell114,Group1,Batch1,17.947453,0.6124508
Cell115,Group2,Batch1,-0.685344,8.427083
Cell116,Group2,Batch1,-1.1186132,8.171589
Cell117,Group2,Batch1,-2.6226642,6.71313
Cell118,Group4,Batch1,2.33326,-8.500483
Cell119,Group3,Batch1,-8.962904,-1.3311073
Cell120,Group4,Batch1,3.863709,-6.7406173
Cell121,Group2,Batch1,-2.1507359,5.90236
Cell122,Group3,Batch1,-8.739914,-3.17171
Cell123,Group2,Batch1,-2.255814,6.610455
Cell124,Group2,Batch1,-1.2521186,6.823651
Cell125,Group2,Batch1,-0.11440644,6.417195
Cell126,Group4,Batch1,4.435641,-8.234377
Cell127,Group2,Batch1,-1.385614,7.2633367
Cell128,Group2,Batch1,0.18297194,6.1568904
Cell129,Group3,Batch1,-8.434232,-2.1553981
Cell130,Group4,Batch1,3.6215544,-6.1068883
Cell131,Group2,Batch1,-1.7428305,5.504403
Cell132,Group2,Batch1,-0.7627322,8.166969
Cell133,Group1,Batch1,17.787266,1.4838523
Cell134,Group2,Batch1,-0.7176144,7.2904625
Cell135,Group4,Batch1,2.645022,-5.672716
Cell136,Group3,Batch1,-8.922656,-0.95546293
Cell137,Group4,Batch1,3.6930451,-7.1595883
Cell138,Group4,Batch1,3.797048,-6.8702188
Cell139,Group4,Batch1,4.3613524,-8.304331
Cell140,Group3,Batch1,-10.8754635,-1.5468847
Cell141,Group3,Batch1,-10.4311285,-2.273986
Cell142,Group3,Batch1,-9.493453,-2.2877307
Cell143,Group4,Batch1,3.7766213,-7.6437974
Cell144,Group3,Batch1,-9.553508,-3.1562312
Cell145,Group4,Batch1,2.5373902,-8.173797
Cell146,Group1,Batch1,17.083136,1.1731008
Cell147,Group4,Batch1,2.9281797,-7.527528
Cell148,Group1,Batch1,17.538033,1.6645651
Cell149,Group1,Batch1,17.989365,0.30373895
Cell150,Group4,Batch1,2.977266,-8.08625
Cell151,Group4,Batch1,2.3938427,-6.985743
Cell152,Group2,Batch1,-1.6535902,8.238628
Cell153,Group3,Batch1,-8.882334,-2.232018
Cell154,Group2,Batch1,-0.42782196,7.576445
Cell155,Group2,Batch1,-2.3910806,6.711164
Cell156,Group1,Batch1,18.105068,1.2571539
Cell157,Group1,Batch1,17.72163,0.64119875
Cell158,Group4,Batch1,3.8427787,-7.334897
Cell159,Group3,Batch1,-10.581667,-2.819872
Cell160,Group2,Batch1,-2.268342,7.0193186
Cell161,Group2,Batch1,-1.4001361,8.375191
Cell162,Group4,Batch1,3.5506794,-8.39484
Cell163,Group2,Batch1,-1.9891886,8.363759
Cell164,Group3,Batch1,-8.334599,-2.34655
Cell165,Group3,Batch1,-7.9900637,-1.3229167
Cell166,Group1,Batch1,18.545982,0.74762356
Cell167,Group2,Batch1,-1.7156659,7.6569777
Cell168,Group2,Batch1,-1.1938955,5.8148956
Cell169,Group4,Batch1,2.8477795,-8.01776
Cell170,Group2,Batch1,-0.52960163,7.3798237
Cell171,Group3,Batch1,-10.989504,-1.6450992
Cell172,Group3,Batch1,-8.973029,-1.3256587
Cell173,Group3,Batch1,-9.692372,-0.3377988
Cell174,Group3,Batch1,-9.621583,-2.1358
Cell175,Group2,Batch1,-2.1452913,6.476009
Cell176,Group3,Batch1,-9.370763,-1.789338
Cell177,Group2,Batch1,-0.48715648,8.495784
Cell178,Group2,Batch1,-2.6012752,6.9660926
Cell179,Group4,Batch1,3.3227818,-9.014657
Cell180,Group4,Batch1,4.877296,-7.0164614
Cell181,Group2,Batch1,-2.0281901,6.0480876
Cell182,Group4,Batch1,2.0547924,-6.317754
Cell183,Group3,Batch1,-8.806832,-1.6368748
Cell184,Group4,Batch1,4.5127206,-7.84955
Cell185,Group3,Batch1,-9.403795,-0.5411834
Cell186,Group4,Batch1,3.7019684,-6.278482
Cell187,Group2,Batch1,-0.22419436,5.686421
Cell188,Group3,Batch1,-9.786387,-1.3539091
Cell189,Group2,Batch1,-1.7519201,6.106586
Cell190,Group2,Batch1,-0.18100224,6.14142
Cell191,Group4,Batch1,2.3863795,-6.344115
Cell192,Group2,Batch1,-1.1853757,6.549088
Cell193,Group2,Batch1,-1.3094625,8.679039
Cell194,Group4,Batch1,3.9800866,-8.613778
Cell195,Group2,Batch1,-1.127759,7.120241
Cell196,Group4,Batch1,3.4269052,-6.1748576
Cell197,Group2,Batch1,-0.5969122,6.713012
Cell198,Group2,Batch1,-1.5288615,8.211318
Cell199,Group2,Batch1,-0.63914573,5.7174873
Cell200,Group3,Batch1,-9.596766,-1.7349424
Cell201,Group4,Batch1,2.3321269,-7.6875377
Cell202,Group4,Batch1,1.5111737,-6.93644
Cell203,Group2,Batch1,-2.174642,8.194198
Cell204,Group3,Batch1,-10.365674,-2.3972042
Cell205,Group1,Batch1,18.237432,0.81606317
Cell206,Group2,Batch1,0.014339122,7.081274
Cell207,Group4,Batch1,2.1553888,-6.4058776
Cell208,Group3,Batch1,-9.840779,-3.109096
Cell209,Group3,Batch1,-8.145171,-2.121825
Cell210,Group3,Batch1,-9.874865,-0.7685726
Cell211,Group4,Batch1,3.3724024,-7.5862713
Cell212,Group4,Batch1,1.8611033,-6.8045034
Cell213,Group4,Batch1,2.8309703,-9.075367
Cell214,Group2,Batch1,0.013856507,7.775163
Cell215,Group4,Batch1,3.7936409,-5.7165017
Cell216,Group4,Batch1,4.47212,-7.685287
Cell217,Group2,Batch1,-1.8429615,6.314599
Cell218,Group2,Batch1,-1.2585464,8.092322
Cell219,Group4,Batch1,3.1592124,-6.7871428
Cell220,Group2,Batch1,-1.2066807,7.7082887
Cell221,Group4,Batch1,4.617518,-6.622532
