CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,5.412683,-2.027865
Cell2,Group4,Batch1,6.5757794,-3.3210628
Cell3,Group3,Batch1,-10.163705,-1.732542
Cell4,Group3,Batch1,-10.9112625,0.45461032
Cell5,Group3,Batch1,-10.081968,-0.77463967
Cell6,Group2,Batch1,0.7939686,9.638067
Cell7,Group4,Batch1,6.5586042,-1.78044
Cell8,Group3,Batch1,-11.437805,-0.79303265
Cell9,Group4,Batch1,6.552066,-2.8220923
Cell10,Group2,Batch1,0.68991417,10.100177
Cell11,Group3,Batch1,-9.945206,-0.832058
Cell12,Group2,Batch1,2.4217157,10.160628
Cell13,Group4,Batch1,5.830203,-4.8330007
Cell14,Group2,Batch1,3.8216562,10.749219
Cell15,Group2,Batch1,0.6858847,9.429948
Cell16,Group4,Batch1,4.6004744,-4.1886578
Cell17,Group1,Batch1,12.929406,5.865492
Cell18,Group3,Batch1,-10.325865,0.37767556
Cell19,Group2,Batch1,2.2140121,9.874433
Cell20,Group1,Batch1,13.522691,5.238511
Cell21,Group4,Batch1,6.1606708,-3.9177008
Cell22,Group4,Batch1,4.555933,-3.9281607
Cell23,Group2,Batch1,1.5839777,10.881857
Cell24,Group2,Batch1,3.1328738,9.930974
Cell25,Group4,Batch1,7.2109327,-2.874682
Cell26,Group1,Batch1,12.984896,5.856571
Cell27,Group4,Batch1,5.511684,-5.2141204
Cell28,Group4,Batch1,4.448033,-4.524735
Cell29,Group4,Batch1,5.005304,-4.489413
Cell30,Group4,Batch1,5.6660933,-5.738923
Cell31,Group2,Batch1,0.9311608,10.658809
Cell32,Group2,Batch1,1.9007424,10.909799
Cell33,Group2,Batch1,3.6457376,10.190654
Cell34,Group4,Batch1,5.505991,-2.7772007
Cell35,Group2,Batch1,1.9669292,9.039141
Cell36,Group4,Batch1,5.146394,-4.9853187
Cell37,Group2,Batch1,3.697536,10.85912
Cell38,Group4,Batch1,6.944897,-2.2934897
Cell39,Group2,Batch1,3.405687,11.019209
Cell40,Group3,Batch1,-9.948433,-2.2587128
Cell41,Group3,Batch1,-10.555294,-1.8364198
Cell42,Group3,Batch1,-10.363182,-1.0207535
Cell43,Group2,Batch1,1.1410928,10.043747
Cell44,Group4,Batch1,5.943764,-5.0896983
Cell45,Group3,Batch1,-9.545714,-1.9788312
Cell46,Group4,Batch1,5.582696,-2.220247
Cell47,Group3,Batch1,-9.777798,-0.3014788
Cell48,Group2,Batch1,3.3022022,10.7665205
Cell49,Group4,Batch1,5.0637903,-2.5640955
Cell50,Group4,Batch1,6.350223,-4.1831026
Cell51,Group2,Batch1,2.3813663,9.532977
Cell52,Group3,Batch1,-12.393136,-1.0071045
Cell53,Group3,Batch1,-11.63244,-1.0673869
Cell54,Group2,Batch1,2.8560784,10.477397
Cell55,Group2,Batch1,2.688418,9.883173
Cell56,Group2,Batch1,1.8796655,10.272095
Cell57,Group4,Batch1,4.162428,-3.7243347
Cell58,Group2,Batch1,3.6570926,9.30629
Cell59,Group4,Batch1,4.8598485,-5.184411
Cell60,Group3,Batch1,-11.252352,-0.51720154
Cell61,Group3,Batch1,-10.499665,-0.011625817
Cell62,Group2,Batch1,1.1161643,10.954367
Cell63,Group2,Batch1,3.7926364,9.926121
Cell64,Group4,Batch1,7.049007,-3.1384578
Cell65,Group4,Batch1,5.0152287,-3.7242942
Cell66,Group4,Batch1,5.7221065,-3.5045738
Cell67,Group4,Batch1,5.1739063,-4.1107893
Cell68,Group1,Batch1,13.393508,4.953611
Cell69,Group4,Batch1,7.2669015,-3.5109644
Cell70,Group2,Batch1,3.7889585,10.5832615
Cell71,Group3,Batch1,-10.900377,-1.3286932
Cell72,Group2,Batch1,1.7286851,9.560478
Cell73,Group4,Batch1,5.7258286,-5.530873
Cell74,Group2,Batch1,3.126563,8.88505
Cell75,Group3,Batch1,-10.333207,-1.3093048
Cell76,Group2,Batch1,1.0050033,10.831022
Cell77,Group3,Batch1,-11.044471,-0.36266112
Cell78,Group3,Batch1,-10.557709,-1.3294746
Cell79,Group3,Batch1,-11.269313,-1.6996459
Cell80,Group2,Batch1,2.0616398,10.025802
Cell81,Group4,Batch1,6.0922465,-2.3444011
Cell82,Group2,Batch1,2.6363676,11.338844
Cell83,Group2,Batch1,3.6567523,11.048385
Cell84,Group3,Batch1,-11.274625,-0.2552338
Cell85,Group2,Batch1,2.4743383,9.340786
Cell86,Group4,Batch1,4.645088,-2.6247723
Cell87,Group3,Batch1,-9.580277,-1.0156636
Cell88,Group4,Batch1,6.438414,-5.2477026
Cell89,Group4,Batch1,5.3442326,-3.4531007
Cell90,Group4,Batch1,4.80068,-3.8717062
Cell91,Group4,Batch1,7.4713945,-4.0526924
Cell92,Group4,Batch1,7.5716615,-4.054594
Cell93,Group4,Batch1,4.940032,-2.1805427
Cell94,Group2,Batch1,3.0459056,8.921435
Cell95,Group2,Batch1,3.8634024,11.186869
Cell96,Group4,Batch1,5.07438,-2.925734
Cell97,Group2,Batch1,1.2533758,9.570187
Cell98,Group3,Batch1,-12.134366,-0.92394686
Cell99,Group2,Batch1,1.5575919,10.547169
Cell100,Group4,Batch1,5.770693,-3.0655162
Cell101,Group4,Batch1,4.0418863,-3.6785724
Cell102,Group4,Batch1,5.9802833,-5.386565
Cell103,Group4,Batch1,7.3717957,-4.3915114
Cell104,Group2,Batch1,1.5793099,9.097116
Cell105,Group2,Batch1,1.6854852,10.37933
Cell106,Group4,Batch1,6.9407783,-4.5834975
Cell107,Group4,Batch1,4.656646,-3.672897
Cell108,Group2,Batch1,1.6621403,9.435811
Cell109,Group3,Batch1,-10.836418,-0.7509326
Cell110,Group4,Batch1,6.4650826,-3.1608622
Cell111,Group4,Batch1,4.6547184,-2.7196064
Cell112,Group3,Batch1,-10.096332,-1.5462861
Cell113,Group2,Batch1,2.8445415,8.851579
Cell114,Group1,Batch1,13.378999,4.956755
Cell115,Group2,Batch1,2.609799,9.676064
Cell116,Group2,Batch1,3.0717742,8.702869
Cell117,Group2,Batch1,3.0869436,10.616723
Cell118,Group4,Batch1,6.6607723,-4.685809
Cell119,Group3,Batch1,-9.698988,-0.25300756
Cell120,Group4,Batch1,7.6937213,-3.007673
Cell121,Group2,Batch1,3.598796,10.769118
Cell122,Group3,Batch1,-10.47524,-2.3713524
Cell123,Group2,Batch1,2.7046442,11.295899
Cell124,Group2,Batch1,2.912597,11.3071785
Cell125,Group2,Batch1,2.314759,10.467447
Cell126,Group4,Batch1,5.17156,-3.4402702
Cell127,Group2,Batch1,2.574349,9.781899
Cell128,Group2,Batch1,2.608888,9.828607
