,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,2.8346515,-7.36594
Cell2,Group4,Batch1,2.8748739,-10.08196
Cell3,Group3,Batch1,-8.775037,-1.4697311
Cell4,Group3,Batch1,-9.119859,-3.4256916
Cell5,Group3,Batch1,-10.1828985,-3.2950726
Cell6,Group2,Batch1,-0.30735743,9.559923
Cell7,Group4,Batch1,3.6410787,-10.760875
Cell8,Group3,Batch1,-10.112994,-3.0283573
Cell9,Group4,Batch1,1.3503386,-8.66877
Cell10,Group2,Batch1,-2.1514158,11.419513
Cell11,Group3,Batch1,-8.9003935,-4.1346498
Cell12,Group2,Batch1,-1.4168304,9.336232
Cell13,Group4,Batch1,2.9249752,-11.269063
Cell14,Group2,Batch1,-1.9982431,9.212491
Cell15,Group2,Batch1,0.22262944,11.1583395
Cell16,Group4,Batch1,3.2589622,-9.298276
Cell17,Group1,Batch1,6.06933,2.448583
Cell18,Group3,Batch1,-9.287095,-3.3229542
Cell19,Group2,Batch1,-0.9095565,11.42871
Cell20,Group1,Batch1,4.85299,2.474476
Cell21,Group4,Batch1,2.2666142,-9.123294
Cell22,Group4,Batch1,2.242135,-9.815945
Cell23,Group2,Batch1,-1.8492248,11.719793
Cell24,Group2,Batch1,-1.2910604,12.045376
Cell25,Group4,Batch1,3.5097504,-8.364929
Cell26,Group1,Batch1,5.7041388,2.0676055
Cell27,Group4,Batch1,2.4779758,-10.586126
Cell28,Group4,Batch1,3.1046574,-9.818826
Cell29,Group4,Batch1,5.0321417,-9.113187
Cell30,Group4,Batch1,4.4048963,-10.217069
Cell31,Group2,Batch1,0.75751334,10.787605
Cell32,Group2,Batch1,-0.15663905,9.552608
Cell33,Group2,Batch1,-0.3433658,9.131708
Cell34,Group4,Batch1,4.5320325,-9.544898
Cell35,Group2,Batch1,-0.47453374,10.630896
Cell36,Group4,Batch1,3.681025,-10.952975
Cell37,Group2,Batch1,-1.171073,9.607234
Cell38,Group4,Batch1,3.3497558,-10.35694
Cell39,Group2,Batch1,-1.2798693,10.389645
Cell40,Group3,Batch1,-9.490336,-3.9136062
Cell41,Group3,Batch1,-8.769366,-3.122224
Cell42,Group3,Batch1,-8.013,-2.6376789
Cell43,Group2,Batch1,0.6942239,10.22958
Cell44,Group4,Batch1,3.3513782,-10.884375
Cell45,Group3,Batch1,-9.06133,-2.4024255
Cell46,Group4,Batch1,1.7142473,-9.107881
Cell47,Group3,Batch1,-9.349878,-1.9426256
Cell48,Group2,Batch1,-0.22614641,10.273045
Cell49,Group4,Batch1,3.3732128,-8.240109
Cell50,Group4,Batch1,3.000328,-7.8115726
Cell51,Group2,Batch1,-0.29030907,9.089759
Cell52,Group3,Batch1,-10.15622,-3.657258
Cell53,Group3,Batch1,-10.19057,-2.8582597
Cell54,Group2,Batch1,-2.167197,9.716327
Cell55,Group2,Batch1,0.337475,10.72581
Cell56,Group2,Batch1,-0.37616134,10.673458
Cell57,Group4,Batch1,4.177534,-10.012671
Cell58,Group2,Batch1,-0.83807987,9.879932
Cell59,Group4,Batch1,2.1043484,-9.465104
Cell60,Group3,Batch1,-10.030789,-1.9089599
Cell61,Group3,Batch1,-9.763361,-3.3027782
Cell62,Group2,Batch1,-0.41957507,10.741893
Cell63,Group2,Batch1,-0.26217014,12.054746
Cell64,Group4,Batch1,1.803552,-10.251422
Cell65,Group4,Batch1,2.9210327,-10.118728
Cell66,Group4,Batch1,3.3005474,-8.004466
Cell67,Group4,Batch1,4.447271,-8.629985
Cell68,Group1,Batch1,5.7174363,2.6050196
Cell69,Group4,Batch1,1.8670536,-9.300665
Cell70,Group2,Batch1,0.026461849,10.495177
Cell71,Group3,Batch1,-9.051741,-2.7188256
Cell72,Group2,Batch1,-0.87104803,11.989401
Cell73,Group4,Batch1,2.6697688,-10.636173
Cell74,Group2,Batch1,-1.3540994,9.99787
Cell75,Group3,Batch1,-8.235852,-1.4259756
