,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,6.5627813,4.0456553
Cell2,Group4,Batch1,7.5383763,4.757846
Cell3,Group3,Batch1,-3.1994803,10.076231
Cell4,Group3,Batch1,-3.6623375,10.771561
Cell5,Group3,Batch1,-4.204672,12.103517
Cell6,Group2,Batch1,-5.1217685,-1.0540615
Cell7,Group4,Batch1,4.7474008,3.0636206
Cell8,Group3,Batch1,-2.6761732,10.933862
Cell9,Group4,Batch1,7.2027993,2.29235
Cell10,Group2,Batch1,-5.0507326,-3.563162
Cell11,Group3,Batch1,-3.368796,10.778081
Cell12,Group2,Batch1,-5.0712166,-2.3981552
Cell13,Group4,Batch1,5.746707,2.0024724
Cell14,Group2,Batch1,-5.841422,-2.6940327
Cell15,Group2,Batch1,-4.2172513,-2.6207314
Cell16,Group4,Batch1,6.171373,2.4015434
Cell17,Group1,Batch1,7.112268,-8.8674755
Cell18,Group3,Batch1,-4.0721703,11.124138
Cell19,Group2,Batch1,-5.3402042,-2.963316
Cell20,Group1,Batch1,7.46782,-7.5748043
Cell21,Group4,Batch1,6.8927784,2.2665462
Cell22,Group4,Batch1,4.29923,2.5900304
Cell23,Group2,Batch1,-4.818951,-3.208541
Cell24,Group2,Batch1,-4.8738594,-2.1185186
Cell25,Group4,Batch1,6.723007,3.7651012
Cell26,Group1,Batch1,7.0732036,-8.768825
Cell27,Group4,Batch1,4.798885,2.0653193
Cell28,Group4,Batch1,5.6297917,2.9669738
Cell29,Group4,Batch1,7.4983377,2.9285913
Cell30,Group4,Batch1,7.538047,4.09707
Cell31,Group2,Batch1,-7.159398,-1.4258586
Cell32,Group2,Batch1,-6.487389,-0.99924433
Cell33,Group2,Batch1,-4.587027,-1.4858634
Cell34,Group4,Batch1,4.621881,4.160061
Cell35,Group2,Batch1,-7.3615556,-2.4449115
Cell36,Group4,Batch1,4.595766,2.5847378
Cell37,Group2,Batch1,-5.783773,-2.2046328
Cell38,Group4,Batch1,4.680621,3.1202304
Cell39,Group2,Batch1,-4.3512425,-1.6146
Cell40,Group3,Batch1,-4.1495066,10.554961
Cell41,Group3,Batch1,-3.2729392,11.4467745
Cell42,Group3,Batch1,-2.2736754,10.308524
Cell43,Group2,Batch1,-6.8244905,-1.5293046
Cell44,Group4,Batch1,5.1860375,3.7118917
Cell45,Group3,Batch1,-4.3128433,11.794541
Cell46,Group4,Batch1,4.6082597,4.1556973
Cell47,Group3,Batch1,-4.0112185,10.758753
Cell48,Group2,Batch1,-6.0041714,-1.3838266
Cell49,Group4,Batch1,5.7055526,4.0664268
Cell50,Group4,Batch1,7.283194,2.6477034
Cell51,Group2,Batch1,-6.845488,-2.659956
Cell52,Group3,Batch1,-4.000255,11.94508
Cell53,Group3,Batch1,-4.2046266,11.313229
Cell54,Group2,Batch1,-6.178608,-3.7149136
Cell55,Group2,Batch1,-4.0477304,-2.6099517
Cell56,Group2,Batch1,-5.78765,-3.3194788
Cell57,Group4,Batch1,5.007194,4.1301603
Cell58,Group2,Batch1,-5.9019666,-2.1936665
Cell59,Group4,Batch1,5.7901125,1.9405633
Cell60,Group3,Batch1,-2.2064133,11.42374
Cell61,Group3,Batch1,-4.3575573,11.441397
Cell62,Group2,Batch1,-5.5161824,-1.2288492
Cell63,Group2,Batch1,-5.4329424,-1.6572659
Cell64,Group4,Batch1,5.5965104,1.7419361
Cell65,Group4,Batch1,5.3572736,2.7766786
Cell66,Group4,Batch1,7.4080606,4.5251193
Cell67,Group4,Batch1,7.0716395,5.0137587
Cell68,Group1,Batch1,7.622639,-8.613655
Cell69,Group4,Batch1,7.4042497,2.8552663
Cell70,Group2,Batch1,-4.677546,-0.9915471
Cell71,Group3,Batch1,-2.4837697,12.484197
Cell72,Group2,Batch1,-5.7980256,-3.3165236
Cell73,Group4,Batch1,5.286513,2.5030315
Cell74,Group2,Batch1,-4.878998,-3.1311789
Cell75,Group3,Batch1,-1.9682107,11.59172
Cell76,Group2,Batch1,-5.6855707,-0.90366024
