,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-5.759042,0.1718741
Cell2,Group4,Batch1,-7.2074175,0.6770207
Cell3,Group3,Batch1,-5.2998056,-0.29479748
Cell4,Group3,Batch1,-4.7808614,2.3950787
Cell5,Group3,Batch1,-4.9734035,0.4802799
Cell6,Group2,Batch1,5.9567585,-3.9172437
Cell7,Group4,Batch1,-4.900819,3.1623828
Cell8,Group3,Batch1,-2.5050435,-0.053146563
Cell9,Group4,Batch1,-5.798302,2.106715
Cell10,Group2,Batch1,8.382557,-4.066571
Cell11,Group3,Batch1,-3.2660704,0.18109569
Cell12,Group2,Batch1,7.602004,-2.9713573
Cell13,Group4,Batch1,-6.983222,1.3511075
Cell14,Group2,Batch1,5.807655,-4.010641
Cell15,Group2,Batch1,8.08746,-5.3006897
Cell16,Group4,Batch1,-6.420889,-0.13055614
Cell17,Group1,Batch1,7.2503004,8.527
Cell18,Group3,Batch1,-3.1677003,1.3170558
Cell19,Group2,Batch1,8.636787,-5.0745077
Cell20,Group1,Batch1,8.185641,9.567665
Cell21,Group4,Batch1,-5.147913,3.0430658
Cell22,Group4,Batch1,-6.998234,2.3617058
Cell23,Group2,Batch1,8.434779,-5.497058
Cell24,Group2,Batch1,7.0734754,-3.0616443
Cell25,Group4,Batch1,-5.73531,1.5179398
Cell26,Group1,Batch1,7.87811,8.29357
Cell27,Group4,Batch1,-6.503373,2.8478327
Cell28,Group4,Batch1,-6.112373,4.249951
Cell29,Group4,Batch1,-4.611873,2.0361266
Cell30,Group4,Batch1,-4.5481796,1.4386318
Cell31,Group2,Batch1,8.572576,-4.6095433
Cell32,Group2,Batch1,7.595498,-5.327447
Cell33,Group2,Batch1,6.4609513,-5.3777165
Cell34,Group4,Batch1,-5.631801,3.0850544
Cell35,Group2,Batch1,7.5520988,-3.6678283
Cell36,Group4,Batch1,-6.4887805,3.648052
Cell37,Group2,Batch1,7.485328,-5.775399
Cell38,Group4,Batch1,-6.8997283,3.233881
Cell39,Group2,Batch1,6.471722,-4.035692
Cell40,Group3,Batch1,-3.9791582,0.5502443
Cell41,Group3,Batch1,-2.52117,1.5192573
Cell42,Group3,Batch1,-5.8996243,0.6950262
Cell43,Group2,Batch1,6.5323114,-5.893925
Cell44,Group4,Batch1,-5.5334206,1.8256505
Cell45,Group3,Batch1,-3.8059678,0.6632574
Cell46,Group4,Batch1,-4.91351,1.0916135
Cell47,Group3,Batch1,-3.205854,0.003892123
Cell48,Group2,Batch1,8.27942,-4.678068
Cell49,Group4,Batch1,-5.8762684,3.2769375
Cell50,Group4,Batch1,-5.582004,1.0863184
Cell51,Group2,Batch1,6.2883615,-3.9042315
Cell52,Group3,Batch1,-3.8451788,-0.2163247
Cell53,Group3,Batch1,-3.483784,0.262249
Cell54,Group2,Batch1,6.1397614,-5.356359
Cell55,Group2,Batch1,6.9530144,-3.5958958
Cell56,Group2,Batch1,8.014655,-5.1142573
Cell57,Group4,Batch1,-6.655075,3.0693135
Cell58,Group2,Batch1,7.62869,-5.0631547
Cell59,Group4,Batch1,-6.8281374,1.027397
Cell60,Group3,Batch1,-4.313429,-0.65697515
Cell61,Group3,Batch1,-3.9548159,0.08962883
Cell62,Group2,Batch1,8.5732,-3.6550648
Cell63,Group2,Batch1,6.325802,-5.5543017
Cell64,Group4,Batch1,-6.725893,1.6480212
Cell65,Group4,Batch1,-4.646285,2.7970223
Cell66,Group4,Batch1,-5.9068947,0.5135928
Cell67,Group4,Batch1,-6.1997786,1.1270033
Cell68,Group1,Batch1,7.6246176,8.422966
Cell69,Group4,Batch1,-6.4292817,1.4505005
Cell70,Group2,Batch1,5.518112,-4.9026356
Cell71,Group3,Batch1,-3.6391256,0.7700118
Cell72,Group2,Batch1,7.8643904,-4.952003
Cell73,Group4,Batch1,-6.7819986,0.27037215
Cell74,Group2,Batch1,5.7129984,-3.584051
