,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-1.498092,1.4384186
Cell2,Group4,Batch1,-1.5693288,4.9461284
Cell3,Group3,Batch1,3.5751157,14.196284
Cell4,Group3,Batch1,2.3345902,15.2032
Cell5,Group3,Batch1,1.8811835,15.054349
Cell6,Group2,Batch1,-0.3096048,-8.751569
Cell7,Group4,Batch1,-1.0367883,0.92192745
Cell8,Group3,Batch1,1.8659861,16.16405
Cell9,Group4,Batch1,-2.684781,3.168056
Cell10,Group2,Batch1,-1.3979073,-7.8789687
Cell11,Group3,Batch1,2.3522303,14.626537
Cell12,Group2,Batch1,-0.5469595,-8.506078
Cell13,Group4,Batch1,-2.1330528,3.5732288
Cell14,Group2,Batch1,-1.2322209,-8.035223
Cell15,Group2,Batch1,-0.6271977,-8.477681
Cell16,Group4,Batch1,-1.6463958,5.0261893
Cell17,Group1,Batch1,-16.62783,-4.59186
Cell18,Group3,Batch1,1.8313769,16.229876
Cell19,Group2,Batch1,0.28377905,-9.343849
Cell20,Group1,Batch1,-17.31669,-4.1924367
Cell21,Group4,Batch1,0.95230967,2.2147593
Cell22,Group4,Batch1,-1.3904066,4.090101
Cell23,Group2,Batch1,1.8484938,-8.464202
Cell24,Group2,Batch1,0.7353602,-8.969953
Cell25,Group4,Batch1,-0.053734016,1.9472353
Cell26,Group1,Batch1,-16.801243,-4.778574
Cell27,Group4,Batch1,0.22667378,1.2216203
Cell28,Group4,Batch1,-1.8066255,3.430151
Cell29,Group4,Batch1,-2.1135454,3.931883
Cell30,Group4,Batch1,-0.014880049,1.0232517
Cell31,Group2,Batch1,0.65914804,-9.469778
Cell32,Group2,Batch1,0.7560815,-8.306399
Cell33,Group2,Batch1,1.6852232,-8.773964
Cell34,Group4,Batch1,-0.6297472,2.0959632
Cell35,Group2,Batch1,1.199488,-8.958291
Cell36,Group4,Batch1,-1.3237038,1.0341032
Cell37,Group2,Batch1,0.48727936,-6.7412252
Cell38,Group4,Batch1,-0.9499587,1.190037
Cell39,Group2,Batch1,1.1935525,-8.82074
Cell40,Group3,Batch1,2.2379134,15.037652
Cell41,Group3,Batch1,1.6719098,13.563488
Cell42,Group3,Batch1,2.8589876,13.803628
Cell43,Group2,Batch1,-1.1502073,-8.3531275
Cell44,Group4,Batch1,-2.0813072,3.1516242
Cell45,Group3,Batch1,1.9437666,14.679067
Cell46,Group4,Batch1,-0.19282588,1.7957246
Cell47,Group3,Batch1,3.8222365,14.1388035
Cell48,Group2,Batch1,0.19859484,-8.411421
Cell49,Group4,Batch1,0.8575092,1.9832419
Cell50,Group4,Batch1,-0.03388416,1.2181828
Cell51,Group2,Batch1,1.6018994,-9.325903
Cell52,Group3,Batch1,3.916083,14.664631
Cell53,Group3,Batch1,1.8824441,14.523912
Cell54,Group2,Batch1,0.9299819,-8.536143
Cell55,Group2,Batch1,0.7817769,-8.257013
Cell56,Group2,Batch1,1.5885774,-6.620438
Cell57,Group4,Batch1,-0.99464244,2.4029565
Cell58,Group2,Batch1,0.37539595,-9.363703
Cell59,Group4,Batch1,0.60851127,4.0542054
Cell60,Group3,Batch1,3.8728356,14.043026
Cell61,Group3,Batch1,3.2832646,14.009063
Cell62,Group2,Batch1,0.00087910594,-8.948821
Cell63,Group2,Batch1,-0.7503586,-8.110494
Cell64,Group4,Batch1,-1.4687408,2.9430919
Cell65,Group4,Batch1,-0.042257354,2.339599
Cell66,Group4,Batch1,-0.8866722,4.9545846
