,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,14.145578,0.41710255
Cell2,Group4,Batch1,13.848278,1.0386219
Cell3,Group3,Batch1,-11.2607565,-1.1516068
Cell4,Group3,Batch1,-10.466253,-0.5709908
Cell5,Group3,Batch1,-10.566835,-0.2574971
Cell6,Group2,Batch1,-0.56772625,3.4548976
Cell7,Group4,Batch1,15.484904,0.39356434
Cell8,Group3,Batch1,-10.261579,-0.62956333
Cell9,Group4,Batch1,14.034265,2.8285937
Cell10,Group2,Batch1,0.49172175,3.2847729
Cell11,Group3,Batch1,-11.815128,-0.92886466
Cell12,Group2,Batch1,0.440901,1.0252419
Cell13,Group4,Batch1,15.443426,0.7128292
Cell14,Group2,Batch1,-1.7803583,0.85514665
Cell15,Group2,Batch1,-1.616285,2.6842647
Cell16,Group4,Batch1,13.555174,0.5942838
Cell17,Group1,Batch1,0.6258935,-9.445604
Cell18,Group3,Batch1,-8.892889,-1.5813378
Cell19,Group2,Batch1,1.4384912,1.0916562
Cell20,Group1,Batch1,0.50055194,-9.5554285
Cell21,Group4,Batch1,15.755329,2.4509392
Cell22,Group4,Batch1,16.002768,1.3319678
Cell23,Group2,Batch1,0.81547207,2.1636121
Cell24,Group2,Batch1,0.5073871,1.4907529
Cell25,Group4,Batch1,14.144273,0.26827234
Cell26,Group1,Batch1,0.6357547,-9.063167
Cell27,Group4,Batch1,16.008554,0.7447969
Cell28,Group4,Batch1,16.53875,1.3673884
Cell29,Group4,Batch1,15.098253,2.938187
Cell30,Group4,Batch1,13.636119,1.3184929
Cell31,Group2,Batch1,-0.68324685,2.0282826
Cell32,Group2,Batch1,0.79661894,1.659576
Cell33,Group2,Batch1,-0.25411552,2.8656857
Cell34,Group4,Batch1,15.444692,0.55852246
Cell35,Group2,Batch1,0.34456167,2.7395935
Cell36,Group4,Batch1,15.777922,2.6101782
Cell37,Group2,Batch1,-0.39689502,1.7178227
Cell38,Group4,Batch1,15.9153805,2.8373625
Cell39,Group2,Batch1,-0.5549072,0.5197669
Cell40,Group3,Batch1,-11.339718,-0.67749083
Cell41,Group3,Batch1,-10.275369,-1.2554712
Cell42,Group3,Batch1,-11.547235,-2.1576314
Cell43,Group2,Batch1,-1.6316677,1.344997
Cell44,Group4,Batch1,15.047799,2.9184396
Cell45,Group3,Batch1,-9.434377,-1.3072908
Cell46,Group4,Batch1,14.501846,3.0899887
Cell47,Group3,Batch1,-9.6701565,-0.74488443
Cell48,Group2,Batch1,0.3227576,1.6182497
Cell49,Group4,Batch1,16.320341,3.1049974
Cell50,Group4,Batch1,14.8141365,0.16326043
Cell51,Group2,Batch1,-1.6454008,2.980784
Cell52,Group3,Batch1,-9.715208,-0.3960529
Cell53,Group3,Batch1,-11.280474,-2.0469105
Cell54,Group2,Batch1,-1.4464147,1.0072329
Cell55,Group2,Batch1,-1.0054237,2.870644
Cell56,Group2,Batch1,1.3577185,2.430507
Cell57,Group4,Batch1,15.655844,3.0156026
Cell58,Group2,Batch1,0.14109613,0.63815564
Cell59,Group4,Batch1,15.69056,0.62144226
Cell60,Group3,Batch1,-11.115819,-0.7436652
Cell61,Group3,Batch1,-10.550346,-1.6237973
Cell62,Group2,Batch1,0.7809464,2.5238888
Cell63,Group2,Batch1,-1.5544938,1.3241421
Cell64,Group4,Batch1,14.206659,3.3341348
Cell65,Group4,Batch1,16.339046,1.8094865
Cell66,Group4,Batch1,14.304741,1.2063894
Cell67,Group4,Batch1,14.189807,2.2837389
Cell68,Group1,Batch1,0.6612517,-9.105424
Cell69,Group4,Batch1,14.09798,3.0341187
Cell70,Group2,Batch1,-0.48359254,2.7270393
Cell71,Group3,Batch1,-10.329526,-2.7018313
Cell72,Group2,Batch1,1.0817976,1.7327219
Cell73,Group4,Batch1,13.860184,3.0226858
Cell74,Group2,Batch1,-1.7650267,2.2035327
Cell75,Group3,Batch1,-10.398261,-2.9137104
Cell76,Group2,Batch1,-0.7756877,3.386794
Cell77,Group3,Batch1,-10.417721,-1.2247674
Cell78,Group3,Batch1,-10.183078,-1.4045923
Cell79,Group3,Batch1,-8.431232,-2.1790924
Cell80,Group2,Batch1,0.5100845,3.1291692
Cell81,Group4,Batch1,17.333807,1.994049
Cell82,Group2,Batch1,-0.92289895,1.3272158
Cell83,Group2,Batch1,-0.3959318,1.3213277
Cell84,Group3,Batch1,-10.445239,-2.8712544
