CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-4.957513,2.1753848
Cell2,Group4,Batch1,-7.2080774,4.3310795
Cell3,Group3,Batch1,-6.5309806,-1.662362
Cell4,Group3,Batch1,-6.4709525,-0.31790745
Cell5,Group3,Batch1,-6.399334,-1.3508605
Cell6,Group2,Batch1,6.52379,-5.0975065
Cell7,Group4,Batch1,-5.6226826,2.2602406
Cell8,Group3,Batch1,-6.885617,-1.6840599
Cell9,Group4,Batch1,-6.158102,3.403439
Cell10,Group2,Batch1,7.6210494,-2.2818692
Cell11,Group3,Batch1,-5.164563,-0.71560603
Cell12,Group2,Batch1,7.9982853,-5.2741165
Cell13,Group4,Batch1,-5.981309,4.459824
Cell14,Group2,Batch1,7.0358877,-5.525662
Cell15,Group2,Batch1,8.018919,-4.0894446
Cell16,Group4,Batch1,-5.2987943,4.297
Cell17,Group1,Batch1,6.096525,3.6146019
Cell18,Group3,Batch1,-8.104367,0.16980095
Cell19,Group2,Batch1,7.6156144,-2.9296377
Cell20,Group1,Batch1,5.7960544,3.1717823
Cell21,Group4,Batch1,-5.513801,1.9720569
Cell22,Group4,Batch1,-6.3142014,3.117665
Cell23,Group2,Batch1,6.073268,-4.7400503
Cell24,Group2,Batch1,5.9291334,-3.3070943
Cell25,Group4,Batch1,-6.129786,1.3119584
Cell26,Group1,Batch1,5.5747366,2.443133
Cell27,Group4,Batch1,-6.5725517,1.950339
Cell28,Group4,Batch1,-5.170488,4.2070723
Cell29,Group4,Batch1,-6.582496,4.067924
Cell30,Group4,Batch1,-7.9959664,3.4611692
Cell31,Group2,Batch1,7.336571,-3.9650881
Cell32,Group2,Batch1,6.5729456,-3.6652868
Cell33,Group2,Batch1,6.3790817,-4.490105
Cell34,Group4,Batch1,-6.4367385,3.1927984
Cell35,Group2,Batch1,7.4727535,-3.9927683
Cell36,Group4,Batch1,-6.8449273,4.206277
Cell37,Group2,Batch1,8.479948,-3.7117035
Cell38,Group4,Batch1,-7.307709,1.9492549
Cell39,Group2,Batch1,6.364698,-5.2994003
Cell40,Group3,Batch1,-6.048118,0.24473958
Cell41,Group3,Batch1,-5.203246,0.87133884
Cell42,Group3,Batch1,-4.966743,0.39106035
Cell43,Group2,Batch1,8.0745735,-3.3007805
Cell44,Group4,Batch1,-6.3308372,1.728769
Cell45,Group3,Batch1,-6.954546,-0.0872617
Cell46,Group4,Batch1,-6.969382,4.223128
Cell47,Group3,Batch1,-6.605595,-0.5348685
Cell48,Group2,Batch1,7.897005,-4.171892
Cell49,Group4,Batch1,-6.388975,4.89855
Cell50,Group4,Batch1,-8.115153,3.611746
Cell51,Group2,Batch1,5.722446,-3.3850205
Cell52,Group3,Batch1,-5.6168547,-0.47183493
Cell53,Group3,Batch1,-5.1146,0.99760455
Cell54,Group2,Batch1,6.90391,-4.353505
Cell55,Group2,Batch1,8.305163,-3.8525805
Cell56,Group2,Batch1,6.636785,-3.8602896
Cell57,Group4,Batch1,-8.28875,2.0205185
