CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,1.2510288,1.6822835
Cell2,Group4,Batch1,-0.28631756,2.4024217
Cell3,Group3,Batch1,-13.596587,-3.4599824
Cell4,Group3,Batch1,-12.762005,-0.83344376
Cell5,Group3,Batch1,-13.1107855,-1.0930003
Cell6,Group2,Batch1,14.376021,2.7999547
Cell7,Group4,Batch1,1.2506846,2.163857
Cell8,Group3,Batch1,-14.23584,-2.660576
Cell9,Group4,Batch1,2.182055,0.81349105
Cell10,Group2,Batch1,13.548054,3.003395
Cell11,Group3,Batch1,-12.820517,-1.8672377
Cell12,Group2,Batch1,15.020041,2.1843
Cell13,Group4,Batch1,-0.27733096,1.3052657
Cell14,Group2,Batch1,14.652784,2.5520523
Cell15,Group2,Batch1,13.528782,3.896177
Cell16,Group4,Batch1,0.88724047,3.2317336
Cell17,Group1,Batch1,12.777543,-9.793533
Cell18,Group3,Batch1,-12.916665,-1.4236109
Cell19,Group2,Batch1,12.736911,2.5097091
Cell20,Group1,Batch1,13.58715,-10.174488
Cell21,Group4,Batch1,1.1955011,0.5734636
Cell22,Group4,Batch1,1.6252004,-0.09418074
Cell23,Group2,Batch1,13.645489,1.5745522
Cell24,Group2,Batch1,12.945638,1.6177523
Cell25,Group4,Batch1,0.25525126,1.7088228
Cell26,Group1,Batch1,13.338618,-9.776189
Cell27,Group4,Batch1,1.2292211,1.9153781
Cell28,Group4,Batch1,2.1341538,0.9333344
Cell29,Group4,Batch1,1.7476667,1.0100219
Cell30,Group4,Batch1,2.237208,0.31271097
Cell31,Group2,Batch1,12.436005,2.1500897
Cell32,Group2,Batch1,13.73156,1.7345406
Cell33,Group2,Batch1,14.299005,2.0343165
Cell34,Group4,Batch1,0.68403435,0.5888364
Cell35,Group2,Batch1,13.596908,3.2046654
Cell36,Group4,Batch1,0.12010431,2.138437
Cell37,Group2,Batch1,15.055262,2.2568147
Cell38,Group4,Batch1,0.10560108,2.7193084
Cell39,Group2,Batch1,14.457875,3.6795485
Cell40,Group3,Batch1,-13.870463,-2.8666577
Cell41,Group3,Batch1,-13.174066,-1.4593258
Cell42,Group3,Batch1,-14.26086,-3.5117874
Cell43,Group2,Batch1,13.588648,1.8796502
Cell44,Group4,Batch1,-0.51369625,0.41810507
Cell45,Group3,Batch1,-13.24779,-1.7810968
Cell46,Group4,Batch1,1.3922001,1.9261476
Cell47,Group3,Batch1,-12.809051,-1.1745443
Cell48,Group2,Batch1,11.992359,3.121904
Cell49,Group4,Batch1,1.32199,1.151719
Cell50,Group4,Batch1,-0.57088065,1.618295
Cell51,Group2,Batch1,13.350745,1.9554023
Cell52,Group3,Batch1,-14.039641,-3.170688
Cell53,Group3,Batch1,-14.6389675,-2.70568
Cell54,Group2,Batch1,13.916927,0.9790605
Cell55,Group2,Batch1,14.153999,3.1527965
Cell56,Group2,Batch1,14.086376,0.9636911
Cell57,Group4,Batch1,1.6410369,-0.0031133266
Cell58,Group2,Batch1,13.439184,2.8657227
Cell59,Group4,Batch1,1.4902362,-0.20439187
Cell60,Group3,Batch1,-13.3323555,-1.1336368
Cell61,Group3,Batch1,-13.729001,-1.2135259
Cell62,Group2,Batch1,12.243914,1.9927231
Cell63,Group2,Batch1,13.86488,3.3862324
Cell64,Group4,Batch1,-0.6941617,1.1861129
Cell65,Group4,Batch1,-0.36722896,0.9696214
Cell66,Group4,Batch1,-0.12950818,2.321281
Cell67,Group4,Batch1,1.7344728,0.40978503
Cell68,Group1,Batch1,13.015883,-10.049143
Cell69,Group4,Batch1,2.0198371,2.2678516
Cell70,Group2,Batch1,14.623236,1.4156834
Cell71,Group3,Batch1,-12.456953,-2.4650903
Cell72,Group2,Batch1,12.670116,2.645643
Cell73,Group4,Batch1,-0.6669949,0.075820446
Cell74,Group2,Batch1,14.068285,3.001718
Cell75,Group3,Batch1,-13.512283,-2.3690372
Cell76,Group2,Batch1,13.392541,4.077759
Cell77,Group3,Batch1,-13.929078,-1.7208556
Cell78,Group3,Batch1,-12.153176,-2.8375788
Cell79,Group3,Batch1,-11.833371,-2.8789852
Cell80,Group2,Batch1,12.622681,1.8163041
Cell81,Group4,Batch1,0.52814496,0.16914137
Cell82,Group2,Batch1,13.415845,4.0192585
Cell83,Group2,Batch1,13.3152275,2.0006988
Cell84,Group3,Batch1,-12.578609,-1.5356586
Cell85,Group2,Batch1,12.677455,3.0154223
Cell86,Group4,Batch1,1.1661676,1.6094509
Cell87,Group3,Batch1,-13.494912,-1.6110303
Cell88,Group4,Batch1,0.35928068,-0.19254762
Cell89,Group4,Batch1,0.619601,0.40177053
Cell90,Group4,Batch1,-0.13321884,0.33479214
Cell91,Group4,Batch1,0.20050219,0.10534461
Cell92,Group4,Batch1,-0.023597112,-0.020894518
Cell93,Group4,Batch1,2.2942889,0.74220335
Cell94,Group2,Batch1,13.316429,1.8913172
Cell95,Group2,Batch1,14.267697,1.3005508
Cell96,Group4,Batch1,2.0971777,-0.19957851
Cell97,Group2,Batch1,13.895543,3.4061291
Cell98,Group3,Batch1,-12.5297,-1.9369171
Cell99,Group2,Batch1,14.172056,1.9654037
Cell100,Group4,Batch1,2.4677246,0.21213746
Cell101,Group4,Batch1,0.8699078,0.85895956
Cell102,Group4,Batch1,1.1801629,1.1772039
Cell103,Group4,Batch1,2.3541355,1.5409417
Cell104,Group2,Batch1,13.94131,2.1886718
Cell105,Group2,Batch1,12.881724,3.1115894
Cell106,Group4,Batch1,0.51308876,2.2333195
Cell107,Group4,Batch1,-0.5332361,1.0715071
Cell108,Group2,Batch1,13.473001,1.7032917
Cell109,Group3,Batch1,-12.9915085,-1.390551
Cell110,Group4,Batch1,2.2047534,1.6568377
Cell111,Group4,Batch1,1.2600071,-0.30195534
Cell112,Group3,Batch1,-13.823587,-2.2141469
Cell113,Group2,Batch1,12.629251,3.4951463
Cell114,Group1,Batch1,12.868635,-9.714082
Cell115,Group2,Batch1,14.526298,1.362974
Cell116,Group2,Batch1,14.270596,3.3678763
Cell117,Group2,Batch1,13.198404,1.6906079
Cell118,Group4,Batch1,1.8570083,0.8298399
Cell119,Group3,Batch1,-13.349335,-2.8708284
Cell120,Group4,Batch1,-0.11781718,1.6539649
Cell121,Group2,Batch1,12.61503,2.3985684
Cell122,Group3,Batch1,-12.167169,-3.3765414
Cell123,Group2,Batch1,12.449569,2.3366706
Cell124,Group2,Batch1,15.521286,2.3981562
Cell125,Group2,Batch1,13.668053,2.493343
Cell126,Group4,Batch1,0.14160302,0.480448
Cell127,Group2,Batch1,12.362491,3.1379418
Cell128,Group2,Batch1,13.5966215,1.3130838
Cell129,Group3,Batch1,-12.52541,-1.3576216
Cell130,Group4,Batch1,-0.8459123,0.92568713
Cell131,Group2,Batch1,15.01041,3.2107527
Cell132,Group2,Batch1,13.55499,3.0026786
Cell133,Group1,Batch1,12.910773,-9.637087
Cell134,Group2,Batch1,13.824207,1.2087084
Cell135,Group4,Batch1,2.5116234,2.0111713
Cell136,Group3,Batch1,-14.146241,-1.8005501
Cell137,Group4,Batch1,0.15006782,0.4122336
Cell138,Group4,Batch1,0.40254506,1.1172239
Cell139,Group4,Batch1,0.26291826,0.7046851
Cell140,Group3,Batch1,-13.024134,-1.0253193
Cell141,Group3,Batch1,-14.25423,-3.4277086
Cell142,Group3,Batch1,-12.49102,-3.466348
Cell143,Group4,Batch1,2.0056274,1.8665938
Cell144,Group3,Batch1,-14.282678,-3.1625311
Cell145,Group4,Batch1,2.0068028,0.83644515
Cell146,Group1,Batch1,13.950464,-9.676064
Cell147,Group4,Batch1,1.6122744,1.3888831
Cell148,Group1,Batch1,13.42668,-9.593377
Cell149,Group1,Batch1,13.880193,-8.827827
Cell150,Group4,Batch1,-0.17484447,0.41630846
Cell151,Group4,Batch1,1.5511963,1.1898648
Cell152,Group2,Batch1,13.572977,1.3166467
Cell153,Group3,Batch1,-13.519677,-3.7316587
Cell154,Group2,Batch1,13.026907,2.3640382
Cell155,Group2,Batch1,13.585304,3.6920114
Cell156,Group1,Batch1,12.922759,-10.109518
Cell157,Group1,Batch1,12.96314,-9.299707
Cell158,Group4,Batch1,0.98947525,2.3999398
Cell159,Group3,Batch1,-13.048227,-3.7661836
Cell160,Group2,Batch1,13.276512,3.1184614
Cell161,Group2,Batch1,12.778586,1.8575661
Cell162,Group4,Batch1,1.9911653,1.3299092
Cell163,Group2,Batch1,12.282459,2.0963721
Cell164,Group3,Batch1,-13.325635,-2.1836047
Cell165,Group3,Batch1,-12.265461,-3.0564992
Cell166,Group1,Batch1,13.394957,-9.4947815
Cell167,Group2,Batch1,12.246958,2.7794628
Cell168,Group2,Batch1,15.112214,2.3719883
Cell169,Group4,Batch1,-0.16583978,1.1278642
Cell170,Group2,Batch1,13.7506485,1.9678313
Cell171,Group3,Batch1,-11.702876,-2.5139034
Cell172,Group3,Batch1,-12.485487,-2.4783611
Cell173,Group3,Batch1,-11.856079,-2.4246118
Cell174,Group3,Batch1,-11.992283,-3.0633552
Cell175,Group2,Batch1,12.241052,2.9498086
Cell176,Group3,Batch1,-13.015212,-1.9799584
Cell177,Group2,Batch1,14.919667,1.6919992
Cell178,Group2,Batch1,15.059052,3.7977796
Cell179,Group4,Batch1,0.051819917,0.20453003
Cell180,Group4,Batch1,2.5295167,0.26366925
Cell181,Group2,Batch1,13.38678,2.0910058
Cell182,Group4,Batch1,0.9336567,0.4493751
Cell183,Group3,Batch1,-12.35241,-2.629609
Cell184,Group4,Batch1,1.6770132,2.316085
Cell185,Group3,Batch1,-14.112946,-3.392956
Cell186,Group4,Batch1,-0.21353905,0.0059185415
Cell187,Group2,Batch1,13.535897,3.309115
Cell188,Group3,Batch1,-14.926626,-1.9616054
Cell189,Group2,Batch1,12.646962,2.3208156
Cell190,Group2,Batch1,13.49779,3.941066
Cell191,Group4,Batch1,-0.54754144,1.3905033
Cell192,Group2,Batch1,13.34721,1.3632693
Cell193,Group2,Batch1,12.79926,3.5527575
Cell194,Group4,Batch1,-0.7735225,1.1784046
Cell195,Group2,Batch1,14.516145,3.7470632
Cell196,Group4,Batch1,0.5913567,0.84923273
Cell197,Group2,Batch1,13.137628,1.807757
Cell198,Group2,Batch1,12.390835,1.8898163
Cell199,Group2,Batch1,13.370075,4.338151
Cell200,Group3,Batch1,-14.029147,-3.0279899
Cell201,Group4,Batch1,-0.3569152,1.876358
Cell202,Group4,Batch1,1.5791904,2.4905074
Cell203,Group2,Batch1,14.387396,3.8451245
Cell204,Group3,Batch1,-13.269548,-1.9334937
Cell205,Group1,Batch1,13.111809,-9.501381
Cell206,Group2,Batch1,14.928206,2.9966867
Cell207,Group4,Batch1,0.9569943,0.07947209
Cell208,Group3,Batch1,-13.080111,-1.3586268
Cell209,Group3,Batch1,-13.697004,-1.7626525
Cell210,Group3,Batch1,-13.2515,-2.5530746
Cell211,Group4,Batch1,2.3691807,0.1944165
Cell212,Group4,Batch1,0.96383035,0.3496922
Cell213,Group4,Batch1,-0.0863366,1.5555197
Cell214,Group2,Batch1,14.049773,0.88904005
Cell215,Group4,Batch1,-0.28435037,2.048232
Cell216,Group4,Batch1,1.0585352,2.9232538
Cell217,Group2,Batch1,13.015056,2.0890646
Cell218,Group2,Batch1,14.641182,4.2855425
Cell219,Group4,Batch1,0.61026067,1.5463262
Cell220,Group2,Batch1,14.293434,1.2418054
Cell221,Group4,Batch1,-0.5748984,1.569933
Cell222,Group2,Batch1,15.1530695,2.9098525
Cell223,Group4,Batch1,0.3300279,3.020923
Cell224,Group4,Batch1,-0.81136453,1.4321214
Cell225,Group3,Batch1,-14.496226,-2.7436903
Cell226,Group4,Batch1,-0.1460321,0.76486593
Cell227,Group4,Batch1,0.32591605,-0.5338571
Cell228,Group3,Batch1,-11.933463,-3.0333588
Cell229,Group2,Batch1,12.334052,2.5305142
Cell230,Group4,Batch1,1.3410388,1.1746193
Cell231,Group4,Batch1,1.0069163,2.7997649
Cell232,Group4,Batch1,0.027084278,2.8917685
Cell233,Group4,Batch1,0.5594224,1.6971524
Cell234,Group4,Batch1,0.78989285,0.7376787
Cell235,Group3,Batch1,-12.423216,-2.905913
Cell236,Group4,Batch1,0.16221452,0.65123856
Cell237,Group4,Batch1,1.0369338,3.1594417
Cell238,Group2,Batch1,14.02107,1.5809119
Cell239,Group4,Batch1,0.27722037,1.1183956
Cell240,Group2,Batch1,12.492116,2.5766919
Cell241,Group2,Batch1,14.746473,2.3730814
Cell242,Group2,Batch1,13.525008,2.299193
Cell243,Group3,Batch1,-12.91252,-3.4448256
Cell244,Group2,Batch1,12.708318,2.8466687
Cell245,Group4,Batch1,1.6154563,3.022066
Cell246,Group3,Batch1,-12.914536,-1.1850202
Cell247,Group4,Batch1,-0.011960215,0.24929577
Cell248,Group4,Batch1,0.43350732,0.5090144
Cell249,Group2,Batch1,14.443466,3.6909432
Cell250,Group4,Batch1,0.5798283,2.5120502
Cell251,Group4,Batch1,-0.19910641,1.4630147
Cell252,Group2,Batch1,14.887571,2.213845
Cell253,Group4,Batch1,1.7094389,-0.6310184
Cell254,Group2,Batch1,15.014346,1.4011784
Cell255,Group4,Batch1,1.6910651,2.7648547
Cell256,Group1,Batch1,13.691613,-9.7776
Cell257,Group3,Batch1,-14.640135,-2.1031566
Cell258,Group3,Batch1,-12.352364,-2.1663222
Cell259,Group2,Batch1,13.224987,2.188824
Cell260,Group2,Batch1,14.515738,3.5674677
Cell261,Group2,Batch1,13.113387,2.021546
Cell262,Group4,Batch1,0.7272525,1.2515733
Cell263,Group1,Batch1,13.4530945,-8.938547
Cell264,Group4,Batch1,1.1424698,1.1533315
Cell265,Group2,Batch1,14.036008,3.1145968
Cell266,Group2,Batch1,13.563154,2.6288605
Cell267,Group3,Batch1,-13.55478,-1.2196254
Cell268,Group4,Batch1,-0.10296794,2.5809317
Cell269,Group2,Batch1,12.52515,2.349577
Cell270,Group3,Batch1,-13.259665,-2.0034895
Cell271,Group4,Batch1,0.22549914,0.20378971
Cell272,Group4,Batch1,0.22497632,2.388846
Cell273,Group1,Batch1,13.122912,-10.0233965
Cell274,Group2,Batch1,12.52892,2.301649
Cell275,Group3,Batch1,-13.316371,-3.9869266
Cell276,Group2,Batch1,14.453406,1.3970745
Cell277,Group3,Batch1,-13.375882,-1.0192027
Cell278,Group4,Batch1,2.7713253,1.3531417
Cell279,Group2,Batch1,12.503045,2.01384
Cell280,Group4,Batch1,-0.43095177,1.5418457
Cell281,Group3,Batch1,-13.594848,-3.5077734
Cell282,Group3,Batch1,-13.633741,-3.104901
Cell283,Group3,Batch1,-14.456899,-2.606214
Cell284,Group4,Batch1,0.5290379,0.8692637
Cell285,Group3,Batch1,-13.561119,-2.014882
Cell286,Group3,Batch1,-12.224414,-2.4788842
Cell287,Group4,Batch1,0.8865767,2.9786718
Cell288,Group4,Batch1,2.2769322,1.3716139
Cell289,Group2,Batch1,13.1954155,3.905241
Cell290,Group3,Batch1,-13.6729,-1.3037947
Cell291,Group2,Batch1,14.46653,4.0906806
Cell292,Group2,Batch1,13.582614,2.1165178
Cell293,Group4,Batch1,1.6799604,0.09379574
Cell294,Group2,Batch1,13.317464,2.1911614
Cell295,Group3,Batch1,-13.207957,-2.0213652
Cell296,Group3,Batch1,-12.788025,-3.3509626
Cell297,Group2,Batch1,13.140722,3.2581544
Cell298,Group2,Batch1,12.793692,2.6431093
Cell299,Group4,Batch1,0.8310475,0.02544418
Cell300,Group4,Batch1,0.5309817,2.449107
Cell301,Group3,Batch1,-12.206183,-1.6445808
Cell302,Group4,Batch1,2.3740878,1.3096205
Cell303,Group4,Batch1,0.90799063,1.0691497
Cell304,Group4,Batch1,2.299249,1.4247656
Cell305,Group3,Batch1,-12.995831,-1.202996
Cell306,Group3,Batch1,-12.110396,-3.4787245
Cell307,Group3,Batch1,-13.887173,-1.4264449
Cell308,Group4,Batch1,0.3320134,0.8296823
Cell309,Group4,Batch1,1.1685456,1.8566436
Cell310,Group3,Batch1,-13.764656,-3.4616408
Cell311,Group4,Batch1,0.75288945,2.4793136
Cell312,Group2,Batch1,12.390294,2.1437757
Cell313,Group2,Batch1,14.926076,2.791075
Cell314,Group3,Batch1,-13.662011,-1.3356605
Cell315,Group3,Batch1,-13.959413,-3.1612911
Cell316,Group4,Batch1,0.8080468,2.1838362
Cell317,Group4,Batch1,2.0864801,0.30692464
Cell318,Group3,Batch1,-13.130635,-1.3078399
Cell319,Group4,Batch1,1.284917,2.1071842
Cell320,Group2,Batch1,12.9569,3.0956903
Cell321,Group4,Batch1,0.27523157,-0.7766468
Cell322,Group4,Batch1,1.5002755,0.7138094
Cell323,Group3,Batch1,-12.872944,-1.5509945
Cell324,Group2,Batch1,12.068046,2.306965
Cell325,Group2,Batch1,13.060571,3.4067001
Cell326,Group3,Batch1,-13.585742,-1.0865307
Cell327,Group3,Batch1,-14.934393,-2.4396863
Cell328,Group2,Batch1,12.586654,1.4374181
Cell329,Group4,Batch1,0.4203997,-0.74738735
Cell330,Group4,Batch1,0.41993105,-0.5369948
Cell331,Group2,Batch1,14.232861,1.1818495
Cell332,Group4,Batch1,0.058645986,1.3251395
Cell333,Group2,Batch1,13.532046,1.4238261
Cell334,Group2,Batch1,14.419654,3.6070287
Cell335,Group2,Batch1,13.583629,3.2532482
Cell336,Group1,Batch1,13.624944,-9.015946
Cell337,Group4,Batch1,1.1479353,1.7741098
Cell338,Group4,Batch1,1.0441498,1.7936227
Cell339,Group3,Batch1,-13.2525835,-1.3181714
Cell340,Group4,Batch1,-0.5992652,0.50276256
Cell341,Group2,Batch1,14.237782,2.7432842
Cell342,Group1,Batch1,12.847257,-10.02958
Cell343,Group2,Batch1,14.008735,3.6773474
Cell344,Group2,Batch1,13.431478,2.2976072
Cell345,Group4,Batch1,0.7194916,2.6893053
Cell346,Group4,Batch1,0.2073119,2.6578982
Cell347,Group4,Batch1,1.5230092,1.5422096
Cell348,Group4,Batch1,0.27205235,2.7672124
Cell349,Group4,Batch1,1.021171,0.24326171
Cell350,Group3,Batch1,-13.819086,-3.1714084
Cell351,Group2,Batch1,12.911649,3.0700395
Cell352,Group3,Batch1,-13.287061,-2.0870712
Cell353,Group4,Batch1,0.76319766,1.5031959
Cell354,Group4,Batch1,-0.1903144,0.31284726
Cell355,Group4,Batch1,0.33701327,-0.32151023
Cell356,Group2,Batch1,13.642188,2.1343946
Cell357,Group2,Batch1,13.505706,3.6833045
Cell358,Group2,Batch1,14.927903,3.1330159
Cell359,Group1,Batch1,13.875283,-9.467705
Cell360,Group4,Batch1,0.14740525,-0.11045064
Cell361,Group4,Batch1,1.1365879,2.139366
Cell362,Group4,Batch1,1.8556185,0.0023902466
Cell363,Group4,Batch1,2.5101721,1.7989506
Cell364,Group3,Batch1,-13.190707,-3.6704636
