CellID,Group,Batch,UMAP1,UMAP2
Cell1-0,Group4,Batch1,20.182526,-5.930803
Cell2-0,Group4,Batch1,20.69334,-5.7961316
Cell3-0,Group3,Batch1,14.132403,17.254452
Cell4-0,Group3,Batch1,14.733318,17.804794
Cell5-0,Group3,Batch1,14.483712,16.433332
Cell6-0,Group2,Batch1,-0.96470815,-9.855607
Cell7-0,Group4,Batch1,20.724123,-6.79657
Cell8-0,Group3,Batch1,14.194616,16.338577
Cell9-0,Group4,Batch1,20.273157,-5.719893
Cell10-0,Group2,Batch1,-0.9924275,-10.509085
Cell11-0,Group3,Batch1,13.604411,16.461102
Cell12-0,Group2,Batch1,-2.4766676,-11.000345
Cell13-0,Group4,Batch1,21.670238,-6.6137557
Cell14-0,Group2,Batch1,-1.4170177,-9.447145
Cell15-0,Group2,Batch1,-1.740801,-9.501141
Cell16-0,Group4,Batch1,22.740086,-4.3695946
Cell17-0,Group1,Batch1,-2.0608308,-16.629765
Cell18-0,Group3,Batch1,13.483396,16.341377
Cell19-0,Group2,Batch1,-2.6519346,-10.376757
Cell20-0,Group1,Batch1,-1.7585852,-16.430079
Cell21-0,Group4,Batch1,20.51244,-5.8427677
Cell22-0,Group4,Batch1,20.767714,-6.241137
Cell23-0,Group2,Batch1,-3.3925738,-10.520651
Cell24-0,Group2,Batch1,-1.9552681,-9.140045
Cell25-0,Group4,Batch1,20.516037,-4.841468
Cell26-0,Group1,Batch1,-1.8679723,-16.792793
Cell27-0,Group4,Batch1,20.293114,-7.8279495
Cell28-0,Group4,Batch1,20.310522,-7.16841
Cell29-0,Group4,Batch1,20.572325,-6.826837
Cell30-0,Group4,Batch1,20.190853,-6.7442875
Cell31-0,Group2,Batch1,-3.2395458,-10.814463
Cell32-0,Group2,Batch1,-0.9596985,-9.908882
Cell33-0,Group2,Batch1,-2.1189563,-9.831678
Cell34-0,Group4,Batch1,22.034931,-8.451169
Cell35-0,Group2,Batch1,-1.7125982,-9.747014
Cell36-0,Group4,Batch1,20.842688,-7.105243
Cell37-0,Group2,Batch1,-2.298247,-10.845118
Cell38-0,Group4,Batch1,20.99677,-8.177155
Cell39-0,Group2,Batch1,-3.254898,-10.19679
Cell40-0,Group3,Batch1,13.592155,17.127314
Cell41-0,Group3,Batch1,13.362247,17.573404
Cell42-0,Group3,Batch1,14.46919,16.085752
Cell43-0,Group2,Batch1,-1.2120359,-10.393971
Cell44-0,Group4,Batch1,20.742085,-5.5674534
Cell45-0,Group3,Batch1,14.042821,16.200748
Cell46-0,Group4,Batch1,21.137709,-6.35356
Cell47-0,Group3,Batch1,15.663304,19.566246
Cell48-0,Group2,Batch1,-1.594232,-10.727877
Cell49-0,Group4,Batch1,20.15575,-6.8993998
Cell50-0,Group4,Batch1,21.271612,-5.6945786
Cell51-0,Group2,Batch1,-2.6260803,-9.713371
Cell52-0,Group3,Batch1,13.536107,17.589462
