,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,6.4977546,-6.8062124
human3_lib2.final_cell_0055,acinar,inDrop,6.5362234,-7.6782556
human3_lib4.final_cell_0748,acinar,inDrop,7.29803,-6.989111
human3_lib1.final_cell_0004,acinar,inDrop,7.6575785,-6.12617
human3_lib2.final_cell_0497,acinar,inDrop,8.25709,-5.461639
human1_lib1.final_cell_0028,acinar,inDrop,8.19711,-5.567679
human3_lib4.final_cell_0518,acinar,inDrop,7.4413085,-6.524142
human3_lib1.final_cell_0005,acinar,inDrop,7.866076,-6.2523565
human3_lib1.final_cell_0109,acinar,inDrop,6.5374484,-7.0400047
human3_lib3.final_cell_0385,acinar,inDrop,7.830404,-7.767838
human3_lib3.final_cell_0028,acinar,inDrop,7.824661,-6.8974266
human3_lib1.final_cell_0371,acinar,inDrop,8.146434,-8.013587
human3_lib4.final_cell_0148,acinar,inDrop,8.355705,-6.8832335
human3_lib4.final_cell_0072,acinar,inDrop,6.9345646,-6.5599976
human3_lib1.final_cell_0146,acinar,inDrop,7.1499,-6.7977076
human3_lib1.final_cell_0642,acinar,inDrop,8.146811,-8.080409
human3_lib4.final_cell_0537,acinar,inDrop,7.565335,-7.4658737
human3_lib1.final_cell_0026,acinar,inDrop,7.349008,-7.3182096
human1_lib1.final_cell_0047,acinar,inDrop,8.503531,-7.822179
human3_lib2.final_cell_0012,acinar,inDrop,7.9319844,-5.9235306
human3_lib4.final_cell_0034,acinar,inDrop,7.269547,-7.18967
human3_lib1.final_cell_0027,acinar,inDrop,8.428207,-6.476792
human3_lib3.final_cell_0235,acinar,inDrop,6.538592,-6.6187
human3_lib4.final_cell_0358,acinar,inDrop,6.5005383,-7.382025
human3_lib4.final_cell_0292,acinar,inDrop,6.52831,-7.6537886
human3_lib1.final_cell_0044,acinar,inDrop,7.3797455,-5.868756
human1_lib3.final_cell_0031,acinar,inDrop,8.7647505,-6.8399076
human3_lib1.final_cell_0117,acinar,inDrop,7.8155766,-5.9055357
human3_lib2.final_cell_0083,acinar,inDrop,7.70871,-6.060342
human3_lib1.final_cell_0112,acinar,inDrop,7.45193,-6.692571
human3_lib3.final_cell_0022,acinar,inDrop,7.5471025,-8.387441
human3_lib1.final_cell_0391,acinar,inDrop,8.665106,-6.1455746
human3_lib1.final_cell_0215,acinar,inDrop,8.271907,-7.69996
human1_lib1.final_cell_0461,acinar,inDrop,8.894476,-6.6960745
human3_lib2.final_cell_0685,acinar,inDrop,8.833408,-6.529962
human3_lib4.final_cell_0272,acinar,inDrop,7.9294186,-5.461643
human3_lib3.final_cell_0163,acinar,inDrop,8.110872,-6.716457
human1_lib1.final_cell_0182,acinar,inDrop,8.826156,-7.1443686
human3_lib2.final_cell_0105,acinar,inDrop,7.852226,-5.4125214
human3_lib4.final_cell_0466,acinar,inDrop,7.8615446,-7.218244
human3_lib3.final_cell_0044,acinar,inDrop,7.722976,-5.597983
human3_lib1.final_cell_0069,acinar,inDrop,8.578135,-6.537216
human3_lib4.final_cell_0103,acinar,inDrop,6.7276297,-7.228662
human3_lib2.final_cell_0036,acinar,inDrop,7.9636397,-5.836716
human3_lib1.final_cell_0505,acinar,inDrop,7.618236,-7.4087067
human3_lib2.final_cell_0267,acinar,inDrop,6.45536,-6.663337
human3_lib3.final_cell_0703,acinar,inDrop,7.615273,-8.441812
human3_lib2.final_cell_0109,acinar,inDrop,7.7464466,-6.914313
human3_lib4.final_cell_0171,acinar,inDrop,8.283052,-8.210445
human3_lib2.final_cell_0134,acinar,inDrop,6.835933,-6.6986184
human1_lib2.final_cell_0582,acinar,inDrop,8.222354,-8.171217
human3_lib1.final_cell_0212,acinar,inDrop,7.921614,-8.334626
human3_lib2.final_cell_0675,acinar,inDrop,7.784169,-5.6058807
human3_lib3.final_cell_0205,acinar,inDrop,7.781194,-6.3935933
human3_lib4.final_cell_0184,acinar,inDrop,7.532505,-6.973138
human3_lib3.final_cell_0079,acinar,inDrop,8.322922,-5.7837543
human3_lib2.final_cell_0060,acinar,inDrop,7.398261,-6.708016
human3_lib1.final_cell_0204,acinar,inDrop,8.060747,-5.5738087
human3_lib4.final_cell_0070,acinar,inDrop,8.5815735,-6.502258
human3_lib3.final_cell_0415,acinar,inDrop,8.564418,-6.1610403
human3_lib3.final_cell_0208,acinar,inDrop,7.1108923,-6.5244484
human3_lib1.final_cell_0038,acinar,inDrop,8.000719,-5.7935805
human3_lib4.final_cell_0533,acinar,inDrop,8.167785,-7.551369
human1_lib3.final_cell_0231,acinar,inDrop,8.304211,-8.199204
human3_lib3.final_cell_0066,acinar,inDrop,7.0074654,-6.9014215
human3_lib4.final_cell_0108,acinar,inDrop,8.569809,-6.2110066
human3_lib3.final_cell_0301,acinar,inDrop,7.113812,-6.0799785
human3_lib4.final_cell_0149,acinar,inDrop,7.4529448,-8.756673
human3_lib4.final_cell_0003,acinar,inDrop,6.483108,-6.989923
human3_lib3.final_cell_0266,acinar,inDrop,7.956103,-5.9154434
human3_lib1.final_cell_0373,acinar,inDrop,7.019123,-8.121347
human3_lib1.final_cell_0172,acinar,inDrop,8.442935,-6.1180315
human3_lib2.final_cell_0003,acinar,inDrop,7.9557323,-7.9374857
human3_lib3.final_cell_0166,acinar,inDrop,8.233894,-7.6645966
human3_lib2.final_cell_0101,acinar,inDrop,8.026385,-5.4642777
human3_lib2.final_cell_0277,acinar,inDrop,8.855331,-6.633581
human3_lib3.final_cell_0045,acinar,inDrop,7.0837107,-7.5224266
human3_lib1.final_cell_0483,acinar,inDrop,8.091952,-6.5781302
human3_lib4.final_cell_0575,acinar,inDrop,7.2334986,-8.303273
human3_lib4.final_cell_0519,acinar,inDrop,7.1574545,-7.776256
human3_lib4.final_cell_0512,acinar,inDrop,8.3928795,-6.8261013
human3_lib4.final_cell_0615,acinar,inDrop,7.0502553,-6.4729867
human3_lib4.final_cell_0555,acinar,inDrop,7.3205137,-6.9129477
human3_lib3.final_cell_0803,acinar,inDrop,8.502604,-7.0990496
human3_lib1.final_cell_0013,acinar,inDrop,6.9202256,-6.2042646
human3_lib2.final_cell_0006,acinar,inDrop,7.208293,-6.236515
human3_lib1.final_cell_0300,acinar,inDrop,7.261916,-8.535928
human3_lib4.final_cell_0155,acinar,inDrop,7.5775867,-7.1831794
human3_lib1.final_cell_0307,acinar,inDrop,8.1451845,-5.52141
human3_lib3.final_cell_0551,acinar,inDrop,8.055067,-8.293071
human3_lib2.final_cell_0069,acinar,inDrop,8.167791,-5.88903
human3_lib3.final_cell_0111,acinar,inDrop,7.4909,-5.799273
human3_lib4.final_cell_0087,acinar,inDrop,7.7012095,-6.573734
human3_lib2.final_cell_0299,acinar,inDrop,7.52304,-8.321181
human3_lib2.final_cell_0108,acinar,inDrop,8.738868,-6.4293265
human3_lib1.final_cell_0214,acinar,inDrop,7.569136,-6.9374657
human3_lib2.final_cell_0107,acinar,inDrop,7.424107,-7.4215817
human3_lib4.final_cell_0742,acinar,inDrop,7.8757787,-7.529892
human1_lib3.final_cell_0043,acinar,inDrop,8.500522,-7.2190113
human3_lib1.final_cell_0035,acinar,inDrop,8.422779,-7.9728527
human3_lib3.final_cell_0685,acinar,inDrop,7.650446,-7.5028944
human1_lib3.final_cell_0469,acinar,inDrop,7.667054,-4.345591
human1_lib1.final_cell_0436,acinar,inDrop,8.585828,-8.070032
human3_lib2.final_cell_0020,acinar,inDrop,8.195645,-5.6911793
human3_lib2.final_cell_0180,acinar,inDrop,7.277539,-8.402493
human3_lib3.final_cell_0139,acinar,inDrop,8.686147,-6.622097
human3_lib1.final_cell_0268,acinar,inDrop,7.736743,-6.9321475
human3_lib4.final_cell_0746,acinar,inDrop,6.9325414,-7.343382
human3_lib1.final_cell_0006,acinar,inDrop,8.114468,-5.575972
human3_lib3.final_cell_0227,acinar,inDrop,7.23191,-5.4449024
human3_lib3.final_cell_0059,acinar,inDrop,7.668839,-5.8110604
human3_lib2.final_cell_0135,acinar,inDrop,8.067243,-5.6314607
human3_lib2.final_cell_0027,acinar,inDrop,8.049912,-5.7782493
human3_lib2.final_cell_0019,acinar,inDrop,6.7591243,-6.646468
human3_lib4.final_cell_0783,acinar,inDrop,8.090447,-7.601024
human3_lib2.final_cell_0586,acinar,inDrop,7.9063697,-8.28733
human1_lib2.final_cell_0616,acinar,inDrop,8.528715,-8.202186
human3_lib2.final_cell_0082,acinar,inDrop,6.8140974,-6.3347
human3_lib1.final_cell_0022,acinar,inDrop,6.9074473,-7.6701117
human1_lib3.final_cell_0020,acinar,inDrop,7.1285243,-7.0409503
human3_lib3.final_cell_0243,acinar,inDrop,7.5048065,-6.948303
human3_lib4.final_cell_0195,acinar,inDrop,6.9355893,-6.666601
human3_lib3.final_cell_0019,acinar,inDrop,7.243604,-8.348277
human3_lib4.final_cell_0131,acinar,inDrop,8.002337,-5.9568396
human3_lib3.final_cell_0157,acinar,inDrop,8.144177,-7.562538
human3_lib3.final_cell_0241,acinar,inDrop,7.502924,-6.75805
human1_lib1.final_cell_0029,acinar,inDrop,7.9328957,-8.321358
human3_lib3.final_cell_0031,acinar,inDrop,6.924307,-7.552702
human3_lib3.final_cell_0651,acinar,inDrop,7.849248,-4.422534
human1_lib3.final_cell_0600,acinar,inDrop,9.035552,-6.619965
human3_lib1.final_cell_0439,acinar,inDrop,7.974391,-8.294489
human3_lib3.final_cell_0068,acinar,inDrop,8.328299,-6.1505456
human1_lib2.final_cell_0404,acinar,inDrop,8.643028,-7.980543
human3_lib4.final_cell_0039,acinar,inDrop,7.6637135,-5.7433085
human3_lib2.final_cell_0800,acinar,inDrop,8.275534,-7.1675544
human3_lib2.final_cell_0174,acinar,inDrop,7.2525826,-6.3639755
human3_lib4.final_cell_0076,acinar,inDrop,7.4307427,-8.166111
human1_lib2.final_cell_0111,acinar,inDrop,8.734486,-6.700933
human3_lib4.final_cell_0080,acinar,inDrop,7.625288,-6.160753
human3_lib1.final_cell_0050,acinar,inDrop,7.693262,-7.0641084
human3_lib1.final_cell_0389,acinar,inDrop,7.6742535,-8.61543
human3_lib4.final_cell_0636,acinar,inDrop,7.593257,-3.5611494
human3_lib1.final_cell_0131,acinar,inDrop,7.233254,-6.21535
human3_lib3.final_cell_0094,acinar,inDrop,6.9101434,-7.436916
human3_lib3.final_cell_0126,acinar,inDrop,7.446932,-7.284673
human3_lib2.final_cell_0466,acinar,inDrop,7.844183,-5.473638
human3_lib1.final_cell_0360,acinar,inDrop,8.281201,-7.354055
human3_lib4.final_cell_0005,acinar,inDrop,7.288139,-7.7483163
human3_lib3.final_cell_0060,acinar,inDrop,7.683656,-5.772355
human3_lib3.final_cell_0162,acinar,inDrop,7.094955,-8.458705
human3_lib4.final_cell_0355,acinar,inDrop,7.745928,-7.2491264
human3_lib2.final_cell_0226,acinar,inDrop,7.4542236,-5.9830155
human3_lib3.final_cell_0268,acinar,inDrop,7.2824306,-6.9464607
human3_lib2.final_cell_0421,acinar,inDrop,6.996118,-7.959853
human3_lib4.final_cell_0111,acinar,inDrop,6.795657,-6.699638
human3_lib3.final_cell_0072,acinar,inDrop,8.288643,-6.704853
human3_lib2.final_cell_0093,acinar,inDrop,6.6528506,-6.6123424
human3_lib4.final_cell_0371,acinar,inDrop,8.515832,-6.6525173
human3_lib3.final_cell_0047,acinar,inDrop,6.5676656,-6.343813
human3_lib3.final_cell_0272,acinar,inDrop,8.216374,-7.069177
human3_lib4.final_cell_0008,acinar,inDrop,7.508844,-5.9705114
human3_lib4.final_cell_0549,acinar,inDrop,8.527833,-6.1041
human3_lib4.final_cell_0020,acinar,inDrop,6.6718736,-6.5679135
human3_lib2.final_cell_0078,acinar,inDrop,7.714977,-6.4286995
human3_lib4.final_cell_0207,acinar,inDrop,7.1366196,-8.403701
human3_lib1.final_cell_0063,acinar,inDrop,7.406816,-6.944572
human3_lib2.final_cell_0090,acinar,inDrop,8.307446,-6.801983
human3_lib1.final_cell_0014,acinar,inDrop,7.390153,-6.0481133
human3_lib4.final_cell_0065,acinar,inDrop,6.942366,-6.879631
human3_lib3.final_cell_0004,acinar,inDrop,7.5270796,-7.123548
human3_lib3.final_cell_0089,acinar,inDrop,7.644137,-8.234848
human2_lib2.final_cell_0154,acinar,inDrop,6.845593,-3.750617
human3_lib2.final_cell_0076,acinar,inDrop,8.366673,-6.244802
human3_lib1.final_cell_0195,acinar,inDrop,7.510565,-6.74877
human3_lib3.final_cell_0646,acinar,inDrop,8.356914,-7.2471404
human3_lib2.final_cell_0608,acinar,inDrop,8.600637,-6.4095297
human1_lib1.final_cell_0012,acinar,inDrop,6.9295793,-7.2830505
human3_lib4.final_cell_0043,acinar,inDrop,7.1090755,-7.9447145
human3_lib2.final_cell_0213,acinar,inDrop,7.479705,-7.075756
human3_lib2.final_cell_0033,acinar,inDrop,7.0557613,-7.0115604
human3_lib2.final_cell_0052,acinar,inDrop,7.816455,-5.6505857
human3_lib4.final_cell_0407,acinar,inDrop,8.619391,-6.573913
human3_lib3.final_cell_0207,acinar,inDrop,7.0654244,-5.534937
human3_lib1.final_cell_0011,acinar,inDrop,6.912955,-6.514284
human3_lib3.final_cell_0355,acinar,inDrop,7.184028,-6.7079535
human3_lib1.final_cell_0057,acinar,inDrop,7.9544487,-5.954943
human3_lib4.final_cell_0056,acinar,inDrop,7.334586,-8.500459
human3_lib1.final_cell_0560,acinar,inDrop,8.090462,-8.095617
human3_lib1.final_cell_0440,acinar,inDrop,8.264439,-7.98555
human3_lib3.final_cell_0406,acinar,inDrop,8.270817,-6.9668903
human3_lib2.final_cell_0469,acinar,inDrop,7.113887,-8.340924
human3_lib2.final_cell_0119,acinar,inDrop,6.990176,-6.9083743
human3_lib2.final_cell_0486,acinar,inDrop,8.043892,-7.4440274
human3_lib1.final_cell_0196,acinar,inDrop,7.0775695,-7.837925
human3_lib1.final_cell_0119,acinar,inDrop,7.83763,-6.589368
human3_lib4.final_cell_0418,acinar,inDrop,7.4583483,-7.981148
human1_lib1.final_cell_0001,acinar,inDrop,8.200124,-7.896338
human3_lib1.final_cell_0326,acinar,inDrop,7.962119,-6.8562255
human3_lib3.final_cell_0144,acinar,inDrop,8.020159,-6.763167
human3_lib3.final_cell_0176,acinar,inDrop,8.267309,-5.5316987
human3_lib4.final_cell_0044,acinar,inDrop,7.9903593,-5.368603
human3_lib2.final_cell_0260,acinar,inDrop,7.781505,-8.406053
human3_lib2.final_cell_0097,acinar,inDrop,6.6816306,-7.9189734
human3_lib4.final_cell_0049,acinar,inDrop,7.92548,-5.6759024
human3_lib4.final_cell_0146,acinar,inDrop,8.439228,-6.5392685
human3_lib3.final_cell_0062,acinar,inDrop,7.9502916,-6.9459586
human3_lib1.final_cell_0084,acinar,inDrop,6.7239165,-7.363147
human1_lib3.final_cell_0143,acinar,inDrop,7.398788,-7.3005676
human1_lib2.final_cell_0278,acinar,inDrop,7.967201,-8.333818
human3_lib3.final_cell_0192,acinar,inDrop,7.894806,-6.883314
human3_lib1.final_cell_0082,acinar,inDrop,8.577225,-6.4412403
human3_lib4.final_cell_0029,acinar,inDrop,8.272522,-5.761423
human1_lib3.final_cell_0447,acinar,inDrop,8.04591,-8.387319
human3_lib3.final_cell_0453,acinar,inDrop,7.3509593,-8.466983
human3_lib3.final_cell_0610,acinar,inDrop,8.050285,-7.8013635
human1_lib2.final_cell_0005,acinar,inDrop,7.8848414,-6.7429495
human3_lib4.final_cell_0142,acinar,inDrop,7.206819,-7.7781863
human3_lib3.final_cell_0203,acinar,inDrop,8.409054,-7.390255
human1_lib3.final_cell_0541,acinar,inDrop,8.764633,-6.5073457
human3_lib3.final_cell_0029,acinar,inDrop,8.015309,-6.404052
human3_lib1.final_cell_0197,acinar,inDrop,6.871068,-6.558658
human3_lib2.final_cell_0158,acinar,inDrop,7.0864606,-6.8461566
human3_lib4.final_cell_0270,acinar,inDrop,7.9761457,-6.3116207
human3_lib3.final_cell_0096,acinar,inDrop,7.182498,-7.347253
human3_lib3.final_cell_0473,acinar,inDrop,7.4028764,-8.551674
human3_lib4.final_cell_0665,acinar,inDrop,7.3054748,-8.541241
human3_lib4.final_cell_0794,acinar,inDrop,7.454371,-8.197102
human3_lib2.final_cell_0017,acinar,inDrop,8.514695,-6.968322
human3_lib3.final_cell_0046,acinar,inDrop,7.275542,-7.3935795
human3_lib4.final_cell_0063,acinar,inDrop,6.588709,-7.5679655
human3_lib3.final_cell_0478,acinar,inDrop,7.0254893,-6.668762
human3_lib4.final_cell_0032,acinar,inDrop,7.677061,-5.929921
human1_lib2.final_cell_0126,acinar,inDrop,8.615364,-8.2080345
human3_lib1.final_cell_0078,acinar,inDrop,7.3332524,-7.5886626
human3_lib4.final_cell_0019,acinar,inDrop,8.786018,-6.48223
human3_lib1.final_cell_0150,acinar,inDrop,8.18383,-5.550503
human3_lib2.final_cell_0102,acinar,inDrop,7.4630947,-8.1516905
human3_lib2.final_cell_0506,acinar,inDrop,7.974208,-8.182133
human3_lib1.final_cell_0476,acinar,inDrop,8.34559,-5.714145
human3_lib1.final_cell_0603,acinar,inDrop,8.336569,-7.6304407
