,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,10.739707,0.2486846
human3_lib2.final_cell_0055,acinar,inDrop,10.631821,-0.9334894
human3_lib4.final_cell_0748,acinar,inDrop,10.05304,0.079260305
human3_lib1.final_cell_0004,acinar,inDrop,9.93208,1.1800694
human3_lib2.final_cell_0497,acinar,inDrop,10.2917185,1.9756963
human1_lib1.final_cell_0028,acinar,inDrop,8.548361,1.5758495
human3_lib4.final_cell_0518,acinar,inDrop,7.6557336,1.5805595
human3_lib1.final_cell_0005,acinar,inDrop,9.245848,1.122349
human3_lib1.final_cell_0109,acinar,inDrop,10.834031,-0.3017123
human3_lib3.final_cell_0385,acinar,inDrop,9.348439,-0.6810446
human3_lib3.final_cell_0028,acinar,inDrop,10.84046,0.3468455
human3_lib1.final_cell_0371,acinar,inDrop,9.132426,-0.6277904
human3_lib4.final_cell_0148,acinar,inDrop,10.007123,0.24317284
human3_lib4.final_cell_0072,acinar,inDrop,10.6015835,0.7171311
human3_lib1.final_cell_0146,acinar,inDrop,10.136087,0.2317401
human3_lib1.final_cell_0642,acinar,inDrop,9.285165,-0.7862331
human3_lib4.final_cell_0537,acinar,inDrop,9.99635,-0.306881
human3_lib1.final_cell_0026,acinar,inDrop,10.509146,0.07110833
human1_lib1.final_cell_0047,acinar,inDrop,8.793287,-0.36757588
human3_lib2.final_cell_0012,acinar,inDrop,10.1265545,1.4409022
human3_lib4.final_cell_0034,acinar,inDrop,10.474816,-0.044688966
human3_lib1.final_cell_0027,acinar,inDrop,9.773718,1.0482167
human3_lib3.final_cell_0235,acinar,inDrop,11.069223,0.2787045
human3_lib4.final_cell_0358,acinar,inDrop,10.803034,-0.6836781
human3_lib4.final_cell_0292,acinar,inDrop,10.633173,-1.0316528
human3_lib1.final_cell_0044,acinar,inDrop,10.298955,1.2738446
human1_lib3.final_cell_0031,acinar,inDrop,8.646597,1.0159733
human3_lib1.final_cell_0117,acinar,inDrop,10.509393,1.6791435
human3_lib2.final_cell_0083,acinar,inDrop,10.297257,1.0669712
human3_lib1.final_cell_0112,acinar,inDrop,10.173365,-0.042199515
human3_lib3.final_cell_0022,acinar,inDrop,9.957626,-1.2518091
human3_lib1.final_cell_0391,acinar,inDrop,8.808859,1.3060285
human3_lib1.final_cell_0215,acinar,inDrop,9.688112,0.06304127
human1_lib1.final_cell_0461,acinar,inDrop,8.434839,1.2835363
human3_lib2.final_cell_0685,acinar,inDrop,8.810915,1.4913794
human3_lib4.final_cell_0272,acinar,inDrop,10.3488245,1.8409563
human3_lib3.final_cell_0163,acinar,inDrop,9.73778,0.63957834
human1_lib1.final_cell_0182,acinar,inDrop,8.812895,0.76412135
human3_lib2.final_cell_0105,acinar,inDrop,9.178581,1.9077036
human3_lib4.final_cell_0466,acinar,inDrop,10.28832,0.1978297
human3_lib3.final_cell_0044,acinar,inDrop,9.351511,1.6218964
human3_lib1.final_cell_0069,acinar,inDrop,9.39886,1.1170664
