CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,5.489789,10.9465475
human3_lib2.final_cell_0055-0,acinar,inDrop,6.964771,11.051351
human3_lib4.final_cell_0748-0,acinar,inDrop,6.5770946,10.284995
human3_lib1.final_cell_0004-0,acinar,inDrop,4.864522,10.0184355
human3_lib2.final_cell_0497-0,acinar,inDrop,4.8500166,9.719067
human1_lib1.final_cell_0028-0,acinar,inDrop,5.2988524,9.178814
human3_lib4.final_cell_0518-0,acinar,inDrop,6.0177207,10.212616
human3_lib1.final_cell_0005-0,acinar,inDrop,5.5982533,9.30377
human3_lib1.final_cell_0109-0,acinar,inDrop,6.0213976,10.744295
human3_lib3.final_cell_0385-0,acinar,inDrop,7.1981564,10.587216
human3_lib3.final_cell_0028-0,acinar,inDrop,6.2056,10.424008
human3_lib1.final_cell_0371-0,acinar,inDrop,7.4752226,10.165412
human3_lib4.final_cell_0148-0,acinar,inDrop,6.38074,9.870961
human3_lib4.final_cell_0072-0,acinar,inDrop,5.144508,10.703412
human3_lib1.final_cell_0146-0,acinar,inDrop,5.9673676,10.108089
human3_lib1.final_cell_0642-0,acinar,inDrop,7.630855,10.300958
human3_lib4.final_cell_0537-0,acinar,inDrop,6.9210668,10.694737
human3_lib1.final_cell_0026-0,acinar,inDrop,6.7765484,10.784318
human1_lib1.final_cell_0047-0,acinar,inDrop,7.398138,9.452734
human3_lib2.final_cell_0012-0,acinar,inDrop,4.894836,9.898552
human3_lib4.final_cell_0034-0,acinar,inDrop,6.37036,10.232815
human3_lib1.final_cell_0027-0,acinar,inDrop,5.5569687,9.744397
human3_lib3.final_cell_0235-0,acinar,inDrop,5.189737,10.833171
human3_lib4.final_cell_0358-0,acinar,inDrop,6.8748446,11.134299
human3_lib4.final_cell_0292-0,acinar,inDrop,6.714808,10.6669035
human3_lib1.final_cell_0044-0,acinar,inDrop,4.739801,10.314718
