CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,4.22889,10.617943
D28.7_64,acinar,celseq2,14.202499,-7.9704328
D31.2_86,acinar,celseq2,14.801528,-6.846837
human3_lib2.final_cell_0055,acinar,inDrop,5.8097954,11.600069
human3_lib4.final_cell_0748,acinar,inDrop,5.681032,11.898896
human3_lib1.final_cell_0004,acinar,inDrop,4.8388743,11.253235
human3_lib2.final_cell_0497,acinar,inDrop,4.795536,10.644315
human1_lib1.final_cell_0028,acinar,inDrop,2.177094,5.007092
D31.7_21,acinar,celseq2,15.400508,-5.5628777
human3_lib4.final_cell_0518,acinar,inDrop,2.823281,7.520259
human3_lib1.final_cell_0005,acinar,inDrop,3.3185067,9.147809
D28.5_31,acinar,celseq2,14.902621,-6.932124
human3_lib1.final_cell_0109,acinar,inDrop,6.5638723,12.705749
human3_lib3.final_cell_0385,acinar,inDrop,4.0993814,9.847433
human3_lib3.final_cell_0028,acinar,inDrop,6.120657,12.705292
HP1502401_F13,acinar,smartseq2,12.828417,-7.4446583
human3_lib1.final_cell_0371,acinar,inDrop,4.572103,10.233472
HP1506401_D24,acinar,smartseq2,12.0399685,-7.9979954
human3_lib4.final_cell_0148,acinar,inDrop,5.281906,11.350881
HP1502401_M22,acinar,smartseq2,12.015428,-7.2151346
human3_lib4.final_cell_0072,acinar,inDrop,5.39039,11.044894
human3_lib1.final_cell_0146,acinar,inDrop,5.6758013,12.014108
human3_lib1.final_cell_0642,acinar,inDrop,6.012621,12.192449
human3_lib4.final_cell_0537,acinar,inDrop,5.4395504,11.428873
human3_lib1.final_cell_0026,acinar,inDrop,6.308155,12.31592
human1_lib1.final_cell_0047,acinar,inDrop,4.42077,10.577069
human3_lib2.final_cell_0012,acinar,inDrop,5.0924325,11.67857
human3_lib4.final_cell_0034,acinar,inDrop,6.335977,12.039006
D28.6_19,acinar,celseq2,15.364181,-6.503137
human3_lib1.final_cell_0027,acinar,inDrop,5.2147255,11.852629
human3_lib3.final_cell_0235,acinar,inDrop,6.5414796,12.036413
human3_lib4.final_cell_0358,acinar,inDrop,6.875923,13.169619
human3_lib4.final_cell_0292,acinar,inDrop,5.844045,11.730049
human3_lib1.final_cell_0044,acinar,inDrop,5.0914645,11.579776
D30.5_79,acinar,celseq2,15.630561,-6.720038
D28.8_39,acinar,celseq2,14.844827,-7.813654
