CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-11.116545,-11.646321
D28.7_64,acinar,celseq2,9.757253,-10.26851
D31.2_86,acinar,celseq2,10.9000635,-11.171995
human3_lib2.final_cell_0055,acinar,inDrop,-11.023082,-12.165317
human3_lib4.final_cell_0748,acinar,inDrop,-10.23034,-11.023416
human3_lib1.final_cell_0004,acinar,inDrop,-9.224177,-10.539523
human3_lib2.final_cell_0497,acinar,inDrop,-10.512574,-9.964819
human1_lib1.final_cell_0028,acinar,inDrop,-8.392774,-9.488692
D31.7_21,acinar,celseq2,10.7048025,-11.0743885
human3_lib4.final_cell_0518,acinar,inDrop,-9.967944,-9.044079
human3_lib1.final_cell_0005,acinar,inDrop,-9.672808,-10.718475
D28.5_31,acinar,celseq2,9.858838,-10.936295
human3_lib1.final_cell_0109,acinar,inDrop,-10.866227,-12.512363
human3_lib3.final_cell_0385,acinar,inDrop,-9.805774,-11.612025
human3_lib3.final_cell_0028,acinar,inDrop,-11.094626,-11.414366
HP1502401_F13,acinar,smartseq2,8.72893,-10.570465
human3_lib1.final_cell_0371,acinar,inDrop,-9.353419,-12.24938
HP1506401_D24,acinar,smartseq2,10.816105,-10.098004
human3_lib4.final_cell_0148,acinar,inDrop,-10.495741,-11.662555
HP1502401_M22,acinar,smartseq2,8.627326,-10.41659
human3_lib4.final_cell_0072,acinar,inDrop,-10.238686,-10.84555
human3_lib1.final_cell_0146,acinar,inDrop,-10.6153555,-10.384499
human3_lib1.final_cell_0642,acinar,inDrop,-9.011307,-11.715768
human3_lib4.final_cell_0537,acinar,inDrop,-10.328688,-12.193825
human3_lib1.final_cell_0026,acinar,inDrop,-10.849745,-11.50884
human1_lib1.final_cell_0047,acinar,inDrop,-8.095924,-10.194241
human3_lib2.final_cell_0012,acinar,inDrop,-10.063558,-9.557718
human3_lib4.final_cell_0034,acinar,inDrop,-10.096722,-12.203872
D28.6_19,acinar,celseq2,9.260554,-10.983747
human3_lib1.final_cell_0027,acinar,inDrop,-10.0611925,-10.2615185
human3_lib3.final_cell_0235,acinar,inDrop,-11.163172,-11.780168
human3_lib4.final_cell_0358,acinar,inDrop,-10.939973,-12.157507
human3_lib4.final_cell_0292,acinar,inDrop,-11.345165,-11.682058
human3_lib1.final_cell_0044,acinar,inDrop,-9.322899,-9.351117
D30.5_79,acinar,celseq2,8.8983555,-9.6918955
D28.8_39,acinar,celseq2,9.795408,-10.449994
human1_lib3.final_cell_0031,acinar,inDrop,-8.325216,-9.782885
human3_lib1.final_cell_0117,acinar,inDrop,-10.022234,-9.926932
human3_lib2.final_cell_0083,acinar,inDrop,-10.565705,-10.432103
D30.6_37,acinar,celseq2,8.909858,-9.908674
HP1506401_B16,acinar,smartseq2,11.160785,-10.482103
human3_lib1.final_cell_0112,acinar,inDrop,-10.962378,-11.308066
human3_lib3.final_cell_0022,acinar,inDrop,-9.746941,-12.643146
human3_lib1.final_cell_0391,acinar,inDrop,-9.5733795,-9.260876
human3_lib1.final_cell_0215,acinar,inDrop,-9.194293,-12.153657
human1_lib1.final_cell_0461,acinar,inDrop,-8.5623255,-9.358423
human3_lib2.final_cell_0685,acinar,inDrop,-9.639652,-10.148715
human3_lib4.final_cell_0272,acinar,inDrop,-10.277727,-9.766656
HP1506401_D3,acinar,smartseq2,11.414792,-10.438887
human3_lib3.final_cell_0163,acinar,inDrop,-9.150202,-10.48976
human1_lib1.final_cell_0182,acinar,inDrop,-8.240982,-9.774407
HP1504101T2D_J16,acinar,smartseq2,8.571807,-10.368322
human3_lib2.final_cell_0105,acinar,inDrop,-9.467886,-9.657964
human3_lib4.final_cell_0466,acinar,inDrop,-10.265961,-12.40019
D30.4_18,acinar,celseq2,8.860904,-10.405278
human3_lib3.final_cell_0044,acinar,inDrop,-9.436786,-10.141109
D28.5_63,acinar,celseq2,9.638564,-10.002911
HP1504901_F23,acinar,smartseq2,10.77926,-11.144849
human3_lib1.final_cell_0069,acinar,inDrop,-9.961207,-10.005023
D31.3_89,acinar,celseq2,9.00345,-10.956546
human3_lib4.final_cell_0103,acinar,inDrop,-11.047836,-11.991061
human3_lib2.final_cell_0036,acinar,inDrop,-9.997501,-9.576729
HP1506401_J15,acinar,smartseq2,10.853279,-10.075395
human3_lib1.final_cell_0505,acinar,inDrop,-10.767719,-11.162616
HP1506401_O16,acinar,smartseq2,11.420753,-10.535271
human3_lib2.final_cell_0267,acinar,inDrop,-10.2578945,-11.854254
human3_lib3.final_cell_0703,acinar,inDrop,-9.829496,-12.393371
human3_lib2.final_cell_0109,acinar,inDrop,-8.581673,-10.208963
D30.2_53,acinar,celseq2,8.933801,-9.806999
human3_lib4.final_cell_0171,acinar,inDrop,-8.878105,-11.969296
HP1506401_N23,acinar,smartseq2,10.992062,-10.373449
D28.3_51,acinar,celseq2,9.598554,-10.324071
human3_lib2.final_cell_0134,acinar,inDrop,-10.6433525,-11.792256
human1_lib2.final_cell_0582,acinar,inDrop,-8.956601,-11.604416
D28.5_37,acinar,celseq2,9.817482,-11.173052
human3_lib1.final_cell_0212,acinar,inDrop,-9.613632,-12.174167
D28.3_90,acinar,celseq2,10.214048,-11.168294
human3_lib2.final_cell_0675,acinar,inDrop,-10.019515,-10.223083
D31.1_21,acinar,celseq2,9.41085,-10.289322
human3_lib3.final_cell_0205,acinar,inDrop,-10.115237,-9.46771
human3_lib4.final_cell_0184,acinar,inDrop,-9.717819,-10.336018
human3_lib3.final_cell_0079,acinar,inDrop,-9.685031,-9.539162
human3_lib2.final_cell_0060,acinar,inDrop,-10.896528,-10.603636
human3_lib1.final_cell_0204,acinar,inDrop,-10.016917,-10.156929
HP1506401_N9,acinar,smartseq2,11.480988,-10.529348
HP1526901T2D_H2,acinar,smartseq2,8.751606,-10.4512205
human3_lib4.final_cell_0070,acinar,inDrop,-9.124386,-10.345361
human3_lib3.final_cell_0415,acinar,inDrop,-9.555998,-9.149386
HP1525301T2D_F10,acinar,smartseq2,8.80471,-9.924873
D31.5_69,acinar,celseq2,9.047967,-9.6578865
human3_lib3.final_cell_0208,acinar,inDrop,-10.267271,-11.435094
human3_lib1.final_cell_0038,acinar,inDrop,-9.568156,-10.7255535
human3_lib4.final_cell_0533,acinar,inDrop,-9.552415,-10.89137
human1_lib3.final_cell_0231,acinar,inDrop,-8.056901,-10.1806755
HP1504101T2D_C11,acinar,smartseq2,9.558218,-10.326715
human3_lib3.final_cell_0066,acinar,inDrop,-10.948311,-11.057164
human3_lib4.final_cell_0108,acinar,inDrop,-10.186727,-9.8079815
D30.7_1,acinar,celseq2,9.695409,-10.572687
human3_lib3.final_cell_0301,acinar,inDrop,-9.568544,-10.030077
human3_lib4.final_cell_0149,acinar,inDrop,-10.032298,-12.955466
HP1508501T2D_B14,acinar,smartseq2,10.82337,-10.138232
human3_lib4.final_cell_0003,acinar,inDrop,-11.182884,-11.765241
human3_lib3.final_cell_0266,acinar,inDrop,-9.877958,-9.744692
human3_lib1.final_cell_0373,acinar,inDrop,-10.686018,-12.604387
D30.7_24,acinar,celseq2,9.532116,-10.379041
human3_lib1.final_cell_0172,acinar,inDrop,-9.35437,-9.716201
human3_lib2.final_cell_0003,acinar,inDrop,-9.138077,-11.094406
AZ_F6,acinar,smartseq2,11.291056,-10.55017
HP1508501T2D_I10,acinar,smartseq2,10.756958,-10.077191
human3_lib3.final_cell_0166,acinar,inDrop,-8.950452,-12.008517
human3_lib2.final_cell_0101,acinar,inDrop,-9.757615,-9.448428
HP1508501T2D_G17,acinar,smartseq2,10.33989,-10.481952
HP1525301T2D_L5,acinar,smartseq2,8.8363495,-10.339653
human3_lib2.final_cell_0277,acinar,inDrop,-9.6105795,-10.103664
D28.6_63,acinar,celseq2,9.20105,-10.976857
human3_lib3.final_cell_0045,acinar,inDrop,-10.23398,-12.487035
HP1502401_G18,acinar,smartseq2,8.409887,-10.608944
human3_lib1.final_cell_0483,acinar,inDrop,-9.370208,-10.526232
human3_lib4.final_cell_0575,acinar,inDrop,-10.206668,-12.747619
human3_lib4.final_cell_0519,acinar,inDrop,-10.059283,-11.292577
human3_lib4.final_cell_0512,acinar,inDrop,-9.44181,-10.781861
human3_lib4.final_cell_0615,acinar,inDrop,-11.064043,-11.496549
human3_lib4.final_cell_0555,acinar,inDrop,-9.377488,3.3561656
human3_lib3.final_cell_0803,acinar,inDrop,-10.248993,-10.6411085
human3_lib1.final_cell_0013,acinar,inDrop,-10.766608,-9.812853
D31.2_75,acinar,celseq2,9.986008,-11.19034
HP1506401_B14,acinar,smartseq2,11.550716,-10.499117
human3_lib2.final_cell_0006,acinar,inDrop,-10.848877,-10.7344265
human3_lib1.final_cell_0300,acinar,inDrop,-10.0432625,-12.874316
D30.3_91,acinar,celseq2,9.314357,-10.259824
human3_lib4.final_cell_0155,acinar,inDrop,-10.017177,-11.9990635
human3_lib1.final_cell_0307,acinar,inDrop,-10.499434,-9.6703
human3_lib3.final_cell_0551,acinar,inDrop,-8.983559,-12.149059
human3_lib2.final_cell_0069,acinar,inDrop,-9.586849,-9.214644
human3_lib3.final_cell_0111,acinar,inDrop,-10.354809,-9.565187
human3_lib4.final_cell_0087,acinar,inDrop,-10.173035,-9.18399
human3_lib2.final_cell_0299,acinar,inDrop,-10.783085,-12.04307
human3_lib2.final_cell_0108,acinar,inDrop,-9.32663,-9.22208
