CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-4.5090766,-16.349058
D28.7_64,acinar,celseq2,16.209187,-0.7056631
D31.2_86,acinar,celseq2,14.98439,-2.4233167
human3_lib2.final_cell_0055,acinar,inDrop,-3.6282403,-17.547321
human3_lib4.final_cell_0748,acinar,inDrop,-2.664694,-16.51649
human3_lib1.final_cell_0004,acinar,inDrop,-4.130164,-14.873645
human3_lib2.final_cell_0497,acinar,inDrop,-3.1560664,-15.008484
human1_lib1.final_cell_0028,acinar,inDrop,-1.7114615,-14.633824
D31.7_21,acinar,celseq2,15.270684,-2.4722676
human3_lib4.final_cell_0518,acinar,inDrop,-2.8408465,-15.741686
human3_lib1.final_cell_0005,acinar,inDrop,-3.319152,-14.466717
D28.5_31,acinar,celseq2,14.999166,-2.3051744
human3_lib1.final_cell_0109,acinar,inDrop,-3.8329887,-17.448244
human3_lib3.final_cell_0385,acinar,inDrop,-3.724156,-15.91294
human3_lib3.final_cell_0028,acinar,inDrop,-4.5014405,-16.256203
HP1502401_F13,acinar,smartseq2,16.587196,-1.4168322
human3_lib1.final_cell_0371,acinar,inDrop,-2.9026935,-16.01616
HP1506401_D24,acinar,smartseq2,15.475329,-0.8544566
human3_lib4.final_cell_0148,acinar,inDrop,-3.711148,-16.02182
HP1502401_M22,acinar,smartseq2,16.636332,-0.7679874
human3_lib4.final_cell_0072,acinar,inDrop,-4.4002495,-15.77647
human3_lib1.final_cell_0146,acinar,inDrop,-3.7854135,-16.041563
human3_lib1.final_cell_0642,acinar,inDrop,-2.8381803,-16.291101
human3_lib4.final_cell_0537,acinar,inDrop,-2.8678327,-16.988722
human3_lib1.final_cell_0026,acinar,inDrop,-4.4313912,-17.122528
human1_lib1.final_cell_0047,acinar,inDrop,-2.899115,-15.461696
human3_lib2.final_cell_0012,acinar,inDrop,-3.8487809,-14.647642
human3_lib4.final_cell_0034,acinar,inDrop,-4.2410564,-16.423683
D28.6_19,acinar,celseq2,16.329159,-2.408339
human3_lib1.final_cell_0027,acinar,inDrop,-4.113203,-14.999976
human3_lib3.final_cell_0235,acinar,inDrop,-4.5799036,-16.51018
human3_lib4.final_cell_0358,acinar,inDrop,-3.5413854,-17.436922
human3_lib4.final_cell_0292,acinar,inDrop,-3.5543492,-17.270952
human3_lib1.final_cell_0044,acinar,inDrop,-4.298305,-14.853031
D30.5_79,acinar,celseq2,16.836155,-1.701451
D28.8_39,acinar,celseq2,15.727453,-1.5294337
human1_lib3.final_cell_0031,acinar,inDrop,-2.9107227,-15.044234
human3_lib1.final_cell_0117,acinar,inDrop,-3.8502393,-15.607043
human3_lib2.final_cell_0083,acinar,inDrop,-4.010591,-15.074323
D30.6_37,acinar,celseq2,16.70751,-1.9177914
HP1506401_B16,acinar,smartseq2,15.07152,-1.6424527
human3_lib1.final_cell_0112,acinar,inDrop,-4.6614656,-16.986364
human3_lib3.final_cell_0022,acinar,inDrop,-3.6929023,-17.482754
human3_lib1.final_cell_0391,acinar,inDrop,-2.8911977,-14.938397
