CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,8.8880825,2.3398638
human3_lib2.final_cell_0055,acinar,inDrop,8.257041,0.8391927
human3_lib4.final_cell_0748,acinar,inDrop,8.410097,2.2117636
human3_lib1.final_cell_0004,acinar,inDrop,8.797456,3.6808827
human3_lib2.final_cell_0497,acinar,inDrop,7.8557568,3.7380428
human1_lib1.final_cell_0028,acinar,inDrop,5.614822,2.7827647
human3_lib4.final_cell_0518,acinar,inDrop,6.3536167,2.4088166
human3_lib1.final_cell_0005,acinar,inDrop,7.383363,3.5819716
human3_lib1.final_cell_0109,acinar,inDrop,9.421556,1.4691988
human3_lib3.final_cell_0385,acinar,inDrop,8.148927,1.5267088
human3_lib3.final_cell_0028,acinar,inDrop,9.472805,2.805417
human3_lib1.final_cell_0371,acinar,inDrop,7.795713,2.3268712
human3_lib4.final_cell_0148,acinar,inDrop,8.533898,2.1342628
human3_lib4.final_cell_0072,acinar,inDrop,8.979009,2.8398185
human3_lib1.final_cell_0146,acinar,inDrop,8.880981,2.782064
human3_lib1.final_cell_0642,acinar,inDrop,8.87735,2.5740988
human3_lib4.final_cell_0537,acinar,inDrop,9.107762,1.9516468
human3_lib1.final_cell_0026,acinar,inDrop,9.071924,1.8401153
human1_lib1.final_cell_0047,acinar,inDrop,7.472459,2.2519958
human3_lib2.final_cell_0012,acinar,inDrop,8.676765,3.704149
human3_lib4.final_cell_0034,acinar,inDrop,9.449098,2.5492382
human3_lib1.final_cell_0027,acinar,inDrop,8.953789,2.9013884
human3_lib3.final_cell_0235,acinar,inDrop,9.379402,2.3212285
human3_lib4.final_cell_0358,acinar,inDrop,8.943233,0.9227271
human3_lib4.final_cell_0292,acinar,inDrop,8.129729,1.1126275
human3_lib1.final_cell_0044,acinar,inDrop,8.686742,3.6607351
human1_lib3.final_cell_0031,acinar,inDrop,7.127657,2.6054838
human3_lib1.final_cell_0117,acinar,inDrop,8.767923,3.840202
human3_lib2.final_cell_0083,acinar,inDrop,8.25254,3.192716
human3_lib1.final_cell_0112,acinar,inDrop,9.158771,1.8606548
human3_lib3.final_cell_0022,acinar,inDrop,9.402412,1.2541093
human3_lib1.final_cell_0391,acinar,inDrop,7.3506875,2.9911337
human3_lib1.final_cell_0215,acinar,inDrop,9.262974,3.1156201
human1_lib1.final_cell_0461,acinar,inDrop,6.217254,2.4553874
human3_lib2.final_cell_0685,acinar,inDrop,7.1386423,3.1718838
human3_lib4.final_cell_0272,acinar,inDrop,8.08142,3.8037703
human3_lib3.final_cell_0163,acinar,inDrop,7.8256516,3.414543
human1_lib1.final_cell_0182,acinar,inDrop,8.015404,2.2524915
human3_lib2.final_cell_0105,acinar,inDrop,6.838499,3.478769
human3_lib4.final_cell_0466,acinar,inDrop,8.880927,3.8433533
human3_lib3.final_cell_0044,acinar,inDrop,6.7405863,3.5902905
