,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-3.4331102,-6.949737
D28.7_64,acinar,celseq2,2.1020288,11.217732
D31.2_86,acinar,celseq2,0.72234714,9.321907
human3_lib2.final_cell_0055,acinar,inDrop,-3.6864328,-6.6896343
human3_lib4.final_cell_0748,acinar,inDrop,-4.9704013,-5.655493
human3_lib1.final_cell_0004,acinar,inDrop,-2.8797836,-6.1652064
human3_lib2.final_cell_0497,acinar,inDrop,-3.0181417,-5.57951
human1_lib1.final_cell_0028,acinar,inDrop,-3.5016377,-5.4549594
D31.7_21,acinar,celseq2,0.64969313,7.8875923
human3_lib4.final_cell_0518,acinar,inDrop,-4.6746473,-4.541704
human3_lib1.final_cell_0005,acinar,inDrop,-2.7476323,-5.843041
D28.5_31,acinar,celseq2,0.82153654,9.61131
human3_lib1.final_cell_0109,acinar,inDrop,-4.0491037,-6.5636578
human3_lib3.final_cell_0385,acinar,inDrop,-4.197517,-6.6482677
human3_lib3.final_cell_0028,acinar,inDrop,-3.7469308,-6.5964184
HP1502401_F13,acinar,smartseq2,2.3631914,9.547396
human3_lib1.final_cell_0371,acinar,inDrop,-4.8470874,-6.2125664
HP1506401_D24,acinar,smartseq2,1.8814561,10.622836
human3_lib4.final_cell_0148,acinar,inDrop,-3.3586574,-6.2608743
HP1502401_M22,acinar,smartseq2,2.4630067,10.895688
human3_lib4.final_cell_0072,acinar,inDrop,-4.66247,-5.184547
human3_lib1.final_cell_0146,acinar,inDrop,-4.6192875,-6.03652
human3_lib1.final_cell_0642,acinar,inDrop,-5.2870736,-5.476662
human3_lib4.final_cell_0537,acinar,inDrop,-4.183211,-5.850318
human3_lib1.final_cell_0026,acinar,inDrop,-3.197137,-6.3901787
human1_lib1.final_cell_0047,acinar,inDrop,-4.4043655,-6.074903
human3_lib2.final_cell_0012,acinar,inDrop,-2.8697698,-6.16781
human3_lib4.final_cell_0034,acinar,inDrop,-4.0933766,-6.163247
D28.6_19,acinar,celseq2,2.3117394,9.432438
human3_lib1.final_cell_0027,acinar,inDrop,-3.7839744,-6.2336717
human3_lib3.final_cell_0235,acinar,inDrop,-3.4518743,-6.6433673
human3_lib4.final_cell_0358,acinar,inDrop,-4.7789974,-4.6171694
human3_lib4.final_cell_0292,acinar,inDrop,-4.6299906,-6.8703804
human3_lib1.final_cell_0044,acinar,inDrop,-2.8747263,-6.3712873
D30.5_79,acinar,celseq2,2.2735653,9.666983
D28.8_39,acinar,celseq2,1.7377503,10.721351
human1_lib3.final_cell_0031,acinar,inDrop,-4.7599163,-4.422541
human3_lib1.final_cell_0117,acinar,inDrop,-3.935567,-5.4763927
human3_lib2.final_cell_0083,acinar,inDrop,-3.6749177,-5.3363295
D30.6_37,acinar,celseq2,2.3448625,9.442553
HP1506401_B16,acinar,smartseq2,0.77473426,9.407706
human3_lib1.final_cell_0112,acinar,inDrop,-4.316628,-6.574895
human3_lib3.final_cell_0022,acinar,inDrop,-4.322206,-6.7832766
human3_lib1.final_cell_0391,acinar,inDrop,-3.7599785,-5.434213
