,celltype,tech,UMAP1,UMAP2
HP1502401_B17,acinar,smartseq2,-6.229995,7.7812266
HP1506401_J2,acinar,smartseq2,-4.9480987,7.358703
HP1526901T2D_I17,acinar,smartseq2,-5.5499735,8.157415
HP1506401_K6,acinar,smartseq2,-5.0397987,7.121684
HP1508501T2D_N24,acinar,smartseq2,-6.292492,7.693439
HP1506401_I15,acinar,smartseq2,-4.745976,8.01265
HP1506401_A9,acinar,smartseq2,-5.9615974,4.5576634
HP1508501T2D_M11,acinar,smartseq2,-7.012984,4.004605
HP1525301T2D_K8,acinar,smartseq2,-6.3306093,7.504408
HP1502401_I14,acinar,smartseq2,-4.5018444,7.622427
HP1504101T2D_C11,acinar,smartseq2,-4.9268365,7.415053
HP1506401_D23,acinar,smartseq2,-4.5517397,7.71369
HP1502401_D10,acinar,smartseq2,-5.078206,8.232111
HP1506401_P23,acinar,smartseq2,-5.8392897,4.7243547
HP1508501T2D_P2,acinar,smartseq2,-4.1771946,7.618068
HP1506401_M3,acinar,smartseq2,-7.5169806,3.6268651
HP1508501T2D_G12,acinar,smartseq2,-6.0637455,7.793245
HP1506401_J11,acinar,smartseq2,-4.981124,7.6400423
HP1506401_M4,acinar,smartseq2,-5.199461,6.429077
HP1507101_E22,acinar,smartseq2,-5.1693316,5.814464
HP1508501T2D_G19,acinar,smartseq2,-4.863178,7.8723855
HP1506401_E18,acinar,smartseq2,-4.6375475,7.54898
HP1504901_D13,acinar,smartseq2,-6.154799,7.640336
HP1508501T2D_H16,acinar,smartseq2,-4.8433037,7.959024
HP1506401_K14,acinar,smartseq2,-4.9020247,5.9577255
HP1506401_M18,acinar,smartseq2,-5.306043,5.412674
HP1526901T2D_O19,acinar,smartseq2,-5.014378,8.107525
HP1506401_E20,acinar,smartseq2,-6.821805,4.2078567
HP1502401_J2,acinar,smartseq2,-5.3463507,8.226236
HP1506401_O7,acinar,smartseq2,-4.6823545,7.892543
HP1506401_B16,acinar,smartseq2,-4.9094415,5.906455
HP1504901_H16,acinar,smartseq2,-6.3028274,7.4547954
HP1504101T2D_J16,acinar,smartseq2,-6.1233125,7.942409
HP1506401_C23,acinar,smartseq2,-5.5204816,5.072818
HP1508501T2D_O13,acinar,smartseq2,-5.580076,7.592231
HP1506401_H15,acinar,smartseq2,-4.852341,7.2745132
HP1526901T2D_D7,acinar,smartseq2,-5.399945,8.180175
HP1506401_D12,acinar,smartseq2,-4.8526664,6.2275314
HP1508501T2D_J23,acinar,smartseq2,-6.2362084,7.4878716
HP1502401_N2,acinar,smartseq2,-5.633816,7.9456916
HP1525301T2D_L5,acinar,smartseq2,-5.3604565,8.20815
HP1504101T2D_K10,acinar,smartseq2,-5.762344,7.878182
HP1506401_N5,acinar,smartseq2,-5.245443,5.2357483
HP1506401_L11,acinar,smartseq2,-5.2728996,5.3733053
HP1502401_M8,acinar,smartseq2,-6.204529,7.539454
HP1502401_G18,acinar,smartseq2,-5.4984517,8.286126
HP1506401_I10,acinar,smartseq2,-5.3795714,5.4594727
HP1506401_N24,acinar,smartseq2,-4.6769958,7.7094965
HP1506401_N21,acinar,smartseq2,-7.629804,3.6016061
HP1506401_E23,acinar,smartseq2,-5.9770164,4.7133746
HP1525301T2D_K7,acinar,smartseq2,-5.1952486,5.5727105
HP1508501T2D_D18,acinar,smartseq2,-4.3223352,7.572938
HP1506401_J23,acinar,smartseq2,-4.699283,7.8603754
HP1506401_B1,acinar,smartseq2,-4.8350134,6.2186317
HP1526901T2D_E15,activated_stellate,smartseq2,-1.3867655,6.31517
HP1508501T2D_I19,activated_stellate,smartseq2,-0.8163207,6.303361
HP1509101_B17,activated_stellate,smartseq2,-0.87980586,6.2021303
HP1507101_E23,activated_stellate,smartseq2,-1.2593449,3.9282722
HP1525301T2D_E12,activated_stellate,smartseq2,-0.14596955,5.56832
HP1504901_B24,activated_stellate,smartseq2,0.4284941,4.965495
HP1509101_J14,activated_stellate,smartseq2,-7.1119328,4.169872
HP1508501T2D_M21,activated_stellate,smartseq2,-6.8954735,4.188989
HP1508501T2D_L15,activated_stellate,smartseq2,-0.6077483,6.1866856
HP1504901_O9,alpha,smartseq2,-7.2307973,-1.6876807
HP1502401_A17,alpha,smartseq2,-5.245227,-2.219154
HP1502401_O21,alpha,smartseq2,-6.3024836,-2.1192327
HP1507101_P5,alpha,smartseq2,-4.167341,-2.9048562
HP1525301T2D_I5,alpha,smartseq2,-9.661916,-1.7224905
HP1507101_L3,alpha,smartseq2,-8.499492,-1.9664285
HP1507101_E3,alpha,smartseq2,-9.689962,-0.9025149
HP1509101_C12,alpha,smartseq2,-4.9607263,-2.723039
HP1525301T2D_B18,alpha,smartseq2,-6.4367504,-2.834045
HP1504901_M24,alpha,smartseq2,-6.2429433,-2.5979176
HP1507101_G23,alpha,smartseq2,-9.325612,0.6945547
HP1526901T2D_O21,alpha,smartseq2,-5.4793444,-3.508128
AZ_D9,alpha,smartseq2,-8.978303,-0.90922725
HP1504101T2D_O13,alpha,smartseq2,-4.942046,-1.7251722
AZ_D4,alpha,smartseq2,-3.6838782,-2.1231158
HP1508501T2D_K21,alpha,smartseq2,-9.868938,-0.54673135
HP1504101T2D_D7,alpha,smartseq2,-4.1986446,-2.3621657
HP1508501T2D_L6,alpha,smartseq2,-3.7362425,-2.4595861
HP1509101_N15,alpha,smartseq2,-8.322501,2.3278444
HP1525301T2D_B11,alpha,smartseq2,-10.015632,-1.8804656
HP1507101_A18,alpha,smartseq2,-8.642718,-2.1322305
HP1526901T2D_H17,alpha,smartseq2,-5.793837,-3.4573836
HP1508501T2D_K12,alpha,smartseq2,-8.918167,1.2252425
HP1504901_B21,alpha,smartseq2,-6.2567277,-2.6151662
HP1502401_J6,alpha,smartseq2,-3.2970443,-2.4522388
HP1504101T2D_C4,alpha,smartseq2,-6.616825,-1.9485463
HP1509101_I21,alpha,smartseq2,-9.013704,-1.0627892
HP1508501T2D_A13,alpha,smartseq2,-5.459548,-2.0941179
HP1507101_B7,alpha,smartseq2,-6.4232297,-3.5054135
HP1504901_H10,alpha,smartseq2,-8.792768,-1.1205143
HP1506401_I8,alpha,smartseq2,-5.862483,-3.3850887
HP1502401_D8,alpha,smartseq2,-4.216829,-1.5358778
HP1506401_G13,alpha,smartseq2,-6.422162,-3.545233
HP1504901_D2,alpha,smartseq2,-6.371197,-2.3485787
HP1525301T2D_I2,alpha,smartseq2,-7.35498,-2.621955
HP1506401_E15,alpha,smartseq2,-5.7230678,-3.5502129
HP1504101T2D_N5,alpha,smartseq2,-5.214106,-1.9260433
HP1508501T2D_D10,alpha,smartseq2,-5.6396146,-2.0118306
HP1504101T2D_C15,alpha,smartseq2,-3.8963244,-2.0167248
