,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-2.5034008,-12.622004
D28.7_64,acinar,celseq2,5.4313946,8.391779
D31.2_86,acinar,celseq2,3.8221638,7.0773726
human3_lib2.final_cell_0055,acinar,inDrop,-2.8905773,-12.497519
human3_lib4.final_cell_0748,acinar,inDrop,-3.9121754,-11.478774
human3_lib1.final_cell_0004,acinar,inDrop,-1.7661834,-12.256421
human3_lib2.final_cell_0497,acinar,inDrop,-1.9580226,-11.476962
human1_lib1.final_cell_0028,acinar,inDrop,-2.3471527,-11.188552
D31.7_21,acinar,celseq2,2.7895298,7.3018875
human3_lib4.final_cell_0518,acinar,inDrop,-3.3897517,-10.27868
human3_lib1.final_cell_0005,acinar,inDrop,-1.6624728,-11.824217
D28.5_31,acinar,celseq2,4.1696,7.1303406
human3_lib1.final_cell_0109,acinar,inDrop,-3.1539838,-12.381224
human3_lib3.final_cell_0385,acinar,inDrop,-3.4189966,-12.447271
human3_lib3.final_cell_0028,acinar,inDrop,-2.7506602,-12.648854
HP1502401_F13,acinar,smartseq2,4.081018,8.609763
human3_lib1.final_cell_0371,acinar,inDrop,-3.8143609,-11.95294
HP1506401_D24,acinar,smartseq2,5.1998363,7.7448545
human3_lib4.final_cell_0148,acinar,inDrop,-2.4491796,-12.342611
HP1502401_M22,acinar,smartseq2,5.3665853,8.702545
human3_lib4.final_cell_0072,acinar,inDrop,-3.344589,-10.943925
human3_lib1.final_cell_0146,acinar,inDrop,-3.4216883,-11.78585
human3_lib1.final_cell_0642,acinar,inDrop,-4.0456786,-11.019875
human3_lib4.final_cell_0537,acinar,inDrop,-3.1927168,-11.829076
human3_lib1.final_cell_0026,acinar,inDrop,-2.377545,-12.464622
human1_lib1.final_cell_0047,acinar,inDrop,-3.415665,-12.068954
human3_lib2.final_cell_0012,acinar,inDrop,-1.9203016,-12.33845
human3_lib4.final_cell_0034,acinar,inDrop,-3.0482843,-11.873798
D28.6_19,acinar,celseq2,3.9449818,8.513883
human3_lib1.final_cell_0027,acinar,inDrop,-2.5882459,-12.237183
human3_lib3.final_cell_0235,acinar,inDrop,-2.388509,-12.478741
human3_lib4.final_cell_0358,acinar,inDrop,-3.5500593,-10.4834
human3_lib4.final_cell_0292,acinar,inDrop,-3.5758476,-12.695874
human3_lib1.final_cell_0044,acinar,inDrop,-1.623774,-12.380896
D30.5_79,acinar,celseq2,4.1483064,8.67674
D28.8_39,acinar,celseq2,5.166405,7.8908467
human1_lib3.final_cell_0031,acinar,inDrop,-3.4854512,-10.275998
human3_lib1.final_cell_0117,acinar,inDrop,-2.968988,-11.378129
human3_lib2.final_cell_0083,acinar,inDrop,-2.524685,-11.263789
D30.6_37,acinar,celseq2,4.1129413,8.691742
HP1506401_B16,acinar,smartseq2,3.9832854,7.103976
human3_lib1.final_cell_0112,acinar,inDrop,-3.356667,-12.368722
human3_lib3.final_cell_0022,acinar,inDrop,-3.4680684,-12.659146
human3_lib1.final_cell_0391,acinar,inDrop,-2.460423,-11.321995
human3_lib1.final_cell_0215,acinar,inDrop,-2.9854228,-12.678343
human1_lib1.final_cell_0461,acinar,inDrop,-3.6319232,-11.258716
human3_lib2.final_cell_0685,acinar,inDrop,-3.1345897,-11.070709
human3_lib4.final_cell_0272,acinar,inDrop,-1.5967184,-11.611803
HP1506401_D3,acinar,smartseq2,4.306851,7.0652776
human3_lib3.final_cell_0163,acinar,inDrop,-3.7379286,-11.169706
human1_lib1.final_cell_0182,acinar,inDrop,-3.3971398,-10.376468
HP1504101T2D_J16,acinar,smartseq2,5.2762494,8.710604
human3_lib2.final_cell_0105,acinar,inDrop,-4.173391,-4.972477
human3_lib4.final_cell_0466,acinar,inDrop,-3.4443965,-12.1851
D30.4_18,acinar,celseq2,4.8351274,8.7480345
human3_lib3.final_cell_0044,acinar,inDrop,-1.5985643,-12.013807
D28.5_63,acinar,celseq2,5.4986176,8.020605
HP1504901_F23,acinar,smartseq2,3.5063586,7.490461
human3_lib1.final_cell_0069,acinar,inDrop,-2.6908975,-12.017332
D31.3_89,acinar,celseq2,5.1827426,8.470477
human3_lib4.final_cell_0103,acinar,inDrop,-2.636076,-12.592719
human3_lib2.final_cell_0036,acinar,inDrop,4.913034,-5.242794
HP1506401_J15,acinar,smartseq2,5.528357,7.791259
human3_lib1.final_cell_0505,acinar,inDrop,-3.461022,-11.303797
HP1506401_O16,acinar,smartseq2,4.193472,6.9469037
human3_lib2.final_cell_0267,acinar,inDrop,-2.307681,-12.4441395
human3_lib3.final_cell_0703,acinar,inDrop,-3.9221926,-12.389044
human3_lib2.final_cell_0109,acinar,inDrop,-3.1899183,-12.109589
D30.2_53,acinar,celseq2,5.3691764,8.695167
human3_lib4.final_cell_0171,acinar,inDrop,-4.1515865,-10.989144
HP1506401_N23,acinar,smartseq2,4.79355,7.2487926
D28.3_51,acinar,celseq2,5.234812,8.6298685
human3_lib2.final_cell_0134,acinar,inDrop,-3.0270917,-11.877261
human1_lib2.final_cell_0582,acinar,inDrop,-4.184445,-11.078916
D28.5_37,acinar,celseq2,3.9442613,7.908966
human3_lib1.final_cell_0212,acinar,inDrop,-3.9396544,-12.423309
D28.3_90,acinar,celseq2,3.8265884,7.5411053
human3_lib2.final_cell_0675,acinar,inDrop,-3.2666516,-10.998913
D31.1_21,acinar,celseq2,3.571792,8.248682
human3_lib3.final_cell_0205,acinar,inDrop,-3.6879184,-10.669633
human3_lib4.final_cell_0184,acinar,inDrop,-3.4716427,-11.061762
human3_lib3.final_cell_0079,acinar,inDrop,-1.964932,-11.779544
human3_lib2.final_cell_0060,acinar,inDrop,-3.1515462,-11.111737
human3_lib1.final_cell_0204,acinar,inDrop,-3.265876,-10.905727
HP1506401_N9,acinar,smartseq2,4.0713816,6.9199386
HP1526901T2D_H2,acinar,smartseq2,5.3724995,8.589449
human3_lib4.final_cell_0070,acinar,inDrop,-3.07999,-10.318364
human3_lib3.final_cell_0415,acinar,inDrop,-2.6463284,-10.22452
HP1525301T2D_F10,acinar,smartseq2,5.5370846,8.43142
D31.5_69,acinar,celseq2,3.4926171,8.44313
human3_lib3.final_cell_0208,acinar,inDrop,-3.4630456,-10.644381
human3_lib1.final_cell_0038,acinar,inDrop,-2.07369,-12.266188
human3_lib4.final_cell_0533,acinar,inDrop,-3.5361304,-11.80895
human1_lib3.final_cell_0231,acinar,inDrop,-3.8631976,-10.732945
HP1504101T2D_C11,acinar,smartseq2,5.640582,8.011025
human3_lib3.final_cell_0066,acinar,inDrop,-3.265846,-10.946071
human3_lib4.final_cell_0108,acinar,inDrop,-2.4913757,-11.524307
D30.7_1,acinar,celseq2,5.132224,7.8304486
human3_lib3.final_cell_0301,acinar,inDrop,-2.2689419,-11.513806
human3_lib4.final_cell_0149,acinar,inDrop,-3.765488,-12.613873
HP1508501T2D_B14,acinar,smartseq2,5.4444165,7.909491
human3_lib4.final_cell_0003,acinar,inDrop,-2.9761193,-12.218887
human3_lib3.final_cell_0266,acinar,inDrop,5.8041735,-3.6418386
human3_lib1.final_cell_0373,acinar,inDrop,-3.2200341,-11.475596
D30.7_24,acinar,celseq2,3.804279,8.618991
human3_lib1.final_cell_0172,acinar,inDrop,-4.145633,-8.578392
human3_lib2.final_cell_0003,acinar,inDrop,-3.6978276,-10.74589
AZ_F6,acinar,smartseq2,4.650668,7.42783
HP1508501T2D_I10,acinar,smartseq2,5.5873156,8.198266
human3_lib3.final_cell_0166,acinar,inDrop,-3.6508267,-12.15261
human3_lib2.final_cell_0101,acinar,inDrop,-1.8358599,-12.03126
HP1508501T2D_G17,acinar,smartseq2,5.168611,8.018124
HP1525301T2D_L5,acinar,smartseq2,4.937901,8.755106
human3_lib2.final_cell_0277,acinar,inDrop,-2.2455976,-11.325216
D28.6_63,acinar,celseq2,4.9200835,8.042966
human3_lib3.final_cell_0045,acinar,inDrop,-3.13495,-12.849611
HP1502401_G18,acinar,smartseq2,4.7582126,8.414637
human3_lib1.final_cell_0483,acinar,inDrop,-2.9638782,-11.446837
human3_lib4.final_cell_0575,acinar,inDrop,-3.7500215,-12.138554
human3_lib4.final_cell_0519,acinar,inDrop,-3.674459,-10.224243
human3_lib4.final_cell_0512,acinar,inDrop,-3.318182,-10.995856
human3_lib4.final_cell_0615,acinar,inDrop,-4.9999814,-6.642874
human3_lib4.final_cell_0555,acinar,inDrop,-3.162829,-11.20864
human3_lib3.final_cell_0803,acinar,inDrop,-3.881596,-11.054514
human3_lib1.final_cell_0013,acinar,inDrop,-2.30297,-12.371218
D31.2_75,acinar,celseq2,4.964593,7.4240704
HP1506401_B14,acinar,smartseq2,3.9847813,7.0392814
human3_lib2.final_cell_0006,acinar,inDrop,-2.267007,-12.637327
human3_lib1.final_cell_0300,acinar,inDrop,-4.123432,-11.26393
D30.3_91,acinar,celseq2,4.4143033,8.55237
human3_lib4.final_cell_0155,acinar,inDrop,-3.4524305,-11.940122
human3_lib1.final_cell_0307,acinar,inDrop,-1.8946418,-11.517159
human3_lib3.final_cell_0551,acinar,inDrop,-3.9290793,-12.433466
human3_lib2.final_cell_0069,acinar,inDrop,-2.0193682,-10.962829
human3_lib3.final_cell_0111,acinar,inDrop,-2.0649176,-11.567464
human3_lib4.final_cell_0087,acinar,inDrop,-2.4648163,-11.909481
human3_lib2.final_cell_0299,acinar,inDrop,-3.2278364,-12.6215925
human3_lib2.final_cell_0108,acinar,inDrop,-2.534883,-10.8933525
HP1506401_J2,acinar,smartseq2,5.3751597,7.7483563
D31.5_70,acinar,celseq2,4.337054,7.5361013
human3_lib1.final_cell_0214,acinar,inDrop,-3.8728652,-11.745605
human3_lib2.final_cell_0107,acinar,inDrop,-3.4309092,-11.886602
human3_lib4.final_cell_0742,acinar,inDrop,-3.9664242,-11.9988365
human1_lib3.final_cell_0043,acinar,inDrop,-3.2745383,-10.234842
human3_lib1.final_cell_0035,acinar,inDrop,-3.7049334,-10.715395
human3_lib3.final_cell_0685,acinar,inDrop,-3.1419902,-12.75673
human1_lib3.final_cell_0469,acinar,inDrop,-1.0937611,-6.91633
HP1502401_C1,acinar,smartseq2,4.8637643,8.582963
HP1506401_N5,acinar,smartseq2,3.686154,7.1235194
D31.7_77,acinar,celseq2,4.4908133,7.7187176
human1_lib1.final_cell_0436,acinar,inDrop,-4.1523547,-10.988851
D31.6_9,acinar,celseq2,5.0041466,8.598278
human3_lib2.final_cell_0020,acinar,inDrop,-1.5164806,-11.984186
human3_lib2.final_cell_0180,acinar,inDrop,-3.4965534,-12.720547
human3_lib3.final_cell_0139,acinar,inDrop,-3.3056004,-11.646411
D28.3_25,acinar,celseq2,4.958739,7.902709
human3_lib1.final_cell_0268,acinar,inDrop,-3.1589403,-11.433483
human3_lib4.final_cell_0746,acinar,inDrop,-3.6354685,-12.151113
human3_lib1.final_cell_0006,acinar,inDrop,-1.6683234,-12.29317
human3_lib3.final_cell_0227,acinar,inDrop,-2.0136316,-11.777105
human3_lib3.final_cell_0059,acinar,inDrop,-1.8066231,-11.592314
HP1502401_J2,acinar,smartseq2,5.030413,8.766886
human3_lib2.final_cell_0135,acinar,inDrop,-2.1512702,-11.765182
D28.7_51,acinar,celseq2,5.071859,8.104791
HP1506401_L22,acinar,smartseq2,2.914054,7.3701606
D31.4_70,acinar,celseq2,5.4090233,7.779776
human3_lib2.final_cell_0027,acinar,inDrop,-1.9058405,-12.593909
human3_lib2.final_cell_0019,acinar,inDrop,-3.1691813,-10.943172
human3_lib4.final_cell_0783,acinar,inDrop,-3.8458183,-11.521601
D31.6_53,acinar,celseq2,5.160402,8.500659
human3_lib2.final_cell_0586,acinar,inDrop,-3.8886478,-11.835848
D28.4_63,acinar,celseq2,4.166579,7.0004144
D28.3_91,acinar,celseq2,5.275174,7.940606
HP1508501T2D_F21,acinar,smartseq2,5.1010776,8.514543
human1_lib2.final_cell_0616,acinar,inDrop,-4.35809,-10.929982
human3_lib2.final_cell_0082,acinar,inDrop,-2.7126734,-11.230408
human3_lib1.final_cell_0022,acinar,inDrop,-3.8311443,-10.731787
human1_lib3.final_cell_0020,acinar,inDrop,-2.5860708,-11.542676
human3_lib3.final_cell_0243,acinar,inDrop,-3.7721558,-10.812103
human3_lib4.final_cell_0195,acinar,inDrop,-3.2173073,-12.225022
HP1508501T2D_A11,acinar,smartseq2,4.743232,7.8842196
D31.3_73,acinar,celseq2,3.9673698,7.7740116
human3_lib3.final_cell_0019,acinar,inDrop,-3.2700098,-12.953728
human3_lib4.final_cell_0131,acinar,inDrop,-2.6723313,-12.724377
human3_lib3.final_cell_0157,acinar,inDrop,-3.0351207,-12.619591
human3_lib3.final_cell_0241,acinar,inDrop,-3.5056956,-11.309274
human1_lib1.final_cell_0029,acinar,inDrop,-4.1874137,-11.413221
human3_lib3.final_cell_0031,acinar,inDrop,-3.6692116,-10.574614
HP1526901T2D_K17,acinar,smartseq2,5.306757,8.287812
D28.4_4,acinar,celseq2,-2.0163922,8.558708
HP1506401_O21,acinar,smartseq2,4.2213855,7.1028104
D31.6_21,acinar,celseq2,3.4045064,7.491064
human3_lib3.final_cell_0651,acinar,inDrop,-0.93429077,-7.3664684
human1_lib3.final_cell_0600,acinar,inDrop,-3.1831517,-10.434247
human3_lib1.final_cell_0439,acinar,inDrop,-4.3330164,-11.186597
human3_lib3.final_cell_0068,acinar,inDrop,-2.742333,-12.154345
human1_lib2.final_cell_0404,acinar,inDrop,-4.0942187,-10.769083
D30.5_36,acinar,celseq2,5.741696,8.594358
human3_lib4.final_cell_0039,acinar,inDrop,-1.8444972,-12.441602
D28.5_77,acinar,celseq2,3.8808453,8.088653
human3_lib2.final_cell_0800,acinar,inDrop,-3.5668445,-10.534328
D30.8_63,acinar,celseq2,4.4310937,8.6469965
human3_lib2.final_cell_0174,acinar,inDrop,-2.5148792,-12.152635
human3_lib4.final_cell_0076,acinar,inDrop,-3.2621243,-12.527531
human1_lib2.final_cell_0111,acinar,inDrop,-2.6039393,-11.292503
human3_lib4.final_cell_0080,acinar,inDrop,-3.3464699,-10.718011
human3_lib1.final_cell_0050,acinar,inDrop,-2.650345,-12.14699
