,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-11.946764,-7.4047856
human3_lib2.final_cell_0055,acinar,inDrop,-12.797351,-6.902297
human3_lib4.final_cell_0748,acinar,inDrop,-12.09395,-6.098148
human3_lib1.final_cell_0004,acinar,inDrop,-11.316602,-7.2280354
human3_lib2.final_cell_0497,acinar,inDrop,-11.008163,-7.1749616
human1_lib1.final_cell_0028,acinar,inDrop,-11.278049,-7.111602
human3_lib4.final_cell_0518,acinar,inDrop,-11.69429,-5.9594665
human3_lib1.final_cell_0005,acinar,inDrop,-11.241316,-7.155718
human3_lib1.final_cell_0109,acinar,inDrop,-12.280172,-7.1343365
human3_lib3.final_cell_0385,acinar,inDrop,-12.7394285,-7.2084537
human3_lib3.final_cell_0028,acinar,inDrop,-12.250874,-7.0215707
human3_lib1.final_cell_0371,acinar,inDrop,-12.649155,-6.1416845
human3_lib4.final_cell_0148,acinar,inDrop,-11.840389,-6.6693525
human3_lib4.final_cell_0072,acinar,inDrop,-11.879871,-6.497077
human3_lib1.final_cell_0146,acinar,inDrop,-11.722129,-6.4962616
human3_lib1.final_cell_0642,acinar,inDrop,-12.400205,-5.936829
human3_lib4.final_cell_0537,acinar,inDrop,-12.154504,-6.43867
human3_lib1.final_cell_0026,acinar,inDrop,-11.724003,-7.658783
human1_lib1.final_cell_0047,acinar,inDrop,-11.812121,-6.0476375
human3_lib2.final_cell_0012,acinar,inDrop,-11.319445,-7.4942126
human3_lib4.final_cell_0034,acinar,inDrop,-12.227735,-6.792093
human3_lib1.final_cell_0027,acinar,inDrop,-11.255143,-7.234083
human3_lib3.final_cell_0235,acinar,inDrop,-11.653667,-7.7564774
human3_lib4.final_cell_0358,acinar,inDrop,-11.914101,-5.4331074
human3_lib4.final_cell_0292,acinar,inDrop,-12.69014,-6.81849
human3_lib1.final_cell_0044,acinar,inDrop,-11.277562,-7.8009233
human1_lib3.final_cell_0031,acinar,inDrop,-11.670444,-5.529599
human3_lib1.final_cell_0117,acinar,inDrop,-11.479094,-6.637722
human3_lib2.final_cell_0083,acinar,inDrop,-11.222487,-7.0467467
human3_lib1.final_cell_0112,acinar,inDrop,-12.203244,-6.6215596
human3_lib3.final_cell_0022,acinar,inDrop,-12.467376,-7.250745
human3_lib1.final_cell_0391,acinar,inDrop,-11.236241,-6.519352
human3_lib1.final_cell_0215,acinar,inDrop,-12.282312,-7.174799
human1_lib1.final_cell_0461,acinar,inDrop,-12.052147,-5.4587026
human3_lib2.final_cell_0685,acinar,inDrop,-11.645249,-5.7355676
human3_lib4.final_cell_0272,acinar,inDrop,-10.891878,-7.199147
human3_lib3.final_cell_0163,acinar,inDrop,-11.646352,-6.1966944
human1_lib1.final_cell_0182,acinar,inDrop,-11.844233,-5.75161
human3_lib2.final_cell_0105,acinar,inDrop,-11.258631,-6.0570383
human3_lib4.final_cell_0466,acinar,inDrop,-12.401299,-6.657909
human3_lib3.final_cell_0044,acinar,inDrop,-11.163311,-7.684247
human3_lib1.final_cell_0069,acinar,inDrop,-11.491733,-7.125024
human3_lib4.final_cell_0103,acinar,inDrop,-11.691674,-7.12545
human3_lib2.final_cell_0036,acinar,inDrop,-11.028646,-6.1444325
human3_lib1.final_cell_0505,acinar,inDrop,-12.349215,-6.4533257
human3_lib2.final_cell_0267,acinar,inDrop,-11.751871,-7.4129996
