,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/immune_cell_hum/metrics/scaled/full_feature/bbknn_knn,0.662033884422591,0.593682613145426,,,,,0.414113639986447,,0.971601842232928,0.272053261910421,0.500383375131765,0.642361111111111,,0.847414389264458
/immune_cell_hum/metrics/scaled/full_feature/combat_full,0.70838891646031,0.603122760772824,0.566980674862862,0.859332478551901,1,0.74519706845409,0.787037881010748,0.587704650126398,0.940376934549689,0.079857621815794,0.071168845909865,0.996531639256537,0.041866153189914,0.83966911192525
/immune_cell_hum/metrics/scaled/full_feature/conos_knn,0.705894395843359,0.683311616186635,,,,,0.452539772631127,,0.993881101435461,0.290977303039071,0.001955870517951,0.987216537686886,,0.840603959876444
/immune_cell_hum/metrics/scaled/full_feature/desc_embed,0.669578872546849,0.36788460088923,0.634549096226692,0.564908448608384,0.950622851188043,0.818365245352968,0.544499069463855,0.536291747353971,0.813860092640995,0.317871504298941,0.203276658924233,0.990301015409573,,0.825144607938506
/immune_cell_hum/metrics/scaled/full_feature/fastmnn_embed,0.705760366967268,0.594451376997619,0.518148738942793,0.891710861685278,0.995858603038676,0.593353551851806,0.689558629038328,0.642776933394543,0.965942893091419,0.3144930802511,0.323117512411183,0.980319075316767,,0.735623245653987
/immune_cell_hum/metrics/scaled/full_feature/fastmnn_full,0.725885762938548,0.618435159363373,0.518148360773921,0.891710881908628,0.995859382793883,0.593349497053061,0.75928752647495,0.642776327207685,0.967086998281329,0.316197352478148,0.321610031183109,0.980170895212369,0.139588573130196,0.723917928482141
/immune_cell_hum/metrics/scaled/full_feature/harmony_embed,0.719725205997052,0.600266043159291,0.560062985179674,0.890350046965316,0.962880291384528,0.882886177125994,0.655566545265662,0.550364078296981,0.954064933296281,0.329259209456318,0.309254736526927,0.989029439567197,,0.843210978545417
/immune_cell_hum/metrics/scaled/full_feature/mnn_full,0.772185921861165,0.712023310098167,0.565437562763691,0.892143414018185,0.953257841190033,0.702735000518917,0.80971032148431,0.630906382575631,0.9561379030717,0.154684223769122,0.164466024604067,0.993550417481575,0.088112224448898,0.850857201289624
/immune_cell_hum/metrics/scaled/full_feature/saucie_embed,0.564741816517427,0.347190214744849,0.572044610977173,0.787979938367398,0.943953550410053,0.58602794386076,0.320093635734598,0.499403351917863,0.741805862590152,0.227261349092812,0.2972851579075,0.972093095630417,,0.761954660112172
/immune_cell_hum/metrics/scaled/full_feature/saucie_full,0.570819821805689,0.345904956889906,0.572096541523933,0.787728403645956,0.943953582556476,0.586027802003448,0.32001451129676,0.499380356865004,0.741657220240863,0.225425106371426,0.298470625096414,0.972871993283551,0.120186464495256,0.760702228060754
/immune_cell_hum/metrics/scaled/full_feature/scanorama_embed,0.802422905089077,0.748452207573235,0.555364601134003,0.916136669922617,0.931179411436756,0.784128926653826,0.754639222533222,0.617007314027121,0.986538236162493,0.225069857705291,0.288924353671094,0.985390661113218,,0.843876135961862
/immune_cell_hum/metrics/scaled/full_feature/scanorama_full,0.725230348423174,0.573446378594205,0.575147360563278,0.834584074030568,0.918404918788467,0.696024451913181,0.790655531615314,0.644490813836455,0.9146196037609,0.164169199866676,0.244503927798571,0.984506649046481,0.081136760267523,0.524971948515585
/immune_cell_hum/metrics/scaled/full_feature/scgen_full,0.35543792143117,0.217482712008266,0.308097139000893,0.655446517570883,0.999446239917371,0.669296692807795,0.373774239953014,0.030170448124409,0.510846076850987,0.252646148203034,0.385420369409223,0.901331598571291,0.116784033931316,0
/immune_cell_hum/metrics/scaled/full_feature/seurat_full,0.732369521563309,0.764502669008728,0.544522035866976,0.808337394635694,0.97325797814379,0.628333868468366,0.498604540656822,0.490366401849315,0.92917092068494,0.26098654968152,0.380658962546079,0.983468780377402,0.075931190895848,0.793584220221361
/immune_cell_hum/metrics/scaled/full_feature/seuratrpca_full,0.716839997939566,0.587470867775188,0.582981236279011,0.824462519193908,0.928271343076327,0.723559389095106,0.724148611441508,0.602336901705712,0.962706306137994,0.244543983946323,0.074473935074607,0.994416586750083,0.098968869465839,0.744179715599349
/immune_cell_hum/metrics/scaled/hvg/bbknn_knn,0.666260652991409,0.597287533670095,,,,,0.452206857105279,,0.979542041335103,0.261344085604714,0.468039468039468,0.623067864897396,,0.858125355699927
/immune_cell_hum/metrics/scaled/hvg/combat_full,0.740726898887453,0.654504292478758,0.567701391875744,0.860272040760865,1,0.659808982336798,0.810326869463378,0.539097595843487,0.93962956068708,0.063810876585214,0.116619355178484,0.996958828627586,0.253244468052571,0.841292974175834
/immune_cell_hum/metrics/scaled/hvg/conos_knn,0.690099360838679,0.672267173043062,,,,,0.426387543390773,,0.994190231189856,0.308857663640163,0.000893639684784,0.98916625334226,,0.751189242015387
/immune_cell_hum/metrics/scaled/hvg/desc_embed,0.696375304070347,0.494942526940466,0.620160214602947,0.540377603430779,0.936686768010947,0.744053536468453,0.712017130675075,0.542170027736574,0.732745936244027,0.4445215509762,0.275829088796674,0.974763491856868,,0
/immune_cell_hum/metrics/scaled/hvg/fastmnn_embed,0.765774884332544,0.797890004960851,0.537281800301661,0.897210710147676,0.994304379770301,0.463989812100065,0.734208505600331,0.614897892965948,0.959864252343019,0.349394331042074,0.360779440825966,0.983068825261258,,0.854808320290415
/immune_cell_hum/metrics/scaled/hvg/fastmnn_full,0.765005382240634,0.795085033447201,0.537281677126884,0.897210449886268,0.994304332680799,0.463990013460885,0.728092190583253,0.614897068589926,0.96312682003442,0.348118383434487,0.361581066245075,0.983106144784529,0.318561634111597,0.876831902020678
