,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-5.6232033,0.054599363
Cell2,Group4,Batch1,-4.57924,0.8511952
Cell3,Group3,Batch1,-3.0680475,-2.9723678
Cell4,Group3,Batch1,-2.848338,-2.0996885
Cell5,Group3,Batch1,-3.2654364,-2.900803
Cell6,Group2,Batch1,7.643882,3.4571097
Cell7,Group4,Batch1,-3.7494948,0.6878599
Cell8,Group3,Batch1,-3.4628553,-3.7534668
Cell9,Group4,Batch1,-5.2126436,1.4297996
Cell10,Group2,Batch1,8.195717,1.2440886
Cell11,Group3,Batch1,-1.8120404,-2.2891896
Cell12,Group2,Batch1,10.05423,2.7859304
Cell13,Group4,Batch1,-4.7763777,2.1239576
Cell14,Group2,Batch1,8.375036,4.0679045
Cell15,Group2,Batch1,7.5411053,1.8725618
Cell16,Group4,Batch1,-4.700235,1.4653453
Cell17,Group1,Batch1,3.9839654,6.1862583
Cell18,Group3,Batch1,-4.780854,-2.5949905
Cell19,Group2,Batch1,9.086973,1.5577046
Cell20,Group1,Batch1,4.099753,6.257958
Cell21,Group4,Batch1,-3.7574089,0.92003804
Cell22,Group4,Batch1,-3.242325,0.8322445
Cell23,Group2,Batch1,8.328648,2.909836
Cell24,Group2,Batch1,8.460646,3.7033105
Cell25,Group4,Batch1,-3.4738848,-0.42474347
Cell26,Group1,Batch1,3.8041306,6.9784484
Cell27,Group4,Batch1,-4.242086,-0.6690645
Cell28,Group4,Batch1,-5.7808084,0.9404942
Cell29,Group4,Batch1,-4.1277537,0.900466
Cell30,Group4,Batch1,-2.428247,0.630085
Cell31,Group2,Batch1,7.3958573,1.995042
Cell32,Group2,Batch1,8.528702,3.6734927
Cell33,Group2,Batch1,7.4150186,3.3163598
Cell34,Group4,Batch1,-3.2336552,2.354086
Cell35,Group2,Batch1,9.809223,3.0534484
Cell36,Group4,Batch1,-2.6895456,0.34088108
Cell37,Group2,Batch1,8.146963,1.8920735
Cell38,Group4,Batch1,-3.3878345,-0.82235813
Cell39,Group2,Batch1,7.8134236,2.0595105
Cell40,Group3,Batch1,-3.4008577,-2.2362518
Cell41,Group3,Batch1,-4.4195786,-1.5876393
Cell42,Group3,Batch1,-2.816303,-1.4098439
Cell43,Group2,Batch1,7.9111648,2.4824991
Cell44,Group4,Batch1,-2.3178215,-0.37555248
Cell45,Group3,Batch1,-3.3601341,-2.1631837
Cell46,Group4,Batch1,-3.985055,2.4635499
Cell47,Group3,Batch1,-2.6965137,-3.0383296
Cell48,Group2,Batch1,8.648961,2.8391795
Cell49,Group4,Batch1,-4.867075,2.512406
Cell50,Group4,Batch1,-2.7690086,1.7802749
Cell51,Group2,Batch1,8.735399,4.01
Cell52,Group3,Batch1,-3.8333683,-2.4003732
Cell53,Group3,Batch1,-4.6419797,-1.1810484
Cell54,Group2,Batch1,9.7153635,3.9131603
Cell55,Group2,Batch1,8.153051,2.6477702
Cell56,Group2,Batch1,9.971117,2.9042428
Cell57,Group4,Batch1,-3.6329758,-0.7168485
Cell58,Group2,Batch1,7.999994,3.4804003
Cell59,Group4,Batch1,-3.0515442,1.0392941
Cell60,Group3,Batch1,-2.1012957,-1.0617657
Cell61,Group3,Batch1,-3.0583882,-0.50753874
Cell62,Group2,Batch1,9.915298,2.1718898
