,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,0.39148486,0.81687206
Cell2,Group4,Batch1,1.012262,0.009361761
Cell3,Group3,Batch1,-13.36903,-0.04820005
Cell4,Group3,Batch1,-13.102268,2.2185116
Cell5,Group3,Batch1,-12.414112,2.0009186
Cell6,Group2,Batch1,15.8624115,0.92779934
Cell7,Group4,Batch1,1.1414104,0.61673826
Cell8,Group3,Batch1,-11.388499,1.7892959
Cell9,Group4,Batch1,0.15633528,-1.4282663
Cell10,Group2,Batch1,13.843275,-1.0065278
Cell11,Group3,Batch1,-12.973941,1.1737293
Cell12,Group2,Batch1,14.029124,0.94168675
Cell13,Group4,Batch1,0.057483267,-1.8027828
Cell14,Group2,Batch1,15.578845,1.1583441
Cell15,Group2,Batch1,15.8962755,0.51557744
Cell16,Group4,Batch1,1.7303702,0.21423636
Cell17,Group1,Batch1,7.0188994,-13.68755
Cell18,Group3,Batch1,-11.960818,0.92236084
Cell19,Group2,Batch1,14.450532,-0.37311518
Cell20,Group1,Batch1,6.305311,-12.901402
Cell21,Group4,Batch1,-1.1364858,-1.1711199
Cell22,Group4,Batch1,-0.65592295,-0.78235173
Cell23,Group2,Batch1,14.369906,-1.3119359
Cell24,Group2,Batch1,15.798,-1.0844723
Cell25,Group4,Batch1,0.15899879,0.6189649
Cell26,Group1,Batch1,6.6127014,-13.17084
Cell27,Group4,Batch1,0.49945733,-0.32826686
Cell28,Group4,Batch1,-0.10472495,-0.31505838
Cell29,Group4,Batch1,-0.51926357,-1.5529771
Cell30,Group4,Batch1,-1.8285228,0.41016263
Cell31,Group2,Batch1,15.272116,-1.5434835
Cell32,Group2,Batch1,15.063825,-1.4850988
Cell33,Group2,Batch1,14.155621,-0.44916737
Cell34,Group4,Batch1,-1.0952579,-0.9770455
Cell35,Group2,Batch1,16.105673,0.45575476
Cell36,Group4,Batch1,-0.3234665,0.76018935
Cell37,Group2,Batch1,13.726934,-0.16875511
Cell38,Group4,Batch1,1.1852745,-0.681188
Cell39,Group2,Batch1,14.290787,1.0299865
Cell40,Group3,Batch1,-13.259311,1.4018835
Cell41,Group3,Batch1,-11.898909,1.602601
Cell42,Group3,Batch1,-11.93931,1.5992666
Cell43,Group2,Batch1,14.055917,-0.50191194
Cell44,Group4,Batch1,-0.18045393,-1.7860994
Cell45,Group3,Batch1,-13.307672,1.0353171
Cell46,Group4,Batch1,-1.2050453,0.8196013
Cell47,Group3,Batch1,-12.55256,1.5605495
Cell48,Group2,Batch1,15.014808,-1.7824274
Cell49,Group4,Batch1,-0.24845648,-0.61374116
Cell50,Group4,Batch1,0.043095887,0.6852261
Cell51,Group2,Batch1,14.817773,0.13869274
Cell52,Group3,Batch1,-13.385167,0.6069658
Cell53,Group3,Batch1,-11.9334955,2.6446755
Cell54,Group2,Batch1,15.73204,-0.29464015
Cell55,Group2,Batch1,14.77349,0.663725
Cell56,Group2,Batch1,16.404182,-0.59716195
Cell57,Group4,Batch1,-1.6665214,0.50398415
Cell58,Group2,Batch1,15.75385,-1.2924049
Cell59,Group4,Batch1,-1.5904428,-1.4937319
Cell60,Group3,Batch1,-12.804893,2.7496743
Cell61,Group3,Batch1,-12.387494,2.7149048
Cell62,Group2,Batch1,15.343356,-0.88292414
Cell63,Group2,Batch1,14.58912,1.1337596
Cell64,Group4,Batch1,-0.45389676,-0.46977955
Cell65,Group4,Batch1,-0.73568225,-0.48135236
Cell66,Group4,Batch1,0.47125652,-1.988246
Cell67,Group4,Batch1,-0.642457,0.22710554
Cell68,Group1,Batch1,6.9114046,-13.546175
Cell69,Group4,Batch1,0.5372328,0.22427626
Cell70,Group2,Batch1,13.986562,-0.26735082
Cell71,Group3,Batch1,-12.080866,0.19022813
Cell72,Group2,Batch1,15.765563,-1.0353278
Cell73,Group4,Batch1,-1.6533178,-0.9649317
Cell74,Group2,Batch1,14.608284,0.35773855
Cell75,Group3,Batch1,-13.160398,1.425513
Cell76,Group2,Batch1,15.189488,-0.17909501
Cell77,Group3,Batch1,-11.619661,2.2497222
Cell78,Group3,Batch1,-13.046866,0.14825629
Cell79,Group3,Batch1,-11.613284,-0.023107814
Cell80,Group2,Batch1,15.926676,-1.1269548
Cell81,Group4,Batch1,0.014633538,-0.116989724
Cell82,Group2,Batch1,15.43368,0.9093435
Cell83,Group2,Batch1,15.540559,-0.3047587
Cell84,Group3,Batch1,-12.425324,0.6419898
Cell85,Group2,Batch1,14.152406,-1.2640399
Cell86,Group4,Batch1,-0.5801703,0.17441268
Cell87,Group3,Batch1,-11.19133,1.634662
Cell88,Group4,Batch1,-1.075322,-1.0045893
Cell89,Group4,Batch1,-0.41669682,-1.1735165
Cell90,Group4,Batch1,-0.65119183,-1.2867852
Cell91,Group4,Batch1,-1.0670247,1.0896407
Cell92,Group4,Batch1,-0.45906234,0.08143315
Cell93,Group4,Batch1,-1.5003414,-0.009963512
Cell94,Group2,Batch1,16.16589,0.47092974
Cell95,Group2,Batch1,16.292488,-0.0005447986
Cell96,Group4,Batch1,-2.1318479,-0.9504102
Cell97,Group2,Batch1,15.840536,0.07561479
Cell98,Group3,Batch1,-13.210778,1.9308996
Cell99,Group2,Batch1,16.534603,-0.11799246
Cell100,Group4,Batch1,-1.6555755,0.06168258
Cell101,Group4,Batch1,-1.3805382,-0.14736106
Cell102,Group4,Batch1,1.7372038,-0.8505397
Cell103,Group4,Batch1,0.39750358,-0.7255884
Cell104,Group2,Batch1,15.784522,-1.2689407
Cell105,Group2,Batch1,14.441414,0.17980628
Cell106,Group4,Batch1,1.6192213,0.07630503
Cell107,Group4,Batch1,-0.671889,-0.7746452
Cell108,Group2,Batch1,16.15026,0.35477886
Cell109,Group3,Batch1,-13.139458,2.170851
Cell110,Group4,Batch1,0.6944397,1.2815747
Cell111,Group4,Batch1,-1.2695465,0.8977115
Cell112,Group3,Batch1,-11.482656,1.8511071
Cell113,Group2,Batch1,15.149647,-1.5295094
Cell114,Group1,Batch1,7.171647,-13.325925
Cell115,Group2,Batch1,15.851736,-0.3858459
Cell116,Group2,Batch1,16.462343,-0.014255021
Cell117,Group2,Batch1,15.077323,-0.81320864
Cell118,Group4,Batch1,-0.8220931,0.6256556
Cell119,Group3,Batch1,-11.205011,1.0084625
Cell120,Group4,Batch1,-0.23358133,-0.060976498
Cell121,Group2,Batch1,15.000589,-1.2849195
Cell122,Group3,Batch1,-10.959304,0.29015896
Cell123,Group2,Batch1,15.376056,-0.59858155
Cell124,Group2,Batch1,13.277383,0.47888306
Cell125,Group2,Batch1,14.532948,0.3768343
Cell126,Group4,Batch1,-1.4951057,-0.31820482
Cell127,Group2,Batch1,14.300127,-1.1935984
Cell128,Group2,Batch1,13.981258,-1.0724207
Cell129,Group3,Batch1,-11.0778885,1.0789858
Cell130,Group4,Batch1,0.103597015,-2.2967951
Cell131,Group2,Batch1,15.320993,1.0839092
Cell132,Group2,Batch1,16.02405,0.46530727
Cell133,Group1,Batch1,6.8883686,-12.637428
Cell134,Group2,Batch1,13.864734,-0.647731
