,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,0.39680892,1.1922538
Cell2,Group4,Batch1,0.33537352,-0.97518164
Cell3,Group3,Batch1,-12.866061,0.089816704
Cell4,Group3,Batch1,-14.2927885,-0.76442266
Cell5,Group3,Batch1,-13.509379,-0.78746676
Cell6,Group2,Batch1,13.565974,1.4585541
Cell7,Group4,Batch1,0.10185054,-0.59841967
Cell8,Group3,Batch1,-12.747217,0.61649626
Cell9,Group4,Batch1,1.2123168,0.63182557
Cell10,Group2,Batch1,12.141729,-0.17085555
Cell11,Group3,Batch1,-13.373062,-0.5662955
Cell12,Group2,Batch1,14.23832,0.81701946
Cell13,Group4,Batch1,1.3038316,-2.0353348
Cell14,Group2,Batch1,13.464329,2.1862903
Cell15,Group2,Batch1,12.7858515,1.1887137
Cell16,Group4,Batch1,-0.6506066,0.29955935
Cell17,Group1,Batch1,3.5251014,-10.897773
Cell18,Group3,Batch1,-13.601845,-0.45907202
Cell19,Group2,Batch1,11.700246,-0.061220217
Cell20,Group1,Batch1,3.7385185,-11.537912
Cell21,Group4,Batch1,1.1136276,-0.038351987
Cell22,Group4,Batch1,2.1013923,-2.1420407
Cell23,Group2,Batch1,12.482315,0.7702598
Cell24,Group2,Batch1,12.062532,1.0748857
Cell25,Group4,Batch1,0.4491709,-1.7743195
Cell26,Group1,Batch1,3.3651228,-11.202988
Cell27,Group4,Batch1,0.08478232,-0.89490193
Cell28,Group4,Batch1,-0.15717548,-0.6488221
Cell29,Group4,Batch1,1.4726803,-1.0719904
Cell30,Group4,Batch1,1.3368925,0.7972711
Cell31,Group2,Batch1,12.077042,0.9436988
Cell32,Group2,Batch1,13.333036,1.486637
Cell33,Group2,Batch1,13.797687,-0.33428645
Cell34,Group4,Batch1,1.7993747,-0.3260854
Cell35,Group2,Batch1,12.115388,1.2130922
Cell36,Group4,Batch1,0.15962276,-1.2104292
Cell37,Group2,Batch1,14.061963,0.39969912
Cell38,Group4,Batch1,-0.8895511,-1.047864
Cell39,Group2,Batch1,13.562102,-0.6437668
Cell40,Group3,Batch1,-13.186409,-0.9113988
Cell41,Group3,Batch1,-13.043283,1.0654024
Cell42,Group3,Batch1,-11.349756,0.18545307
Cell43,Group2,Batch1,13.079257,0.70441496
Cell44,Group4,Batch1,1.0397167,0.8849401
Cell45,Group3,Batch1,-13.402122,1.0881724
Cell46,Group4,Batch1,0.9804298,0.26350713
Cell47,Group3,Batch1,-13.921407,-0.8925615
Cell48,Group2,Batch1,11.603935,0.05696353
Cell49,Group4,Batch1,2.6861713,-0.6448648
Cell50,Group4,Batch1,0.5500664,-1.9500813
Cell51,Group2,Batch1,12.016196,-0.052678943
Cell52,Group3,Batch1,-12.978391,-0.1786584
Cell53,Group3,Batch1,-12.818247,0.11400901
Cell54,Group2,Batch1,13.009508,2.0134652
Cell55,Group2,Batch1,12.806847,0.52005446
Cell56,Group2,Batch1,13.706114,1.9394573
Cell57,Group4,Batch1,0.77870125,-0.4200522
Cell58,Group2,Batch1,12.901721,0.7360192
Cell59,Group4,Batch1,1.9237552,-0.2116974
Cell60,Group3,Batch1,-13.826979,-0.62299424
Cell61,Group3,Batch1,-14.230112,0.16114524
Cell62,Group2,Batch1,11.338969,0.9290141
Cell63,Group2,Batch1,13.620124,-0.66589403
Cell64,Group4,Batch1,1.203247,0.8263588
Cell65,Group4,Batch1,0.6331565,-2.109881
Cell66,Group4,Batch1,-0.30687562,0.23077562
Cell67,Group4,Batch1,0.6698106,0.1651459
Cell68,Group1,Batch1,3.505144,-11.408255
Cell69,Group4,Batch1,0.3350242,0.046907153
Cell70,Group2,Batch1,14.076027,0.35629046
Cell71,Group3,Batch1,-12.955516,0.70943326
Cell72,Group2,Batch1,11.941643,0.008001934
Cell73,Group4,Batch1,1.3110571,1.1593983
Cell74,Group2,Batch1,12.363773,0.30768
Cell75,Group3,Batch1,-13.573266,0.3164947
Cell76,Group2,Batch1,12.439533,0.86369026
Cell77,Group3,Batch1,-13.71935,1.0097904
Cell78,Group3,Batch1,-11.924273,0.6506678
Cell79,Group3,Batch1,-11.606354,0.16523555
Cell80,Group2,Batch1,12.614282,0.36424854
Cell81,Group4,Batch1,2.0217745,-1.6819873
Cell82,Group2,Batch1,13.114297,-0.44970876
Cell83,Group2,Batch1,11.688162,-0.014879768
Cell84,Group3,Batch1,-13.720674,0.030489068
Cell85,Group2,Batch1,12.216152,-0.61326057
Cell86,Group4,Batch1,0.38475263,-1.3288625
Cell87,Group3,Batch1,-11.593316,0.8193129
Cell88,Group4,Batch1,2.4215057,-1.0674021
Cell89,Group4,Batch1,1.8961641,-0.44741884
Cell90,Group4,Batch1,1.7252387,-0.06154661
Cell91,Group4,Batch1,1.2765348,-1.4466956
