,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,6.617785,1.9503382
Cell2,Group4,Batch1,9.371111,1.584888
Cell3,Group3,Batch1,-1.2029876,11.50244
Cell4,Group3,Batch1,-0.41078213,12.05798
Cell5,Group3,Batch1,-0.39546344,13.128214
Cell6,Group2,Batch1,-8.422549,1.8321066
Cell7,Group4,Batch1,9.477517,1.3348744
Cell8,Group3,Batch1,-2.5492089,11.549613
Cell9,Group4,Batch1,6.6248984,0.70260096
Cell10,Group2,Batch1,-10.454331,1.2737585
Cell11,Group3,Batch1,-1.8756088,12.64657
Cell12,Group2,Batch1,-10.967835,1.799423
Cell13,Group4,Batch1,7.4383297,1.5994
Cell14,Group2,Batch1,-10.693933,2.1947882
Cell15,Group2,Batch1,-10.472605,0.33797374
Cell16,Group4,Batch1,9.107838,2.3570232
Cell17,Group1,Batch1,0.45511898,-7.259045
Cell18,Group3,Batch1,-2.2611675,12.647777
Cell19,Group2,Batch1,-8.59602,0.4954209
Cell20,Group1,Batch1,0.6181541,-7.4074893
Cell21,Group4,Batch1,6.86718,2.435499
Cell22,Group4,Batch1,8.915248,0.030333688
Cell23,Group2,Batch1,-8.577185,2.010581
Cell24,Group2,Batch1,-9.232215,2.5678527
Cell25,Group4,Batch1,7.2368903,-0.30154577
Cell26,Group1,Batch1,0.29198197,-7.3957367
Cell27,Group4,Batch1,8.75094,0.4210918
Cell28,Group4,Batch1,9.593311,0.23052406
Cell29,Group4,Batch1,8.873695,0.8338544
Cell30,Group4,Batch1,8.155134,-0.05636902
Cell31,Group2,Batch1,-8.634365,0.7842799
Cell32,Group2,Batch1,-9.35174,2.390376
Cell33,Group2,Batch1,-7.996241,1.6704102
Cell34,Group4,Batch1,8.164957,1.3205245
Cell35,Group2,Batch1,-10.620442,1.3972746
Cell36,Group4,Batch1,7.8989005,-0.7702215
Cell37,Group2,Batch1,-9.955479,2.2203288
Cell38,Group4,Batch1,8.376746,0.36979964
Cell39,Group2,Batch1,-9.044859,2.6613677
Cell40,Group3,Batch1,-0.20577374,13.041974
Cell41,Group3,Batch1,-1.0349876,10.484553
Cell42,Group3,Batch1,-0.17260951,11.474797
Cell43,Group2,Batch1,-10.845857,2.1175354
Cell44,Group4,Batch1,8.113046,2.6142695
Cell45,Group3,Batch1,-2.3181798,12.176942
Cell46,Group4,Batch1,7.583568,2.1863248
Cell47,Group3,Batch1,0.33104968,12.438205
Cell48,Group2,Batch1,-9.348443,1.9892607
Cell49,Group4,Batch1,8.017285,0.46003473
