,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,5.3971887,5.6609907
Cell2,Group4,Batch1,4.308287,5.3291492
Cell3,Group3,Batch1,-5.4429517,-8.354701
Cell4,Group3,Batch1,-6.3248353,-7.231971
Cell5,Group3,Batch1,-5.963579,-7.2022758
Cell6,Group2,Batch1,10.700957,-7.6776485
Cell7,Group4,Batch1,3.6575143,6.6442733
Cell8,Group3,Batch1,-5.9654145,-6.805942
Cell9,Group4,Batch1,3.9499173,8.10471
Cell10,Group2,Batch1,9.3125925,-5.7262187
Cell11,Group3,Batch1,-4.5579123,-8.187498
Cell12,Group2,Batch1,9.107193,-7.262693
Cell13,Group4,Batch1,4.1799836,6.62987
Cell14,Group2,Batch1,8.578678,-6.4070516
Cell15,Group2,Batch1,8.101902,-7.6619134
Cell16,Group4,Batch1,6.132777,5.570137
Cell17,Group1,Batch1,-9.87893,5.413687
Cell18,Group3,Batch1,-4.9229083,-6.325371
Cell19,Group2,Batch1,11.3659935,-7.1314564
Cell20,Group1,Batch1,-9.367535,5.3938317
Cell21,Group4,Batch1,3.7819088,8.212289
Cell22,Group4,Batch1,6.1473823,7.337896
Cell23,Group2,Batch1,11.127884,-7.834047
Cell24,Group2,Batch1,10.671762,-7.617667
Cell25,Group4,Batch1,5.0597377,7.042356
Cell26,Group1,Batch1,-10.4453125,5.4540253
Cell27,Group4,Batch1,4.780035,5.4289937
Cell28,Group4,Batch1,4.3568387,8.953891
Cell29,Group4,Batch1,3.4483356,7.7391505
Cell30,Group4,Batch1,5.567942,6.6642284
Cell31,Group2,Batch1,8.5022135,-7.2651443
Cell32,Group2,Batch1,10.792679,-6.963987
Cell33,Group2,Batch1,10.879687,-7.8073387
Cell34,Group4,Batch1,4.4848776,7.9493227
Cell35,Group2,Batch1,8.592031,-8.135005
Cell36,Group4,Batch1,5.164424,6.5375824
Cell37,Group2,Batch1,9.326742,-5.1707087
Cell38,Group4,Batch1,5.9842625,5.4977374
Cell39,Group2,Batch1,9.324965,-6.231334
Cell40,Group3,Batch1,-6.3676896,-8.919867
Cell41,Group3,Batch1,-5.6821046,-5.828523
Cell42,Group3,Batch1,-5.655111,-7.393953
Cell43,Group2,Batch1,8.398106,-5.701814
Cell44,Group4,Batch1,3.7831914,8.13887
Cell45,Group3,Batch1,-6.549229,-7.6478777
