,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,5.8783083,-13.272153
Cell2,Group4,Batch1,5.7520337,-13.647777
Cell3,Group3,Batch1,7.3981705,11.265755
Cell4,Group3,Batch1,8.389647,11.384241
Cell5,Group3,Batch1,6.839682,12.46151
Cell6,Group2,Batch1,-0.37395188,3.8770483
Cell7,Group4,Batch1,6.2364774,-14.056811
Cell8,Group3,Batch1,6.250208,11.923716
Cell9,Group4,Batch1,5.616859,-13.4366045
Cell10,Group2,Batch1,0.08433285,3.9285085
Cell11,Group3,Batch1,6.3173475,11.931008
Cell12,Group2,Batch1,0.5862451,5.6562133
Cell13,Group4,Batch1,6.2651486,-14.964612
Cell14,Group2,Batch1,-0.97572535,4.285264
Cell15,Group2,Batch1,-0.72184455,4.6325326
Cell16,Group4,Batch1,3.9371624,-15.547046
Cell17,Group1,Batch1,-4.131962,-8.759084
Cell18,Group3,Batch1,6.216383,11.755599
Cell19,Group2,Batch1,-0.02940331,5.38009
Cell20,Group1,Batch1,-4.1455007,-9.398135
Cell21,Group4,Batch1,5.527038,-13.675591
Cell22,Group4,Batch1,5.9831777,-14.170099
Cell23,Group2,Batch1,-0.12353039,6.2046714
Cell24,Group2,Batch1,-0.76860875,4.211563
Cell25,Group4,Batch1,4.685839,-13.386986
Cell26,Group1,Batch1,-4.133903,-9.011218
Cell27,Group4,Batch1,7.3470855,-13.792022
Cell28,Group4,Batch1,6.7458534,-13.8895035
Cell29,Group4,Batch1,6.4354887,-13.49371
Cell30,Group4,Batch1,6.2149343,-13.412999
Cell31,Group2,Batch1,0.69749177,5.5593185
Cell32,Group2,Batch1,-0.07086977,3.9786866
Cell33,Group2,Batch1,-0.46992028,4.770437
Cell34,Group4,Batch1,8.033718,-15.829159
Cell35,Group2,Batch1,-0.1968937,4.45113
Cell36,Group4,Batch1,6.9826474,-13.72973
Cell37,Group2,Batch1,0.40232095,5.5302024
Cell38,Group4,Batch1,8.091905,-14.72656
Cell39,Group2,Batch1,-0.54343385,5.831012
Cell40,Group3,Batch1,7.049634,11.340454
Cell41,Group3,Batch1,7.1023893,11.030804
