,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.477131,-3.4178386
Cell2,Group4,Batch1,5.947164,-2.0266416
Cell3,Group3,Batch1,-4.135203,9.76665
Cell4,Group3,Batch1,-4.730113,10.49598
Cell5,Group3,Batch1,-2.5228367,10.085502
Cell6,Group2,Batch1,-10.609821,-4.148149
Cell7,Group4,Batch1,4.04346,-4.2396474
Cell8,Group3,Batch1,-2.1221578,10.495574
Cell9,Group4,Batch1,6.2316394,-4.4433093
Cell10,Group2,Batch1,-11.256438,-3.2567997
Cell11,Group3,Batch1,-4.952005,10.107505
Cell12,Group2,Batch1,-9.711818,-4.6293883
Cell13,Group4,Batch1,6.579734,-3.5170171
Cell14,Group2,Batch1,-9.4746275,-4.679885
Cell15,Group2,Batch1,-9.897078,-3.2334197
Cell16,Group4,Batch1,5.6582522,-4.656907
Cell17,Group1,Batch1,3.1884072,5.0073195
Cell18,Group3,Batch1,-2.212239,11.003022
Cell19,Group2,Batch1,-11.943117,-3.0859416
Cell20,Group1,Batch1,3.7189462,4.893259
Cell21,Group4,Batch1,7.3447967,-3.8155541
Cell22,Group4,Batch1,5.0118937,-4.446555
Cell23,Group2,Batch1,-11.026772,-3.7363253
Cell24,Group2,Batch1,-11.087164,-3.1947024
Cell25,Group4,Batch1,5.8101277,-2.3237362
Cell26,Group1,Batch1,3.2106688,5.4776406
Cell27,Group4,Batch1,5.1628757,-1.4943782
Cell28,Group4,Batch1,5.8332796,-4.722045
Cell29,Group4,Batch1,4.819332,-3.369925
Cell30,Group4,Batch1,5.2888,-3.8202865
Cell31,Group2,Batch1,-12.1528225,-5.1180706
Cell32,Group2,Batch1,-11.139328,-3.891703
Cell33,Group2,Batch1,-11.694889,-4.5160165
Cell34,Group4,Batch1,5.263712,-2.8477201
Cell35,Group2,Batch1,-10.51815,-3.1683445
Cell36,Group4,Batch1,4.1781845,-3.1496472
Cell37,Group2,Batch1,-11.113637,-4.466489
Cell38,Group4,Batch1,3.8726594,-3.2053137
Cell39,Group2,Batch1,-11.68082,-4.2291718
Cell40,Group3,Batch1,-3.6765275,11.54016
Cell41,Group3,Batch1,-3.2888005,11.58442
Cell42,Group3,Batch1,-3.8256521,9.701192
Cell43,Group2,Batch1,-9.309931,-3.469492
Cell44,Group4,Batch1,4.938684,-3.9342318
Cell45,Group3,Batch1,-4.028469,10.650254
Cell46,Group4,Batch1,5.117089,-5.5930333
Cell47,Group3,Batch1,-4.6094575,9.751268
Cell48,Group2,Batch1,-10.659319,-4.1811132
Cell49,Group4,Batch1,3.9088392,-4.5022016
Cell50,Group4,Batch1,5.524831,-2.0300333
Cell51,Group2,Batch1,-10.481679,-4.0398254
Cell52,Group3,Batch1,-3.8381212,11.705926
Cell53,Group3,Batch1,-3.3631194,11.320853
Cell54,Group2,Batch1,-9.879659,-3.5286548
Cell55,Group2,Batch1,-9.834748,-3.6381574
Cell56,Group2,Batch1,-10.538715,-4.097796
Cell57,Group4,Batch1,3.946727,-3.1231768
Cell58,Group2,Batch1,-10.863283,-3.899092
Cell59,Group4,Batch1,6.218314,-4.0726995
Cell60,Group3,Batch1,-3.999403,11.643693
Cell61,Group3,Batch1,-3.4010067,10.249411
Cell62,Group2,Batch1,-9.898771,-2.5490503
Cell63,Group2,Batch1,-9.66459,-3.9641223
Cell64,Group4,Batch1,4.8974876,-5.192629
Cell65,Group4,Batch1,3.8241024,-2.783853
Cell66,Group4,Batch1,4.798983,-5.0235567
Cell67,Group4,Batch1,6.4385853,-5.033618
Cell68,Group1,Batch1,3.4155385,4.724395
Cell69,Group4,Batch1,6.322378,-1.9928907
Cell70,Group2,Batch1,-11.399055,-5.2009335
Cell71,Group3,Batch1,-2.3465796,10.362426
Cell72,Group2,Batch1,-11.319897,-2.8713515
Cell73,Group4,Batch1,4.6976027,-2.4814196
Cell74,Group2,Batch1,-10.441446,-5.7524877
Cell75,Group3,Batch1,-4.4853706,9.773262
Cell76,Group2,Batch1,-10.872057,-2.559553
Cell77,Group3,Batch1,-3.441235,10.736472
Cell78,Group3,Batch1,-2.616544,11.148599
Cell79,Group3,Batch1,-2.7914114,10.0155735
Cell80,Group2,Batch1,-11.060202,-2.6280012
Cell81,Group4,Batch1,6.186981,-1.8674296
Cell82,Group2,Batch1,-9.711482,-3.4980888
Cell83,Group2,Batch1,-11.886359,-3.4011455
Cell84,Group3,Batch1,-3.5875008,10.263826
Cell85,Group2,Batch1,-12.060709,-2.9763308
Cell86,Group4,Batch1,4.7817206,-1.87988
Cell87,Group3,Batch1,-4.157713,9.683749
Cell88,Group4,Batch1,4.3710313,-2.804836
Cell89,Group4,Batch1,5.5152826,-3.04325
Cell90,Group4,Batch1,4.9010262,-3.0484817
Cell91,Group4,Batch1,3.8680842,-3.5791707
Cell92,Group4,Batch1,4.837808,-2.459425
Cell93,Group4,Batch1,4.6067047,-1.9725162
Cell94,Group2,Batch1,-10.836783,-3.3817332
Cell95,Group2,Batch1,-11.291662,-5.3779526
Cell96,Group4,Batch1,6.33072,-3.2449393
Cell97,Group2,Batch1,-10.1387,-2.4274359
Cell98,Group3,Batch1,-4.3754153,10.742851
Cell99,Group2,Batch1,-10.042694,-3.9667552
Cell100,Group4,Batch1,6.8492293,-4.654403
Cell101,Group4,Batch1,4.1748343,-2.026154
Cell102,Group4,Batch1,5.697795,-4.8479295
Cell103,Group4,Batch1,6.1099896,-1.5947407
Cell104,Group2,Batch1,-11.607634,-3.4030786
Cell105,Group2,Batch1,-9.697097,-4.1630473
