CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,3.3660622,12.690349
D28.7_64,acinar,celseq2,-4.596318,1.2908461
D31.2_86,acinar,celseq2,-2.4398882,0.59516513
human3_lib2.final_cell_0055,acinar,inDrop,3.4805725,13.380472
human3_lib4.final_cell_0748,acinar,inDrop,2.4633307,12.718307
human3_lib1.final_cell_0004,acinar,inDrop,2.1233351,11.816801
human3_lib2.final_cell_0497,acinar,inDrop,1.2785511,11.227894
human1_lib1.final_cell_0028,acinar,inDrop,1.2585133,11.707551
D31.7_21,acinar,celseq2,-2.3255947,0.8195381
human3_lib4.final_cell_0518,acinar,inDrop,2.8128896,11.802667
human3_lib1.final_cell_0005,acinar,inDrop,2.0933921,11.990182
D28.5_31,acinar,celseq2,-2.5722332,0.72223365
human3_lib1.final_cell_0109,acinar,inDrop,3.5296922,12.852937
human3_lib3.final_cell_0385,acinar,inDrop,2.2276912,13.73719
human3_lib3.final_cell_0028,acinar,inDrop,2.3891973,12.740269
HP1502401_F13,acinar,smartseq2,-4.416275,2.0040953
human3_lib1.final_cell_0371,acinar,inDrop,1.8426359,13.596261
HP1506401_D24,acinar,smartseq2,-4.2072,0.57269806
human3_lib4.final_cell_0148,acinar,inDrop,1.7418128,12.582186
HP1502401_M22,acinar,smartseq2,-5.0883946,1.3940587
human3_lib4.final_cell_0072,acinar,inDrop,2.8142993,12.220173
human3_lib1.final_cell_0146,acinar,inDrop,2.9625914,12.550307
human3_lib1.final_cell_0642,acinar,inDrop,1.6258154,13.649352
human3_lib4.final_cell_0537,acinar,inDrop,2.1964004,13.024646
human3_lib1.final_cell_0026,acinar,inDrop,2.4770179,13.00466
human1_lib1.final_cell_0047,acinar,inDrop,1.9439565,13.425206
human3_lib2.final_cell_0012,acinar,inDrop,1.4935632,11.676617
human3_lib4.final_cell_0034,acinar,inDrop,2.941479,12.980374
D28.6_19,acinar,celseq2,-4.076108,2.0317185
human3_lib1.final_cell_0027,acinar,inDrop,1.486787,11.928728
human3_lib3.final_cell_0235,acinar,inDrop,3.3226607,12.281969
human3_lib4.final_cell_0358,acinar,inDrop,3.4750748,12.859006
human3_lib4.final_cell_0292,acinar,inDrop,3.4498434,12.912961
human3_lib1.final_cell_0044,acinar,inDrop,2.3903284,11.741141
D30.5_79,acinar,celseq2,-4.88699,1.7578927
D28.8_39,acinar,celseq2,-3.652971,1.2569672
human1_lib3.final_cell_0031,acinar,inDrop,1.2785102,12.618796
human3_lib1.final_cell_0117,acinar,inDrop,1.8042161,11.593613
human3_lib2.final_cell_0083,acinar,inDrop,1.842218,11.588213
D30.6_37,acinar,celseq2,-4.6743803,1.884121
HP1506401_B16,acinar,smartseq2,-3.1235123,0.7110383
human3_lib1.final_cell_0112,acinar,inDrop,2.4395998,12.674946
human3_lib3.final_cell_0022,acinar,inDrop,2.8505888,13.772113
human3_lib1.final_cell_0391,acinar,inDrop,0.95891047,12.216889
human3_lib1.final_cell_0215,acinar,inDrop,1.5670435,13.28192
human1_lib1.final_cell_0461,acinar,inDrop,0.9123857,12.29564
human3_lib2.final_cell_0685,acinar,inDrop,0.68418056,12.355807
human3_lib4.final_cell_0272,acinar,inDrop,1.3023943,11.120546
HP1506401_D3,acinar,smartseq2,-3.0499437,0.56569177
human3_lib3.final_cell_0163,acinar,inDrop,2.018647,12.561402
human1_lib1.final_cell_0182,acinar,inDrop,1.3604046,12.871807
HP1504101T2D_J16,acinar,smartseq2,-4.8759203,1.5079453
human3_lib2.final_cell_0105,acinar,inDrop,1.4810903,11.33843
human3_lib4.final_cell_0466,acinar,inDrop,1.9103726,12.947994
D30.4_18,acinar,celseq2,-4.433781,1.8846929
human3_lib3.final_cell_0044,acinar,inDrop,1.9791123,11.3893385
D28.5_63,acinar,celseq2,-4.2636642,0.8683392
HP1504901_F23,acinar,smartseq2,-2.5531476,0.85122037
human3_lib1.final_cell_0069,acinar,inDrop,1.3424399,12.430314
D31.3_89,acinar,celseq2,-4.122102,1.4260935
human3_lib4.final_cell_0103,acinar,inDrop,3.2048206,12.99885
human3_lib2.final_cell_0036,acinar,inDrop,2.1291597,11.740804
HP1506401_J15,acinar,smartseq2,-4.488683,0.41768372
human3_lib1.final_cell_0505,acinar,inDrop,2.550521,13.023875
HP1506401_O16,acinar,smartseq2,-3.0786443,0.5545511
human3_lib2.final_cell_0267,acinar,inDrop,3.2682092,12.53324
human3_lib3.final_cell_0703,acinar,inDrop,2.1955023,14.05898
human3_lib2.final_cell_0109,acinar,inDrop,2.2556047,12.79476
D30.2_53,acinar,celseq2,-4.983016,1.6375116
human3_lib4.final_cell_0171,acinar,inDrop,1.9310442,13.874242
