CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-11.920239,-6.6343374
D28.7_64,acinar,celseq2,-11.284218,-6.802685
D31.2_86,acinar,celseq2,-10.200784,-6.2494164
human3_lib2.final_cell_0055,acinar,inDrop,-9.718525,-7.8387527
human3_lib4.final_cell_0748,acinar,inDrop,-9.724209,-8.585826
human3_lib1.final_cell_0004,acinar,inDrop,-8.938135,-8.251681
human3_lib2.final_cell_0497,acinar,inDrop,-8.3298435,-6.610829
human1_lib1.final_cell_0028,acinar,inDrop,-9.312315,-7.7512307
D31.7_21,acinar,celseq2,-11.695064,-6.760591
human3_lib4.final_cell_0518,acinar,inDrop,-11.309931,-6.7453957
human3_lib1.final_cell_0005,acinar,inDrop,-12.993767,-7.4488654
D28.5_31,acinar,celseq2,-10.7142935,-7.2788224
human3_lib1.final_cell_0109,acinar,inDrop,-10.444454,-7.409893
human3_lib3.final_cell_0385,acinar,inDrop,-11.597895,-7.6636605
human3_lib3.final_cell_0028,acinar,inDrop,-10.289405,-6.1856112
HP1502401_F13,acinar,smartseq2,-10.770019,-5.9811835
human3_lib1.final_cell_0371,acinar,inDrop,-10.876141,-6.430626
HP1506401_D24,acinar,smartseq2,-12.711385,-7.2387166
human3_lib4.final_cell_0148,acinar,inDrop,-9.764888,-6.6650305
HP1502401_M22,acinar,smartseq2,-11.071469,-8.454462
human3_lib4.final_cell_0072,acinar,inDrop,-11.928165,-6.7359443
human3_lib1.final_cell_0146,acinar,inDrop,-11.154347,-7.4309173
human3_lib1.final_cell_0642,acinar,inDrop,-13.124842,-7.678237
human3_lib4.final_cell_0537,acinar,inDrop,-9.111911,-6.1469183
human3_lib1.final_cell_0026,acinar,inDrop,-11.106372,-6.091333
human1_lib1.final_cell_0047,acinar,inDrop,-10.367848,-8.345911
human3_lib2.final_cell_0012,acinar,inDrop,-9.036723,-6.915048
human3_lib4.final_cell_0034,acinar,inDrop,-11.4765,-7.7921305
D28.6_19,acinar,celseq2,-9.344152,-8.059539
human3_lib1.final_cell_0027,acinar,inDrop,-11.753079,-7.0525875
human3_lib3.final_cell_0235,acinar,inDrop,-12.9854355,-7.379095
human3_lib4.final_cell_0358,acinar,inDrop,-9.26995,-7.576838
human3_lib4.final_cell_0292,acinar,inDrop,-11.389657,-7.077565
human3_lib1.final_cell_0044,acinar,inDrop,-7.684787,-7.203512
D30.5_79,acinar,celseq2,-7.529915,-7.1396728
D28.8_39,acinar,celseq2,-9.411564,-8.350553
human1_lib3.final_cell_0031,acinar,inDrop,-10.878806,-7.386458
human3_lib1.final_cell_0117,acinar,inDrop,-9.473609,-6.778781
human3_lib2.final_cell_0083,acinar,inDrop,-9.509952,-8.112081
D30.6_37,acinar,celseq2,-12.442588,-7.096377
HP1506401_B16,acinar,smartseq2,-9.058072,-8.138394
human3_lib1.final_cell_0112,acinar,inDrop,-9.099907,-7.4675283
human3_lib3.final_cell_0022,acinar,inDrop,-12.94608,-7.405252
human3_lib1.final_cell_0391,acinar,inDrop,-9.331061,-7.0798974
human3_lib1.final_cell_0215,acinar,inDrop,-9.941275,-6.422395
human1_lib1.final_cell_0461,acinar,inDrop,-11.675194,-8.121675
human3_lib2.final_cell_0685,acinar,inDrop,-9.262178,-6.058461
human3_lib4.final_cell_0272,acinar,inDrop,-10.800238,-6.1638665
HP1506401_D3,acinar,smartseq2,-9.623291,-5.9079823
human3_lib3.final_cell_0163,acinar,inDrop,-12.328098,-6.964587
human1_lib1.final_cell_0182,acinar,inDrop,-8.973149,-5.9978886
