CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,6.905859,-7.675237
human3_lib2.final_cell_0055-0,acinar,inDrop,6.328965,-8.53112
human3_lib4.final_cell_0748-0,acinar,inDrop,5.587782,-7.750901
human3_lib1.final_cell_0004-0,acinar,inDrop,6.254264,-6.705971
human3_lib2.final_cell_0497-0,acinar,inDrop,6.26647,-6.0708
human1_lib1.final_cell_0028-0,acinar,inDrop,5.538399,-6.0287857
human3_lib4.final_cell_0518-0,acinar,inDrop,6.01516,-6.8361487
human3_lib1.final_cell_0005-0,acinar,inDrop,5.9605427,-6.837021
human3_lib1.final_cell_0109-0,acinar,inDrop,6.8093805,-7.8509264
human3_lib3.final_cell_0385-0,acinar,inDrop,5.5081477,-7.953512
human3_lib3.final_cell_0028-0,acinar,inDrop,5.9392686,-7.475312
human3_lib1.final_cell_0371-0,acinar,inDrop,5.182123,-7.9464173
human3_lib4.final_cell_0148-0,acinar,inDrop,5.2525253,-6.8726163
human3_lib4.final_cell_0072-0,acinar,inDrop,6.6671734,-7.3685536
human3_lib1.final_cell_0146-0,acinar,inDrop,6.1639333,-7.572078
human3_lib1.final_cell_0642-0,acinar,inDrop,5.2586946,-8.2883625
human3_lib4.final_cell_0537-0,acinar,inDrop,6.106185,-7.846673
human3_lib1.final_cell_0026-0,acinar,inDrop,6.045326,-7.9323587
human1_lib1.final_cell_0047-0,acinar,inDrop,4.9081473,-7.903341
human3_lib2.final_cell_0012-0,acinar,inDrop,5.9329777,-6.4537864
human3_lib4.final_cell_0034-0,acinar,inDrop,5.9530087,-7.7785664
human3_lib1.final_cell_0027-0,acinar,inDrop,5.3733625,-6.6454225
human3_lib3.final_cell_0235-0,acinar,inDrop,6.7915535,-7.493435
human3_lib4.final_cell_0358-0,acinar,inDrop,6.5059204,-8.166901
human3_lib4.final_cell_0292-0,acinar,inDrop,6.315628,-8.43047
human3_lib1.final_cell_0044-0,acinar,inDrop,6.518619,-6.571804
human1_lib3.final_cell_0031-0,acinar,inDrop,4.885532,-6.9940295
human3_lib1.final_cell_0117-0,acinar,inDrop,6.420577,-6.3882823
human3_lib2.final_cell_0083-0,acinar,inDrop,6.3113227,-6.2468004
human3_lib1.final_cell_0112-0,acinar,inDrop,6.479843,-7.259167
human3_lib3.final_cell_0022-0,acinar,inDrop,5.6182528,-8.67197
human3_lib1.final_cell_0391-0,acinar,inDrop,5.2410617,-6.39652
human3_lib1.final_cell_0215-0,acinar,inDrop,5.276037,-7.541498
human1_lib1.final_cell_0461-0,acinar,inDrop,4.791182,-6.73587
human3_lib2.final_cell_0685-0,acinar,inDrop,5.2132187,-6.3005037
human3_lib4.final_cell_0272-0,acinar,inDrop,6.1266346,-6.086952
human3_lib3.final_cell_0163-0,acinar,inDrop,5.3041167,-6.9554915
human1_lib1.final_cell_0182-0,acinar,inDrop,4.7953486,-7.354137
human3_lib2.final_cell_0105-0,acinar,inDrop,6.324673,-5.9670033
human3_lib4.final_cell_0466-0,acinar,inDrop,5.6753097,-6.924333
human3_lib3.final_cell_0044-0,acinar,inDrop,6.2272844,-6.127637
human3_lib1.final_cell_0069-0,acinar,inDrop,5.5090857,-6.815906
human3_lib4.final_cell_0103-0,acinar,inDrop,6.50334,-7.9809647
human3_lib2.final_cell_0036-0,acinar,inDrop,6.137529,-6.3664517
human3_lib1.final_cell_0505-0,acinar,inDrop,5.8502398,-7.3697057
human3_lib2.final_cell_0267-0,acinar,inDrop,6.828733,-7.3904634
human3_lib3.final_cell_0703-0,acinar,inDrop,5.363332,-8.552103
human3_lib2.final_cell_0109-0,acinar,inDrop,5.9626102,-7.278628
human3_lib4.final_cell_0171-0,acinar,inDrop,5.03232,-8.254985
human3_lib2.final_cell_0134-0,acinar,inDrop,6.417261,-7.584565
human1_lib2.final_cell_0582-0,acinar,inDrop,5.0060825,-8.041497
human3_lib1.final_cell_0212-0,acinar,inDrop,5.263867,-8.396189
human3_lib2.final_cell_0675-0,acinar,inDrop,6.0281963,-6.089483
human3_lib3.final_cell_0205-0,acinar,inDrop,5.893064,-6.720979
human3_lib4.final_cell_0184-0,acinar,inDrop,6.2200127,-7.365711
human3_lib3.final_cell_0079-0,acinar,inDrop,5.8304534,-6.045757
human3_lib2.final_cell_0060-0,acinar,inDrop,6.2716217,-7.4025183
human3_lib1.final_cell_0204-0,acinar,inDrop,6.2104983,-6.2012596
human3_lib4.final_cell_0070-0,acinar,inDrop,5.113193,-6.8824706
