CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-10.822712,10.651017
D28.7_64,acinar,celseq2,5.120403,9.859199
D31.2_86,acinar,celseq2,7.1326785,10.843228
human3_lib2.final_cell_0055,acinar,inDrop,-12.45654,11.953994
human3_lib4.final_cell_0748,acinar,inDrop,-12.700032,11.3232975
human3_lib1.final_cell_0004,acinar,inDrop,-11.679292,10.84266
human3_lib2.final_cell_0497,acinar,inDrop,-11.088498,11.19018
human1_lib1.final_cell_0028,acinar,inDrop,-11.4584875,9.823589
D31.7_21,acinar,celseq2,8.109924,9.711445
human3_lib4.final_cell_0518,acinar,inDrop,-12.117924,9.2201
human3_lib1.final_cell_0005,acinar,inDrop,-11.213321,10.514989
D28.5_31,acinar,celseq2,7.053804,10.511986
human3_lib1.final_cell_0109,acinar,inDrop,-12.553029,11.955722
human3_lib3.final_cell_0385,acinar,inDrop,-12.491752,11.801199
human3_lib3.final_cell_0028,acinar,inDrop,-12.029024,11.70229
HP1502401_F13,acinar,smartseq2,6.916844,9.71961
human3_lib1.final_cell_0371,acinar,inDrop,-11.296227,10.06748
HP1506401_D24,acinar,smartseq2,5.741952,10.548222
human3_lib4.final_cell_0148,acinar,inDrop,-12.312312,11.26061
HP1502401_M22,acinar,smartseq2,5.4739666,9.686602
human3_lib4.final_cell_0072,acinar,inDrop,-12.356611,11.456688
human3_lib1.final_cell_0146,acinar,inDrop,-12.207077,10.785171
human3_lib1.final_cell_0642,acinar,inDrop,-10.756884,9.967763
human3_lib4.final_cell_0537,acinar,inDrop,-12.274665,11.25357
human3_lib1.final_cell_0026,acinar,inDrop,-12.1231165,11.687423
human1_lib1.final_cell_0047,acinar,inDrop,-12.611868,10.243343
human3_lib2.final_cell_0012,acinar,inDrop,-10.798404,10.663367
human3_lib4.final_cell_0034,acinar,inDrop,-12.126361,11.254346
D28.6_19,acinar,celseq2,7.240981,9.647508
human3_lib1.final_cell_0027,acinar,inDrop,-11.727681,11.535137
human3_lib3.final_cell_0235,acinar,inDrop,-11.674196,11.713011
human3_lib4.final_cell_0358,acinar,inDrop,-12.620102,11.037193
human3_lib4.final_cell_0292,acinar,inDrop,-12.709654,11.145963
human3_lib1.final_cell_0044,acinar,inDrop,-10.948145,10.555903
D30.5_79,acinar,celseq2,6.8789406,9.571585
D28.8_39,acinar,celseq2,5.4901066,10.2753
human1_lib3.final_cell_0031,acinar,inDrop,-11.829073,9.930483
human3_lib1.final_cell_0117,acinar,inDrop,-10.626502,10.528965
human3_lib2.final_cell_0083,acinar,inDrop,-10.741124,10.8033695
D30.6_37,acinar,celseq2,6.9917665,9.503489
HP1506401_B16,acinar,smartseq2,6.56877,10.88736
human3_lib1.final_cell_0112,acinar,inDrop,-12.433967,11.555849
human3_lib3.final_cell_0022,acinar,inDrop,-13.110071,11.444103
human3_lib1.final_cell_0391,acinar,inDrop,-11.564136,10.389203
human3_lib1.final_cell_0215,acinar,inDrop,-12.468826,10.81305
human1_lib1.final_cell_0461,acinar,inDrop,-11.7069435,10.022975
human3_lib2.final_cell_0685,acinar,inDrop,-11.9064865,10.377924
human3_lib4.final_cell_0272,acinar,inDrop,-10.987215,11.367654
HP1506401_D3,acinar,smartseq2,6.185803,10.988873
human3_lib3.final_cell_0163,acinar,inDrop,-12.005111,11.08272
human1_lib1.final_cell_0182,acinar,inDrop,-11.558686,10.151328
HP1504101T2D_J16,acinar,smartseq2,5.6747394,9.637538
human3_lib2.final_cell_0105,acinar,inDrop,-11.508382,10.805759
human3_lib4.final_cell_0466,acinar,inDrop,-12.210075,11.345996
D30.4_18,acinar,celseq2,5.8597264,9.776912
human3_lib3.final_cell_0044,acinar,inDrop,-11.211355,11.074764
D28.5_63,acinar,celseq2,6.218099,9.978343
HP1504901_F23,acinar,smartseq2,7.559685,10.400217
human3_lib1.final_cell_0069,acinar,inDrop,-11.8736315,10.736993
D31.3_89,acinar,celseq2,5.089406,9.993541
human3_lib4.final_cell_0103,acinar,inDrop,-12.033672,11.552335
human3_lib2.final_cell_0036,acinar,inDrop,-10.714192,11.12132
HP1506401_J15,acinar,smartseq2,5.614863,10.476071
human3_lib1.final_cell_0505,acinar,inDrop,-12.159593,11.09506
HP1506401_O16,acinar,smartseq2,6.458042,10.975131
human3_lib2.final_cell_0267,acinar,inDrop,-10.556619,10.259327
human3_lib3.final_cell_0703,acinar,inDrop,-13.131112,10.850564
human3_lib2.final_cell_0109,acinar,inDrop,-12.702983,11.652302
D30.2_53,acinar,celseq2,5.9156117,9.624517
human3_lib4.final_cell_0171,acinar,inDrop,-13.1254015,10.552566
HP1506401_N23,acinar,smartseq2,6.0425982,10.763771
D28.3_51,acinar,celseq2,4.955794,9.996724
human3_lib2.final_cell_0134,acinar,inDrop,-11.610848,11.648698
human1_lib2.final_cell_0582,acinar,inDrop,-13.037403,10.905002
D28.5_37,acinar,celseq2,7.009211,10.172517
human3_lib1.final_cell_0212,acinar,inDrop,-12.791549,11.309746
D28.3_90,acinar,celseq2,7.112401,10.291963
human3_lib2.final_cell_0675,acinar,inDrop,-11.88245,10.497002
D31.1_21,acinar,celseq2,7.358335,9.86118
human3_lib3.final_cell_0205,acinar,inDrop,-10.766765,10.746164
human3_lib4.final_cell_0184,acinar,inDrop,-11.665603,10.698642
human3_lib3.final_cell_0079,acinar,inDrop,-11.26875,10.698787
human3_lib2.final_cell_0060,acinar,inDrop,-11.957567,10.890664
human3_lib1.final_cell_0204,acinar,inDrop,-11.3058405,11.276843
HP1506401_N9,acinar,smartseq2,6.5326295,11.0058155
HP1526901T2D_H2,acinar,smartseq2,5.4681096,9.711279
human3_lib4.final_cell_0070,acinar,inDrop,-11.519967,10.513898
human3_lib3.final_cell_0415,acinar,inDrop,-11.722513,10.456909
HP1525301T2D_F10,acinar,smartseq2,5.7147493,9.684829
D31.5_69,acinar,celseq2,7.554336,9.504439
human3_lib3.final_cell_0208,acinar,inDrop,-11.893407,11.462868
human3_lib1.final_cell_0038,acinar,inDrop,-11.640559,11.432411
human3_lib4.final_cell_0533,acinar,inDrop,-12.306934,10.81279
