CellID,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013-0,acinar,inDrop,7.4823513,-7.8893695
human3_lib2.final_cell_0055-0,acinar,inDrop,7.9488544,-8.724973
human3_lib4.final_cell_0748-0,acinar,inDrop,7.0316815,-8.451388
human3_lib1.final_cell_0004-0,acinar,inDrop,6.3574457,-7.8669662
human3_lib2.final_cell_0497-0,acinar,inDrop,5.4552975,-7.2655387
human1_lib1.final_cell_0028-0,acinar,inDrop,5.719175,-7.6421223
human3_lib4.final_cell_0518-0,acinar,inDrop,6.5745616,-7.9837065
human3_lib1.final_cell_0005-0,acinar,inDrop,6.1264143,-7.9419837
human3_lib1.final_cell_0109-0,acinar,inDrop,7.5431476,-8.210294
human3_lib3.final_cell_0385-0,acinar,inDrop,6.737432,-9.3836355
human3_lib3.final_cell_0028-0,acinar,inDrop,6.645386,-8.659008
human3_lib1.final_cell_0371-0,acinar,inDrop,6.518035,-9.723641
human3_lib4.final_cell_0148-0,acinar,inDrop,6.045835,-8.685164
human3_lib4.final_cell_0072-0,acinar,inDrop,7.0015907,-7.853927
human3_lib1.final_cell_0146-0,acinar,inDrop,7.1770997,-8.297056
human3_lib1.final_cell_0642-0,acinar,inDrop,6.7292705,-9.654476
human3_lib4.final_cell_0537-0,acinar,inDrop,7.054129,-8.831102
human3_lib1.final_cell_0026-0,acinar,inDrop,6.950544,-8.664352
human1_lib1.final_cell_0047-0,acinar,inDrop,6.242065,-9.664522
human3_lib2.final_cell_0012-0,acinar,inDrop,5.8789754,-7.795251
human3_lib4.final_cell_0034-0,acinar,inDrop,7.1051164,-8.702117
human3_lib1.final_cell_0027-0,acinar,inDrop,5.6297956,-8.338464
human3_lib3.final_cell_0235-0,acinar,inDrop,7.2790737,-7.7004404
human3_lib4.final_cell_0358-0,acinar,inDrop,7.726532,-8.467756
human3_lib4.final_cell_0292-0,acinar,inDrop,7.813718,-8.64599
human3_lib1.final_cell_0044-0,acinar,inDrop,6.4063663,-7.383989
human1_lib3.final_cell_0031-0,acinar,inDrop,5.616089,-9.037095
human3_lib1.final_cell_0117-0,acinar,inDrop,5.9939165,-7.7590876
human3_lib2.final_cell_0083-0,acinar,inDrop,6.097835,-7.8648186
human3_lib1.final_cell_0112-0,acinar,inDrop,6.805633,-8.105693
human3_lib3.final_cell_0022-0,acinar,inDrop,7.2223372,-9.891591
human3_lib1.final_cell_0391-0,acinar,inDrop,5.360466,-8.220112
human3_lib1.final_cell_0215-0,acinar,inDrop,6.374372,-9.370776
human1_lib1.final_cell_0461-0,acinar,inDrop,5.3812656,-8.945344
human3_lib2.final_cell_0685-0,acinar,inDrop,5.2955036,-8.660406
human3_lib4.final_cell_0272-0,acinar,inDrop,5.587975,-7.2835197
human3_lib3.final_cell_0163-0,acinar,inDrop,6.240698,-8.360962
human1_lib1.final_cell_0182-0,acinar,inDrop,5.634396,-9.182224
human3_lib2.final_cell_0105-0,acinar,inDrop,5.977106,-7.23276
human3_lib4.final_cell_0466-0,acinar,inDrop,6.510178,-8.937973
human3_lib3.final_cell_0044-0,acinar,inDrop,6.3973446,-7.436357
human3_lib1.final_cell_0069-0,acinar,inDrop,5.836739,-8.536477
human3_lib4.final_cell_0103-0,acinar,inDrop,7.416536,-8.392781
human3_lib2.final_cell_0036-0,acinar,inDrop,6.0178614,-7.485664
human3_lib1.final_cell_0505-0,acinar,inDrop,6.8031588,-8.812566
human3_lib2.final_cell_0267-0,acinar,inDrop,7.2542624,-7.781117
human3_lib3.final_cell_0703-0,acinar,inDrop,7.09151,-9.957473
human3_lib2.final_cell_0109-0,acinar,inDrop,6.5022163,-8.456429
human3_lib4.final_cell_0171-0,acinar,inDrop,6.409145,-10.015664
human3_lib2.final_cell_0134-0,acinar,inDrop,7.245919,-8.040658
human1_lib2.final_cell_0582-0,acinar,inDrop,6.5624733,-9.931879
human3_lib1.final_cell_0212-0,acinar,inDrop,6.840553,-9.936103
human3_lib2.final_cell_0675-0,acinar,inDrop,5.761449,-7.3777366
human3_lib3.final_cell_0205-0,acinar,inDrop,6.0518684,-8.087196
human3_lib4.final_cell_0184-0,acinar,inDrop,6.781306,-8.099585
human3_lib3.final_cell_0079-0,acinar,inDrop,5.491557,-7.6720614
