index,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-0.146127,14.105554
D28.7_64,acinar,celseq2,9.282653,-6.5268984
D31.2_86,acinar,celseq2,8.310858,-4.2273493
human3_lib2.final_cell_0055,acinar,inDrop,-0.84287775,14.662304
human3_lib4.final_cell_0748,acinar,inDrop,-1.5908397,13.595886
human3_lib1.final_cell_0004,acinar,inDrop,0.5004182,12.9988985
human3_lib2.final_cell_0497,acinar,inDrop,-0.096905105,12.272372
human1_lib1.final_cell_0028,acinar,inDrop,-0.6020206,11.8058605
D31.7_21,acinar,celseq2,8.768652,-0.56981385
human3_lib4.final_cell_0518,acinar,inDrop,-0.76783264,11.920753
human3_lib1.final_cell_0005,acinar,inDrop,0.67507225,12.744659
D28.5_31,acinar,celseq2,8.443079,-4.066225
human3_lib1.final_cell_0109,acinar,inDrop,-1.0805545,14.236971
human3_lib3.final_cell_0385,acinar,inDrop,-0.6064855,13.910544
human3_lib3.final_cell_0028,acinar,inDrop,-0.13304617,13.902853
HP1502401_F13,acinar,smartseq2,9.084498,-3.5488548
human3_lib1.final_cell_0371,acinar,inDrop,-1.1256053,13.949045
HP1506401_D24,acinar,smartseq2,8.166792,-5.548951
human3_lib4.final_cell_0148,acinar,inDrop,-0.59025985,13.770474
HP1502401_M22,acinar,smartseq2,9.139881,-5.5881867
human3_lib4.final_cell_0072,acinar,inDrop,0.22440043,13.785878
human3_lib1.final_cell_0146,acinar,inDrop,-0.599794,13.332238
human3_lib1.final_cell_0642,acinar,inDrop,-1.4839985,13.539548
human3_lib4.final_cell_0537,acinar,inDrop,-1.405145,13.702313
human3_lib1.final_cell_0026,acinar,inDrop,-0.40600386,14.180675
human1_lib1.final_cell_0047,acinar,inDrop,-1.4860646,12.2882805
human3_lib2.final_cell_0012,acinar,inDrop,0.73566955,12.358932
human3_lib4.final_cell_0034,acinar,inDrop,-0.4873767,14.466829
D28.6_19,acinar,celseq2,8.986976,-3.232904
human3_lib1.final_cell_0027,acinar,inDrop,0.42130914,12.695968
human3_lib3.final_cell_0235,acinar,inDrop,-0.015491755,13.974977
human3_lib4.final_cell_0358,acinar,inDrop,-1.8433284,14.203583
human3_lib4.final_cell_0292,acinar,inDrop,-0.8465539,14.416501
human3_lib1.final_cell_0044,acinar,inDrop,0.34116182,12.45351
D30.5_79,acinar,celseq2,9.259949,-3.5809002
D28.8_39,acinar,celseq2,8.810572,-5.6624355
human1_lib3.final_cell_0031,acinar,inDrop,-1.1849049,12.098004
human3_lib1.final_cell_0117,acinar,inDrop,-0.22055045,13.031191
human3_lib2.final_cell_0083,acinar,inDrop,0.3207516,13.023168
D30.6_37,acinar,celseq2,9.056786,-3.3950772
HP1506401_B16,acinar,smartseq2,8.10185,-4.7500806
human3_lib1.final_cell_0112,acinar,inDrop,-0.20755342,13.888854
human3_lib3.final_cell_0022,acinar,inDrop,-1.2013096,14.357944
human3_lib1.final_cell_0391,acinar,inDrop,-0.18251832,12.060032
human3_lib1.final_cell_0215,acinar,inDrop,-1.3965048,13.670522
human1_lib1.final_cell_0461,acinar,inDrop,-1.1760547,11.868933
human3_lib2.final_cell_0685,acinar,inDrop,-0.6107391,12.251219
human3_lib4.final_cell_0272,acinar,inDrop,0.24723488,12.429482
HP1506401_D3,acinar,smartseq2,7.933299,-5.4865656
human3_lib3.final_cell_0163,acinar,inDrop,-0.6061289,12.565384
human1_lib1.final_cell_0182,acinar,inDrop,-1.285903,12.438217
HP1504101T2D_J16,acinar,smartseq2,9.12277,-5.18648
human3_lib2.final_cell_0105,acinar,inDrop,0.30363286,12.215066
human3_lib4.final_cell_0466,acinar,inDrop,-1.8457557,13.799266
D30.4_18,acinar,celseq2,8.9623375,-5.001324
human3_lib3.final_cell_0044,acinar,inDrop,0.20367393,12.454781
D28.5_63,acinar,celseq2,9.016593,-4.6107125
HP1504901_F23,acinar,smartseq2,9.026055,-2.6725354
human3_lib1.final_cell_0069,acinar,inDrop,0.0070110653,12.751499
D31.3_89,acinar,celseq2,9.087419,-6.129108
human3_lib4.final_cell_0103,acinar,inDrop,-0.4723193,14.393085
human3_lib2.final_cell_0036,acinar,inDrop,0.17439015,11.917933
HP1506401_J15,acinar,smartseq2,8.18365,-5.609101
human3_lib1.final_cell_0505,acinar,inDrop,-1.827779,13.754745
HP1506401_O16,acinar,smartseq2,8.019669,-5.0664854
human3_lib2.final_cell_0267,acinar,inDrop,-0.20507093,13.859954
human3_lib3.final_cell_0703,acinar,inDrop,-1.7587714,13.914897
human3_lib2.final_cell_0109,acinar,inDrop,-1.0626494,12.494417
D30.2_53,acinar,celseq2,9.246214,-4.9027395
human3_lib4.final_cell_0171,acinar,inDrop,-1.1109077,13.680017
HP1506401_N23,acinar,smartseq2,7.931111,-5.3394527
D28.3_51,acinar,celseq2,9.156153,-6.4175797
human3_lib2.final_cell_0134,acinar,inDrop,-0.8454981,13.83316
human1_lib2.final_cell_0582,acinar,inDrop,-1.8256159,13.601394
D28.5_37,acinar,celseq2,8.805916,-3.8219588
human3_lib1.final_cell_0212,acinar,inDrop,-1.6092985,14.096429
D28.3_90,acinar,celseq2,8.490554,-3.9893618
human3_lib2.final_cell_0675,acinar,inDrop,-0.69270784,13.131076
D31.1_21,acinar,celseq2,9.095168,-2.9092138
human3_lib3.final_cell_0205,acinar,inDrop,-0.1641205,12.903907
human3_lib4.final_cell_0184,acinar,inDrop,0.054355342,12.75181
human3_lib3.final_cell_0079,acinar,inDrop,0.2278488,12.182602
human3_lib2.final_cell_0060,acinar,inDrop,-0.36058968,13.400593
human3_lib1.final_cell_0204,acinar,inDrop,0.16334115,12.8433075
HP1506401_N9,acinar,smartseq2,7.990129,-5.026534
HP1526901T2D_H2,acinar,smartseq2,9.326958,-5.7261353
human3_lib4.final_cell_0070,acinar,inDrop,0.23599252,12.508982
human3_lib3.final_cell_0415,acinar,inDrop,-0.5486465,12.355721
HP1525301T2D_F10,acinar,smartseq2,9.320899,-5.179364
D31.5_69,acinar,celseq2,9.53996,-2.505699
human3_lib3.final_cell_0208,acinar,inDrop,-0.24175495,13.976662
human3_lib1.final_cell_0038,acinar,inDrop,0.53342915,12.906426
human3_lib4.final_cell_0533,acinar,inDrop,-1.6053838,13.571314
human1_lib3.final_cell_0231,acinar,inDrop,-1.608364,12.51752
HP1504101T2D_C11,acinar,smartseq2,9.056583,-5.8273473
human3_lib3.final_cell_0066,acinar,inDrop,-0.32594302,13.838921
human3_lib4.final_cell_0108,acinar,inDrop,-0.3424722,12.944244
D30.7_1,acinar,celseq2,8.810775,-5.41741
human3_lib3.final_cell_0301,acinar,inDrop,-0.38505402,12.369343
human3_lib4.final_cell_0149,acinar,inDrop,-1.7957072,14.301299
HP1508501T2D_B14,acinar,smartseq2,8.378428,-5.915507
human3_lib4.final_cell_0003,acinar,inDrop,-0.29259354,14.142086
human3_lib3.final_cell_0266,acinar,inDrop,-0.017076518,12.201689
human3_lib1.final_cell_0373,acinar,inDrop,-2.1227963,14.291516
D30.7_24,acinar,celseq2,9.049636,-3.1339989
human3_lib1.final_cell_0172,acinar,inDrop,-0.16209218,11.900447
human3_lib2.final_cell_0003,acinar,inDrop,0.401877,13.47235
AZ_F6,acinar,smartseq2,8.382178,-5.630712
HP1508501T2D_I10,acinar,smartseq2,8.6563425,-6.18103
human3_lib3.final_cell_0166,acinar,inDrop,-1.1849253,13.851968
human3_lib2.final_cell_0101,acinar,inDrop,0.34701622,12.295926
HP1508501T2D_G17,acinar,smartseq2,8.738467,-6.1540093
HP1525301T2D_L5,acinar,smartseq2,9.148526,-5.5828385
human3_lib2.final_cell_0277,acinar,inDrop,0.16644761,12.358005
D28.6_63,acinar,celseq2,8.941599,-5.9884653
human3_lib3.final_cell_0045,acinar,inDrop,-0.70218754,14.319355
HP1502401_G18,acinar,smartseq2,8.924575,-5.208422
human3_lib1.final_cell_0483,acinar,inDrop,-0.9711225,13.4465685
human3_lib4.final_cell_0575,acinar,inDrop,-2.0011637,14.17723
human3_lib4.final_cell_0519,acinar,inDrop,-1.1595994,13.435385
human3_lib4.final_cell_0512,acinar,inDrop,-1.2250694,13.202629
