,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-1.9806852,13.024514
D28.7_64,acinar,celseq2,-11.511812,-8.3219
D31.2_86,acinar,celseq2,-9.636907,-7.720462
human3_lib2.final_cell_0055,acinar,inDrop,-2.9394054,12.603835
human3_lib4.final_cell_0748,acinar,inDrop,-2.940246,10.722081
human3_lib1.final_cell_0004,acinar,inDrop,-0.9132436,13.039723
human3_lib2.final_cell_0497,acinar,inDrop,-1.5806311,11.116024
human1_lib1.final_cell_0028,acinar,inDrop,-1.070453,10.391717
D31.7_21,acinar,celseq2,-7.476922,-6.273321
human3_lib4.final_cell_0518,acinar,inDrop,6.5842953,-2.7093008
human3_lib1.final_cell_0005,acinar,inDrop,-0.74306923,12.989583
D28.5_31,acinar,celseq2,-10.052277,-8.0456915
human3_lib1.final_cell_0109,acinar,inDrop,-2.8637362,12.418214
human3_lib3.final_cell_0385,acinar,inDrop,-2.0737617,12.346038
human3_lib3.final_cell_0028,acinar,inDrop,-1.9505736,12.986035
HP1502401_F13,acinar,smartseq2,-9.609007,-6.7756343
human3_lib1.final_cell_0371,acinar,inDrop,-2.5924842,12.148363
HP1506401_D24,acinar,smartseq2,-11.2232485,-8.264962
human3_lib4.final_cell_0148,acinar,inDrop,-1.9588166,12.348838
HP1502401_M22,acinar,smartseq2,-11.531646,-7.4968843
human3_lib4.final_cell_0072,acinar,inDrop,-1.8819197,12.467691
human3_lib1.final_cell_0146,acinar,inDrop,-2.4207003,11.424704
human3_lib1.final_cell_0642,acinar,inDrop,-3.2653463,11.015448
human3_lib4.final_cell_0537,acinar,inDrop,-3.481742,11.622918
human3_lib1.final_cell_0026,acinar,inDrop,-2.0600255,12.98549
human1_lib1.final_cell_0047,acinar,inDrop,-1.6676853,11.746013
human3_lib2.final_cell_0012,acinar,inDrop,-1.115044,11.874336
human3_lib4.final_cell_0034,acinar,inDrop,-2.3621683,13.075087
D28.6_19,acinar,celseq2,-9.347063,-6.5733867
human3_lib1.final_cell_0027,acinar,inDrop,-1.6244991,12.82678
human3_lib3.final_cell_0235,acinar,inDrop,-2.4224515,12.811795
human3_lib4.final_cell_0358,acinar,inDrop,-2.9748483,10.918715
human3_lib4.final_cell_0292,acinar,inDrop,-2.7037268,11.921185
human3_lib1.final_cell_0044,acinar,inDrop,-0.8085807,11.929393
D30.5_79,acinar,celseq2,-9.375285,-6.4784694
D28.8_39,acinar,celseq2,-11.337888,-8.210825
human1_lib3.final_cell_0031,acinar,inDrop,-1.0505617,10.797908
human3_lib1.final_cell_0117,acinar,inDrop,-1.8156426,11.386852
human3_lib2.final_cell_0083,acinar,inDrop,-1.2838093,11.996563
D30.6_37,acinar,celseq2,-9.326692,-6.504158
HP1506401_B16,acinar,smartseq2,-9.769814,-7.948841
human3_lib1.final_cell_0112,acinar,inDrop,-2.3475618,12.7052
human3_lib3.final_cell_0022,acinar,inDrop,-3.2685678,12.455583
human3_lib1.final_cell_0391,acinar,inDrop,-1.5171762,11.270674
human3_lib1.final_cell_0215,acinar,inDrop,-3.2417424,12.001506
human1_lib1.final_cell_0461,acinar,inDrop,-2.0500753,9.2970085
human3_lib2.final_cell_0685,acinar,inDrop,-2.4428566,10.754655
human3_lib4.final_cell_0272,acinar,inDrop,-1.0789981,11.678937
HP1506401_D3,acinar,smartseq2,-10.306553,-8.312804
human3_lib3.final_cell_0163,acinar,inDrop,-1.5378968,12.299089
human1_lib1.final_cell_0182,acinar,inDrop,-2.0778048,10.791461
HP1504101T2D_J16,acinar,smartseq2,-11.254332,-7.461497
human3_lib2.final_cell_0105,acinar,inDrop,-0.84148383,11.247497
human3_lib4.final_cell_0466,acinar,inDrop,-3.2250726,11.958569
D30.4_18,acinar,celseq2,-11.045057,-7.411611
human3_lib3.final_cell_0044,acinar,inDrop,-0.7736476,12.375207
D28.5_63,acinar,celseq2,-11.64956,-7.6270275
HP1504901_F23,acinar,smartseq2,-9.132394,-7.0007677
human3_lib1.final_cell_0069,acinar,inDrop,-1.5366282,12.439104
D31.3_89,acinar,celseq2,-11.209417,-7.87535
human3_lib4.final_cell_0103,acinar,inDrop,-2.8067663,12.635265
human3_lib2.final_cell_0036,acinar,inDrop,-1.2029562,11.374395
HP1506401_J15,acinar,smartseq2,-11.430553,-8.406979
human3_lib1.final_cell_0505,acinar,inDrop,-2.9795544,10.858746
HP1506401_O16,acinar,smartseq2,-10.064177,-8.200378
human3_lib2.final_cell_0267,acinar,inDrop,-1.8603897,12.905031
human3_lib3.final_cell_0703,acinar,inDrop,-3.8784392,11.470769
human3_lib2.final_cell_0109,acinar,inDrop,-1.5075692,12.475272
D30.2_53,acinar,celseq2,-11.444807,-7.4181085
human3_lib4.final_cell_0171,acinar,inDrop,-2.7877843,11.95889
HP1506401_N23,acinar,smartseq2,-10.668325,-8.254411
D28.3_51,acinar,celseq2,-11.513804,-8.310339
human3_lib2.final_cell_0134,acinar,inDrop,-2.7063527,12.594627
human1_lib2.final_cell_0582,acinar,inDrop,-3.3475933,10.549061
D28.5_37,acinar,celseq2,-9.61134,-6.9586716
human3_lib1.final_cell_0212,acinar,inDrop,-3.5410328,11.590619
D28.3_90,acinar,celseq2,-9.572653,-7.2530417
human3_lib2.final_cell_0675,acinar,inDrop,-2.341453,11.054357
D31.1_21,acinar,celseq2,-8.750524,-6.284418
human3_lib3.final_cell_0205,acinar,inDrop,-1.7399958,11.469272
human3_lib4.final_cell_0184,acinar,inDrop,-2.0163703,11.344124
human3_lib3.final_cell_0079,acinar,inDrop,-0.90167564,11.592725
human3_lib2.final_cell_0060,acinar,inDrop,-2.146294,11.799438
human3_lib1.final_cell_0204,acinar,inDrop,-1.5693219,11.875945
HP1506401_N9,acinar,smartseq2,-10.032007,-8.087083
HP1526901T2D_H2,acinar,smartseq2,-11.539673,-7.816988
human3_lib4.final_cell_0070,acinar,inDrop,-1.4132692,11.112898
human3_lib3.final_cell_0415,acinar,inDrop,-2.0429096,10.482893
HP1525301T2D_F10,acinar,smartseq2,-11.545717,-7.709275
D31.5_69,acinar,celseq2,-8.150198,-5.692079
human3_lib3.final_cell_0208,acinar,inDrop,-2.130512,11.583361
human3_lib1.final_cell_0038,acinar,inDrop,-1.2269157,13.032036
human3_lib4.final_cell_0533,acinar,inDrop,-3.2581835,11.187407
human1_lib3.final_cell_0231,acinar,inDrop,-2.1519635,11.148665
HP1504101T2D_C11,acinar,smartseq2,-11.765396,-8.205085
human3_lib3.final_cell_0066,acinar,inDrop,-1.8472475,12.448612
human3_lib4.final_cell_0108,acinar,inDrop,-1.7194095,11.425978
D30.7_1,acinar,celseq2,-11.108803,-7.8802485
human3_lib3.final_cell_0301,acinar,inDrop,-1.4244008,11.413988
human3_lib4.final_cell_0149,acinar,inDrop,-3.6360128,12.022106
HP1508501T2D_B14,acinar,smartseq2,-11.238872,-8.333152
human3_lib4.final_cell_0003,acinar,inDrop,-2.1486435,12.93397
human3_lib3.final_cell_0266,acinar,inDrop,-1.5328937,11.2091675
human3_lib1.final_cell_0373,acinar,inDrop,-3.5754962,11.279977
D30.7_24,acinar,celseq2,-9.188706,-6.5465236
human3_lib1.final_cell_0172,acinar,inDrop,-0.7625691,11.269909
human3_lib2.final_cell_0003,acinar,inDrop,-1.4210817,12.364045
AZ_F6,acinar,smartseq2,-10.590676,-8.237621
HP1508501T2D_I10,acinar,smartseq2,-11.585744,-8.48594
human3_lib3.final_cell_0166,acinar,inDrop,-2.978734,12.037074
human3_lib2.final_cell_0101,acinar,inDrop,-1.2805066,11.35449
HP1508501T2D_G17,acinar,smartseq2,-11.209301,-8.203263
HP1525301T2D_L5,acinar,smartseq2,-11.196424,-7.57208
human3_lib2.final_cell_0277,acinar,inDrop,-0.93847644,11.663518
D28.6_63,acinar,celseq2,-11.223992,-7.6877728
human3_lib3.final_cell_0045,acinar,inDrop,-2.5919223,12.824586
HP1502401_G18,acinar,smartseq2,-10.9347515,-7.428987
human3_lib1.final_cell_0483,acinar,inDrop,-2.5316126,11.602834
human3_lib4.final_cell_0575,acinar,inDrop,-3.7185726,11.602573
human3_lib4.final_cell_0519,acinar,inDrop,-3.0120528,10.743461
human3_lib4.final_cell_0512,acinar,inDrop,-2.6180794,11.093896
human3_lib4.final_cell_0615,acinar,inDrop,5.099388,-1.7654215
human3_lib4.final_cell_0555,acinar,inDrop,-2.7935684,10.778457
human3_lib3.final_cell_0803,acinar,inDrop,-2.9808278,10.829933
human3_lib1.final_cell_0013,acinar,inDrop,-1.2491338,12.959437
D31.2_75,acinar,celseq2,-10.623377,-8.083332
HP1506401_B14,acinar,smartseq2,-9.990272,-8.170755
human3_lib2.final_cell_0006,acinar,inDrop,-1.6859593,13.132173
human3_lib1.final_cell_0300,acinar,inDrop,-3.6077042,11.432284
D30.3_91,acinar,celseq2,-10.148335,-7.087997
human3_lib4.final_cell_0155,acinar,inDrop,-2.056318,12.535129
human3_lib1.final_cell_0307,acinar,inDrop,-1.549245,11.173935
human3_lib3.final_cell_0551,acinar,inDrop,-3.2802174,11.712286
human3_lib2.final_cell_0069,acinar,inDrop,-0.64358646,11.653995
human3_lib3.final_cell_0111,acinar,inDrop,-1.1156554,12.275301
human3_lib4.final_cell_0087,acinar,inDrop,-1.4506782,11.593294
human3_lib2.final_cell_0299,acinar,inDrop,-2.9681718,12.49071
human3_lib2.final_cell_0108,acinar,inDrop,-0.8815001,11.492462
HP1506401_J2,acinar,smartseq2,-11.203356,-8.106773
D31.5_70,acinar,celseq2,-9.887055,-7.6958513
human3_lib1.final_cell_0214,acinar,inDrop,-2.958093,11.066995
human3_lib2.final_cell_0107,acinar,inDrop,-2.3308637,12.714485
human3_lib4.final_cell_0742,acinar,inDrop,-3.6071079,11.190206
human1_lib3.final_cell_0043,acinar,inDrop,-1.46914,10.642452
human3_lib1.final_cell_0035,acinar,inDrop,-1.4536215,12.365223
human3_lib3.final_cell_0685,acinar,inDrop,-3.624178,11.87007
human1_lib3.final_cell_0469,acinar,inDrop,-1.1532574,10.079184
HP1502401_C1,acinar,smartseq2,-11.786284,-7.2662907
HP1506401_N5,acinar,smartseq2,-9.668802,-7.8506665
D31.7_77,acinar,celseq2,-10.505426,-7.7214518
human1_lib1.final_cell_0436,acinar,inDrop,-2.844943,10.22249
D31.6_9,acinar,celseq2,-11.048349,-7.283922
human3_lib2.final_cell_0020,acinar,inDrop,-0.75410384,12.095847
human3_lib2.final_cell_0180,acinar,inDrop,-3.2356534,12.455775
human3_lib3.final_cell_0139,acinar,inDrop,-2.312152,12.304677
D28.3_25,acinar,celseq2,-10.976896,-8.008196
human3_lib1.final_cell_0268,acinar,inDrop,-2.573005,11.553816
human3_lib4.final_cell_0746,acinar,inDrop,-3.5534065,11.206018
human3_lib1.final_cell_0006,acinar,inDrop,-0.6899432,12.995019
human3_lib3.final_cell_0227,acinar,inDrop,-1.2251772,11.555822
human3_lib3.final_cell_0059,acinar,inDrop,-0.85728043,11.853024
HP1502401_J2,acinar,smartseq2,-11.230778,-7.4428
