,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0013,acinar,inDrop,-13.823113,-4.406219
human3_lib2.final_cell_0055,acinar,inDrop,-13.298645,-4.6978006
human3_lib4.final_cell_0748,acinar,inDrop,-11.932723,-3.7367728
human3_lib1.final_cell_0004,acinar,inDrop,-14.736506,-4.120009
human3_lib2.final_cell_0497,acinar,inDrop,-13.78031,-3.3159084
human1_lib1.final_cell_0028,acinar,inDrop,-13.924734,-3.0800066
human3_lib4.final_cell_0518,acinar,inDrop,-12.349645,-3.0180745
human3_lib1.final_cell_0005,acinar,inDrop,-15.154908,-3.8527584
human3_lib1.final_cell_0109,acinar,inDrop,-12.811861,-4.7232137
human3_lib3.final_cell_0385,acinar,inDrop,-13.231734,-4.3272357
human3_lib3.final_cell_0028,acinar,inDrop,-14.047902,-4.5546484
human3_lib1.final_cell_0371,acinar,inDrop,-12.95021,-4.2322135
human3_lib4.final_cell_0148,acinar,inDrop,-13.387291,-3.9740603
human3_lib4.final_cell_0072,acinar,inDrop,-13.670599,-4.121331
human3_lib1.final_cell_0146,acinar,inDrop,-13.271847,-3.7775946
human3_lib1.final_cell_0642,acinar,inDrop,-12.385453,-3.698815
human3_lib4.final_cell_0537,acinar,inDrop,-12.31305,-4.1374526
human3_lib1.final_cell_0026,acinar,inDrop,-13.58418,-4.6401906
human1_lib1.final_cell_0047,acinar,inDrop,-13.499965,-2.6864445
human3_lib2.final_cell_0012,acinar,inDrop,-14.400994,-3.7062242
human3_lib4.final_cell_0034,acinar,inDrop,-13.717817,-4.6668415
human3_lib1.final_cell_0027,acinar,inDrop,-14.450454,-3.9776993
human3_lib3.final_cell_0235,acinar,inDrop,-13.867922,-4.473711
human3_lib4.final_cell_0358,acinar,inDrop,-12.103048,-4.0110483
human3_lib4.final_cell_0292,acinar,inDrop,-13.0347395,-4.819693
human3_lib1.final_cell_0044,acinar,inDrop,-14.823097,-3.9577615
human1_lib3.final_cell_0031,acinar,inDrop,-13.810514,-2.8605273
human3_lib1.final_cell_0117,acinar,inDrop,-13.847091,-3.6300492
human3_lib2.final_cell_0083,acinar,inDrop,-14.097929,-4.027307
human3_lib1.final_cell_0112,acinar,inDrop,-13.569783,-4.653763
human3_lib3.final_cell_0022,acinar,inDrop,-12.639885,-4.7073956
human3_lib1.final_cell_0391,acinar,inDrop,-14.026854,-3.4155009
human3_lib1.final_cell_0215,acinar,inDrop,-12.567652,-4.2046647
human1_lib1.final_cell_0461,acinar,inDrop,-12.243631,-3.1260502
human3_lib2.final_cell_0685,acinar,inDrop,-13.0920515,-3.421909
human3_lib4.final_cell_0272,acinar,inDrop,-14.254874,-3.8936841
human3_lib3.final_cell_0163,acinar,inDrop,-13.637868,-4.108325
human1_lib1.final_cell_0182,acinar,inDrop,-13.23669,-3.1476753
human3_lib2.final_cell_0105,acinar,inDrop,-14.568427,-3.3995373
human3_lib4.final_cell_0466,acinar,inDrop,-11.992787,-4.24832
human3_lib3.final_cell_0044,acinar,inDrop,-14.722487,-4.2927036
human3_lib1.final_cell_0069,acinar,inDrop,-14.238747,-4.054227
human3_lib4.final_cell_0103,acinar,inDrop,-13.608172,-4.859561
human3_lib2.final_cell_0036,acinar,inDrop,-14.631197,-3.578498
human3_lib1.final_cell_0505,acinar,inDrop,-12.126359,-4.0425596
human3_lib2.final_cell_0267,acinar,inDrop,-13.821212,-4.529541
human3_lib3.final_cell_0703,acinar,inDrop,-12.005187,-3.9484868
human3_lib2.final_cell_0109,acinar,inDrop,-13.37199,-3.2830698
human3_lib4.final_cell_0171,acinar,inDrop,-12.906521,-4.144573
human3_lib2.final_cell_0134,acinar,inDrop,-13.054238,-4.414799
human1_lib2.final_cell_0582,acinar,inDrop,-11.965774,-3.7520313
human3_lib1.final_cell_0212,acinar,inDrop,-12.338957,-4.233157
human3_lib2.final_cell_0675,acinar,inDrop,-13.109142,-3.7724311
human3_lib3.final_cell_0205,acinar,inDrop,-13.848246,-3.895341
human3_lib4.final_cell_0184,acinar,inDrop,-13.703909,-3.873907
human3_lib3.final_cell_0079,acinar,inDrop,-14.505183,-3.3508632
human3_lib2.final_cell_0060,acinar,inDrop,-13.779175,-4.3693323
human3_lib1.final_cell_0204,acinar,inDrop,-14.195188,-3.8596108
human3_lib4.final_cell_0070,acinar,inDrop,-13.892996,-3.4932373
human3_lib3.final_cell_0415,acinar,inDrop,-13.176182,-3.2742913
human3_lib3.final_cell_0208,acinar,inDrop,-13.51862,-3.6944408
human3_lib1.final_cell_0038,acinar,inDrop,-14.5089035,-4.0929093
human3_lib4.final_cell_0533,acinar,inDrop,-12.110726,-3.7587845
human1_lib3.final_cell_0231,acinar,inDrop,-12.837479,-3.5704749
human3_lib3.final_cell_0066,acinar,inDrop,-13.427859,-4.162304
human3_lib4.final_cell_0108,acinar,inDrop,-14.052252,-3.7335691
human3_lib3.final_cell_0301,acinar,inDrop,-13.80894,-3.690488
human3_lib4.final_cell_0149,acinar,inDrop,-12.290745,-4.540938
human3_lib4.final_cell_0003,acinar,inDrop,-13.508951,-4.800395
human3_lib3.final_cell_0266,acinar,inDrop,-14.236094,-3.7059515
human3_lib1.final_cell_0373,acinar,inDrop,-11.899288,-4.263818
human3_lib1.final_cell_0172,acinar,inDrop,-14.679811,-3.4268982
human3_lib2.final_cell_0003,acinar,inDrop,-14.029681,-4.1977835
human3_lib3.final_cell_0166,acinar,inDrop,-12.66554,-4.310937
human3_lib2.final_cell_0101,acinar,inDrop,-14.319603,-3.536314
human3_lib2.final_cell_0277,acinar,inDrop,-14.29305,-3.9568865
human3_lib3.final_cell_0045,acinar,inDrop,-13.215935,-4.7115436
human3_lib1.final_cell_0483,acinar,inDrop,-13.04245,-3.5840173
human3_lib4.final_cell_0575,acinar,inDrop,-11.833112,-4.235514
human3_lib4.final_cell_0519,acinar,inDrop,-12.385804,-3.843386
human3_lib4.final_cell_0512,acinar,inDrop,-12.859184,-3.9862895
human3_lib4.final_cell_0615,acinar,inDrop,-11.43471,-3.6748888
human3_lib4.final_cell_0555,acinar,inDrop,-12.089188,-4.044326
human3_lib3.final_cell_0803,acinar,inDrop,-12.441806,-3.7731414
human3_lib1.final_cell_0013,acinar,inDrop,-14.628234,-4.158059
human3_lib2.final_cell_0006,acinar,inDrop,-13.880384,-3.88447
human3_lib1.final_cell_0300,acinar,inDrop,-12.368677,-4.414852
human3_lib4.final_cell_0155,acinar,inDrop,-13.611786,-4.4869213
human3_lib1.final_cell_0307,acinar,inDrop,-14.115434,-3.7286556
human3_lib3.final_cell_0551,acinar,inDrop,-12.389692,-4.4084606
human3_lib2.final_cell_0069,acinar,inDrop,-14.693226,-3.6714103
human3_lib3.final_cell_0111,acinar,inDrop,-14.615744,-3.944604
human3_lib4.final_cell_0087,acinar,inDrop,-13.717639,-3.448566
human3_lib2.final_cell_0299,acinar,inDrop,-13.311551,-4.64945
human3_lib2.final_cell_0108,acinar,inDrop,-14.365907,-3.5977876
human3_lib1.final_cell_0214,acinar,inDrop,-12.4586,-4.328976
human3_lib2.final_cell_0107,acinar,inDrop,-13.42704,-4.792409
human3_lib4.final_cell_0742,acinar,inDrop,-11.758577,-4.111224
human1_lib3.final_cell_0043,acinar,inDrop,-13.702675,-2.9174247
human3_lib1.final_cell_0035,acinar,inDrop,-13.412658,-3.9068444
human3_lib3.final_cell_0685,acinar,inDrop,-12.283914,-4.281096
human1_lib3.final_cell_0469,acinar,inDrop,-13.4548235,-2.8721743
human1_lib1.final_cell_0436,acinar,inDrop,-12.442149,-3.1940453
human3_lib2.final_cell_0020,acinar,inDrop,-14.829124,-3.741763
human3_lib2.final_cell_0180,acinar,inDrop,-12.792901,-4.648675
human3_lib3.final_cell_0139,acinar,inDrop,-13.86482,-4.2623773
human3_lib1.final_cell_0268,acinar,inDrop,-13.15677,-3.9495697
human3_lib4.final_cell_0746,acinar,inDrop,-11.944554,-4.246938
human3_lib1.final_cell_0006,acinar,inDrop,-15.069536,-3.8167417
human3_lib3.final_cell_0227,acinar,inDrop,-14.168085,-3.7118227
human3_lib3.final_cell_0059,acinar,inDrop,-14.710629,-3.79991
human3_lib2.final_cell_0135,acinar,inDrop,-14.438219,-3.6363802
human3_lib2.final_cell_0027,acinar,inDrop,-14.072358,-4.016636
human3_lib2.final_cell_0019,acinar,inDrop,-13.33985,-4.012954
human3_lib4.final_cell_0783,acinar,inDrop,-12.372207,-3.7437918
human3_lib2.final_cell_0586,acinar,inDrop,-12.305793,-4.138333
