,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-12.747847,3.2641263
Cell2,Group4,Batch1,-12.829323,4.2782345
Cell3,Group3,Batch1,-11.048435,-4.258057
Cell4,Group3,Batch1,-10.017937,-2.7476034
Cell5,Group3,Batch1,-10.421542,-3.5008183
Cell6,Group2,Batch1,-5.964308,-11.369197
Cell7,Group4,Batch1,-13.927296,3.3104398
Cell8,Group3,Batch1,-9.847581,-3.9316392
Cell9,Group4,Batch1,-14.348238,5.387667
Cell10,Group2,Batch1,-6.5072427,-9.211856
Cell11,Group3,Batch1,-12.267702,-3.5369308
Cell12,Group2,Batch1,-6.8633127,-10.705997
Cell13,Group4,Batch1,-12.707801,3.1525764
Cell14,Group2,Batch1,-6.568692,-8.770936
Cell15,Group2,Batch1,-4.390156,-12.938521
Cell16,Group4,Batch1,-12.721208,4.6730857
Cell17,Group1,Batch1,-9.305483,-3.6171827
Cell18,Group3,Batch1,-10.846598,-5.2670455
Cell19,Group2,Batch1,-4.4696236,-12.62449
Cell20,Group1,Batch1,-10.26614,-5.415386
Cell21,Group4,Batch1,-12.201512,3.8045092
Cell22,Group4,Batch1,-12.496712,4.253568
Cell23,Group2,Batch1,-6.491368,-10.629304
Cell24,Group2,Batch1,-6.7137847,-9.110071
Cell25,Group4,Batch1,-12.825124,3.1880088
Cell26,Group1,Batch1,-9.6625395,-5.914263
Cell27,Group4,Batch1,-13.211864,3.4503577
Cell28,Group4,Batch1,-14.261488,3.7746086
Cell29,Group4,Batch1,-12.9114,2.78612
Cell30,Group4,Batch1,-13.515709,5.747943
Cell31,Group2,Batch1,-3.806225,-11.846437
Cell32,Group2,Batch1,-4.1122336,-12.362919
Cell33,Group2,Batch1,-5.9219522,-10.537167
Cell34,Group4,Batch1,-12.978263,5.3248186
Cell35,Group2,Batch1,-5.0616226,-12.772208
Cell36,Group4,Batch1,-13.489934,4.6589856
Cell37,Group2,Batch1,-4.584999,-11.339185
Cell38,Group4,Batch1,-12.708358,3.2857392
Cell39,Group2,Batch1,-4.2425256,-12.740771
Cell40,Group3,Batch1,-12.011862,-5.381767
Cell41,Group3,Batch1,-10.41174,-4.3962884
Cell42,Group3,Batch1,-12.337961,-3.7626016
Cell43,Group2,Batch1,-6.0806427,-10.427229
Cell44,Group4,Batch1,-13.846258,5.2611356
Cell45,Group3,Batch1,-10.121599,-3.422742
Cell46,Group4,Batch1,-14.104511,5.437142
Cell47,Group3,Batch1,-11.947571,-5.1109757
Cell48,Group2,Batch1,-4.417005,-11.1514
Cell49,Group4,Batch1,-12.634894,5.2321186
Cell50,Group4,Batch1,-14.77632,5.798282
Cell51,Group2,Batch1,-4.2794003,-11.814199
Cell52,Group3,Batch1,-9.8185005,-4.461322
Cell53,Group3,Batch1,-10.535382,-2.648342
Cell54,Group2,Batch1,-4.7081957,-10.753768
Cell55,Group2,Batch1,-5.795557,-10.980737
Cell56,Group2,Batch1,-5.6236815,-10.435747
Cell57,Group4,Batch1,-12.015994,4.6652393
Cell58,Group2,Batch1,-3.7692127,-13.302382
Cell59,Group4,Batch1,-12.168854,3.67647
Cell60,Group3,Batch1,-11.3189535,-2.671406
Cell61,Group3,Batch1,-12.0779295,-4.3240733
Cell62,Group2,Batch1,-5.2792444,-11.784203
Cell63,Group2,Batch1,-4.172274,-12.425522
Cell64,Group4,Batch1,-14.660746,3.9935498
Cell65,Group4,Batch1,-14.330075,4.103239
Cell66,Group4,Batch1,-14.530317,4.1159334
Cell67,Group4,Batch1,-13.168613,3.3914845
Cell68,Group1,Batch1,-9.167269,-4.467247
Cell69,Group4,Batch1,-13.273786,2.4845448
Cell70,Group2,Batch1,-5.545482,-11.315753
Cell71,Group3,Batch1,-10.188059,-5.1083465
Cell72,Group2,Batch1,-5.6309304,-11.453458
Cell73,Group4,Batch1,-13.276134,2.8190382
Cell74,Group2,Batch1,-5.5964847,-11.004474
Cell75,Group3,Batch1,-10.116563,-4.362011
Cell76,Group2,Batch1,-6.1965055,-10.891817
Cell77,Group3,Batch1,-10.084444,-3.8896081
Cell78,Group3,Batch1,-9.358463,-3.6156776
Cell79,Group3,Batch1,-12.093663,-4.039677
Cell80,Group2,Batch1,-4.4761605,-11.24335
Cell81,Group4,Batch1,-12.12086,5.1628203
Cell82,Group2,Batch1,-5.0060024,-11.857507
Cell83,Group2,Batch1,-4.9580946,-10.854583
Cell84,Group3,Batch1,-12.576267,-4.364642
Cell85,Group2,Batch1,-5.488314,-11.462148
Cell86,Group4,Batch1,-14.138444,5.677881
Cell87,Group3,Batch1,-10.491862,-3.50595
Cell88,Group4,Batch1,-12.343374,5.02396
Cell89,Group4,Batch1,-12.463516,4.2897024
Cell90,Group4,Batch1,-12.670548,3.7455552
Cell91,Group4,Batch1,-14.286871,5.5790567
Cell92,Group4,Batch1,-12.272764,4.644035
Cell93,Group4,Batch1,-11.999634,3.8537579
Cell94,Group2,Batch1,-5.5612497,-11.3760805
Cell95,Group2,Batch1,-4.1551814,-11.514134
Cell96,Group4,Batch1,-12.816653,3.4963853
Cell97,Group2,Batch1,-6.5812106,-9.074096
Cell98,Group3,Batch1,-12.345307,-3.5423887
Cell99,Group2,Batch1,-6.440946,-9.094365
Cell100,Group4,Batch1,-12.838115,3.3133545
Cell101,Group4,Batch1,-13.802814,4.530914
Cell102,Group4,Batch1,-12.292059,2.9283013
Cell103,Group4,Batch1,-13.281531,5.1617956
Cell104,Group2,Batch1,-5.000993,-11.962031
Cell105,Group2,Batch1,-6.2921085,-8.836354
Cell106,Group4,Batch1,-13.006174,3.9742491
Cell107,Group4,Batch1,-13.181665,3.11199
Cell108,Group2,Batch1,-6.028164,-9.870733
Cell109,Group3,Batch1,-11.113406,-5.579549
Cell110,Group4,Batch1,-14.483879,4.295928
Cell111,Group4,Batch1,-13.324761,3.310894
Cell112,Group3,Batch1,-11.559734,-5.4612675
Cell113,Group2,Batch1,-3.9601681,-13.40981
Cell114,Group1,Batch1,-9.416534,-5.891418
Cell115,Group2,Batch1,-5.552232,-12.467537
Cell116,Group2,Batch1,-4.909954,-10.414554
Cell117,Group2,Batch1,-4.613858,-12.52516
Cell118,Group4,Batch1,-12.85235,4.539546
Cell119,Group3,Batch1,-10.765321,-4.776001
Cell120,Group4,Batch1,-14.662567,4.5521584
Cell121,Group2,Batch1,-4.7179337,-11.546945
Cell122,Group3,Batch1,-10.902788,-4.1637125
Cell123,Group2,Batch1,-6.6422486,-10.659709
Cell124,Group2,Batch1,-4.772866,-10.842964
Cell125,Group2,Batch1,-6.551833,-8.716923
Cell126,Group4,Batch1,-12.83462,5.0900993
Cell127,Group2,Batch1,-5.7377295,-12.141531
Cell128,Group2,Batch1,-5.9042554,-11.576297
Cell129,Group3,Batch1,-9.33251,-4.174141
Cell130,Group4,Batch1,-12.957038,5.856981
Cell131,Group2,Batch1,-3.7007663,-12.835813
Cell132,Group2,Batch1,-5.668381,-10.027723
Cell133,Group1,Batch1,-9.231104,-5.6817155
Cell134,Group2,Batch1,-5.593536,-12.367091
Cell135,Group4,Batch1,-14.358871,3.757187
Cell136,Group3,Batch1,-9.816114,-2.7072606
Cell137,Group4,Batch1,-14.516161,5.7661266
Cell138,Group4,Batch1,-13.702005,4.579656
Cell139,Group4,Batch1,-14.17257,5.734775
Cell140,Group3,Batch1,-10.123177,-4.744065
Cell141,Group3,Batch1,-11.756027,-3.2099621
Cell142,Group3,Batch1,-10.2023735,-4.828976
Cell143,Group4,Batch1,-12.15513,4.250868
Cell144,Group3,Batch1,-9.413748,-3.806374
Cell145,Group4,Batch1,-12.835154,5.289976
Cell146,Group1,Batch1,-9.1936,-3.8860705
Cell147,Group4,Batch1,-12.633807,5.450456
Cell148,Group1,Batch1,-10.500732,-5.632872
Cell149,Group1,Batch1,-9.043058,-5.7912526
Cell150,Group4,Batch1,-13.806936,4.090652
Cell151,Group4,Batch1,-13.785835,6.238135
Cell152,Group2,Batch1,-6.252818,-9.358054
Cell153,Group3,Batch1,-11.262368,-4.7738066
