,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-16.492208,2.278535
Cell2,Group4,Batch1,-15.519086,2.342548
Cell3,Group3,Batch1,2.5263052,-16.899801
Cell4,Group3,Batch1,2.3654394,-16.32661
Cell5,Group3,Batch1,3.510135,-16.354267
Cell6,Group2,Batch1,-9.188567,0.46659023
Cell7,Group4,Batch1,-15.810637,1.6722895
Cell8,Group3,Batch1,2.472883,-16.57302
Cell9,Group4,Batch1,-16.138418,2.997803
Cell10,Group2,Batch1,-8.281169,0.6500947
Cell11,Group3,Batch1,3.3541822,-16.249716
Cell12,Group2,Batch1,-8.903151,1.0494518
Cell13,Group4,Batch1,-15.371504,1.0349033
Cell14,Group2,Batch1,-8.833389,0.24570741
Cell15,Group2,Batch1,-9.119281,-0.08223898
Cell16,Group4,Batch1,-15.761949,1.9504999
Cell17,Group1,Batch1,-13.184554,14.7393265
Cell18,Group3,Batch1,3.1218371,-16.471886
Cell19,Group2,Batch1,-8.1415415,0.8772609
Cell20,Group1,Batch1,-13.169978,14.956388
Cell21,Group4,Batch1,-16.234636,2.8387775
Cell22,Group4,Batch1,-16.003044,1.9428401
Cell23,Group2,Batch1,-8.170385,1.0638556
Cell24,Group2,Batch1,-8.939567,0.94393206
Cell25,Group4,Batch1,-15.151874,2.575367
Cell26,Group1,Batch1,-13.463497,14.874385
Cell27,Group4,Batch1,-14.905896,1.6404492
Cell28,Group4,Batch1,-16.648281,2.4271524
Cell29,Group4,Batch1,-15.15852,1.4812644
Cell30,Group4,Batch1,-15.354567,2.7272706
Cell31,Group2,Batch1,-8.526309,0.2938624
Cell32,Group2,Batch1,-9.005388,0.42799813
Cell33,Group2,Batch1,-9.170841,1.1615101
Cell34,Group4,Batch1,-16.02912,2.2441757
Cell35,Group2,Batch1,-8.412284,0.1638197
Cell36,Group4,Batch1,-15.500359,1.5684775
Cell37,Group2,Batch1,-8.885779,0.47691366
Cell38,Group4,Batch1,-15.460972,1.2991061
Cell39,Group2,Batch1,-9.297228,1.2849348
Cell40,Group3,Batch1,2.3572466,-16.341307
Cell41,Group3,Batch1,2.8180747,-15.951309
Cell42,Group3,Batch1,2.8697834,-16.1647
Cell43,Group2,Batch1,-7.982386,0.25509208
Cell44,Group4,Batch1,-16.218721,2.3272603
Cell45,Group3,Batch1,3.3061504,-16.898224
Cell46,Group4,Batch1,-15.714759,2.944565
Cell47,Group3,Batch1,2.5214245,-17.000145
Cell48,Group2,Batch1,-8.626478,1.1449744
Cell49,Group4,Batch1,-15.815587,1.9346949
Cell50,Group4,Batch1,-14.851313,2.5042357
Cell51,Group2,Batch1,-8.170734,1.0924115
Cell52,Group3,Batch1,3.3347154,-16.628706
Cell53,Group3,Batch1,3.0375557,-17.017347
Cell54,Group2,Batch1,-8.012684,0.9353386
Cell55,Group2,Batch1,-8.9970875,0.23970251
Cell56,Group2,Batch1,-8.025574,0.40491587
Cell57,Group4,Batch1,-16.0086,2.0046222
Cell58,Group2,Batch1,-8.9683895,0.26531798
Cell59,Group4,Batch1,-16.035055,2.3231552
Cell60,Group3,Batch1,2.1378233,-16.489044
Cell61,Group3,Batch1,2.9927256,-16.31279
Cell62,Group2,Batch1,-8.867582,0.6014352
Cell63,Group2,Batch1,-8.045829,0.7520832
Cell64,Group4,Batch1,-15.890074,2.4298077
Cell65,Group4,Batch1,-15.631655,2.7527363
Cell66,Group4,Batch1,-16.393776,1.739471
Cell67,Group4,Batch1,-16.465803,2.896835
Cell68,Group1,Batch1,-13.255709,14.712066
Cell69,Group4,Batch1,-14.953938,2.0714467
Cell70,Group2,Batch1,-8.660058,1.124501
Cell71,Group3,Batch1,2.7176843,-16.768955
Cell72,Group2,Batch1,-7.910921,1.4162539
Cell73,Group4,Batch1,-15.9325285,3.004522
Cell74,Group2,Batch1,-7.940715,0.7247515
Cell75,Group3,Batch1,3.2770898,-15.8796625
Cell76,Group2,Batch1,-8.926595,0.12726393
Cell77,Group3,Batch1,3.0762742,-16.43429
Cell78,Group3,Batch1,2.8023632,-16.58039
Cell79,Group3,Batch1,3.2913942,-16.625536
Cell80,Group2,Batch1,-8.180557,1.051578
