,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.3053966,9.604059
Cell2,Group4,Batch1,2.9413817,8.0603075
Cell3,Group3,Batch1,-10.52546,-1.6822226
Cell4,Group3,Batch1,-10.853085,-0.49265584
Cell5,Group3,Batch1,-11.07322,-2.2597764
Cell6,Group2,Batch1,4.079949,-8.755812
Cell7,Group4,Batch1,2.2251914,10.5678625
Cell8,Group3,Batch1,-10.149766,-1.3023719
Cell9,Group4,Batch1,3.6504595,10.592089
Cell10,Group2,Batch1,6.2954764,-7.9226317
Cell11,Group3,Batch1,-10.30685,-0.17516369
Cell12,Group2,Batch1,4.4685445,-9.799144
Cell13,Group4,Batch1,2.1223016,9.400219
Cell14,Group2,Batch1,6.0587335,-9.663357
Cell15,Group2,Batch1,3.784437,-8.261232
Cell16,Group4,Batch1,1.6672885,10.88613
Cell17,Group1,Batch1,-6.877659,10.740024
Cell18,Group3,Batch1,-10.168257,-0.4044062
Cell19,Group2,Batch1,5.5286245,-7.374611
Cell20,Group1,Batch1,-6.473115,11.290372
Cell21,Group4,Batch1,2.6202679,9.610399
Cell22,Group4,Batch1,1.2375344,10.374629
Cell23,Group2,Batch1,4.3614883,-8.9942255
Cell24,Group2,Batch1,4.287355,-9.404547
Cell25,Group4,Batch1,2.9629157,10.491937
Cell26,Group1,Batch1,-6.9244947,10.6201935
Cell27,Group4,Batch1,1.4501008,9.338639
Cell28,Group4,Batch1,2.2530909,9.995084
Cell29,Group4,Batch1,4.755753,9.193209
Cell30,Group4,Batch1,4.497598,9.154552
Cell31,Group2,Batch1,6.176618,-7.634785
Cell32,Group2,Batch1,4.60758,-8.638804
Cell33,Group2,Batch1,6.1174364,-9.76793
Cell34,Group4,Batch1,3.46335,9.804029
Cell35,Group2,Batch1,5.6461334,-8.585335
Cell36,Group4,Batch1,1.9838839,11.222839
Cell37,Group2,Batch1,5.997493,-8.548098
Cell38,Group4,Batch1,3.954425,11.309876
Cell39,Group2,Batch1,5.285259,-9.442726
Cell40,Group3,Batch1,-9.477992,-0.54329646
Cell41,Group3,Batch1,-11.037266,-1.1692187
Cell42,Group3,Batch1,-9.989467,-2.3269336
Cell43,Group2,Batch1,7.0195856,-8.022999
Cell44,Group4,Batch1,2.4638002,8.597855
Cell45,Group3,Batch1,-10.603958,-0.69829965
Cell46,Group4,Batch1,2.2609072,9.894397
Cell47,Group3,Batch1,-11.687559,-0.65062463
Cell48,Group2,Batch1,5.0411334,-8.503638
Cell49,Group4,Batch1,2.3539152,10.036868
Cell50,Group4,Batch1,4.8230515,9.408674
Cell51,Group2,Batch1,5.626567,-6.73153
Cell52,Group3,Batch1,-11.472572,-2.5071123
Cell53,Group3,Batch1,-9.286992,-1.299877
Cell54,Group2,Batch1,5.7292705,-7.580181
Cell55,Group2,Batch1,3.8788965,-8.093139
Cell56,Group2,Batch1,5.903033,-9.432986
Cell57,Group4,Batch1,2.6116982,8.432979
Cell58,Group2,Batch1,3.8385313,-9.280665
Cell59,Group4,Batch1,2.8675356,9.326145
Cell60,Group3,Batch1,-11.51976,-2.1633706
Cell61,Group3,Batch1,-11.307092,-1.5440942
Cell62,Group2,Batch1,3.836927,-7.783243
Cell63,Group2,Batch1,3.7490766,-8.467144
Cell64,Group4,Batch1,2.4394746,11.393836
Cell65,Group4,Batch1,2.2791026,10.395915
Cell66,Group4,Batch1,1.4277965,10.140227
Cell67,Group4,Batch1,4.4584937,8.958479
Cell68,Group1,Batch1,-7.337227,11.216573
Cell69,Group4,Batch1,4.2746315,8.913554
Cell70,Group2,Batch1,4.696379,-9.034404
Cell71,Group3,Batch1,-9.911513,-0.07641536
Cell72,Group2,Batch1,3.7947016,-8.998697
Cell73,Group4,Batch1,3.2847757,11.073047
Cell74,Group2,Batch1,6.4076214,-7.6887927
Cell75,Group3,Batch1,-9.1035795,-2.4680784
Cell76,Group2,Batch1,4.903505,-6.98213
Cell77,Group3,Batch1,-11.539441,-0.88553447
Cell78,Group3,Batch1,-11.286597,-0.57495075
Cell79,Group3,Batch1,-9.739718,-0.41060245
Cell80,Group2,Batch1,4.159565,-7.501813
Cell81,Group4,Batch1,1.8792832,10.061252
Cell82,Group2,Batch1,4.8056192,-7.2595253
Cell83,Group2,Batch1,5.7821355,-8.205852
Cell84,Group3,Batch1,-11.141355,-2.647719
Cell85,Group2,Batch1,5.1292067,-9.605963
Cell86,Group4,Batch1,1.3600513,9.438194
Cell87,Group3,Batch1,-10.029411,-2.7966785
Cell88,Group4,Batch1,2.3669474,9.426727
Cell89,Group4,Batch1,1.9194876,10.185239
Cell90,Group4,Batch1,3.1785853,8.499418
Cell91,Group4,Batch1,3.2621703,9.443432
Cell92,Group4,Batch1,4.742718,9.663778
Cell93,Group4,Batch1,3.132367,8.29514
Cell94,Group2,Batch1,5.158238,-7.2639527
Cell95,Group2,Batch1,4.9286184,-9.248162
Cell96,Group4,Batch1,3.1230156,8.2509365
Cell97,Group2,Batch1,6.9135065,-8.082744
Cell98,Group3,Batch1,-11.213107,0.056628007
Cell99,Group2,Batch1,5.9540057,-9.915883
Cell100,Group4,Batch1,4.321869,11.411043
Cell101,Group4,Batch1,3.7467184,8.1895275
Cell102,Group4,Batch1,3.662554,9.58973
Cell103,Group4,Batch1,3.0273066,11.394607
Cell104,Group2,Batch1,5.0644784,-6.9261312
Cell105,Group2,Batch1,3.5986154,-8.553625
Cell106,Group4,Batch1,2.4255717,11.598819
Cell107,Group4,Batch1,2.445971,10.722299
Cell108,Group2,Batch1,5.1339397,-6.89166
Cell109,Group3,Batch1,-10.418781,-0.100049935
Cell110,Group4,Batch1,2.966215,8.553422
Cell111,Group4,Batch1,4.067439,11.027892
Cell112,Group3,Batch1,-11.062175,-1.5524337
Cell113,Group2,Batch1,4.783977,-6.7658286
Cell114,Group1,Batch1,-6.681083,11.043834
Cell115,Group2,Batch1,5.956922,-6.985712
Cell116,Group2,Batch1,4.2807083,-9.3697195
Cell117,Group2,Batch1,4.9962826,-8.163758
Cell118,Group4,Batch1,3.1150289,11.415614
Cell119,Group3,Batch1,-9.804095,-2.363533
Cell120,Group4,Batch1,2.27198,11.289185
Cell121,Group2,Batch1,6.8321667,-7.7274356
Cell122,Group3,Batch1,-10.109412,-0.5705054
Cell123,Group2,Batch1,4.475923,-7.61264
Cell124,Group2,Batch1,6.113055,-9.4516
Cell125,Group2,Batch1,4.532998,-7.654743
Cell126,Group4,Batch1,1.9681848,11.247128
Cell127,Group2,Batch1,3.9365132,-7.6563034
Cell128,Group2,Batch1,5.26603,-7.5431933
Cell129,Group3,Batch1,-10.622132,-2.4247828
Cell130,Group4,Batch1,3.0418108,10.280012
Cell131,Group2,Batch1,6.6736636,-7.6669884
Cell132,Group2,Batch1,6.180727,-8.123901
Cell133,Group1,Batch1,-7.107411,10.744735
Cell134,Group2,Batch1,3.9828458,-9.155575
Cell135,Group4,Batch1,4.2676992,11.135362
Cell136,Group3,Batch1,-9.946987,-2.7025526
Cell137,Group4,Batch1,2.6263945,8.414305
Cell138,Group4,Batch1,1.6022372,9.854842
Cell139,Group4,Batch1,1.5598794,8.914425
Cell140,Group3,Batch1,-9.339393,-1.6737014
Cell141,Group3,Batch1,-11.127084,-2.5344973
Cell142,Group3,Batch1,-10.356025,-2.4413662
Cell143,Group4,Batch1,4.7601476,10.62472
Cell144,Group3,Batch1,-10.714103,-1.5961138
Cell145,Group4,Batch1,4.6643023,10.137221
Cell146,Group1,Batch1,-5.9586687,10.880299
Cell147,Group4,Batch1,3.201093,11.486693
Cell148,Group1,Batch1,-6.4922643,11.773418
Cell149,Group1,Batch1,-6.556707,11.190496
Cell150,Group4,Batch1,1.885157,9.938019
Cell151,Group4,Batch1,3.6045241,11.466898
Cell152,Group2,Batch1,5.227196,-7.0355444
Cell153,Group3,Batch1,-9.655807,-2.512037
Cell154,Group2,Batch1,4.3094473,-7.184525
Cell155,Group2,Batch1,6.453038,-9.023357
Cell156,Group1,Batch1,-5.9315033,10.7729435
Cell157,Group1,Batch1,-6.728971,10.766484
Cell158,Group4,Batch1,0.99175304,9.987535
Cell159,Group3,Batch1,-11.31931,-1.1394185
Cell160,Group2,Batch1,5.4016128,-7.781918
Cell161,Group2,Batch1,4.647481,-7.076156
Cell162,Group4,Batch1,3.1929681,8.282434
Cell163,Group2,Batch1,4.3305697,-7.904053
Cell164,Group3,Batch1,-9.564032,-2.3305721
Cell165,Group3,Batch1,-9.496686,-1.6471434
Cell166,Group1,Batch1,-7.292889,11.040192
Cell167,Group2,Batch1,4.3911376,-8.161033
Cell168,Group2,Batch1,5.748267,-9.946179
Cell169,Group4,Batch1,3.4268866,8.516185
Cell170,Group2,Batch1,5.945293,-9.307891
Cell171,Group3,Batch1,-11.65677,-1.3360069
Cell172,Group3,Batch1,-9.087532,-2.0270321
Cell173,Group3,Batch1,-10.615238,-2.0923223
Cell174,Group3,Batch1,-9.526668,-1.8269335
Cell175,Group2,Batch1,4.9612646,-8.127719
Cell176,Group3,Batch1,-11.139742,-2.7877152
Cell177,Group2,Batch1,4.083689,-8.7768755
Cell178,Group2,Batch1,6.4811254,-7.127432
Cell179,Group4,Batch1,4.208254,11.102409
Cell180,Group4,Batch1,3.2909882,10.03717
Cell181,Group2,Batch1,6.6245527,-9.53273
Cell182,Group4,Batch1,2.3220594,9.126907
Cell183,Group3,Batch1,-9.777236,-0.92591065
Cell184,Group4,Batch1,4.180413,10.467906
Cell185,Group3,Batch1,-9.282352,-1.9914516
Cell186,Group4,Batch1,4.158939,10.09175
Cell187,Group2,Batch1,5.9521136,-8.705015
Cell188,Group3,Batch1,-10.622559,-0.25821206
Cell189,Group2,Batch1,4.3346314,-7.0642495
Cell190,Group2,Batch1,5.0507755,-7.1110234
Cell191,Group4,Batch1,2.8915215,10.170384
Cell192,Group2,Batch1,4.5265174,-9.443943
Cell193,Group2,Batch1,3.9999745,-8.604492
Cell194,Group4,Batch1,4.752706,11.192346
Cell195,Group2,Batch1,5.899483,-8.314619
Cell196,Group4,Batch1,1.6340582,9.184204
Cell197,Group2,Batch1,5.5805116,-9.09992
Cell198,Group2,Batch1,4.8297505,-9.186106
Cell199,Group2,Batch1,5.748911,-6.764644
Cell200,Group3,Batch1,-9.906997,-1.8945506
Cell201,Group4,Batch1,3.4745772,10.168655
Cell202,Group4,Batch1,4.4450765,10.722993
Cell203,Group2,Batch1,6.9583907,-8.572267
Cell204,Group3,Batch1,-11.27803,-1.9358892
Cell205,Group1,Batch1,-7.4120784,11.070773
Cell206,Group2,Batch1,6.4156394,-8.368521
Cell207,Group4,Batch1,4.391819,9.264023
Cell208,Group3,Batch1,-9.654129,-1.091544
Cell209,Group3,Batch1,-9.972136,-1.040606
Cell210,Group3,Batch1,-10.515206,-0.4788013
Cell211,Group4,Batch1,3.7714953,10.459478
Cell212,Group4,Batch1,2.0086267,10.248774
Cell213,Group4,Batch1,2.1473641,10.823837
Cell214,Group2,Batch1,5.426952,-7.536351
Cell215,Group4,Batch1,1.3925086,9.955455
Cell216,Group4,Batch1,3.865018,11.466535
Cell217,Group2,Batch1,5.0960336,-7.524315
Cell218,Group2,Batch1,4.154775,-9.517749
Cell219,Group4,Batch1,4.442632,8.963284
Cell220,Group2,Batch1,4.629509,-7.999372
Cell221,Group4,Batch1,1.9712687,8.6548605
Cell222,Group2,Batch1,3.8555446,-7.7768197
Cell223,Group4,Batch1,2.0365183,10.011369
Cell224,Group4,Batch1,1.1704612,9.200719
Cell225,Group3,Batch1,-10.309641,-2.0741084
Cell226,Group4,Batch1,2.6806877,8.119924
Cell227,Group4,Batch1,1.8255062,9.096682
Cell228,Group3,Batch1,-10.2066965,-2.3194146
Cell229,Group2,Batch1,4.9778094,-9.473412
Cell230,Group4,Batch1,4.467799,10.526315
Cell231,Group4,Batch1,2.028927,8.475647
Cell232,Group4,Batch1,4.282256,9.321442
Cell233,Group4,Batch1,1.7512039,10.198222
Cell234,Group4,Batch1,4.5945334,10.126509
Cell235,Group3,Batch1,-9.89127,-2.2419012
Cell236,Group4,Batch1,2.0849283,8.713939
Cell237,Group4,Batch1,3.3531284,10.748784
Cell238,Group2,Batch1,5.5265656,-8.340431
Cell239,Group4,Batch1,2.792227,9.307748
Cell240,Group2,Batch1,4.3714185,-7.3125477
Cell241,Group2,Batch1,4.572585,-9.974419
Cell242,Group2,Batch1,6.802115,-8.4507
Cell243,Group3,Batch1,-11.367124,-2.442622
Cell244,Group2,Batch1,4.531744,-7.549809
Cell245,Group4,Batch1,4.0550036,9.557978
Cell246,Group3,Batch1,-11.990014,-2.1617491
Cell247,Group4,Batch1,4.6903543,10.882057
Cell248,Group4,Batch1,1.8480886,8.9350815
Cell249,Group2,Batch1,5.5456553,-8.831834
Cell250,Group4,Batch1,2.796279,9.448242
Cell251,Group4,Batch1,1.5339291,8.987339
Cell252,Group2,Batch1,6.654866,-9.005218
Cell253,Group4,Batch1,2.490277,10.31119
Cell254,Group2,Batch1,5.4867716,-8.871342
Cell255,Group4,Batch1,1.894258,11.787422
Cell256,Group1,Batch1,-7.0809093,11.469444
Cell257,Group3,Batch1,-9.132105,-2.3322833
Cell258,Group3,Batch1,-10.998246,-0.5894207
Cell259,Group2,Batch1,4.9925056,-6.7098236
Cell260,Group2,Batch1,5.640928,-7.5012574
Cell261,Group2,Batch1,5.812677,-7.4038067
Cell262,Group4,Batch1,2.5438888,9.042279
Cell263,Group1,Batch1,-6.4187727,10.430754
Cell264,Group4,Batch1,4.5468254,9.471712
Cell265,Group2,Batch1,5.628016,-7.3146377
Cell266,Group2,Batch1,4.869504,-8.913325
Cell267,Group3,Batch1,-11.667816,-0.6388629
Cell268,Group4,Batch1,4.1620846,10.020305
Cell269,Group2,Batch1,4.063282,-8.510138
Cell270,Group3,Batch1,-9.081667,-0.6943137
Cell271,Group4,Batch1,3.287858,8.588144
Cell272,Group4,Batch1,2.008401,11.064751
Cell273,Group1,Batch1,-6.6856446,11.328734
Cell274,Group2,Batch1,4.661584,-8.904627
Cell275,Group3,Batch1,-8.998499,-1.201736
Cell276,Group2,Batch1,6.2711754,-8.415541
Cell277,Group3,Batch1,-9.374901,-1.4258908
Cell278,Group4,Batch1,3.6309323,9.563872
