,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,5.7056956,2.9206045
Cell2,Group4,Batch1,5.3450794,3.552417
Cell3,Group3,Batch1,-8.273348,8.228718
Cell4,Group3,Batch1,-10.453231,8.608873
Cell5,Group3,Batch1,-9.634389,8.513298
Cell6,Group2,Batch1,1.814835,-8.835837
Cell7,Group4,Batch1,8.122128,4.870182
Cell8,Group3,Batch1,-8.879167,6.72708
Cell9,Group4,Batch1,7.5654554,5.1439347
Cell10,Group2,Batch1,0.67615664,-8.118047
Cell11,Group3,Batch1,-10.16539,8.916938
Cell12,Group2,Batch1,1.0301462,-8.557231
Cell13,Group4,Batch1,6.228561,4.637008
Cell14,Group2,Batch1,1.2767338,-8.735922
Cell15,Group2,Batch1,1.8755062,-6.920223
Cell16,Group4,Batch1,5.6665134,4.190764
Cell17,Group1,Batch1,-6.63216,1.3429283
Cell18,Group3,Batch1,-10.209933,7.071392
Cell19,Group2,Batch1,1.457941,-8.680315
Cell20,Group1,Batch1,-6.4161773,1.8477395
Cell21,Group4,Batch1,5.0453935,4.935805
Cell22,Group4,Batch1,5.2318277,5.360344
Cell23,Group2,Batch1,2.1769636,-7.40405
Cell24,Group2,Batch1,1.4246886,-5.938904
Cell25,Group4,Batch1,5.5717893,5.2444944
Cell26,Group1,Batch1,-5.9549913,1.5080097
Cell27,Group4,Batch1,7.0652103,6.0455227
Cell28,Group4,Batch1,7.519654,5.143013
Cell29,Group4,Batch1,7.4199758,3.3129377
Cell30,Group4,Batch1,4.961157,4.128195
Cell31,Group2,Batch1,2.0831318,-6.008498
Cell32,Group2,Batch1,0.6573698,-7.148011
Cell33,Group2,Batch1,1.6370955,-8.601107
Cell34,Group4,Batch1,5.471225,5.1319647
Cell35,Group2,Batch1,1.174396,-6.5259585
Cell36,Group4,Batch1,7.07384,5.2198644
Cell37,Group2,Batch1,2.5900478,-7.8468676
Cell38,Group4,Batch1,5.23125,4.414155
Cell39,Group2,Batch1,0.24159391,-6.392008
Cell40,Group3,Batch1,-9.845001,6.849901
Cell41,Group3,Batch1,-9.163919,8.839788
Cell42,Group3,Batch1,-9.940364,7.310692
Cell43,Group2,Batch1,2.206424,-8.498761
Cell44,Group4,Batch1,4.953551,4.019637
Cell45,Group3,Batch1,-9.007795,7.5161963
Cell46,Group4,Batch1,5.9054604,3.9186711
Cell47,Group3,Batch1,-9.921364,8.014397
Cell48,Group2,Batch1,0.39205346,-6.759587
Cell49,Group4,Batch1,7.12345,4.790761
Cell50,Group4,Batch1,6.000066,6.400911
Cell51,Group2,Batch1,-0.25567824,-7.609896
Cell52,Group3,Batch1,-10.094898,6.6792326
Cell53,Group3,Batch1,-10.310616,6.9073906
Cell54,Group2,Batch1,1.6495249,-8.146737
Cell55,Group2,Batch1,1.6241326,-8.399587
Cell56,Group2,Batch1,2.1306422,-6.0968633
Cell57,Group4,Batch1,4.998848,5.3781996
Cell58,Group2,Batch1,0.9115966,-8.189019
Cell59,Group4,Batch1,7.2666345,4.611991
Cell60,Group3,Batch1,-9.042135,8.968874
Cell61,Group3,Batch1,-9.582522,7.9206753
Cell62,Group2,Batch1,1.299293,-5.9444995
Cell63,Group2,Batch1,1.5002052,-5.931276
Cell64,Group4,Batch1,6.9511304,3.9287794
Cell65,Group4,Batch1,5.5921545,5.823505
Cell66,Group4,Batch1,6.8035297,3.5700955
Cell67,Group4,Batch1,6.042074,3.6211145
Cell68,Group1,Batch1,-6.005698,1.4488225
Cell69,Group4,Batch1,7.358815,4.537865
Cell70,Group2,Batch1,1.2498852,-7.690368
Cell71,Group3,Batch1,-9.459642,8.6658945
Cell72,Group2,Batch1,1.5456537,-5.9629407
Cell73,Group4,Batch1,6.0865707,4.8597317
Cell74,Group2,Batch1,1.2325349,-6.182488
Cell75,Group3,Batch1,-7.9531302,8.387536
Cell76,Group2,Batch1,1.2115955,-5.692628
