,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,8.432526,11.0785475
Cell2,Group4,Batch1,8.283114,10.754886
Cell3,Group3,Batch1,18.928732,1.9479724
Cell4,Group3,Batch1,18.474014,1.2791748
Cell5,Group3,Batch1,18.057528,1.3685116
Cell6,Group2,Batch1,11.826143,-4.031299
Cell7,Group4,Batch1,9.144433,10.543665
Cell8,Group3,Batch1,18.270596,2.0880077
Cell9,Group4,Batch1,9.201081,10.500741
Cell10,Group2,Batch1,11.74323,-3.3276868
Cell11,Group3,Batch1,18.834833,1.7083347
Cell12,Group2,Batch1,12.431593,-3.8873813
Cell13,Group4,Batch1,9.244938,11.299721
Cell14,Group2,Batch1,12.252583,-4.00451
Cell15,Group2,Batch1,11.587837,-4.304935
Cell16,Group4,Batch1,9.04233,10.524525
Cell17,Group1,Batch1,6.4410996,4.802692
Cell18,Group3,Batch1,18.35643,2.0563664
Cell19,Group2,Batch1,12.398246,-4.003165
Cell20,Group1,Batch1,6.393793,4.5170026
Cell21,Group4,Batch1,9.359927,10.6803665
Cell22,Group4,Batch1,8.387997,10.449944
Cell23,Group2,Batch1,12.108412,-3.6939752
Cell24,Group2,Batch1,12.028098,-2.8969195
Cell25,Group4,Batch1,8.80632,11.034627
Cell26,Group1,Batch1,6.300422,4.3995323
Cell27,Group4,Batch1,8.6980295,10.471644
Cell28,Group4,Batch1,9.664827,10.817478
Cell29,Group4,Batch1,8.502088,11.735388
Cell30,Group4,Batch1,9.317406,11.212577
Cell31,Group2,Batch1,11.392208,-3.4591417
Cell32,Group2,Batch1,11.722074,-3.7670608
Cell33,Group2,Batch1,12.333212,-3.893651
Cell34,Group4,Batch1,9.837847,10.983774
Cell35,Group2,Batch1,11.70338,-4.195752
Cell36,Group4,Batch1,8.474727,11.334703
Cell37,Group2,Batch1,11.724562,-3.510702
Cell38,Group4,Batch1,8.547928,10.686024
Cell39,Group2,Batch1,12.238525,-2.5791779
Cell40,Group3,Batch1,19.321579,1.3980708
Cell41,Group3,Batch1,18.94572,1.3688899
Cell42,Group3,Batch1,18.451702,1.1902794
Cell43,Group2,Batch1,10.864345,-3.8466928
Cell44,Group4,Batch1,8.942947,10.800557
Cell45,Group3,Batch1,18.981905,1.7458372
Cell46,Group4,Batch1,8.756988,10.359175
Cell47,Group3,Batch1,18.912357,1.3980967
Cell48,Group2,Batch1,12.289135,-3.5263798
Cell49,Group4,Batch1,9.178653,11.667127
Cell50,Group4,Batch1,9.800828,10.41611
Cell51,Group2,Batch1,11.352629,-3.8823917
Cell52,Group3,Batch1,18.267021,1.9637802
Cell53,Group3,Batch1,18.450811,1.0171365
Cell54,Group2,Batch1,11.333082,-3.4967062
Cell55,Group2,Batch1,11.612709,-4.085042
Cell56,Group2,Batch1,12.414204,-3.6788702
Cell57,Group4,Batch1,9.81134,10.723516
Cell58,Group2,Batch1,12.022794,-3.1355906
Cell59,Group4,Batch1,8.857873,10.915825
Cell60,Group3,Batch1,19.379229,1.5154997
Cell61,Group3,Batch1,19.011955,1.1757194
Cell62,Group2,Batch1,11.596956,-2.4707475
Cell63,Group2,Batch1,12.326271,-3.1178339
Cell64,Group4,Batch1,9.386803,10.7496195
Cell65,Group4,Batch1,9.885563,10.587234
Cell66,Group4,Batch1,9.375652,11.32421
Cell67,Group4,Batch1,8.852053,10.383991
Cell68,Group1,Batch1,6.3754444,4.440166
Cell69,Group4,Batch1,9.003725,10.391541
Cell70,Group2,Batch1,11.869287,-2.971493
Cell71,Group3,Batch1,18.087547,1.8366495
Cell72,Group2,Batch1,12.22336,-3.0034425
Cell73,Group4,Batch1,9.57842,11.600959
Cell74,Group2,Batch1,11.907839,-2.5860872
Cell75,Group3,Batch1,19.206486,1.1407819
Cell76,Group2,Batch1,11.208498,-4.0054045
Cell77,Group3,Batch1,18.750237,1.8937004
Cell78,Group3,Batch1,18.902065,2.0302749
Cell79,Group3,Batch1,18.32242,1.8768914
Cell80,Group2,Batch1,11.236708,-3.5924087
Cell81,Group4,Batch1,9.491712,11.300639
Cell82,Group2,Batch1,11.322553,-3.3288677
Cell83,Group2,Batch1,12.0555935,-2.6234071
Cell84,Group3,Batch1,19.184023,1.091619
Cell85,Group2,Batch1,12.400077,-3.4634538
Cell86,Group4,Batch1,8.889429,10.2960005
Cell87,Group3,Batch1,18.365488,0.8640036
Cell88,Group4,Batch1,9.352962,10.787753
Cell89,Group4,Batch1,9.217947,10.178385
Cell90,Group4,Batch1,9.178633,10.579518
Cell91,Group4,Batch1,9.401115,11.483611
Cell92,Group4,Batch1,8.313354,10.8292465
Cell93,Group4,Batch1,9.24662,10.096486
Cell94,Group2,Batch1,11.33095,-3.6836257
Cell95,Group2,Batch1,11.836425,-2.583245
Cell96,Group4,Batch1,9.68283,11.292128
Cell97,Group2,Batch1,11.273874,-3.4914806
Cell98,Group3,Batch1,18.940458,1.6377513
Cell99,Group2,Batch1,11.754761,-2.9126737
Cell100,Group4,Batch1,8.588691,11.591279
Cell101,Group4,Batch1,9.240243,10.327695
Cell102,Group4,Batch1,8.587521,10.74638
Cell103,Group4,Batch1,8.939024,10.6610365
Cell104,Group2,Batch1,11.198205,-3.5833404
Cell105,Group2,Batch1,11.910479,-2.4875019
Cell106,Group4,Batch1,8.525401,10.454134
Cell107,Group4,Batch1,9.545911,10.767234
Cell108,Group2,Batch1,11.136345,-3.152145
Cell109,Group3,Batch1,18.057955,1.7852087
Cell110,Group4,Batch1,9.653387,10.732252
Cell111,Group4,Batch1,8.588635,11.699287
Cell112,Group3,Batch1,19.034557,1.6586854
Cell113,Group2,Batch1,10.988223,-3.9550815
Cell114,Group1,Batch1,6.0550714,4.925269
Cell115,Group2,Batch1,11.410338,-2.9818957
Cell116,Group2,Batch1,12.110632,-3.030713
Cell117,Group2,Batch1,11.748828,-2.903113
Cell118,Group4,Batch1,9.308416,10.208692
Cell119,Group3,Batch1,18.251266,1.4095861
Cell120,Group4,Batch1,9.138867,10.620083
Cell121,Group2,Batch1,11.177173,-3.79607
Cell122,Group3,Batch1,19.2525,1.2282327
Cell123,Group2,Batch1,11.395812,-3.410822
Cell124,Group2,Batch1,12.562035,-3.733734
Cell125,Group2,Batch1,11.501734,-3.4623303
Cell126,Group4,Batch1,8.093813,11.129329
Cell127,Group2,Batch1,12.355052,-3.755495
Cell128,Group2,Batch1,11.263593,-2.8435192
Cell129,Group3,Batch1,18.160267,1.6963782
Cell130,Group4,Batch1,8.380316,9.979967
Cell131,Group2,Batch1,11.317421,-3.5027006
Cell132,Group2,Batch1,11.656872,-3.3531437
Cell133,Group1,Batch1,6.3813753,4.472349
Cell134,Group2,Batch1,12.431874,-2.982829
Cell135,Group4,Batch1,9.065057,10.869733
Cell136,Group3,Batch1,18.571344,1.1249701
Cell137,Group4,Batch1,9.8349495,10.933825
Cell138,Group4,Batch1,9.108947,10.170582
Cell139,Group4,Batch1,9.433994,11.264695
Cell140,Group3,Batch1,18.702518,1.5265814
Cell141,Group3,Batch1,18.794836,0.74440485
Cell142,Group3,Batch1,18.52543,1.9972706
Cell143,Group4,Batch1,9.635915,10.526833
Cell144,Group3,Batch1,18.871502,1.4668549
Cell145,Group4,Batch1,8.365879,11.413105
Cell146,Group1,Batch1,6.0467873,4.9118447
Cell147,Group4,Batch1,8.398949,11.713957
Cell148,Group1,Batch1,6.266007,4.6845574
Cell149,Group1,Batch1,6.2861953,4.7345424
Cell150,Group4,Batch1,8.256339,10.523659
Cell151,Group4,Batch1,9.494381,10.928101
Cell152,Group2,Batch1,11.671221,-3.814587
Cell153,Group3,Batch1,18.69353,1.3533696
Cell154,Group2,Batch1,11.255591,-3.4881823
Cell155,Group2,Batch1,11.789943,-2.670376
Cell156,Group1,Batch1,6.0733347,4.564106
Cell157,Group1,Batch1,6.1492214,4.634719
Cell158,Group4,Batch1,8.246868,10.978672
Cell159,Group3,Batch1,18.894878,1.1530093
Cell160,Group2,Batch1,11.728107,-3.8290396
Cell161,Group2,Batch1,11.765181,-3.6247163
