,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-2.8832426,7.6365457
Cell2,Group4,Batch1,-2.6431756,8.071088
Cell3,Group3,Batch1,9.30245,-6.2306914
Cell4,Group3,Batch1,8.373907,-6.76276
Cell5,Group3,Batch1,8.571748,-5.727734
Cell6,Group2,Batch1,-5.7795644,-10.195545
Cell7,Group4,Batch1,-4.984203,7.9572554
Cell8,Group3,Batch1,9.326663,-5.299413
Cell9,Group4,Batch1,-5.086213,7.5633893
Cell10,Group2,Batch1,-6.578026,-10.26289
Cell11,Group3,Batch1,8.285846,-5.861686
Cell12,Group2,Batch1,-4.4643784,-8.992357
Cell13,Group4,Batch1,-2.8044744,8.47579
Cell14,Group2,Batch1,-4.8178306,-8.772123
Cell15,Group2,Batch1,-7.0273967,-10.360586
Cell16,Group4,Batch1,-3.545792,6.0803823
Cell17,Group1,Batch1,16.075632,6.07534
Cell18,Group3,Batch1,7.7914295,-6.5323424
Cell19,Group2,Batch1,-4.363064,-10.6311
Cell20,Group1,Batch1,16.325663,6.1738286
Cell21,Group4,Batch1,-3.4010253,6.8498693
Cell22,Group4,Batch1,-3.019298,8.0195465
Cell23,Group2,Batch1,-5.255879,-8.899985
Cell24,Group2,Batch1,-5.502062,-8.345109
Cell25,Group4,Batch1,-3.6748211,6.4440002
Cell26,Group1,Batch1,16.094122,6.0065145
Cell27,Group4,Batch1,-2.4485767,7.4038515
Cell28,Group4,Batch1,-5.1338773,8.341511
Cell29,Group4,Batch1,-3.1780713,7.9579086
Cell30,Group4,Batch1,-4.727277,5.923523
Cell31,Group2,Batch1,-6.327132,-8.576922
Cell32,Group2,Batch1,-5.0961094,-9.466584
Cell33,Group2,Batch1,-4.8607492,-10.198777
Cell34,Group4,Batch1,-3.9141607,8.376466
Cell35,Group2,Batch1,-5.855114,-9.764592
Cell36,Group4,Batch1,-3.8555362,8.561084
Cell37,Group2,Batch1,-5.729451,-8.707543
Cell38,Group4,Batch1,-3.7965748,7.7328734
Cell39,Group2,Batch1,-4.6491976,-9.933496
Cell40,Group3,Batch1,8.150633,-6.0194387
Cell41,Group3,Batch1,8.697128,-5.8534408
Cell42,Group3,Batch1,7.6794443,-5.8127418
Cell43,Group2,Batch1,-7.270879,-10.2575865
Cell44,Group4,Batch1,-3.0495112,6.739531
Cell45,Group3,Batch1,9.074133,-5.8530016
Cell46,Group4,Batch1,-3.6516192,6.9087267
Cell47,Group3,Batch1,9.056959,-5.711762
Cell48,Group2,Batch1,-5.238048,-10.956466
Cell49,Group4,Batch1,-3.2534664,9.06551
Cell50,Group4,Batch1,-2.87111,6.719637
Cell51,Group2,Batch1,-6.306348,-9.344632
Cell52,Group3,Batch1,8.3009615,-4.3922315
Cell53,Group3,Batch1,7.4986014,-5.114659
Cell54,Group2,Batch1,-5.082483,-10.534691
Cell55,Group2,Batch1,-3.9085064,-9.688368
Cell56,Group2,Batch1,-5.969924,-9.909757
Cell57,Group4,Batch1,-2.3877985,7.130832
Cell58,Group2,Batch1,-4.1978145,-10.1883
Cell59,Group4,Batch1,-5.7366157,6.537917
Cell60,Group3,Batch1,8.250012,-5.37676
Cell61,Group3,Batch1,8.902957,-6.3770394
Cell62,Group2,Batch1,-6.9296002,-9.747805
Cell63,Group2,Batch1,-4.153928,-10.687391
Cell64,Group4,Batch1,-4.772933,7.2880583
Cell65,Group4,Batch1,-3.3264465,7.2929926
Cell66,Group4,Batch1,-2.479264,7.297431
Cell67,Group4,Batch1,-3.7231903,5.856834
