,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,6.164902,10.335333
Cell2,Group4,Batch1,7.0764985,7.4930696
Cell3,Group3,Batch1,-10.73234,-5.8580995
Cell4,Group3,Batch1,-11.206718,-5.67831
Cell5,Group3,Batch1,-11.684352,-6.4703965
Cell6,Group2,Batch1,5.0564795,-6.15432
Cell7,Group4,Batch1,7.882678,8.707503
Cell8,Group3,Batch1,-12.421757,-5.220646
Cell9,Group4,Batch1,7.218706,10.060606
Cell10,Group2,Batch1,4.678694,-8.1460495
Cell11,Group3,Batch1,-11.387454,-6.8152833
Cell12,Group2,Batch1,3.6302547,-5.1543365
Cell13,Group4,Batch1,8.413437,7.6214223
Cell14,Group2,Batch1,2.9824367,-7.9958053
Cell15,Group2,Batch1,5.90804,-6.9398427
Cell16,Group4,Batch1,8.770809,9.005062
Cell17,Group1,Batch1,-8.107483,14.592356
Cell18,Group3,Batch1,-11.719065,-5.196728
Cell19,Group2,Batch1,5.0165434,-8.248803
Cell20,Group1,Batch1,-8.335772,14.382146
Cell21,Group4,Batch1,7.9132133,9.762167
Cell22,Group4,Batch1,9.192405,9.0254965
Cell23,Group2,Batch1,3.9736104,-5.567392
Cell24,Group2,Batch1,3.4031792,-5.6349363
Cell25,Group4,Batch1,7.4102416,9.465204
Cell26,Group1,Batch1,-8.208697,14.888855
Cell27,Group4,Batch1,9.335933,8.894849
Cell28,Group4,Batch1,7.154646,8.129038
Cell29,Group4,Batch1,6.621845,7.398021
Cell30,Group4,Batch1,7.559338,9.68842
Cell31,Group2,Batch1,4.3122077,-7.284273
Cell32,Group2,Batch1,4.180098,-5.8686757
Cell33,Group2,Batch1,3.746677,-8.337052
Cell34,Group4,Batch1,8.055199,10.693919
Cell35,Group2,Batch1,4.4885006,-6.433835
Cell36,Group4,Batch1,8.791347,9.9545
Cell37,Group2,Batch1,3.0815337,-6.920619
Cell38,Group4,Batch1,6.2329817,9.982058
Cell39,Group2,Batch1,2.9377813,-6.3521852
Cell40,Group3,Batch1,-9.979913,-6.349245
Cell41,Group3,Batch1,-10.738497,-5.4955616
Cell42,Group3,Batch1,-10.8537245,-6.7317452
Cell43,Group2,Batch1,3.8324285,-8.60372
Cell44,Group4,Batch1,8.833765,8.476916
Cell45,Group3,Batch1,-10.051091,-4.5337787
Cell46,Group4,Batch1,8.577391,9.226821
Cell47,Group3,Batch1,-11.423927,-4.564469
Cell48,Group2,Batch1,5.31151,-7.657836
Cell49,Group4,Batch1,8.389344,10.020855
Cell50,Group4,Batch1,7.3731036,9.943539
Cell51,Group2,Batch1,4.860734,-6.279138
Cell52,Group3,Batch1,-12.413532,-5.7326436
Cell53,Group3,Batch1,-10.184824,-6.3437467
Cell54,Group2,Batch1,4.1258426,-8.226902
Cell55,Group2,Batch1,5.360247,-7.133268
Cell56,Group2,Batch1,2.8928025,-6.570527
Cell57,Group4,Batch1,7.974825,8.2912855
Cell58,Group2,Batch1,4.6498313,-5.273881
Cell59,Group4,Batch1,6.0174837,8.417573
Cell60,Group3,Batch1,-10.907832,-5.024729
Cell61,Group3,Batch1,-12.064085,-5.9701643
Cell62,Group2,Batch1,5.5761375,-5.9567103
Cell63,Group2,Batch1,5.5349274,-5.638481
Cell64,Group4,Batch1,6.1198897,9.360726
Cell65,Group4,Batch1,7.69179,9.115278
Cell66,Group4,Batch1,9.251054,8.318147
Cell67,Group4,Batch1,5.8259616,9.824466
Cell68,Group1,Batch1,-8.564184,14.478965
Cell69,Group4,Batch1,6.270295,8.04781
Cell70,Group2,Batch1,4.731963,-5.823693
Cell71,Group3,Batch1,-12.12521,-6.618359
Cell72,Group2,Batch1,5.3849907,-5.5125065
Cell73,Group4,Batch1,7.122599,9.302986
Cell74,Group2,Batch1,3.6576378,-7.267053
Cell75,Group3,Batch1,-9.938264,-6.445149
Cell76,Group2,Batch1,5.296905,-7.4489975
Cell77,Group3,Batch1,-11.012944,-4.2514462
Cell78,Group3,Batch1,-12.102353,-4.962937
Cell79,Group3,Batch1,-11.89334,-6.7786045
Cell80,Group2,Batch1,5.807151,-7.133258
Cell81,Group4,Batch1,8.809574,9.231154
