,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-5.7041874,15.079853
Cell2,Group4,Batch1,-8.105208,12.6540985
Cell3,Group3,Batch1,4.3507104,12.585825
Cell4,Group3,Batch1,4.332029,12.873481
Cell5,Group3,Batch1,2.1472464,12.784021
Cell6,Group2,Batch1,9.983064,14.671175
Cell7,Group4,Batch1,-7.852114,14.689763
Cell8,Group3,Batch1,0.92065585,12.793895
Cell9,Group4,Batch1,-7.9542255,14.015319
Cell10,Group2,Batch1,8.730626,15.57831
Cell11,Group3,Batch1,1.3067765,13.596045
Cell12,Group2,Batch1,11.418373,14.616531
Cell13,Group4,Batch1,-7.197871,15.479553
Cell14,Group2,Batch1,6.6379333,14.775409
Cell15,Group2,Batch1,7.9537663,15.218889
Cell16,Group4,Batch1,-6.0568347,14.865534
Cell17,Group1,Batch1,-6.957538,16.27933
Cell18,Group3,Batch1,-0.0815122,13.753589
Cell19,Group2,Batch1,9.601188,15.44705
Cell20,Group1,Batch1,4.177881,12.4782
Cell21,Group4,Batch1,-7.308823,14.6596
Cell22,Group4,Batch1,-7.5811152,13.586816
Cell23,Group2,Batch1,10.568029,15.647404
Cell24,Group2,Batch1,10.164157,15.601669
Cell25,Group4,Batch1,-7.524438,14.751349
Cell26,Group1,Batch1,1.8261373,13.1617565
Cell27,Group4,Batch1,-8.113336,15.181658
Cell28,Group4,Batch1,-8.073025,15.051027
Cell29,Group4,Batch1,-7.7887244,15.890347
Cell30,Group4,Batch1,-9.395701,13.8428335
Cell31,Group2,Batch1,10.101773,14.085243
Cell32,Group2,Batch1,9.741258,15.032438
Cell33,Group2,Batch1,9.513634,13.740842
Cell34,Group4,Batch1,-8.4993925,13.136774
Cell35,Group2,Batch1,9.878045,14.158281
Cell36,Group4,Batch1,-8.508755,13.644315
Cell37,Group2,Batch1,9.835498,13.958281
Cell38,Group4,Batch1,-7.90265,15.676806
Cell39,Group2,Batch1,9.757722,15.06622
Cell40,Group3,Batch1,1.4908373,13.119063
Cell41,Group3,Batch1,1.2103873,13.898003
Cell42,Group3,Batch1,3.3533456,12.593917
Cell43,Group2,Batch1,7.3572464,14.892219
Cell44,Group4,Batch1,-7.9533854,14.733431
Cell45,Group3,Batch1,1.5137814,13.661815
Cell46,Group4,Batch1,-7.454356,15.614145
Cell47,Group3,Batch1,0.077876195,13.015002
Cell48,Group2,Batch1,10.473172,14.818567
Cell49,Group4,Batch1,-8.875588,14.560164
Cell50,Group4,Batch1,-9.365334,12.782632
Cell51,Group2,Batch1,6.6817136,14.264898
Cell52,Group3,Batch1,2.4536219,13.241836
Cell53,Group3,Batch1,0.49647975,12.662893
Cell54,Group2,Batch1,7.5044813,14.517071
Cell55,Group2,Batch1,7.309015,14.815035
Cell56,Group2,Batch1,11.647297,15.097864
Cell57,Group4,Batch1,-9.4667225,13.443203
Cell58,Group2,Batch1,10.2763195,14.511729
Cell59,Group4,Batch1,-8.540723,14.40181
Cell60,Group3,Batch1,3.8321702,12.575991
Cell61,Group3,Batch1,2.4090278,12.523157
Cell62,Group2,Batch1,10.6587,15.167742
Cell63,Group2,Batch1,8.366831,14.24475
Cell64,Group4,Batch1,-6.781709,13.45229
Cell65,Group4,Batch1,-8.12597,12.583804
Cell66,Group4,Batch1,-7.321075,16.354221
Cell67,Group4,Batch1,-7.0141683,14.050996
Cell68,Group1,Batch1,4.1442313,12.585303
Cell69,Group4,Batch1,-7.3005166,15.785285
Cell70,Group2,Batch1,10.8415575,14.806932
Cell71,Group3,Batch1,-0.06502265,13.558531
Cell72,Group2,Batch1,10.300945,14.922583
Cell73,Group4,Batch1,-8.96202,14.873142
Cell74,Group2,Batch1,6.9550967,14.451021
Cell75,Group3,Batch1,0.66708475,13.419859
Cell76,Group2,Batch1,11.175998,14.407207
Cell77,Group3,Batch1,1.2718925,13.53134
Cell78,Group3,Batch1,3.1404555,13.071544
Cell79,Group3,Batch1,2.7871454,12.785808
Cell80,Group2,Batch1,10.220995,15.590564
Cell81,Group4,Batch1,-9.150547,14.110046
Cell82,Group2,Batch1,8.718276,14.773535
Cell83,Group2,Batch1,8.898406,13.758344
Cell84,Group3,Batch1,1.085397,12.698311
Cell85,Group2,Batch1,11.272648,15.116863
Cell86,Group4,Batch1,-8.208669,13.274598
Cell87,Group3,Batch1,0.25195163,12.925263
Cell88,Group4,Batch1,-8.299449,13.587511
Cell89,Group4,Batch1,-8.726227,15.311104
Cell90,Group4,Batch1,-8.880816,13.2762785
Cell91,Group4,Batch1,-9.149916,13.304759
Cell92,Group4,Batch1,-7.100971,15.870886
Cell93,Group4,Batch1,-7.950022,13.686961
Cell94,Group2,Batch1,9.973593,14.316402
Cell95,Group2,Batch1,8.823416,13.867146
Cell96,Group4,Batch1,-6.9999814,15.583683
Cell97,Group2,Batch1,7.773343,15.069931
Cell98,Group3,Batch1,3.8179817,12.136205
Cell99,Group2,Batch1,7.8142805,14.452958
Cell100,Group4,Batch1,-7.657965,15.734455
Cell101,Group4,Batch1,-7.719952,13.589692
Cell102,Group4,Batch1,-7.1350236,16.30164
Cell103,Group4,Batch1,-8.914022,15.010345
Cell104,Group2,Batch1,8.979675,14.085063
Cell105,Group2,Batch1,6.5700817,14.651203
Cell106,Group4,Batch1,-8.091171,15.01322
Cell107,Group4,Batch1,-7.77938,13.496847
Cell108,Group2,Batch1,8.9909935,14.23515
Cell109,Group3,Batch1,1.847254,13.242142
Cell110,Group4,Batch1,-8.346407,15.256077
Cell111,Group4,Batch1,-7.849206,14.135564
Cell112,Group3,Batch1,1.4026403,13.947981
Cell113,Group2,Batch1,10.329764,15.631003
Cell114,Group1,Batch1,2.8361635,12.597031
Cell115,Group2,Batch1,7.0711746,14.9583235
Cell116,Group2,Batch1,8.418706,14.957648
Cell117,Group2,Batch1,11.528428,15.112633
Cell118,Group4,Batch1,-8.65975,15.261883
Cell119,Group3,Batch1,-0.2595654,13.518029
Cell120,Group4,Batch1,-6.4933314,13.828756
Cell121,Group2,Batch1,7.779586,14.363151
Cell122,Group3,Batch1,2.9034145,12.900739
Cell123,Group2,Batch1,10.37196,15.263097
Cell124,Group2,Batch1,7.5308642,14.35228
Cell125,Group2,Batch1,7.698282,14.7933235
Cell126,Group4,Batch1,-8.026147,14.126982
Cell127,Group2,Batch1,11.489739,14.627292
Cell128,Group2,Batch1,9.518259,15.4055395
Cell129,Group3,Batch1,-0.112631276,13.508101
Cell130,Group4,Batch1,-5.9231668,15.082862
Cell131,Group2,Batch1,6.685701,14.277871
Cell132,Group2,Batch1,7.411092,14.751811
Cell133,Group1,Batch1,4.439861,12.5174
Cell134,Group2,Batch1,6.8771677,14.736598
Cell135,Group4,Batch1,-8.965976,12.434045
Cell136,Group3,Batch1,1.8532114,13.71721
Cell137,Group4,Batch1,-8.367595,12.524334
Cell138,Group4,Batch1,-9.400732,13.595343
Cell139,Group4,Batch1,-7.990512,12.741506
Cell140,Group3,Batch1,0.990903,13.008545
Cell141,Group3,Batch1,1.0763404,13.008165
Cell142,Group3,Batch1,2.4931643,13.696995
Cell143,Group4,Batch1,-8.903961,12.699974
Cell144,Group3,Batch1,1.39584,13.540503
Cell145,Group4,Batch1,-7.149668,14.749742
Cell146,Group1,Batch1,4.2759356,12.377503
Cell147,Group4,Batch1,-7.898868,15.738598
Cell148,Group1,Batch1,1.5103633,13.2795515
Cell149,Group1,Batch1,3.5576947,12.994681
Cell150,Group4,Batch1,-7.6469774,15.903757
Cell151,Group4,Batch1,-9.321324,13.07078
Cell152,Group2,Batch1,10.880348,14.48481
Cell153,Group3,Batch1,3.8182085,13.140863
Cell154,Group2,Batch1,11.6525545,14.635051
Cell155,Group2,Batch1,10.153073,15.102525
Cell156,Group1,Batch1,1.5159141,12.961916
Cell157,Group1,Batch1,1.8859218,13.1127
Cell158,Group4,Batch1,-6.8456225,14.347498
Cell159,Group3,Batch1,-0.120851934,13.527157
Cell160,Group2,Batch1,9.947699,15.205534
Cell161,Group2,Batch1,11.448731,15.147372
Cell162,Group4,Batch1,-8.084196,12.834084
Cell163,Group2,Batch1,11.224739,15.3781
Cell164,Group3,Batch1,-0.14765848,13.839718
Cell165,Group3,Batch1,1.916261,13.041674
Cell166,Group1,Batch1,1.6213273,12.978648
Cell167,Group2,Batch1,9.391099,13.960733
Cell168,Group2,Batch1,6.95519,14.676807
Cell169,Group4,Batch1,-9.486102,13.504465
Cell170,Group2,Batch1,9.652296,15.187599
Cell171,Group3,Batch1,3.41958,12.716671
Cell172,Group3,Batch1,-0.05862323,13.770218
Cell173,Group3,Batch1,2.276206,12.672352
Cell174,Group3,Batch1,0.45682284,12.781418
Cell175,Group2,Batch1,10.650221,15.4378805
Cell176,Group3,Batch1,1.8489529,13.645571
Cell177,Group2,Batch1,8.787124,14.154941
Cell178,Group2,Batch1,7.4757133,14.884703
Cell179,Group4,Batch1,-8.897581,14.641698
Cell180,Group4,Batch1,-6.092865,14.34689
Cell181,Group2,Batch1,10.098345,15.695682
Cell182,Group4,Batch1,-7.852915,15.795515
Cell183,Group3,Batch1,1.2384183,13.921779
Cell184,Group4,Batch1,-6.934214,15.725875
Cell185,Group3,Batch1,2.7057686,12.784068
Cell186,Group4,Batch1,-7.713874,15.938761
Cell187,Group2,Batch1,7.9143867,14.571731
Cell188,Group3,Batch1,0.3336089,12.957256
Cell189,Group2,Batch1,8.606181,14.007335
Cell190,Group2,Batch1,9.649375,15.3857565
Cell191,Group4,Batch1,-7.0448327,16.017183
Cell192,Group2,Batch1,9.864258,15.301958
Cell193,Group2,Batch1,9.312261,15.260559
Cell194,Group4,Batch1,-6.562584,13.484809
Cell195,Group2,Batch1,9.797803,15.025115
Cell196,Group4,Batch1,-7.028425,15.8558035
Cell197,Group2,Batch1,11.455087,14.479
Cell198,Group2,Batch1,8.8520975,14.86129
Cell199,Group2,Batch1,8.237042,14.957439
Cell200,Group3,Batch1,2.1609573,13.29074
Cell201,Group4,Batch1,-7.953882,13.632803
Cell202,Group4,Batch1,-7.6728277,15.336876
Cell203,Group2,Batch1,9.059522,14.65137
Cell204,Group3,Batch1,3.2675989,12.8778925
Cell205,Group1,Batch1,2.4850323,13.827942
Cell206,Group2,Batch1,9.637323,14.785417
Cell207,Group4,Batch1,-6.2380967,14.2320175
Cell208,Group3,Batch1,3.4411838,12.481949
Cell209,Group3,Batch1,2.1233146,13.04354
Cell210,Group3,Batch1,3.5125487,12.312431
Cell211,Group4,Batch1,-7.533628,15.983312
Cell212,Group4,Batch1,-8.674762,14.631234
Cell213,Group4,Batch1,-9.36658,14.039183
Cell214,Group2,Batch1,10.157198,14.829002
Cell215,Group4,Batch1,-7.5790963,16.36739
Cell216,Group4,Batch1,-7.5449185,14.843908
Cell217,Group2,Batch1,11.473906,14.710803
Cell218,Group2,Batch1,9.019394,13.838526
Cell219,Group4,Batch1,-8.357306,12.366481
Cell220,Group2,Batch1,10.734313,14.521892
Cell221,Group4,Batch1,-7.245632,16.179745
Cell222,Group2,Batch1,7.320969,14.518935
